match_id,shot_amnt,shot_xgs,poi_bin_pmf,execution_time_ns
3901188,16,"[0.06587678, 0.07058776, 0.07288948, 0.06376031, 0.023311714, 0.05771154, 0.09527418, 0.103446424, 0.024478516, 0.34345645, 0.8663296, 0.15667322, 0.48785698, 0.036684915, 0.056749333, 0.03470823]","[1.82448819e-02 1.62395283e-01 3.27934308e-01 2.92113880e-01
 1.43939172e-01 4.45175361e-02 9.31377378e-03 1.37979598e-03
 1.48785249e-04 1.18526348e-05 7.00849392e-07 3.06102550e-08
 9.72011492e-10 2.17571516e-11 3.24629212e-13 3.10862447e-15
 1.80411242e-16]",119968.52
3901184,27,"[0.19945018, 0.12443498, 0.24455975, 0.2522901, 0.22830388, 0.024556998, 0.009915837, 0.05342996, 0.1591895, 0.16164613, 0.0075177005, 0.25896657, 0.29016763, 0.012420685, 0.011277095, 0.024722792, 0.09423214, 0.10255179, 0.015400695, 0.09275146, 0.1990153, 0.028468978, 0.013613176, 0.084470645, 0.095997885, 0.08588224, 0.020748572]","[4.04182930e-02 1.44638337e-01 2.40971612e-01 2.48468121e-01
 1.77816104e-01 9.38907079e-02 3.79644189e-02 1.20441058e-02
 3.04752209e-03 6.21959014e-04 1.03151848e-04 1.39680018e-05
 1.54813516e-06 1.40531731e-07 1.04379636e-08 6.32862410e-10
 3.12089486e-11 1.24593608e-12 4.02421152e-14 1.29193531e-15
 2.87964097e-16 2.82759927e-16 2.38524478e-16 2.67581096e-16
 2.49800181e-16 2.15105711e-16 2.32452946e-16 2.08166817e-16]",145681.32
3901182,18,"[0.07390472, 0.019748647, 0.073890805, 0.13524434, 0.009864107, 0.026771737, 0.0583776, 0.06278545, 0.024884997, 0.006773574, 0.048925065, 0.21659611, 0.0076233097, 0.0057687946, 0.0471532, 0.039876085, 0.030546453, 0.007279988]","[3.87566926e-01 3.89969077e-01 1.70635714e-01 4.35654680e-02
 7.32043236e-03 8.63196942e-04 7.41898553e-05 4.75651635e-06
 2.30579130e-07 8.50709444e-09 2.39088305e-10 5.09721128e-12
 8.19236172e-14 1.23945992e-15 2.80591522e-16 2.67581096e-16
 2.39391840e-16 2.22044605e-16 1.66533454e-16]",123742.98
3901170,23,"[0.05013317, 0.027477572, 0.06785805, 0.024181576, 0.39686948, 0.0073731258, 0.060024485, 0.07243318, 0.035138782, 0.03711508, 0.05768166, 0.37764058, 0.14008567, 0.022516755, 0.035215512, 0.039337248, 0.04978667, 0.16162424, 0.026533172, 0.038649466, 0.09846128, 0.059181493, 0.007076556]","[1.16892104e-01 2.90388304e-01 3.07175578e-01 1.86117815e-01
 7.37520345e-02 2.06268742e-02 4.27505282e-03 6.78682496e-04
 8.44631913e-05 8.37626301e-06 6.69506879e-07 4.34532489e-08
 2.29965906e-09 9.93564252e-11 3.49857417e-12 1.00120379e-13
 2.51168308e-15 2.34117366e-16 1.88254396e-16 2.55953375e-16
 2.97548767e-16 2.90357379e-16 2.24302982e-16 1.74393431e-16]",133075.08
3901169,38,"[0.065332144, 0.08090173, 0.18463925, 0.16023065, 0.109345034, 0.028407382, 0.06556859, 0.05292891, 0.050935093, 0.13329668, 0.03811009, 0.048500016, 0.12695351, 0.04473492, 0.010510393, 0.053191017, 0.54029334, 0.11855443, 0.15392901, 0.02716058, 0.055235185, 0.26514205, 0.040922474, 0.008444517, 0.0073381807, 0.031308092, 0.010277572, 0.031054484, 0.13873945, 0.06598858, 0.0109079955, 0.047982257, 0.050350863, 0.07196314, 0.0077371267, 0.08412621, 0.10832296, 0.05663487]","[2.74572293e-02 1.14977147e-01 2.15720990e-01 2.46995768e-01
 1.96393536e-01 1.16451635e-01 5.38586591e-02 2.00351335e-02
 6.12868779e-03 1.56736035e-03 3.39399511e-04 6.28493272e-05
 1.00307832e-05 1.38837009e-06 1.67469807e-07 1.76719633e-08
 1.63609112e-09 1.33172019e-10 9.54336957e-12 6.02699097e-13
 3.37386369e-14 1.87003191e-15 3.12900747e-16 2.53269627e-16
 2.37657116e-16 2.51968585e-16 2.35488712e-16 2.32452946e-16
 2.16840434e-16 1.89084859e-16 2.06432094e-16 2.15973073e-16
 2.32452946e-16 2.46330734e-16 2.49800181e-16 2.32452946e-16
 2.35922393e-16 2.22044605e-16 2.42861287e-16]",177014.09
3901166,14,"[0.43347016, 0.21109682, 0.02219443, 0.015043803, 0.00018, 0.008450556, 0.04653754, 0.005247138, 0.00628742, 0.11573273, 0.036221597, 0.007796167, 0.1001607, 0.14747064]","[2.60896133e-01 4.17540772e-01 2.40037156e-01 6.90754953e-02
 1.12761354e-02 1.10491793e-03 6.67963616e-05 2.53247960e-06
 6.07183365e-08 9.20607967e-10 8.71841011e-12 5.00201551e-14
 3.95516953e-16 1.87350135e-16 1.36175793e-16]",116333.85
3901168,17,"[0.029190714, 0.064561695, 0.036078904, 0.021556016, 0.020928083, 0.04355051, 0.061896283, 0.044740807, 0.02730569, 0.06290937, 0.03720422, 0.021387318, 0.09198085, 0.046466332, 0.26426476, 0.12894651, 0.59888184]","[1.37387739e-01 3.63287925e-01 3.14306811e-01 1.39195124e-01
 3.78595919e-02 6.95490043e-03 9.12509776e-04 8.85287863e-05
 6.48921813e-06 3.63840299e-07 1.56811728e-08 5.18514418e-10
 1.30317763e-11 2.44532916e-13 3.50516803e-15 2.49625454e-16
 2.73103334e-16 2.68704681e-16]",128813.38
3900601,24,"[0.037060108, 0.40746906, 0.083171144, 0.08741071, 0.009300167, 0.0067276047, 0.032061685, 0.7835, 0.02912346, 0.027262025, 0.012370367, 0.06250486, 0.2252988, 0.051418744, 0.05177044, 0.02980796, 0.02230775, 0.02184357, 0.075082205, 0.0062111802, 0.010087281, 0.4540317, 0.058634493, 0.18496664]","[2.12128293e-02 1.36017820e-01 2.82897337e-01 2.91635214e-01
 1.76320503e-01 6.90012051e-02 1.86619765e-02 3.65266487e-03
 5.34814903e-04 6.00027275e-05 5.24856230e-06 3.62345969e-07
 1.99050531e-08 8.74207521e-10 3.07468349e-11 8.65103995e-13
 1.96301309e-14 5.91107024e-16 2.13249015e-16 2.43599899e-16
 2.22044605e-16 2.06432094e-16 1.90385901e-16 1.93746928e-16
 1.91510761e-16]",135822.0
3901262,21,"[0.05180582, 0.03752216, 0.031240916, 0.0073068338, 0.18753088, 0.08090493, 0.7835, 0.016905742, 0.06347262, 0.040766235, 0.4001297, 0.01033833, 0.029917704, 0.19213204, 0.025926275, 0.025779277, 0.06793518, 0.085425906, 0.09912599, 0.045516983, 0.13482916]","[3.50853291e-02 1.99198763e-01 3.24677923e-01 2.61179055e-01
 1.27002661e-01 4.13757930e-02 9.59552434e-03 1.64683567e-03
 2.14670925e-04 2.16297989e-05 1.70398035e-06 1.05660025e-07
 5.17011050e-09 1.99357361e-10 6.02442402e-12 1.41413790e-13
 2.78683326e-15 2.97505076e-16 2.63677968e-16 1.94289029e-16
 1.66533454e-16 1.38777878e-16]",150249.51
3901261,34,"[0.045378808, 0.061606318, 0.04775724, 0.060805865, 0.03473942, 0.08434233, 0.3109844, 0.008248314, 0.03605098, 0.1651778, 0.3910862, 0.028857527, 0.5019223, 0.099712126, 0.13972482, 0.041728932, 0.028778356, 0.08632032, 0.72680956, 0.060187485, 0.014666405, 0.3415604, 0.06939025, 0.053782217, 0.10956274, 0.19105245, 0.044442195, 0.02030118, 0.11034992, 0.13162276, 0.092871696, 0.022812402, 0.09333907, 0.1300189]","[4.03551764e-03 3.08367609e-02 9.91272790e-02 1.84710982e-01
 2.28653757e-01 2.02986954e-01 1.35743992e-01 7.07661318e-02
 2.94924236e-02 1.00154530e-02 2.81282317e-03 6.60980098e-04
 1.31164273e-04 2.21408157e-05 3.19747590e-06 3.96793226e-07
 4.24493686e-08 3.92361106e-09 3.13725688e-10 2.17074791e-11
 1.29920033e-12 6.73688536e-14 3.22701935e-15 3.39572120e-16
 2.36356074e-16 2.32452946e-16 2.48065457e-16 2.33320308e-16
 2.20309881e-16 2.31802424e-16 2.22044605e-16 2.49800181e-16
 2.22044605e-16 2.22044605e-16 2.02962647e-16]",182936.23
3901258,24,"[0.0045050383, 0.038423393, 0.066560626, 0.18055429, 0.39497167, 0.3240574, 0.069912456, 0.08158085, 0.033133727, 0.101755895, 0.09554576, 0.03306455, 0.0654731, 0.12605806, 0.009859148, 0.004039063, 0.028923644, 0.049292833, 0.053987395, 0.020167282, 0.10136575, 0.11751553, 0.3917919, 0.025002873]","[6.29698514e-02 2.02959455e-01 2.88345741e-01 2.40792908e-01
 1.33289634e-01 5.23433042e-02 1.52348466e-02 3.38661399e-03
 5.87285612e-04 8.06520570e-05 8.86317511e-06 7.84706205e-07
 5.61772415e-08 3.25479922e-09 1.52331570e-10 5.73220638e-12
 1.72281026e-13 4.33778447e-15 3.23525928e-16 2.37084522e-16
 2.39391840e-16 2.56739074e-16 2.57823277e-16 2.44541800e-16
 2.41126563e-16]",146140.35
3901257,24,"[0.04111534, 0.019332688, 0.010799346, 0.04764935, 0.021266732, 0.021809744, 0.3802055, 0.025409183, 0.095622435, 0.7835, 0.15357253, 0.03510108, 0.034570664, 0.05012528, 0.038489886, 0.013536777, 0.044140268, 0.06667105, 0.047532998, 0.068568185, 0.08271579, 0.03248614, 0.066655, 0.05179389]","[4.42959345e-02 2.38436915e-01 3.41332030e-01 2.37822306e-01
 1.01213130e-01 2.94686245e-02 6.27035858e-03 1.01701692e-03
 1.29360753e-04 1.31609183e-05 1.08587197e-06 7.33492553e-08
 4.08108704e-09 1.87634758e-10 7.13313849e-12 2.23948030e-13
 5.97915814e-15 3.54371480e-16 2.25564874e-16 2.24857178e-16
 1.90819582e-16 1.91253263e-16 2.16732014e-16 2.41072353e-16
 2.56079236e-16]",146461.46
3901256,25,"[0.3726278, 0.027297948, 0.018977597, 0.06415172, 0.059422635, 0.0990071, 0.52322966, 0.7835, 0.098152086, 0.022023825, 0.037379242, 0.08841159, 0.00889191, 0.06329633, 0.4909198, 0.09585352, 0.044309825, 0.17010798, 0.6200685, 0.24049442, 0.018424189, 0.23760203, 0.29399577, 0.07116065, 0.736906]","[4.78934091e-04 6.14847543e-03 3.31027510e-02 9.93709095e-02
 1.87220770e-01 2.36584953e-01 2.09404911e-01 1.33934631e-01
 6.33925923e-02 2.26243971e-02 6.18071599e-03 1.30809825e-03
 2.16491463e-04 2.82101764e-05 2.90682999e-06 2.37279354e-07
 1.53296967e-08 7.80827926e-10 3.11272050e-11 9.60172913e-13
 2.27873276e-14 6.38378239e-16 2.22044605e-16 1.80411242e-16
 1.73472348e-16 2.01227923e-16]",149196.49
3901255,21,"[0.058706503, 0.04368106, 0.009558799, 0.110991806, 0.024668962, 0.015739266, 0.7835, 0.15157829, 0.016532253, 0.046343368, 0.17240529, 0.12752445, 0.22533652, 0.01642257, 0.035551436, 0.04087711, 0.08206434, 0.011131756, 0.12036304, 0.008965265, 0.02608134]","[5.14112248e-02 2.65368971e-01 3.42110399e-01 2.22180391e-01
 8.91253931e-02 2.42893543e-02 4.74511634e-03 6.87016947e-04
 7.53456215e-05 6.35106561e-06 4.15394228e-07 2.11992335e-08
 8.45995611e-10 2.63705978e-11 6.39283765e-13 1.21309213e-14
 3.84241250e-16 2.34187669e-16 2.22044605e-16 1.94289029e-16
 2.22044605e-16 2.22044605e-16]",133514.32
3901254,23,"[0.06480922, 0.42583722, 0.6821502, 0.04699454, 0.030902173, 0.014352443, 0.03845427, 0.10736922, 0.34488827, 0.059521616, 0.02401554, 0.09902388, 0.038009576, 0.00791378, 0.005822234, 0.7835, 0.01931238, 0.9129486, 0.010510642, 0.06608392, 0.12864417, 0.14216167, 0.040562537]","[8.39632499e-04 1.55784256e-02 9.05247950e-02 2.31006483e-01
 2.98612736e-01 2.20877605e-01 1.02371804e-01 3.18856251e-02
 7.02000544e-03 1.13211972e-03 1.37119501e-04 1.26886122e-05
 9.07222862e-07 5.04405690e-08 2.18551817e-09 7.36584760e-11
 1.91943206e-12 3.83691559e-14 7.44995970e-16 1.87256962e-16
 2.32822570e-16 2.16212257e-16 2.34458946e-16 2.31599907e-16]",136572.0
3901253,19,"[0.040270984, 0.0872017, 0.056896478, 0.11409617, 0.0313294, 0.052352, 0.85737664, 0.28063133, 0.32333377, 0.12663935, 0.33041242, 0.02172742, 0.08207521, 0.070314616, 0.042711172, 0.16578136, 0.046254095, 0.13881177, 0.039518367]","[1.43468302e-02 1.23576447e-01 2.67486809e-01 2.88238559e-01
 1.89361310e-01 8.35498051e-02 2.61881834e-02 6.04422017e-03
 1.05191974e-03 1.40227561e-04 1.44554811e-05 1.15738839e-06
 7.19361828e-08 3.45087931e-09 1.26224121e-10 3.44750010e-12
 6.80983048e-14 1.14491749e-15 2.34187669e-16 2.47198095e-16]",127296.78
3901252,34,"[0.18910539, 0.1597494, 0.1590033, 0.258926, 0.061310697, 0.0182017, 0.13666962, 0.06171239, 0.036727928, 0.10243929, 0.15910687, 0.22097255, 0.06675423, 0.071604095, 0.029962229, 0.050574798, 0.18201767, 0.0262224, 0.19798061, 0.03002936, 0.022198025, 0.03555415, 0.06289096, 0.08939806, 0.26905647, 0.60025674, 0.16198659, 0.038375538, 0.015354473, 0.017748531, 0.23689844, 0.8941304, 0.17629102, 0.029123908]","[1.05118986e-03 1.47338720e-02 6.41235894e-02 1.46261851e-01
 2.12785577e-01 2.18305322e-01 1.67679676e-01 1.00265925e-01
 4.79557564e-02 1.87081884e-02 6.03989078e-03 1.63154104e-03
 3.71857727e-04 7.19693719e-05 1.18855863e-05 1.68097042e-06
 2.04114151e-07 2.13141756e-08 1.91555320e-09 1.48168690e-10
 9.85663114e-12 5.63193589e-13 2.77605629e-14 1.37476835e-15
 2.59341160e-16 2.18575158e-16 1.94289029e-16 1.83013327e-16
 1.97758476e-16 2.03396328e-16 2.35922393e-16 2.63677968e-16
 2.63677968e-16 2.25514052e-16 1.96023753e-16]",169144.72
3901251,35,"[0.1332133, 0.0827613, 0.013619503, 0.044003703, 0.07664883, 0.20660582, 0.011451743, 0.024421839, 0.036594424, 0.4897741, 0.21898234, 0.03338864, 0.0386263, 0.1897839, 0.027038746, 0.009942725, 0.0060976604, 0.061832782, 0.06585044, 0.22960596, 0.11089832, 0.00991947, 0.59619373, 0.011145984, 0.17540644, 0.014688899, 0.15792944, 0.008873788, 0.13990428, 0.099883966, 0.0129517745, 0.034566034, 0.039167505, 0.029881965, 0.03036734]","[1.57290141e-02 8.21283942e-02 1.86197588e-01 2.47933003e-01
 2.20975017e-01 1.41913394e-01 6.88309401e-02 2.60379176e-02
 7.86222345e-03 1.92790078e-03 3.88987946e-04 6.52437817e-05
 9.17033635e-06 1.08701762e-06 1.09213068e-07 9.33690718e-09
 6.81267955e-10 4.25163550e-11 2.27280652e-12 1.04368071e-13
 4.34578278e-15 3.80670430e-16 2.22830693e-16 2.21426032e-16
 2.39337630e-16 2.51230184e-16 2.72850568e-16 2.87437948e-16
 2.26221726e-16 1.90838424e-16 1.53073706e-16 1.38610481e-16
 1.88784388e-16 1.99594573e-16 2.10741755e-16 2.01487354e-16]",182468.15
3901250,14,"[0.1591625, 0.043923154, 0.06054425, 0.17385522, 0.010231059, 0.086636275, 0.039845664, 0.012357534, 0.06766522, 0.32908335, 0.05125594, 0.21737689, 0.28040284, 0.02394728]","[1.74486029e-01 3.45198998e-01 2.91238576e-01 1.38408148e-01
 4.12877584e-02 8.16571478e-03 1.10392418e-03 1.03718857e-04
 6.81208606e-06 3.11258487e-07 9.72410996e-09 2.00669049e-10
 2.57099897e-12 1.84470494e-14 3.26995375e-16]",129608.77
3901249,27,"[0.04013037, 0.021588853, 0.0066170003, 0.17846169, 0.03622922, 0.032315936, 0.06657287, 0.10554514, 0.028508235, 0.026295658, 0.0063164234, 0.096216924, 0.089551166, 0.041511003, 0.08788389, 0.09017492, 0.2318567, 0.048026208, 0.01931971, 0.05041699, 0.01044688, 0.27646586, 0.02753963, 0.11416518, 0.2732883, 0.005085284, 0.03186335]","[1.07941568e-01 2.63744192e-01 2.94283594e-01 1.99780470e-01
 9.27911444e-02 3.14419321e-02 8.09288741e-03 1.62642327e-03
 2.60265893e-04 3.36419367e-05 3.54983681e-06 3.08128908e-07
 2.21196941e-08 1.31770078e-09 6.52441896e-11 2.68500006e-12
 9.19138897e-14 2.86142637e-15 3.14635470e-16 2.13099937e-16
 2.04697370e-16 2.00794242e-16 1.84964891e-16 1.85859357e-16
 2.22044605e-16 2.35922393e-16 2.44596010e-16 2.47198095e-16]",155382.05
3901248,31,"[0.030110966, 0.15561108, 0.023353076, 0.057603326, 0.046257325, 0.12336644, 0.01814955, 0.054154843, 0.12660095, 0.08320282, 0.025956368, 0.024174253, 0.024066698, 0.01797672, 0.071271025, 0.039027184, 0.050682303, 0.07535366, 0.11808315, 0.02169866, 0.028687434, 0.04573604, 0.03875486, 0.02259374, 0.013035783, 0.010978458, 0.0053289616, 0.076579005, 0.046533838, 0.054309163, 0.016695699]","[1.99747979e-01 3.35665394e-01 2.67004941e-01 1.33937410e-01
 4.76226908e-02 1.27893933e-02 2.69933741e-03 4.59975496e-04
 6.45120876e-05 7.55354780e-06 7.46306754e-07 6.27300899e-08
 4.51338877e-09 2.79243991e-10 1.49050216e-11 6.88010982e-13
 2.77000645e-14 1.16573418e-15 3.05311332e-16 2.77555756e-16
 2.53269627e-16 2.54136989e-16 2.65412692e-16 2.64220069e-16
 2.49800181e-16 2.20309881e-16 2.28983499e-16 2.04697370e-16
 1.96023753e-16 1.78676518e-16 1.89139069e-16 2.05402102e-16]",154710.92
3901247,16,"[0.042359527, 0.19830555, 0.06372359, 0.044271223, 0.18566726, 0.26147515, 0.029047206, 0.5072537, 0.03699843, 0.010930568, 0.1949924, 0.074019946, 0.030067982, 0.09738497, 0.06886775, 0.25058663]","[8.57374693e-02 2.54318315e-01 3.12691637e-01 2.16409952e-01
 9.53379853e-02 2.84938497e-02 5.99429517e-03 9.07647402e-04
 1.00226352e-04 8.11950233e-06 4.82165355e-07 2.08088188e-08
 6.40493157e-10 1.35876241e-11 1.87086457e-13 1.72084569e-15
 2.22044605e-16]",123706.43
3901246,25,"[0.13177922, 0.10369771, 0.03203029, 0.0225814, 0.1901249, 0.0068251635, 0.008785481, 0.024413617, 0.018544499, 0.028988495, 0.030499501, 0.028771533, 0.0083576515, 0.7835, 0.041562393, 0.064896494, 0.084621035, 0.012834783, 0.06755232, 0.037374996, 0.015987378, 0.036767885, 0.053061537, 0.17563799, 0.05403133]","[5.61339497e-02 2.83279843e-01 3.42350900e-01 2.10301320e-01
 8.11658094e-02 2.17513708e-02 4.28782011e-03 6.45243813e-04
 7.60260195e-05 7.14079796e-06 5.41573320e-07 3.34684534e-08
 1.69561993e-09 7.06788629e-11 2.42730488e-12 6.88451032e-14
 1.83360271e-15 3.05311332e-16 2.49800181e-16 2.46330734e-16
 2.11636264e-16 2.27248775e-16 2.01227923e-16 1.90819582e-16
 2.22044605e-16 1.94289029e-16]",138234.62
3901245,21,"[0.30177197, 0.016120661, 0.20542169, 0.22718555, 0.04140983, 0.06441417, 0.02554393, 0.026492288, 0.0273968, 0.19624616, 0.007022401, 0.13721243, 0.05833044, 0.026312934, 0.085551724, 0.054849654, 0.026537053, 0.03365595, 0.00560347, 0.06433054, 0.26370656]","[1.22753414e-01 2.87265166e-01 3.00172904e-01 1.85838631e-01
 7.63395996e-02 2.21038596e-02 4.68265983e-03 7.44280620e-04
 9.03452214e-05 8.48138538e-06 6.21043962e-07 3.56467578e-08
 1.60626847e-09 5.67054455e-11 1.55904196e-12 3.32156178e-14
 7.11236625e-16 2.22044605e-16 2.28983499e-16 2.09901541e-16
 2.49800181e-16 1.94289029e-16]",132106.98
