match_id,shot_amnt,shot_xgs,poi_bin_pmf,execution_time_ns
3901188,16,"[0.06587678, 0.07058776, 0.07288948, 0.06376031, 0.023311714, 0.05771154, 0.09527418, 0.103446424, 0.024478516, 0.34345645, 0.8663296, 0.15667322, 0.48785698, 0.036684915, 0.056749333, 0.03470823]","[0.01824488189998399, 0.16239528292919037, 0.32793430758422015, 0.29211387952659873, 0.14393917188204602, 0.044517536087497596, 0.009313773776893677, 0.0013797959762059618, 0.0001487852487775499, 1.1852634844278791e-05, 7.008493914290767e-07, 3.061025482338301e-08, 9.720113101009527e-10, 2.1756938926871303e-11, 3.2442222841689617e-13, 2.883796654536372e-15, 1.1526900910687915e-17]",24560.93
3901184,27,"[0.19945018, 0.12443498, 0.24455975, 0.2522901, 0.22830388, 0.024556998, 0.009915837, 0.05342996, 0.1591895, 0.16164613, 0.0075177005, 0.25896657, 0.29016763, 0.012420685, 0.011277095, 0.024722792, 0.09423214, 0.10255179, 0.015400695, 0.09275146, 0.1990153, 0.028468978, 0.013613176, 0.084470645, 0.095997885, 0.08588224, 0.020748572]","[0.04041829296328256, 0.14463833654010722, 0.24097161202020032, 0.24846812132645518, 0.17781610374814155, 0.09389070793821216, 0.037964418946119065, 0.01204410579466829, 0.0030475220883104132, 0.0006219590141555147, 0.00010315184836645128, 1.3968001770435069e-05, 1.548135159128055e-06, 1.4053173066601402e-07, 1.0437963397388308e-08, 6.328621985082111e-10, 3.120873238720043e-11, 1.2456845713195802e-12, 3.9998462498249955e-14, 1.0253327536136514e-15, 2.0781412582822787e-17, 3.288418248395887e-19, 3.9932772229559635e-21, 3.631130104788467e-23, 2.3823933919992004e-25, 1.0612871559247774e-27, 2.863670049578663e-30, 3.522433852153102e-33]",63012.56
3901182,18,"[0.07390472, 0.019748647, 0.073890805, 0.13524434, 0.009864107, 0.026771737, 0.0583776, 0.06278545, 0.024884997, 0.006773574, 0.048925065, 0.21659611, 0.0076233097, 0.0057687946, 0.0471532, 0.039876085, 0.030546453, 0.007279988]","[0.3875669256077707, 0.38996907702965766, 0.17063571434702166, 0.04356546801023169, 0.007320432361380222, 0.0008631969417750602, 7.418985531851361e-05, 4.756516353024797e-06, 2.305791297286448e-07, 8.507094190746999e-09, 2.3908811459150903e-10, 5.096961136683499e-12, 8.164821642256318e-14, 9.677884249572954e-16, 8.292770424851184e-18, 4.957098690487721e-20, 1.9491983268908686e-22, 4.510273205568232e-25, 4.637029976845647e-28]",30231.22
3901170,23,"[0.05013317, 0.027477572, 0.06785805, 0.024181576, 0.39686948, 0.0073731258, 0.060024485, 0.07243318, 0.035138782, 0.03711508, 0.05768166, 0.37764058, 0.14008567, 0.022516755, 0.035215512, 0.039337248, 0.04978667, 0.16162424, 0.026533172, 0.038649466, 0.09846128, 0.059181493, 0.007076556]","[0.1168921040041579, 0.2903883040282196, 0.3071755778601369, 0.18611781531164284, 0.073752034482276, 0.0206268741774645, 0.004275052823232962, 0.0006786824958359093, 8.446319128288224e-05, 8.376263007470509e-06, 6.695068787958305e-07, 4.345324861253136e-08, 2.299658817982186e-09, 9.935621093387108e-11, 3.4983471037150663e-12, 9.989864302659106e-14, 2.294114734857377e-15, 4.1822441967244876e-17, 5.938765397740491e-19, 6.388572207645185e-21, 4.992973816441904e-23, 2.6510707578846834e-25, 8.466481579783207e-28, 1.2147067155108255e-30]",47422.96
3901169,38,"[0.065332144, 0.08090173, 0.18463925, 0.16023065, 0.109345034, 0.028407382, 0.06556859, 0.05292891, 0.050935093, 0.13329668, 0.03811009, 0.048500016, 0.12695351, 0.04473492, 0.010510393, 0.053191017, 0.54029334, 0.11855443, 0.15392901, 0.02716058, 0.055235185, 0.26514205, 0.040922474, 0.008444517, 0.0073381807, 0.031308092, 0.010277572, 0.031054484, 0.13873945, 0.06598858, 0.0109079955, 0.047982257, 0.050350863, 0.07196314, 0.0077371267, 0.08412621, 0.10832296, 0.05663487]","[0.027457229273753363, 0.11497714678757232, 0.21572099002488312, 0.24699576766427508, 0.1963935356486976, 0.11645163495263182, 0.053858659121828696, 0.020035133477072274, 0.00612868778867314, 0.0015673603478353892, 0.0003393995111065498, 6.28493271854927e-05, 1.0030783179094997e-05, 1.3883700928196031e-06, 1.674698065031787e-07, 1.767196308610843e-08, 1.6360909114436655e-09, 1.331718034652452e-10, 9.543149976445377e-12, 6.024831787904155e-13, 3.351119291774307e-14, 1.6412221588811439e-15, 7.068647558070086e-17, 2.6721524647171687e-18, 8.842812398103234e-20, 2.5528414215837297e-21, 6.401295898963762e-23, 1.3866697875993171e-24, 2.5777919121685842e-26, 4.078861474571723e-28, 5.438250869420788e-30, 6.032998666861594e-32, 5.480278526550763e-34, 3.9919041062106184e-36, 2.2662825362048537e-38, 9.625083955906189e-41, 2.866986450381102e-43, 5.325045227822133e-46, 4.62769866591928e-49]",120230.14
3901166,14,"[0.43347016, 0.21109682, 0.02219443, 0.015043803, 0.00018, 0.008450556, 0.04653754, 0.005247138, 0.00628742, 0.11573273, 0.036221597, 0.007796167, 0.1001607, 0.14747064]","[0.2608961327253206, 0.41754077206735446, 0.24003715612256168, 0.06907549527629853, 0.011276135385855854, 0.0011049179336688874, 6.679636162817905e-05, 2.532479599891125e-06, 6.0718336243001e-08, 9.206077388824678e-10, 8.718165904402877e-12, 4.97735147952047e-14, 1.5720487789124348e-16, 2.180566569867895e-19, 3.4443441819694793e-23]",18755.18
3901168,17,"[0.029190714, 0.064561695, 0.036078904, 0.021556016, 0.020928083, 0.04355051, 0.061896283, 0.044740807, 0.02730569, 0.06290937, 0.03720422, 0.021387318, 0.09198085, 0.046466332, 0.26426476, 0.12894651, 0.59888184]","[0.13738773898260734, 0.36328792512826613, 0.31430681122906823, 0.13919512445981666, 0.0378595919412658, 0.0069549004253915804, 0.0009125097759147204, 8.852878627332815e-05, 6.489218131700815e-06, 3.6384029861314267e-07, 1.568117259433479e-08, 5.18514216952687e-10, 1.3031564172190468e-11, 2.442964351881923e-13, 3.3054193436822265e-15, 3.0467555822128206e-17, 1.710613255553786e-19, 4.410373536919441e-22]",26527.16
3900601,24,"[0.037060108, 0.40746906, 0.083171144, 0.08741071, 0.009300167, 0.0067276047, 0.032061685, 0.7835, 0.02912346, 0.027262025, 0.012370367, 0.06250486, 0.2252988, 0.051418744, 0.05177044, 0.02980796, 0.02230775, 0.02184357, 0.075082205, 0.0062111802, 0.010087281, 0.4540317, 0.058634493, 0.18496664]","[0.02121282925527764, 0.13601782036520338, 0.2828973373729929, 0.29163521449620367, 0.1763205026562874, 0.06900120509330057, 0.018661976538529385, 0.003652664872229011, 0.0005348149032983281, 6.000272752226301e-05, 5.2485622952036176e-06, 3.623459690307692e-07, 1.9905052807019692e-08, 8.742072700856798e-10, 3.074661165418736e-11, 8.648685849256787e-13, 1.9372276739592854e-14, 3.4284865051679563e-16, 4.7370779294870054e-18, 5.021040217944782e-20, 3.979725692675159e-22, 2.269714323330474e-24, 8.751529291751639e-27, 2.0324637247847324e-29, 2.1374920841024254e-32]",49891.62
3901262,21,"[0.05180582, 0.03752216, 0.031240916, 0.0073068338, 0.18753088, 0.08090493, 0.7835, 0.016905742, 0.06347262, 0.040766235, 0.4001297, 0.01033833, 0.029917704, 0.19213204, 0.025926275, 0.025779277, 0.06793518, 0.085425906, 0.09912599, 0.045516983, 0.13482916]","[0.035085329140009884, 0.1991987631997746, 0.32467792257849454, 0.2611790549891181, 0.12700266133448, 0.041375793010643216, 0.009595524341191179, 0.001646835666784868, 0.0002146709245738169, 2.1629798919569974e-05, 1.7039803502213437e-06, 1.0566002482846568e-07, 5.170110251376327e-09, 1.9935710913726582e-10, 6.024220792081541e-12, 1.4118603086075875e-13, 2.5238941402554995e-15, 3.35468758636572e-17, 3.1869912262130336e-19, 2.028721955528428e-21, 7.681647142707745e-24, 1.2946329774631157e-26]",38968.11
3901261,34,"[0.045378808, 0.061606318, 0.04775724, 0.060805865, 0.03473942, 0.08434233, 0.3109844, 0.008248314, 0.03605098, 0.1651778, 0.3910862, 0.028857527, 0.5019223, 0.099712126, 0.13972482, 0.041728932, 0.028778356, 0.08632032, 0.72680956, 0.060187485, 0.014666405, 0.3415604, 0.06939025, 0.053782217, 0.10956274, 0.19105245, 0.044442195, 0.02030118, 0.11034992, 0.13162276, 0.092871696, 0.022812402, 0.09333907, 0.1300189]","[0.00403551763591166, 0.030836760861253285, 0.09912727896017055, 0.18471098201223277, 0.2286537566163418, 0.20298695399478975, 0.13574399215240693, 0.07076613180964374, 0.029492423635690178, 0.01001545298156009, 0.0028128231746917766, 0.0006609800977495042, 0.00013116427296762248, 2.214081567899495e-05, 3.197475904633407e-06, 3.9679322571673953e-07, 4.2449368412422774e-08, 3.923610818355254e-09, 3.137254281113325e-10, 2.1707206950693707e-11, 1.2989446726987383e-12, 6.711779576509921e-14, 2.986937286137e-15, 1.1406071548140653e-16, 3.718472920268862e-18, 1.0280251038179631e-19, 2.3892439852448172e-21, 4.6151582227959814e-23, 7.298911942472844e-25, 9.2617436929012e-27, 9.167803671779935e-29, 6.792986932157473e-31, 3.528726850579327e-33, 1.1403158796411446e-35, 1.714448560848961e-38]",96578.97
3901258,24,"[0.0045050383, 0.038423393, 0.066560626, 0.18055429, 0.39497167, 0.3240574, 0.069912456, 0.08158085, 0.033133727, 0.101755895, 0.09554576, 0.03306455, 0.0654731, 0.12605806, 0.009859148, 0.004039063, 0.028923644, 0.049292833, 0.053987395, 0.020167282, 0.10136575, 0.11751553, 0.3917919, 0.025002873]","[0.06296985143525925, 0.20295945535683108, 0.2883457405463179, 0.24079290824597463, 0.1332896344484121, 0.05234330421636631, 0.015234846623491312, 0.003386613986937149, 0.000587285611796779, 8.065205701643096e-05, 8.863175112664405e-06, 7.847062045068236e-07, 5.617724119711611e-08, 3.2547989594978533e-09, 1.5233134443291622e-10, 5.731988934214258e-12, 1.7203689421409668e-13, 4.0700006104328765e-15, 7.462760750370168e-17, 1.0356863659556222e-18, 1.0518013290874985e-20, 7.440607451580562e-23, 3.3982644617504962e-25, 8.797447156465225e-28, 9.629770224815034e-31]",56145.94
3901257,24,"[0.04111534, 0.019332688, 0.010799346, 0.04764935, 0.021266732, 0.021809744, 0.3802055, 0.025409183, 0.095622435, 0.7835, 0.15357253, 0.03510108, 0.034570664, 0.05012528, 0.038489886, 0.013536777, 0.044140268, 0.06667105, 0.047532998, 0.068568185, 0.08271579, 0.03248614, 0.066655, 0.05179389]","[0.04429593451022731, 0.23843691454899069, 0.3413320296185933, 0.23782230615163097, 0.1012131300440312, 0.029468624455807762, 0.006270358577205808, 0.0010170169245455147, 0.00012936075331804328, 1.3160918343435304e-05, 1.085871966705093e-06, 7.334925508887557e-08, 4.081086850743709e-09, 1.8763459703068756e-10, 7.132961394228959e-12, 2.2376677132161069e-13, 5.765634921976792e-15, 1.2105917207089005e-16, 2.0468237222294897e-18, 2.738806276208414e-20, 2.827536028999948e-22, 2.167211306377901e-24, 1.1583693018326615e-26, 3.8438730136214343e-29, 5.946455240847651e-32]",50263.77
3901256,25,"[0.3726278, 0.027297948, 0.018977597, 0.06415172, 0.059422635, 0.0990071, 0.52322966, 0.7835, 0.098152086, 0.022023825, 0.037379242, 0.08841159, 0.00889191, 0.06329633, 0.4909198, 0.09585352, 0.044309825, 0.17010798, 0.6200685, 0.24049442, 0.018424189, 0.23760203, 0.29399577, 0.07116065, 0.736906]","[0.0004789340909949688, 0.006148475429951732, 0.03310275096842351, 0.0993709094774182, 0.18722076995137515, 0.236584953128944, 0.20940491091634364, 0.13393463052209864, 0.0633925922889377, 0.022624397094470207, 0.006180715987826169, 0.0013080982516397689, 0.0002164914632065636, 2.8210176389975216e-05, 2.9068299917699113e-06, 2.372793539674537e-07, 1.53296965746309e-08, 7.808277338856228e-10, 3.112695510407766e-11, 9.59898259711939e-13, 2.2504888004166605e-14, 3.9094779976763345e-16, 4.838711162029709e-18, 4.002850246147463e-20, 1.9659785058378532e-22, 4.286763850460024e-25]",55403.62
3901255,21,"[0.058706503, 0.04368106, 0.009558799, 0.110991806, 0.024668962, 0.015739266, 0.7835, 0.15157829, 0.016532253, 0.046343368, 0.17240529, 0.12752445, 0.22533652, 0.01642257, 0.035551436, 0.04087711, 0.08206434, 0.011131756, 0.12036304, 0.008965265, 0.02608134]","[0.05141122476199197, 0.2653689706398845, 0.34211039871865356, 0.22218039101365208, 0.08912539311811839, 0.024289354302497748, 0.004745116344615135, 0.000687016947015814, 7.53456214793668e-05, 6.35106561328672e-06, 4.153942282154527e-07, 2.119923322222709e-08, 8.459953272078782e-10, 2.6370322300188607e-11, 6.390464418595763e-13, 1.1932955753449303e-14, 1.692255712595008e-16, 1.7818285491475963e-18, 1.3441210294990975e-20, 6.842550002473075e-23, 2.0988989588236703e-25, 2.9218844729004136e-28]",39999.35
3901254,23,"[0.06480922, 0.42583722, 0.6821502, 0.04699454, 0.030902173, 0.014352443, 0.03845427, 0.10736922, 0.34488827, 0.059521616, 0.02401554, 0.09902388, 0.038009576, 0.00791378, 0.005822234, 0.7835, 0.01931238, 0.9129486, 0.010510642, 0.06608392, 0.12864417, 0.14216167, 0.040562537]","[0.0008396324991100914, 0.015578425552096792, 0.09052479504511343, 0.2310064832249114, 0.29861273613902134, 0.22087760488531497, 0.10237180437365624, 0.031885625086683585, 0.007020005435192464, 0.0011321197207820126, 0.00013711950132936726, 1.2688612223912091e-05, 9.072228618584997e-07, 5.0440568692506486e-08, 2.185517844225738e-09, 7.365820046124473e-11, 1.9192097029151498e-12, 3.823690216117383e-14, 5.725963876104206e-16, 6.280956939031561e-18, 4.852532321642625e-20, 2.4779403949715303e-22, 7.44005287176616e-25, 9.859230856682944e-28]",46740.07
3901253,19,"[0.040270984, 0.0872017, 0.056896478, 0.11409617, 0.0313294, 0.052352, 0.85737664, 0.28063133, 0.32333377, 0.12663935, 0.33041242, 0.02172742, 0.08207521, 0.070314616, 0.042711172, 0.16578136, 0.046254095, 0.13881177, 0.039518367]","[0.01434683019806999, 0.12357644712306595, 0.2674868091485141, 0.28823855920341224, 0.189361309973715, 0.08354980507317225, 0.02618818341359319, 0.00604422017418818, 0.0010519197446223032, 0.00014022756131118274, 1.4455481146263749e-05, 1.157388387653998e-06, 7.193618261757397e-08, 3.4508790869421385e-09, 1.2622389684653869e-10, 3.4473039062000857e-12, 6.790353425608037e-14, 9.091456817066045e-16, 7.387108692081416e-18, 2.7419613596449177e-20]",32936.48
3901252,34,"[0.18910539, 0.1597494, 0.1590033, 0.258926, 0.061310697, 0.0182017, 0.13666962, 0.06171239, 0.036727928, 0.10243929, 0.15910687, 0.22097255, 0.06675423, 0.071604095, 0.029962229, 0.050574798, 0.18201767, 0.0262224, 0.19798061, 0.03002936, 0.022198025, 0.03555415, 0.06289096, 0.08939806, 0.26905647, 0.60025674, 0.16198659, 0.038375538, 0.015354473, 0.017748531, 0.23689844, 0.8941304, 0.17629102, 0.029123908]","[0.0010511898569065393, 0.014733872031355112, 0.06412358940132983, 0.1462618507770921, 0.21278557719592123, 0.21830532177372208, 0.16767967617516696, 0.10026592499706738, 0.04795575640153301, 0.01870818841295119, 0.006039890779879567, 0.0016315410384937505, 0.00037185772749897037, 7.19693718571749e-05, 1.1885586313672838e-05, 1.6809704155595618e-06, 2.041141506804274e-07, 2.13141753746729e-08, 1.915552972868337e-09, 1.4816848404834932e-10, 9.856433082658282e-12, 5.629873601082295e-13, 2.7543536211733223e-14, 1.1501954727246562e-15, 4.0805991915928635e-17, 1.222383843280083e-18, 3.067183159618378e-20, 6.379102404848114e-22, 1.0844737837548406e-23, 1.4788193916543877e-25, 1.5751743097936172e-27, 1.2601201946301638e-29, 7.108631052693863e-32, 2.517202439738782e-34, 4.202063499499835e-37]",98179.35
3901251,35,"[0.1332133, 0.0827613, 0.013619503, 0.044003703, 0.07664883, 0.20660582, 0.011451743, 0.024421839, 0.036594424, 0.4897741, 0.21898234, 0.03338864, 0.0386263, 0.1897839, 0.027038746, 0.009942725, 0.0060976604, 0.061832782, 0.06585044, 0.22960596, 0.11089832, 0.00991947, 0.59619373, 0.011145984, 0.17540644, 0.014688899, 0.15792944, 0.008873788, 0.13990428, 0.099883966, 0.0129517745, 0.034566034, 0.039167505, 0.029881965, 0.03036734]","[0.015729014136842797, 0.08212839419182534, 0.18619758784240514, 0.24793300279430575, 0.22097501662627128, 0.14191339406889086, 0.06883094010754964, 0.02603791764976423, 0.007862223448187265, 0.0019279007762282969, 0.0003889879459526574, 6.524378166590213e-05, 9.170336351109025e-06, 1.0870176197000761e-06, 1.0921306826348963e-07, 9.33690696655337e-09, 6.812677257924629e-10, 4.251611655443447e-11, 2.272542577922572e-12, 1.0410601032652535e-13, 4.087051425287737e-15, 1.3738915580351543e-16, 3.948119075688048e-18, 9.67439515297151e-20, 2.014240027066028e-21, 3.546398360053476e-23, 5.247440538342734e-25, 6.472512797701657e-27, 6.585235599414277e-29, 5.449654370005532e-31, 3.599517697538011e-33, 1.847847394521508e-35, 7.088889811899057e-38, 1.908055827435647e-40, 3.207391206347259e-43, 2.5285635389150322e-46]",103569.43
3901250,14,"[0.1591625, 0.043923154, 0.06054425, 0.17385522, 0.010231059, 0.086636275, 0.039845664, 0.012357534, 0.06766522, 0.32908335, 0.05125594, 0.21737689, 0.28040284, 0.02394728]","[0.17448602873317637, 0.34519899787904484, 0.29123857559177796, 0.1384081483504471, 0.04128775836506913, 0.008165714776738863, 0.0011039241751376566, 0.00010371885669172987, 6.812086061726962e-06, 3.1125848718347397e-07, 9.724109733978642e-09, 2.0066884717617634e-10, 2.570754611150764e-12, 1.8185027644453172e-14, 5.3505168132784357e-17]",19172.35
