50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.333871,,,,,,,,,,,,53145f8a-fbf2-4662-9389-231dcacfe0da,18,,"[105.4, 29.0]",3754021,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michail Antonio,3349.0,Left Wing,2,West Ham United,40,['b14fc89d-d20d-4300-a1ef-07c610f90e8e'],13,,Right Foot,"[110.2, 31.9, 0.0]",True,"[{'location': [110.8, 32.3], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.5, 41.3], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.7, 43.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 30.9], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 10.9], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.5, 21.2], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.4, 34.0], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [81.0, 48.7], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [87.3, 28.5], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.7, 26.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,Saved,0.16867027,Half Volley,Open Play,,,,West Ham United,40,00:00:13.743,Shot,
,,,,,,,,,,,,,,,,,,,1.408369,,,,,,,,,,,,0a67f039-0d3b-44c6-bcd6-3bce774d93c5,21,,"[95.7, 27.9]",3754021,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mark Noble,3874.0,Right Defensive Midfield,2,West Ham United,40,['282a193b-c161-43e9-8724-cd5986c5f308'],15,,Right Foot,"[120.0, 42.3, 4.2]",True,"[{'location': [114.6, 31.5], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 34.2], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 37.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 39.0], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [86.0, 37.3], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [92.7, 26.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.7, 29.3], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.9, 25.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.8, 15.5], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.1, 51.3], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.1, 23.9], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 34.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.6, 41.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Off T,0.04059664,Normal,Open Play,,,,West Ham United,40,00:00:15.470,Shot,
,,,,,,,,,,,,,,,,,,,1.246943,,,,,,,,,,,,b136d6fe-e6de-4745-bcd1-15c9047071d0,689,,"[93.7, 40.4]",3754021,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Arter,3304.0,Left Center Midfield,40,AFC Bournemouth,28,['0f41f32a-8e2a-451a-9349-57beb77ca481'],52,,Right Foot,"[120.0, 36.5, 1.1]",,"[{'location': [96.0, 42.7], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.7, 36.5], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.3, 53.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 35.5], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 39.3], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 22.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.2, 25.1], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.6, 41.9], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.9, 49.3], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 31.0], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 41.9], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 39.7], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ba73fed5-f4bd-4bbb-8886-44de847689e4,Goal,0.033008467,Normal,Open Play,,,,AFC Bournemouth,28,00:16:52.886,Shot,
,,,,,,,,,,,,,,,,,,,0.618724,,,,,,,,,,,,a9e8bf21-04e2-45ce-a57a-9639d5e04968,768,,"[113.2, 35.3]",3754021,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Benik Afobe,3278.0,Center Forward,43,AFC Bournemouth,28,"['0ad94a4e-17e0-4105-9dd5-517c2cb793c2', 'be3cae77-9ad2-4f9d-a04e-a461cfbd5f35']",23,True,Head,"[120.0, 39.4, 4.2]",,"[{'location': [118.0, 38.2], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 30.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.2, 53.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.8, 37.2], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.4, 44.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.3, 45.4], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.3, 54.9], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 39.3], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 45.0], 'player': {'id': 20543, 'name': 'Nikica Jelavić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.7, 45.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 30.4], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",c7e4e6dd-3365-450d-802b-7e8f643b10e3,Off T,0.08274921,Normal,Open Play,,,,AFC Bournemouth,28,00:19:23.471,Shot,True
,,,,,,,,,,,,,,,,,,,0.51582,,,,,,,,,,,,431d5741-41a5-450b-811e-ba293a7319cd,805,,"[101.9, 24.8]",3754021,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,45,AFC Bournemouth,28,['f455d6a6-e2af-480f-b839-8d115a4d5f28'],28,,Left Foot,"[116.5, 37.9, 1.6]",True,"[{'location': [106.3, 40.1], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 43.8], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.5, 41.5], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 31.5], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 38.3], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 53.0], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 42.1], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 41.6], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 37.6], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f49664d6-10b8-4cad-8420-a049ada72118,Saved,0.048087887,Normal,Open Play,,,,AFC Bournemouth,28,00:20:28.503,Shot,
,,,,,,,,,,,,,,,,,,,0.126815,,,,,,,,,,,,46cf89ad-9a1b-4211-8b80-8b6dbe3324fd,816,,"[91.2, 35.2]",3754021,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,45,AFC Bournemouth,28,"['2a96a514-e4da-4dd3-a36f-de2d3133eae9', '8175fceb-d776-4235-a02b-35fd2b94551b', 'a2bcf48e-1d98-4ed9-b66c-92a6732e065c']",34,,Right Foot,"[92.7, 35.6]",True,"[{'location': [85.6, 20.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 38.8], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.9, 42.2], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.0, 40.7], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.5, 39.0], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 60.5], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.5, 36.6], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 41.8], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 49.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 42.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 36.2], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 26.3], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.7, 30.7], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.6, 50.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",8136e34f-febc-4578-b9e9-0bf1a5ec7140,Blocked,0.022611141,Normal,Open Play,,,,AFC Bournemouth,28,00:20:34.801,Shot,True
,,,,,,,,,,,,,,,,,,,0.509623,,,,,,,,,,,,ca0c9cc7-7370-4bd2-8a26-a775f9ad51a3,954,,"[89.0, 59.1]",3754021,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adam Smith,6409.0,Right Back,51,AFC Bournemouth,28,"['9c3ecc17-ea92-43b8-95f3-d5cccac16955', 'a5f81cc7-58e8-4daf-a70c-87251e1154e6']",11,,Right Foot,"[100.0, 51.6]",,"[{'location': [103.4, 39.8], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 47.8], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 61.9], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 40.0], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 31.8], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.6, 51.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.2, 40.0], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.2, 65.4], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.2, 53.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.7, 18.9], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.0, 40.4], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.1, 35.9], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 36.5], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [76.8, 19.1], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.8, 49.6], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,Blocked,0.0075405156,Normal,Open Play,,,,AFC Bournemouth,28,00:24:11.052,Shot,
,,,,,,,,,,,,,,,,,,,0.691679,,,,,,,,,,,,085ffcc6-8587-4b05-8eef-d5d8220ecfd5,1591,,"[114.4, 41.1]",3754021,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,James Tomkins,3316.0,Right Back,77,West Ham United,40,"['2e275bcb-0610-45a3-b4a7-d193fb6b25f0', '71a69074-876a-4667-9236-31e8345ac7e3']",27,,Right Foot,"[120.0, 43.0, 3.5]",True,"[{'location': [114.4, 48.7], 'player': {'id': 20543, 'name': 'Nikica Jelavić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 43.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.9, 39.6], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.1, 40.7], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.8, 50.5], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 37.6], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.5, 34.9], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 38.9], 'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.6, 35.6], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.5, 35.0], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 40.1], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.1, 43.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.2, 38.6], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.6, 36.1], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.5, 37.8], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 38.9], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 48.2], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.5, 37.2], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Off T,0.18452337,Volley,Open Play,,,,West Ham United,40,00:37:27.632,Shot,True
,,,,,,,,,,,,,,,,,,,0.599144,,,,,,,,,,,,946680c4-ca40-488c-9e21-0df6dae00f93,1825,,"[101.6, 44.4]",3754021,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Dimitri Payet,3491.0,Center Attacking Midfield,95,West Ham United,40,"['4ee1c755-a758-4e2f-a45a-578e6798926a', '8756ebe2-39a0-4dbc-99e3-28ffe7fcc619']",37,,Left Foot,"[114.7, 41.2, 2.2]",,"[{'location': [106.6, 38.8], 'player': {'id': 20543, 'name': 'Nikica Jelavić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.6, 31.1], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.2, 46.5], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.2, 39.7], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.5, 62.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 41.0], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 44.4], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 48.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 41.1], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.071319394,Normal,Open Play,,,,West Ham United,40,00:44:37.258,Shot,True
,,,,,,,,,,,,,,,,,,,1.412507,,,,,,,,,,,,672b8053-2956-4422-94db-c04da3834fce,1973,,"[98.6, 22.1]",3754021,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michail Antonio,3349.0,Left Wing,104,West Ham United,40,['7d944913-eb3a-4ef3-803c-1e1dfc1cdb93'],38,,Right Foot,"[120.0, 46.3, 0.0]",,"[{'location': [109.2, 36.4], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 46.7], 'player': {'id': 20543, 'name': 'Nikica Jelavić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 37.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 32.0], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 26.3], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 37.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 44.8], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.9, 21.2], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.9, 22.0], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.8, 18.3], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.9, 20.8], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.4, 20.1], 'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 16.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.7, 32.8], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [80.4, 12.6], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",29fef235-9ad7-4475-9166-765dea9a0a3a,Off T,0.017178979,Normal,Open Play,,,,West Ham United,40,00:02:38.495,Shot,
