ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.600992,,,,,,,,,,,,,,f45a1455-97c8-4620-8e29-cc87c6e89f56,1145,,,"[103.3, 52.7]",3900520,27,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Ferri,3118.0,Right Center Midfield,64,Lyon,137,"['5d052a70-5a90-4eab-8bb5-32ca0a469cc4', 'a33e91eb-e418-4403-a54f-7eb818327076']",36,,Left Foot,,"[116.6, 43.0, 1.9]",,"[{'location': [106.2, 41.1], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 48.3], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 50.1], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 53.8], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 53.1], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.3, 58.1], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 43.7], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 41.1], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.2, 51.4], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.3, 58.5], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.0, 55.5], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",eec55f6b-f0c3-4945-bb82-44883237cbf6,,Saved,0.0467948,Normal,Open Play,,,,Lyon,137,00:27:36.705,Shot,True
,,,,,,,,,,,,,,,,0.582589,,,,,,,,,,,,,,63c745df-455f-4ccf-b871-ffbf7f9c46e7,1150,,,"[111.1, 42.6]",3900520,27,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Claudio Beauvue,6600.0,Right Center Forward,65,Lyon,137,"['19468e6c-7a5f-46c7-8388-de750443e50d', 'e77c70c9-399b-4edc-8326-caa5d3d0bc9e']",56,True,Head,,"[120.0, 43.6, 3.5]",,"[{'location': [111.6, 41.8], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 41.0], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.8, 42.3], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.1, 47.0], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 43.2], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 40.2], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.7, 36.8], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.1, 44.3], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 36.7], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 56.1], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 42.7], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.1, 56.7], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.4, 42.4], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.7, 49.6], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.7, 46.1], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.3, 36.4], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.7, 50.8], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",12953804-5b55-4cb2-844f-3bfab9b6d696,,Off T,0.06334274,Normal,Open Play,,,,Lyon,137,00:27:56.940,Shot,True
,,,,,,,,,,,,,,,,0.217312,,,,,,,,,,,,,,afc7df3d-d248-4bfa-8898-07769665dcea,1251,,,"[107.0, 26.3]",3900520,30,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Rodrigue Casimir Ninga,3020.0,Left Midfield,70,Montpellier,139,['5882a6ee-89b0-44ff-822c-426ed6fe57d9'],2,,Right Foot,,"[112.1, 31.6, 0.9]",,"[{'location': [112.8, 31.5], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.2, 35.8], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [86.8, 38.4], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 40.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 34.6], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.3, 26.7], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.7, 37.8], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9685a582-72e6-4e19-9f0c-09129a1314b1,True,Saved,0.16839883,Normal,Open Play,,,,Montpellier,139,00:30:02.409,Shot,
,,,,,,,,,,,,,,,,1.264393,,,,,,,,,,,,,,0f506da9-5153-4737-bb36-09d935adf395,1398,,,"[102.2, 28.4]",3900520,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,79,Lyon,137,"['25ce7bff-76c6-49a0-a1ee-359cfc6ce6fe', '4176be2b-751f-4f3f-81d9-c35767368a45']",35,,Right Foot,,"[120.0, 48.4, 1.1]",,"[{'location': [83.3, 40.6], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.8, 31.4], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.2, 40.7], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 28.0], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 28.9], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 36.1], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 40.8], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 37.2], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.3, 27.8], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.4, 35.9], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.7, 38.7], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",27c33d43-4f2f-4005-a557-88984e706d67,,Off T,0.07093297,Normal,Open Play,,,,Lyon,137,00:33:35.545,Shot,True
,,,,,,,,,,,,,,,,0.641156,,,,,,,,,,,,,,d0913c70-8075-4bd7-9df6-6fe45f88266e,1960,,,"[99.5, 50.5]",3900520,46,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bryan Dabo,3421.0,Right Center Midfield,113,Montpellier,139,"['35bcc5f3-529f-4afc-88a1-a32db75c16ad', 'f0413d88-6525-4f70-b598-0d4c5730fd7e']",18,,Right Foot,,"[117.2, 41.5, 1.9]",True,"[{'location': [98.8, 37.9], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 38.2], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 22.5], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.2, 46.0], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 38.4], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 25.8], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 29.8], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 32.9], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.6, 38.7], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.2, 41.5], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a6f29b3b-19ce-4453-9cf5-55583b9fa35b,,Saved,0.06950894,Normal,Open Play,,,,Montpellier,139,00:01:18.561,Shot,True
,,,,,,,,,,,,,,,,0.759095,,,,,,,,,,,,,,8ab3a32d-4e0b-448b-bb3a-c1158495d66d,2022,,,"[106.5, 27.4]",3900520,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Midfield,117,Montpellier,139,['fa76d17b-9ea5-4673-af8e-013525677de0'],14,,Right Foot,,"[120.0, 37.8, 1.0]",True,"[{'location': [91.2, 12.8], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 34.5], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 33.8], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.1, 51.0], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 32.3], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.3, 40.1], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 29.2], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Goal,0.54008365,Normal,Open Play,,,,Montpellier,139,00:02:14.759,Shot,
,,,,,,,,,,,,,,,,0.781454,,,,,,,,,,,,,,912dd776-fb6e-4ee0-9f32-bc0a7917991a,2348,,,"[98.1, 30.8]",3900520,54,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Midfield,134,Montpellier,139,"['0087c7ef-abf8-4fe6-8a3d-4f03f50bd661', 'f330903a-2b3f-483c-87ac-5161d2f1cf26']",32,,Right Foot,,"[118.0, 36.5, 0.2]",,"[{'location': [118.0, 38.0], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 54.9], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 37.0], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.2, 40.3], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.6, 31.8], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [83.9, 51.5], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.6, 18.2], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 41.7], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.7, 34.8], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 50.8], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.7, 46.8], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 40.3], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 34.3], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 30.6], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",720a0934-8c23-4907-9983-1827cc63ea6f,,Saved,0.049427263,Normal,Open Play,,,,Montpellier,139,00:09:32.085,Shot,True
,,,,,,,,,,,,,,,,0.257195,,,,,,,,,,,,,,e03d4066-8375-4a64-9153-c50f682e52a7,2461,,,"[92.0, 23.5]",3900520,57,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Clément Grenier,3361.0,Center Attacking Midfield,139,Lyon,137,"['9cbf1656-5434-4e95-93c1-967a7148b8bf', 'a10945e2-8f75-477e-89e3-3613609577ce']",45,,Right Foot,,"[100.8, 27.6]",,"[{'location': [101.1, 29.5], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.9, 42.4], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 35.4], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.1, 37.0], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 39.6], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 38.9], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.4, 44.2], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 45.8], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 28.5], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.1, 27.5], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.6, 40.3], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 41.3], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.1, 47.4], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.3, 45.1], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.4, 30.4], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 38.7], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.6, 36.3], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.1, 26.2], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Blocked,0.009562438,Normal,Free Kick,,,,Lyon,137,00:12:45.002,Shot,
,,,,,,,,,,,,,,,,0.110432,,,,,,,,,,,,,,781c4464-0bc0-47a1-acd9-8b52eca61632,2893,,,"[106.2, 42.3]",3900520,69,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Souleymane Camara,3679.0,Right Midfield,158,Montpellier,139,['2fcba3c6-08ae-4111-9a47-c651e27ff403'],40,,Right Foot,,"[108.2, 42.0, 0.5]",True,"[{'location': [85.5, 32.9], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [81.0, 45.9], 'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.6, 41.5], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 37.5], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.8, 49.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.4, 31.4], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.1, 19.4], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",cebdf7c9-bcf4-45b9-818d-e2a32652bab6,,Saved,0.4370033,Normal,Open Play,,,,Montpellier,139,00:24:40.603,Shot,
,,,,,,,,,,,,,,,,1.214753,,,,,,,,,,,,,,b340da44-75f8-4e50-b6e9-fe7d9a6c38ca,2915,,,"[88.0, 42.9]",3900520,70,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Corentin Tolisso,5480.0,Left Defensive Midfield,159,Lyon,137,['753d1586-2d63-4c0b-b7a8-f7b30304f1ee'],6,,Right Foot,,"[120.0, 35.3, 0.2]",,"[{'location': [89.9, 53.3], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [86.5, 41.1], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.9, 44.8], 'player': {'id': 3191, 'name': 'Ramy Bensebaini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.8, 37.9], 'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 40.0], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 29.9], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 20.4], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.1, 26.5], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [75.3, 24.8], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.2, 41.0], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.4, 34.3], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.7, 41.3], 'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 28.7], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.2, 22.5], 'player': {'id': 3361, 'name': 'Clément Grenier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.9, 7.5], 'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [78.2, 14.6], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",94e5a940-216d-4d4d-9d45-a8dda8011982,,Off T,0.02286137,Half Volley,Open Play,,,,Lyon,137,00:25:06.592,Shot,
,,,,,,,,,,,,,,,,0.765153,,,,,,,,,,,,,,451fd40e-540a-4032-9090-19a7fd5736f4,3133,,,"[102.6, 37.2]",3900520,75,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ryad Boudebouz,6661.0,Center Forward,171,Montpellier,139,"['3d781c47-c2c0-42b2-b2fa-856473c8d372', 'a8d5ed35-b4f1-4330-91d4-ebea88c5938a']",47,,Left Foot,,"[120.0, 45.9, 0.6]",True,"[{'location': [118.8, 38.4], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 40.3], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.8, 36.1], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 35.9], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 31.9], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 29.5], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.3, 43.3], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.2, 45.3], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,0.09712186,Normal,Open Play,,,,Montpellier,139,00:30:47.579,Shot,True
