ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.086928,,,,,,,,,,,,f69af544-5641-4fa2-a757-2b63c228a830,21,,"[108.0, 42.4]",3813297,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Deshorn Brown,34146.0,Center Forward,2,NorthEast United,7285,['01a76fde-f620-4d27-a7d7-304c25479da1'],10,,Right Foot,,"[120.0, 31.6, 0.9]",True,"[{'location': [93.6, 30.7], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.7, 41.6], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 44.0], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 42.2], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 50.3], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 60.8], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 48.3], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,Off T,0.051916853,Overhead Kick,Open Play,,,,NorthEast United,7285,00:00:10.552,Shot,
,,,,,,,,,,,,,,,,,,0.861002,,,,,,,,,,,,d62702f8-d262-4476-b8d9-fd7c794b3347,334,,"[105.3, 28.8]",3813297,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Deshorn Brown,34146.0,Center Forward,14,NorthEast United,7285,['59e39400-a97d-4e97-bc4e-5b732ad58329'],3,,Right Foot,,"[120.0, 35.1, 0.3]",,"[{'location': [103.3, 35.4], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.8, 44.4], 'player': {'id': 162761, 'name': 'Laldanmawia Ralte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.9, 41.4], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.7, 27.3], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 34.1], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 29.1], 'player': {'id': 124740, 'name': 'Udanta Kumam Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.3, 39.8], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 46.1], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.6, 36.6], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",57bd3acc-3600-4374-be3f-f94e7e15a1a1,,Off T,0.10554991,Normal,Open Play,,,,NorthEast United,7285,00:07:03.473,Shot,
,,,,,,,,,,,,,,,,,,2.671886,,,,,,,,,,,,276aa717-f4dc-4d37-be82-039529e8de44,370,,"[80.0, 55.2]",3813297,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Provat Lakra,162748.0,Right Back,18,NorthEast United,7285,['c4c0edee-5071-417f-ad68-25bb2063d83f'],33,,Right Foot,,"[120.0, 28.7, 0.1]",,"[{'location': [78.2, 41.6], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [68.8, 29.1], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [82.9, 4.1], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.6, 46.4], 'player': {'id': 162761, 'name': 'Laldanmawia Ralte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.4, 20.5], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 31.5], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.9, 52.4], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 40.6], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 41.9], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.9, 26.7], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.9, 28.9], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.4, 24.6], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.2, 53.1], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 33.8], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 28.9], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.8, 18.0], 'player': {'id': 124740, 'name': 'Udanta Kumam Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",e68493b6-089d-4161-a8a6-39a21b5deb87,,Off T,0.005019871,Normal,Open Play,,,,NorthEast United,7285,00:08:33.239,Shot,
,,,,,,,,,,,,,,,,,,0.358775,,,,,,,,,,,,1778caa0-57ea-4ed6-8b0e-a219a9e1c29b,537,,"[113.0, 33.3]",3813297,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cleiton Augusto Oliveira Silva,162209.0,Center Forward,31,Bengaluru,7284,['d43cf609-571a-4fca-b636-a774323d7eb0'],50,,Left Foot,,"[120.0, 37.3, 0.2]",,"[{'location': [98.3, 57.2], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.4, 32.8], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 48.1], 'player': {'id': 162763, 'name': 'Jestin George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 44.1], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 39.1], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 38.9], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",decbd6a4-f5aa-417c-bee3-21fd61b1d22e,,Goal,0.5253575,Normal,Open Play,,,,Bengaluru,7284,00:13:50.094,Shot,
,,,,,,,,,,,,,,,,,,0.081624,,,,,,,,,,,,a5a5a483-43cb-4e3f-a7cc-2676c008ab27,614,,"[101.6, 40.0]",3813297,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Khassa Camara,32394.0,Left Defensive Midfield,36,NorthEast United,7285,"['9190ee4f-c5b0-4aeb-8a1b-6cf8e9b01c19', 'c274616a-fed1-4b08-9922-6eae555e4753']",38,,Right Foot,,"[102.9, 40.1]",,"[{'location': [85.4, 17.2], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.2, 32.2], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.7, 46.6], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 47.9], 'player': {'id': 162761, 'name': 'Laldanmawia Ralte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.3, 40.7], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 20.4], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 36.6], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 33.6], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 17.5], 'player': {'id': 124740, 'name': 'Udanta Kumam Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.9, 39.9], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 42.4], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 37.8], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 47.3], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,Blocked,0.03396185,Normal,Open Play,,,,NorthEast United,7285,00:16:38.550,Shot,
,,,,,,,,,,,,,,,,,,0.509286,,,,,,,,,,,,b4ec5f6c-f03b-431a-9243-01229e072102,632,,"[111.8, 38.5]",3813297,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Deshorn Brown,34146.0,Center Forward,36,NorthEast United,7285,['b5f8dc98-a536-4d75-83a4-bfd1bdb5b7ba'],52,,Left Foot,,"[120.0, 38.7, 0.2]",,"[{'location': [95.0, 21.0], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.4, 41.1], 'player': {'id': 162761, 'name': 'Laldanmawia Ralte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.4, 38.5], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.9, 38.8], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 36.3], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 24.3], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 40.5], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 26.8], 'player': {'id': 124740, 'name': 'Udanta Kumam Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.4, 44.8], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",98dfe5a4-e66e-4f81-bbaf-0665e8f7e39f,True,Goal,0.47825205,Half Volley,Open Play,,,,NorthEast United,7285,00:16:52.361,Shot,
,,,,,,,,,,,,,,,,,,0.716647,,,,,,,,,,,,ef309b10-b786-486c-9fd2-93286b07af92,840,,"[107.9, 56.3]",3813297,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Udanta Kumam Singh,124740.0,Right Wing,45,Bengaluru,7284,['cc1d162e-235a-4444-a5ae-5b5fbce50a7c'],55,,Right Foot,,"[119.5, 40.6, 0.3]",True,"[{'location': [101.4, 48.4], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.3, 33.1], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 43.5], 'player': {'id': 162763, 'name': 'Jestin George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 54.0], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 35.4], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 40.0], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 22.1], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 26.4], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.027047284,Half Volley,Open Play,,,,Bengaluru,7284,00:21:55.763,Shot,
,,,,,,,,,,,,,,,,,,0.088476,,,,,,,,,,,,38f3b39d-0f6d-4782-8f3d-5ad1d0440edf,947,,"[109.5, 40.1]",3813297,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mathias Coureur,162762.0,Center Attacking Midfield,51,NorthEast United,7285,"['7311f9b1-75b9-432a-889d-ec8ff1757c53', 'a6556468-bbb4-417f-933e-fe2ca8b298c3', 'a6d9e9a2-7f6a-4ed2-a090-54fc538f37a3']",54,,Right Foot,True,"[120.0, 40.1, 0.2]",,"[{'location': [108.2, 42.0], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 40.2], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 41.4], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 36.8], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 30.3], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 27.5], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.2, 29.0], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [120.0, 30.3], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.6, 41.1], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 43.1], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 51.0], 'player': {'id': 162761, 'name': 'Laldanmawia Ralte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Goal,0.10311528,Normal,Open Play,,,,NorthEast United,7285,00:24:54.772,Shot,True
,,,,,,,,,,,,,,,,,,0.921875,,,,,,,,,,,,4ec111cc-50f3-40e9-bc8a-ba521cd6234e,1026,,"[115.2, 30.3]",3813297,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Yroundu Musavu-King,31039.0,Left Center Back,56,Bengaluru,7284,"['834c43c0-65b0-486a-9e62-de8023e8ef2c', 'a8d38afa-8e2a-4c4f-9d37-289821616692']",33,True,Head,,"[120.0, 48.0, 3.3]",,"[{'location': [115.0, 34.1], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.3, 43.0], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.7, 43.9], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.1, 48.9], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.9, 36.7], 'player': {'id': 124740, 'name': 'Udanta Kumam Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.9, 45.8], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.5, 1.1], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.9, 37.1], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 32.0], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.7, 31.0], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 35.3], 'player': {'id': 162763, 'name': 'Jestin George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 44.1], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 37.5], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.2, 44.3], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 47.8], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.7, 32.4], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 36.2], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.7, 36.3], 'player': {'id': 162761, 'name': 'Laldanmawia Ralte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",e2d254fc-9b1d-4b4d-b53d-df58e8cf5637,,Off T,0.047433898,Normal,Open Play,,,,Bengaluru,7284,00:28:33.378,Shot,True
,,,,,,,,,,,,,,,,,,0.66666,,,,,,,,,,,,4a44c48f-212f-4446-a24d-a68987230bd8,1206,,"[98.5, 52.8]",3813297,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mathias Coureur,162762.0,Center Attacking Midfield,66,NorthEast United,7285,['9315acc3-b9fe-465d-bc8d-fc03fc955ec8'],56,,Right Foot,,"[113.8, 42.6, 1.0]",,"[{'location': [89.4, 39.0], 'player': {'id': 34146, 'name': 'Deshorn Brown'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.8, 34.7], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 42.2], 'player': {'id': 162204, 'name': 'Ajith Kumar'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 51.3], 'player': {'id': 31039, 'name': 'Yroundu Musavu-King'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.1, 44.8], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 59.8], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 42.5], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5ce65c8e-a828-4d85-8184-7839148c0fc0,,Saved,0.05695956,Normal,Open Play,,,,NorthEast United,7285,00:35:56.379,Shot,
