50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.840004,,,,,,,,,,,,,c8a0a262-a76f-4aee-84f1-ccc86b699bf8,40,,,"[110.5, 29.7]",3829510,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fallou Diagne,3022.0,Center Back,3,Rennes,134,['a5f3b7f7-ae12-4368-870e-3f3ad9dcd0d3'],24,,Head,"[119.4, 32.9]",,"[{'location': [119.9, 41.1], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 47.8], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.9, 43.8], 'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.4, 37.1], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.3, 40.8], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 32.7], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 38.4], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 29.4], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.6, 36.7], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 39.0], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.5, 30.2], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.8, 45.7], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.1, 39.6], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.4, 35.3], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 41.7], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",4ba9bdb0-4e87-47a6-93d3-45a4f058b5ab,,Wayward,0.023629699,Normal,Open Play,,,,Rennes,134,00:01:24.173,Shot,
,,,,,,,,,,,,,,,,0.139961,,,,,,,,,,,,,4f851da3-e4ae-414e-af1f-4937cca163d1,112,,,"[96.4, 60.8]",3829510,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Moreira,7197.0,Right Wing Back,6,Rennes,134,"['4c7e48af-4316-499e-9ac6-7e348cc4b01f', 'ac1d5816-f1c0-43dd-8c40-93719dd58065']",34,,Right Foot,"[99.3, 58.6]",,"[{'location': [117.0, 42.7], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 61.2], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.2, 29.9], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.0, 18.6], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.9, 32.8], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.7, 44.3], 'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.3, 52.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 42.9], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.7, 60.1], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 54.4], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 58.1], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 38.5], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 29.4], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",4927a025-2144-42d8-93c6-e0edc4148307,,Blocked,0.008260536,Normal,Open Play,,,,Rennes,134,00:02:34.169,Shot,
,,,,,,,,,,,,,,,,0.248462,,,,,,,,,,,,,f3e2c483-d2ba-4e43-aa22-b8ad2a24eed8,150,,,"[111.3, 30.6]",3829510,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wallyson Teixeira Mallmann,134561.0,Center Attacking Midfield,7,OGC Nice,136,"['169bfd54-5ee9-4d94-aa56-a107d47d945d', '63d657d6-e4d6-430d-b6c1-d6a5d893e613', 'd2a0d721-2a43-4b9a-8202-09026228e42b']",55,,Left Foot,"[117.6, 56.7]",True,"[{'location': [96.0, 24.1], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.3, 38.1], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 52.2], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.4, 42.2], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.1, 22.4], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 32.8], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 31.2], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 30.4], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",560e557e-3785-44f3-86c4-849af37299fb,,Wayward,0.1074062,Half Volley,Open Play,,,,OGC Nice,136,00:02:55.743,Shot,True
,,,,,,,,,,,,,,,,0.820182,,,,,,,,,,,,,18b55142-76d2-4046-ada9-08af817716ac,619,,,"[110.6, 34.1]",3829510,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mathieu Bodmer,4373.0,Right Center Back,29,OGC Nice,136,['d8a84369-a965-46f4-a4ac-da0bca0ed862'],9,,Right Foot,"[120.0, 43.0, 0.2]",True,"[{'location': [101.2, 28.9], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 8.1], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 45.6], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.8, 42.4], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 37.2], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.2, 48.4], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [91.6, 40.7], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.1, 36.5], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 54.5], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.3, 39.4], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.3, 40.1], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 30.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.6, 52.3], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.4, 38.7], 'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.7, 40.7], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 51.2], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.8, 36.5], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",0c1275e1-97e8-4035-ad7c-ef05a426edec,,Goal,0.22437535,Half Volley,Open Play,,,,OGC Nice,136,00:13:09.009,Shot,
,,,,,,,,,,,,,,,,0.548519,,,,,,,,,,,,,4d5b2502-2017-4e0c-a37f-7025e77dace8,641,,,"[115.8, 32.3]",3829510,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Abdoulaye Doucouré,3292.0,Center Attacking Midfield,31,Rennes,134,"['12afd3ab-bb6b-49a6-8d49-92dca2bbdf91', '7d0c1137-9673-40b0-b14e-14293ca77b4a']",22,True,Head,"[118.5, 38.4, 2.0]",,"[{'location': [115.2, 35.4], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 33.5], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.2, 37.6], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 39.7], 'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.8, 43.2], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 43.2], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 29.6], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.5, 21.5], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.9, 19.8], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.2, 38.6], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 48.5], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.3, 9.6], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [109.7, 42.9], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.3, 41.9], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.1, 36.4], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.3, 36.9], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.4, 34.7], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",78f7f760-14e0-43c0-9c32-2d5ccc301aab,,Saved,0.07823278,Normal,Open Play,,,,Rennes,134,00:15:22.195,Shot,True
,,,,,,,,,,,,,,,,0.692692,,,,,,,,,,,,,63c03bb9-e3eb-4ff1-9aa5-5f4c909b4053,698,,,"[108.4, 32.8]",3829510,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Filipe Teodósio Mendes,3753.0,Right Center Back,36,Rennes,134,['5d8f048f-b68d-49b8-b6b9-5b0ab62a5a57'],58,,Right Foot,"[120.0, 39.6, 5.3]",True,"[{'location': [106.6, 64.4], 'player': {'id': 134561, 'name': 'Wallyson Teixeira Mallmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.1, 42.4], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 50.4], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 46.6], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.2, 41.4], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.4, 40.5], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 35.5], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 38.3], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 36.8], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 40.0], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 38.4], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 39.9], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 40.4], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.3, 25.4], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [111.3, 26.8], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",92514dc1-17e4-44f8-b398-6c62ac2b6e79,,Off T,0.10066454,Half Volley,Open Play,,,,Rennes,134,00:16:58.850,Shot,
,,,,,,,,,,,,,,,,0.7805,,,,,,,,,,,,,7e35a5d5-7417-4fed-ae88-e253fcf29cc1,1078,,,"[108.6, 20.3]",3829510,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Right Center Forward,53,Rennes,134,"['30448b15-320d-4e7f-9d75-0b9b87caa558', 'fd697029-fea5-4649-8b9d-6ad0b8152005']",0,,Left Foot,"[110.5, 45.0]",,"[{'location': [99.3, 30.3], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 15.5], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 22.9], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 22.1], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.4, 36.6], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 27.5], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",e836c2c9-9cb4-4cf5-a4b8-40f63bec45f0,True,Wayward,0.011092949,Normal,Open Play,,,,Rennes,134,00:24:00.255,Shot,True
,,,,,,,,,,,,,,,,1.194296,,,,,,,,,,,,,7cc1394c-0358-4f4a-954e-d23d85ff365c,1207,,,"[107.6, 55.5]",3829510,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wallyson Teixeira Mallmann,134561.0,Center Attacking Midfield,59,OGC Nice,136,['86290cf0-b2a1-42b5-8363-7c7feb7032b7'],0,,Left Foot,"[120.0, 33.7, 0.9]",True,"[{'location': [113.8, 63.2], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.7, 61.3], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.3, 43.6], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 78.3], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.1, 65.1], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.0, 64.1], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.4, 51.2], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.1, 67.6], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.9, 62.1], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 67.3], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.8, 56.8], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.2, 59.4], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 53.2], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.8, 65.7], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.8, 50.6], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 32.9], 'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",3636a8e9-f830-47b0-8ab9-b018eb82bd53,,Off T,0.03345706,Half Volley,Open Play,,,,OGC Nice,136,00:27:00.095,Shot,
,,,,,,,,,,,,,,,,0.916936,,,,,,,,,,,,,b6509210-51e1-4df4-a88b-0d1f4fa04158,1644,,,"[102.5, 55.4]",3829510,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hatem Ben Arfa,16462.0,Left Center Forward,74,OGC Nice,136,['874c3710-253a-4b6d-b35c-de8d09f1336c'],26,,Right Foot,"[116.5, 41.6, 0.6]",,"[{'location': [103.0, 36.6], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.8, 53.5], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 54.7], 'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.2, 48.1], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 42.6], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.5, 43.4], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ee3ad6a3-6c90-4b76-a0a1-1b938321b2d9,,Saved,0.04257194,Normal,Open Play,,,,OGC Nice,136,00:34:26.319,Shot,
,,,,,,,,,,,,,,,,2.194351,,,,,,,,,,,,,8e516c2e-aa40-46b2-968d-7cf61f3c75e6,1659,,,"[108.0, 32.2]",3829510,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Pedro Henrique Konzen Medina da Silva,16503.0,Left Center Forward,76,Rennes,134,"['40ca9e51-67ba-49b7-b7a6-520b7e481992', '51c15b95-c1a1-4f2e-9c31-22926ada35fc']",57,True,Head,"[120.0, 49.4, 1.1]",,"[{'location': [115.7, 37.6], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 38.5], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 32.4], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",a715051a-7ae5-4663-86ec-e8cfc98fd6fc,True,Off T,0.042079896,Normal,Open Play,,,,Rennes,134,00:34:57.982,Shot,True
