50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.365458,,,,,,,,,,,,94da452e-789d-4699-adb5-a3a3533fde89,762,,"[115.3, 36.7]",3829451,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Loïc Perrin,4263.0,Right Center Back,39,Saint-Étienne,135,['985dda27-a4c6-4140-89e7-06d4dd3e5d7b'],49,,Right Foot,"[120.0, 37.2, 0.5]",True,"[{'location': [112.3, 50.2], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 44.7], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 43.2], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 37.9], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 48.7], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 40.6], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 47.9], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.7, 32.4], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 39.6], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 35.8], 'player': {'id': 8469, 'name': 'Jean-Christophe Bahebeck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.1, 52.1], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.5, 38.5], 'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Goal,0.5957517,Normal,Open Play,,,,Saint-Étienne,135,00:19:49.919,Shot,
,,,,,,,,,,,,,,,,1.063081,,,,,,,,,,,,61a071f6-4003-4792-aeeb-2286d7021926,873,,"[87.6, 29.6]",3829451,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nolan Roux,3179.0,Center Forward,46,Saint-Étienne,135,['01b6e8e9-32a5-4a0a-b570-956dc6108ef4'],48,,Right Foot,"[120.0, 34.8, 5.0]",,"[{'location': [117.4, 39.7], 'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.6, 40.2], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.6, 31.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.4, 25.9], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.2, 28.0], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.5, 50.7], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [82.8, 38.1], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [84.4, 15.4], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [74.8, 23.0], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [70.8, 29.8], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [68.3, 28.0], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [83.0, 2.1], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.8, 9.4], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [86.1, 36.9], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.8, 24.4], 'player': {'id': 8469, 'name': 'Jean-Christophe Bahebeck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",59b56ed0-9c30-4a6a-b927-dde5adc45d18,,Off T,0.01454101,Normal,Open Play,,,,Saint-Étienne,135,00:25:48.433,Shot,
,,,,,,,,,,,,,,,,2.482014,,,,,,,,,,,,5290eeff-ec18-4149-81c5-ddad56de9c53,890,,"[94.1, 57.8]",3829451,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,François Kamano,3405.0,Right Midfield,47,Bastia,2736,['269e0975-03a2-4d09-893b-b16fdb4a8ef1'],25,,Right Foot,"[120.0, 18.7, 0.1]",,"[{'location': [116.5, 40.8], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.3, 49.7], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 39.0], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [77.6, 37.4], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.9, 57.8], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 63.8], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 55.4], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 46.0], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.2, 53.7], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.0, 72.5], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.5, 41.6], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,0.00910659,Normal,Open Play,,,,Bastia,2736,00:26:25.959,Shot,
,,,,,,,,,,,,,,,,0.062029,,,,,,,,,,,,e836d730-efe9-4f86-90ac-e8de5513a9e5,988,,"[89.4, 36.4]",3829451,28,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jean-Christophe Bahebeck,8469.0,Left Wing,53,Bastia,2736,"['36ff8f47-4960-4814-8022-243c8a3c40df', 'e9edc5bd-0a9c-4acf-ae00-3ca925f4d83f']",16,,Right Foot,"[93.6, 36.9]",,"[{'location': [86.0, 39.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.2, 45.8], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 41.3], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.6, 60.0], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.1, 36.6], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.1, 46.7], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 30.2], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.5, 39.2], 'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.6, 21.2], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.1, 43.9], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.5, 43.9], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.022947067,Normal,Open Play,,,,Saint-Étienne,135,00:28:16.862,Shot,
,,,,,,,,,,,,,,,,1.984096,,,,,,,,,,,,de389462-d0b8-4f72-ac7c-54713fc2fa40,1245,,"[107.1, 50.0]",3829451,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannick Cahuzac,4350.0,Right Back,66,Bastia,2736,['81f42667-794e-4bb0-8d19-7444dfec7c13'],51,,Right Foot,"[120.0, 35.3, 0.0]",True,"[{'location': [93.8, 46.5], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 48.3], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 42.3], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 46.8], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.8, 38.0], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.2, 30.2], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.4, 49.2], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",272bb9dc-6d1a-4a37-a1f2-a5617154e382,,Off T,0.23799573,Normal,Open Play,,,,Bastia,2736,00:34:51.863,Shot,
,,,,,,,,,,,,,,,,0.546834,,,,,,,,,,,,88444c94-b630-4f67-be29-1e74cdbc71e0,1545,,"[114.5, 28.9]",3829451,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gaël Danic,7349.0,Left Midfield,78,Bastia,2736,['aedd5966-93bd-40ff-b262-5330bede5669'],28,,Left Foot,"[120.0, 37.7, 1.8]",True,"[{'location': [113.5, 31.2], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 34.6], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 41.3], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 44.1], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 37.9], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 47.9], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.8, 33.1], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 47.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 32.5], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Goal,0.13122436,Half Volley,Open Play,,,,Bastia,2736,00:40:28.326,Shot,
,,,,,,,,,,,,,,,,0.89581,,,,,,,,,,,,a0887d55-3197-4272-ba33-7c986b4947e0,1606,,"[102.6, 53.5]",3829451,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Floyd Ayité,15689.0,Center Forward,80,Bastia,2736,"['55d12bfc-56c3-4d1d-a2b6-e0e657041802', '592b9071-147f-45c7-969c-3c176df2f4f9']",14,,Left Foot,"[120.0, 45.2, 0.2]",,"[{'location': [116.7, 43.3], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 56.2], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 52.2], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 53.2], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 39.9], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 50.0], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 35.6], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 44.4], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 32.8], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.5, 43.4], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.6, 53.0], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",3cc06cf8-bf49-4341-90f9-6fef42b28960,,Off T,0.03863361,Normal,Open Play,,,,Bastia,2736,00:42:14.679,Shot,True
,,,,,,,,,,,,,,,,1.306796,,,,,,,,,,,,c7d99146-d961-44a3-8f71-0568ddd1d393,1768,,"[83.6, 35.9]",3829451,47,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benoît Assou-Ekotto,3047.0,Left Back,92,Saint-Étienne,135,['ac251029-41ff-4376-bec9-19b50c21955d'],27,,Left Foot,"[120.0, 34.6, 2.8]",,"[{'location': [117.4, 40.8], 'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 55.6], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.7, 53.5], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 45.7], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.3, 63.3], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.3, 36.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 32.8], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 40.9], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.4, 52.8], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [86.3, 30.8], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [76.0, 43.1], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.0, 33.6], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 68.4], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.9, 49.6], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.3, 51.7], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [91.5, 47.8], 'player': {'id': 8469, 'name': 'Jean-Christophe Bahebeck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.3, 49.9], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [76.0, 60.7], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",79712324-492c-45e1-96f3-f87c9216ab23,,Off T,0.006466197,Normal,Open Play,,,,Saint-Étienne,135,00:47:27.336,Shot,
,,,,,,,,,,,,,,,,0.561817,,,,,,,,,,,,e2f917bb-14ce-4d8f-a5ba-f00eb126ef91,1845,,"[114.8, 39.3]",3829451,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Nolan Roux,3179.0,Center Forward,96,Saint-Étienne,135,"['90f915ff-ad8f-4aba-9a26-789ebe3f0763', 'ebde1010-ecf5-40e4-b0c0-60e055d79283']",48,True,Head,"[120.0, 40.6, 5.6]",,"[{'location': [107.6, 49.1], 'player': {'id': 4254, 'name': 'Valentin Eysseric'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.2, 47.6], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.6, 47.8], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.7, 43.5], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.8, 44.4], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.2, 49.0], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.3, 39.6], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 38.7], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 39.9], 'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 36.1], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 33.9], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.9, 32.2], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 46.2], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",8aa92cc6-c67f-42ef-82a1-babc4c537956,,Off T,0.14564879,Normal,Open Play,,,,Saint-Étienne,135,00:01:48.834,Shot,True
,,,,,,,,,,,,,,,,0.107531,,,,,,,,,,,,b62186c7-63d7-406b-95ed-ec2cdfb4a892,1892,,"[86.0, 41.6]",3829451,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lassana Coulibaly,3433.0,Right Defensive Midfield,100,Bastia,2736,"['aeed777d-6cad-4092-a295-8bb49be4b7bf', 'e96af092-e6e6-4e02-a492-9adcaf9e58a9', 'fbb54708-4088-4b1b-bc8a-5d87e6381342']",17,,Right Foot,"[88.3, 41.3]",,"[{'location': [93.9, 51.4], 'player': {'id': 3047, 'name': 'Benoît Assou-Ekotto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 35.5], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.7, 41.2], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.9, 25.5], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.9, 48.4], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.6, 36.9], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [82.7, 30.1], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.8, 41.4], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.0, 27.4], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.1, 54.0], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.5, 34.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",39855450-21d2-4f37-9c97-a50299a8faf4,,Blocked,0.01553771,Normal,Open Play,,,,Bastia,2736,00:03:17.541,Shot,True
,,,,,,,,,,,,,,,,0.141053,,,,,,,,,,,,1143f0e3-03a7-44b6-a30b-d796ad933da9,2020,,"[114.9, 31.6]",3829451,52,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Nolan Roux,3179.0,Center Forward,107,Saint-Étienne,135,"['42a0d5b0-a20d-47d8-909b-24d7fd264dcd', 'b7a36444-a127-41aa-abca-e95f84eb8cac']",37,,Left Foot,"[115.6, 32.5]",True,"[{'location': [115.2, 30.3], 'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 44.3], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.1, 39.1], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.5, 37.7], 'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.9, 40.5], 'player': {'id': 4260, 'name': 'Romain Hamouma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 39.5], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.3, 33.9], 'player': {'id': 4263, 'name': 'Loïc Perrin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.9, 34.7], 'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 31.2], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 33.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 32.6], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 37.1], 'player': {'id': 24469, 'name': 'Jesper Hansen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.048200607,Normal,Open Play,,,,Saint-Étienne,135,00:07:37.007,Shot,
