50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.165964,,,,,,,,,,,,271d5cf2-4800-494d-833d-44db23267664,51,,"[86.3, 32.5]",3829422,1,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Benjamin Jeannot,3552.0,Center Attacking Midfield,3,Lorient,165,"['05663a95-41e0-4717-a66a-de75d8538fc9', '764b0daf-664d-4376-babd-ef11e687a077']",8,,Right Foot,"[118.1, 38.4, 1.3]",,"[{'location': [118.2, 40.0], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.1, 31.4], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.4, 33.6], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.4, 48.7], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.6, 28.6], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 31.3], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 36.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.5, 20.3], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [68.5, 38.1], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [72.6, 25.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.8, 70.0], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [85.6, 17.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.3, 29.9], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",35e92d54-9230-444c-b5d0-435ec276385a,,Saved,,0.018027246,Normal,Open Play,,,,Lorient,165,00:01:08.304,Shot,True
,,,,,,,,,,,,,,,,,0.433874,,,,,,,,,,,,6ad1856f-e0e9-432e-9b95-670db4c270b8,56,,"[115.2, 53.3]",3829422,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Bouanga,7190.0,Right Midfield,5,Lorient,165,"['8a50168e-42c1-4c9b-906a-6c146d26d654', '92d15bf0-117d-4a00-a671-f7572f211f19']",25,,Right Foot,"[120.0, 45.4, 0.9]",,"[{'location': [108.7, 39.4], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.7, 37.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.2, 40.6], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 44.2], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 54.1], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 40.4], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.2, 53.6], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.9, 48.8], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 50.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 42.1], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 36.1], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 43.7], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Off T,,0.02061343,Normal,Open Play,,,,Lorient,165,00:01:25.856,Shot,True
,,,,,,,,,,,,,,,,,0.345679,,,,,,,,,,,,ba31fc64-91e4-4271-b3ff-6e91c4731884,210,,"[95.8, 54.6]",3829422,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nabil Fekir,2948.0,Center Attacking Midfield,12,Lyon,137,"['6fe28f45-d113-406e-8600-fc93deb57bad', 'be643f12-8fd1-4769-809a-632ced23dc84']",19,,Left Foot,"[104.9, 48.7]",,"[{'location': [97.2, 30.8], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.4, 48.6], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 35.4], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 48.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.4, 66.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.1, 55.3], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.3, 46.0], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.8, 62.8], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.3, 55.5], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [82.2, 54.0], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.9, 42.3], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.2, 51.6], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.4, 21.1], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.4, 42.1], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.9, 48.4], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 33.2], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.4, 67.1], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [85.2, 64.8], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",98585bbb-cc8b-46c4-b316-36983b80be95,,Blocked,,0.022948734,Normal,Open Play,,,,Lyon,137,00:05:19.051,Shot,
,,,,,,,,,,,,,,,,,1.007802,,,,,,,,,,,,44537166-5232-4383-bf02-1916c85e677e,215,,"[110.9, 33.7]",3829422,5,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Corentin Tolisso,5480.0,Center Defensive Midfield,13,Lyon,137,['56a647df-0fc2-4b0c-8064-f699d1feb9f5'],54,,Right Foot,"[120.0, 30.6, 1.0]",True,"[{'location': [112.9, 28.1], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 33.7], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 31.1], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 36.5], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 39.7], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.9, 46.2], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.2, 35.3], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.1, 42.7], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 35.9], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.7, 44.0], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 30.6], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.4, 5.3], 'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.8, 27.2], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.5, 36.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 49.9], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.6, 41.3], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [96.0, 43.1], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",85684440-e116-4af9-adf6-2cf022563c31,,Off T,,0.061523963,Volley,Open Play,,,,Lyon,137,00:05:54.939,Shot,
,,,,,,,,,,,,,,,,,0.918719,,,,,,,,,,,,ec22fbe3-4275-4915-960b-35a8351ee9ed,237,,"[106.8, 35.8]",3829422,6,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steed Malbranque,40407.0,Right Center Midfield,15,Lyon,137,['547b6c24-0a57-4dd2-8145-88f871380ff7'],45,,Head,"[118.6, 36.5, 1.8]",,"[{'location': [93.8, 43.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.9, 34.2], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 18.5], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 30.5], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 37.8], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 38.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 50.0], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",41bc5c6c-f0a3-417f-a508-474383439a52,,Saved,,0.07364217,Normal,Open Play,,,,Lyon,137,00:06:45.592,Shot,
,,,,,,,,,,,,,,,,,1.284397,,,,,,,,,,,,4eb1fc55-5a2e-4b59-bded-0c22a9705adf,338,,"[88.8, 38.5]",3829422,9,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nabil Fekir,2948.0,Center Attacking Midfield,22,Lyon,137,['7e2e7928-0241-48b9-b565-0ab3dc1d9160'],36,,Left Foot,"[120.0, 36.7, 4.2]",,"[{'location': [99.7, 37.0], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.5, 37.8], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 38.7], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 39.4], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 40.1], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 40.9], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 31.9], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.5, 21.8], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 51.2], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.2, 45.0], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 40.9], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 37.0], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [84.6, 37.8], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.7, 31.4], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.8, 46.1], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.8, 51.7], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.9, 19.0], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Off T,,0.026068106,Normal,Free Kick,,,,Lyon,137,00:09:36.217,Shot,
,,,,,,,,,,,,,,,,,0.153328,,,,,,,,,,,,f019431b-6c9b-47aa-b3b3-20b8d58fc0a3,388,,"[102.5, 28.7]",3829422,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Bouanga,7190.0,Right Midfield,26,Lorient,165,"['3ac90a7b-9af1-440f-a060-125806c69f82', '4c1c356f-873b-4f80-ba77-88252c7ae0ac', 'a84a022a-6110-4dbe-bf0a-ea585ddaba12']",54,,Left Foot,"[103.9, 29.7]",,"[{'location': [106.7, 32.4], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 30.0], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 23.2], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.3, 38.3], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 18.8], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 13.0], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.4, 38.2], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.9, 30.9], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 28.5], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.6, 39.8], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 43.1], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 44.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.1, 36.2], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,,0.05008856,Normal,Open Play,,,,Lorient,165,00:10:54.782,Shot,True
,,,,,,,,,,,,,,,,,1.316914,,,,,,,,,,,,428122ed-40fa-4ea2-8f7d-9d0c36358004,392,,"[113.6, 43.2]",3829422,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,26,Lorient,165,['660710d1-5b95-4d0a-8e68-593a7b607fe5'],56,,Right Foot,"[119.3, 42.0, 2.4]",True,"[{'location': [104.2, 25.3], 'player': {'id': 7190, 'name': 'Denis Bouanga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.2, 13.0], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.3, 42.3], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 40.0], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 30.4], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 44.4], 'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 28.2], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.8, 41.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 32.9], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 27.6], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 23.7], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.7, 20.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.1, 37.7], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,,0.29284152,Volley,Open Play,,,,Lorient,165,00:10:56.380,Shot,
,,,,,,,,,,,,,,,,,0.398085,,,,,,,,,,,,4661d3a8-ed0b-44b1-8e2b-1328301d9207,589,,"[107.5, 36.5]",3829422,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Right Center Forward,34,Lyon,137,['b2bfcee2-a6f4-40f2-a1d4-ad4940ec5d2b'],8,,Right Foot,"[117.6, 37.9, 0.2]",True,"[{'location': [117.9, 37.3], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 40.9], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 26.2], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 47.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.3, 28.9], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 29.5], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 35.9], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 36.2], 'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.5, 44.3], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.6, 20.1], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Saved,,0.22978191,Normal,Open Play,,,,Lyon,137,00:15:08.252,Shot,
,,,,,,,,,,,,,,,,,0.608687,,,,,,,,,,,,29992b30-f755-4e66-8dc9-729760be9a84,592,,"[109.6, 35.3]",3829422,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Right Center Forward,34,Lyon,137,['79c3ad06-fbf2-409a-813f-fb211c44031c'],9,,Head,"[117.1, 38.8, 2.1]",,"[{'location': [106.3, 29.9], 'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 26.2], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 30.0], 'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 37.0], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 46.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.4, 38.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.7, 37.9], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 20.4], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 34.9], 'player': {'id': 2948, 'name': 'Nabil Fekir'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.5, 44.6], 'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Saved to Post,True,0.124802515,Normal,Open Play,,,,Lyon,137,00:15:09.686,Shot,
