ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.845,,,,,,,,,,,,5d2672d9-99bd-427a-9c73-ebbfb7102f65,2045,,"[104.0, 44.0]",7482,46,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lynn Raenie Williams,5055.0,Left Center Forward,103,North Carolina Courage,766,"['7a84f8b4-3e79-4d08-bf8a-1a70ad6c94cf', 'b8ea0bf5-0585-43b9-806e-f28306cb15b5']",17,,Right Foot,,"[120.0, 43.2, 3.6]",,"[{'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.0, 41.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 51.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.0, 56.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.0, 64.0], 'player': {'id': 6814, 'name': ""Heather O''Reilly""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.0, 47.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 32.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 36.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 47.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Off T,0.07090696,Normal,Open Play,,,,North Carolina Courage,766,00:01:17.277,Shot,True
,,,,,,,,,,,0.881,,,,,,,,,,,,bed7b218-7e95-405c-aad4-1917a5274393,2063,,"[113.0, 39.0]",7482,47,,,,,,,,,,,,,,,,,,,,,2,From Corner,Tori Huster,5029.0,Center Midfield,106,Washington Spirit,759,['034d1b68-3a96-4f09-a23d-82833b4ae250'],38,,Head,,"[120.0, 37.2, 3.4]",,"[{'location': [120.0, 38.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 6814, 'name': ""Heather O''Reilly""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.0, 48.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.0, 30.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 33.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",32a4ac88-a9fe-4967-89d5-97f2eb4f6953,,,Off T,0.1449643,Normal,Open Play,,,,Washington Spirit,759,00:02:38.919,Shot,
,,,,,,,,,,,1.7,,,,,,,,,,,,f38112f7-b781-46fb-ab0b-852ca9895414,2191,,"[105.0, 46.0]",7482,51,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Crystal Alyssia Dunn Soubrier,5088.0,Right Midfield,114,North Carolina Courage,766,"['9c2df0ed-160e-41f5-9b53-faa7060003ca', 'd68cfaa5-282d-4da6-b084-539b33f37b5f']",12,,Right Foot,,"[120.0, 40.9, 3.4]",,"[{'location': [118.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 34.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 24.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 20.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 32.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 31.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 40.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",6c0a5ab3-0794-4b46-b7b8-817b6dfe9320,,,Off T,0.085265554,Normal,Open Play,,,,North Carolina Courage,766,00:06:12.581,Shot,True
,,,,,,,,,,,0.879,,,,,,,,,,,,2a1721b7-abd2-4a6f-b375-9a2897c29130,2280,,"[116.0, 50.0]",7482,54,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Left Center Forward,123,North Carolina Courage,766,['efebb85b-c787-4ce3-b719-c15dcb765547'],45,,Right Foot,,"[118.0, 43.2, 0.5]",,"[{'location': [90.0, 65.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 53.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 50.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",4d9c15cd-dec7-4cb5-a94f-04fe0ccc43c1,True,,Saved,0.29105633,Normal,Open Play,,,,North Carolina Courage,766,00:09:45.175,Shot,
,,,,,,,,,,,1.496,,,,,,,,,,,,6aefdeb3-aac5-4ee8-b2b1-661c7e18d0bf,2444,,"[105.0, 50.0]",7482,59,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jessica McDonald,5034.0,Right Center Forward,136,North Carolina Courage,766,['8299849f-fe34-42f1-8bac-3b2f701273a5'],10,,Left Foot,True,"[119.0, 36.8, 2.6]",,"[{'location': [118.0, 41.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 56.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 50.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 43.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",fe7a77cc-41cc-4f90-a4fe-5e328f2ba6bb,,,Goal,0.084032886,Normal,Open Play,,,,North Carolina Courage,766,00:14:10.530,Shot,
,,,,,,,,,,,1.145,,,,,,,,,,,,553eaf0c-8f49-44dd-8bb8-520f3b2ea55c,2489,,"[117.0, 33.0]",7482,61,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lynn Raenie Williams,5055.0,Left Center Forward,140,North Carolina Courage,766,['e48c1dc7-0e71-4436-acac-89778616a8c3'],3,,Head,,"[119.0, 38.3, 2.9]",,"[{'location': [117.0, 34.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.0, 37.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",3f648cd1-e838-47e5-b2e8-16d5b9803d99,,,Post,0.13511683,Normal,Open Play,,,,North Carolina Courage,766,00:16:03.278,Shot,
,,,,,,,,,,,0.284,,,,,,,,,,,,cc92d4fb-fa9f-47c0-88ca-13b01df51ed6,2493,,"[117.0, 40.0]",7482,61,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Débora Cristiane de Oliveira,5044.0,Left Midfield,140,North Carolina Courage,766,['b5e4d5aa-2acf-48d0-b965-08c5f9f8faa3'],5,,Right Foot,,"[119.0, 38.3, 4.7]",,"[{'location': [119.0, 38.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 25.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.0, 30.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 47.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Off T,0.42185736,Half Volley,Open Play,,,,North Carolina Courage,766,00:16:05.117,Shot,
,,,,,,,,,,,1.251,,,,,,,,,,,,23667385-c96f-4d47-8b5a-ef1c91b635c8,2541,,"[95.0, 50.0]",7482,62,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Denise O'Sullivan,5084.0,Right Center Midfield,141,North Carolina Courage,766,"['40168592-d2d6-4299-ba6e-55dea63496a2', 'c69d0df9-d6f0-4488-9054-8a447a03abe2', 'f8c2b64f-7387-4b9b-a0ff-db7cd5e84964']",16,,Right Foot,,"[98.0, 44.0]",,"[{'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 48.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [92.0, 41.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.0, 53.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 41.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 53.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Blocked,0.03106029,Normal,Open Play,,,,North Carolina Courage,766,00:17:16.300,Shot,True
,,,,,,,,,,,1.073,,,,,,,,,,,,b0ef71a2-928b-4cc9-b347-8976ae87e3e2,2574,,"[91.0, 41.0]",7482,62,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Left Center Forward,144,North Carolina Courage,766,['ccc10b1a-7ab2-4b06-a91e-032ca3bd16e0'],46,,Right Foot,,"[119.0, 33.3, 0.5]",,"[{'location': [118.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 35.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [101.0, 29.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 19.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.0, 39.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 45.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 39.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.0, 54.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 61.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.0, 54.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 48.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.0, 34.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.0, 6.0], 'player': {'id': 6814, 'name': ""Heather O''Reilly""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Off T,0.03251523,Normal,Open Play,,,,North Carolina Courage,766,00:17:46.352,Shot,
,,,,,,,,,,,0.679,,,,,,,,,,,,bfeb1f03-d6e2-4882-aa86-83271306630c,2636,,"[101.0, 58.0]",7482,65,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Left Midfield,151,North Carolina Courage,766,"['5bb5e961-4c19-41a5-9b41-41225373ccd6', '7737fb36-5bff-4dcf-9d57-f06cf5f131e8', 'fd78772c-1682-4ec0-be70-7f0fc6b51860']",16,,Right Foot,,"[107.0, 48.0]",,"[{'location': [118.0, 41.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 43.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 41.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 53.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 57.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",f121f3a4-cc32-4885-b93a-25951f5098e9,,,Blocked,0.02485768,Normal,Open Play,,,,North Carolina Courage,766,00:20:16.054,Shot,True
,,,,,,,,,,,1.07,,,,,,,,,,,,50dfcae7-868b-4491-a193-c2e7323c65e9,2794,,"[112.0, 45.0]",7482,68,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Center Forward,157,North Carolina Courage,766,['67a48640-c2f6-4d2e-bac5-8cc002a7f9a7'],45,,Head,,"[119.0, 45.4, 0.7]",,"[{'location': [114.0, 21.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 24.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 33.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [98.0, 57.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",a0a82c96-4019-43c0-a758-30aeb808793c,,,Off T,0.11314585,Normal,Open Play,,,,North Carolina Courage,766,00:23:45.181,Shot,
,,,,,,,,,,,0.39,,,,,,,,,,,,7502cc20-945a-41e0-ab15-52050edb98ef,2875,,"[105.0, 51.0]",7482,71,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Center Forward,160,North Carolina Courage,766,"['4d37f783-e534-4a9e-bd81-3fc689447794', 'ad661601-52ce-43d4-9022-68d01ad1a404']",46,,Right Foot,,"[109.0, 48.0]",,"[{'location': [112.0, 47.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 32.0], 'player': {'id': 5080, 'name': 'Kristen Hamilton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",5c785a5d-0244-4d2d-9834-14120aeadaad,,,Blocked,0.05550635,Normal,Open Play,,,,North Carolina Courage,766,00:26:46.505,Shot,
