50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.754715,,,,,,,,,,,,,,,f8fc7dbc-bdda-4329-ae70-b8824e400668,114,,"[107.8, 29.1]",3890486,2,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Andrej Kramarić,5460.0,Center Forward,6,Hoffenheim,175,['70caafa2-5440-42fe-a787-c063ab76334c'],3,,Right Foot,"[120.0, 42.4, 1.8]",,"[{'location': [116.9, 37.1], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 37.5], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.5, 38.8], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 41.4], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 29.9], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.9, 34.4], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 28.8], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 46.2], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.4, 36.8], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.7, 27.8], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e6426d98-9d23-4f2c-98bf-a151e37bbb52,,Goal,0.18441215,Normal,Open Play,,,,Hoffenheim,175,00:02:03.812,Shot,
,,,,,,,,,,,,,,,,,,,0.173956,,,,,,,,,,,,,,,fb87a8a8-f49e-45b3-aba4-eb77a3f7e490,356,,"[113.4, 23.7]",3890486,7,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Max Kruse,8386.0,Center Forward,17,Wolfsburg,179,"['08a8e6df-c78f-4b6f-8ef2-9107d5402164', '47403026-3b79-42cb-9330-a38aec4fe017', 'd52074c9-1e68-4999-94ee-f34bea60d059']",36,,Left Foot,"[113.8, 24.6]",,"[{'location': [104.0, 28.3], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 21.7], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 24.8], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 31.2], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 34.5], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 50.2], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.4, 42.6], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.8, 35.3], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 33.2], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.5, 30.5], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.9, 40.8], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.5, 57.0], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",3bafb294-e320-43c4-bede-b8a08e410a9c,,Blocked,0.008129525,Normal,Open Play,,,,Wolfsburg,179,00:07:36.901,Shot,True
,,,,,,,,,,,,,,,,,,,0.772681,,,,,,,,,,,,,,,788e6ec3-61f6-4e43-ab6f-aaf1368c5512,751,,"[99.8, 48.1]",3890486,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Right Center Midfield,32,Wolfsburg,179,['54ab9653-9172-4fac-b15e-6943cdd2acc0'],25,,Right Foot,"[117.0, 39.0, 0.2]",,"[{'location': [96.4, 40.4], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 46.3], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.2, 46.9], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 31.8], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 46.9], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 53.2], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.6, 41.5], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 48.7], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.3, 65.2], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.7, 49.8], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.9, 21.3], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.036869314,Half Volley,Open Play,,,,Wolfsburg,179,00:15:25.264,Shot,
,,,,,,,,,,,,,,,,,,,1.808254,,,,,,,,,,,,,,,3571b2fb-13ee-49a4-95b4-109f24174982,765,,"[66.9, 34.8]",3890486,15,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Maximilian Arnold,8235.0,Left Center Midfield,34,Hoffenheim,175,['f4cc7220-c706-44d1-8062-c0a7618fcb6c'],51,,Left Foot,"[109.7, 40.7, 2.1]",,"[{'location': [65.7, 30.2], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [74.5, 33.7], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.2, 32.1], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [77.8, 41.3], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [82.8, 25.0], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.1, 48.6], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.6, 59.0], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [70.2, 58.2], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [63.6, 16.4], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.7, 40.7], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.8, 19.2], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.7, 57.7], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.004805028,Lob,Open Play,,,,Wolfsburg,179,00:15:51.932,Shot,
,,,,,,,,,,,,,,,,,,,0.618113,,,,,,,,,,,,,,,2927a52f-0917-4f32-a017-99d884bcd889,887,,"[114.3, 21.3]",3890486,18,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,39,Wolfsburg,179,['0aa951aa-126c-4254-8f9e-f1b01cb5dd68'],12,,Left Foot,"[118.7, 35.2, 2.0]",,"[{'location': [110.5, 36.0], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.3, 49.8], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 36.2], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 46.3], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 36.3], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 24.8], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 45.1], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 30.6], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",b1b9e368-5f76-468d-9ae6-674f0ba70b89,True,Saved,0.010951284,Normal,Open Play,,,,Wolfsburg,179,00:18:12.321,Shot,
,,,,,,,,,,,,,,,,,,,1.099925,,,,,,,,,,,,,,,259d8d2e-90a1-4476-825f-ee176a018dc1,1079,,"[103.3, 52.7]",3890486,22,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mark Uth,8387.0,Right Wing,51,Hoffenheim,175,['269f1442-30de-4947-a088-d307118537e4'],57,,Right Foot,"[120.0, 34.7, 0.2]",True,"[{'location': [118.3, 43.1], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.7, 49.0], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.6, 50.3], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 39.9], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 47.8], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 43.7], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.2, 37.8], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.1, 41.7], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 35.4], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 30.5], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.1, 47.4], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.8, 40.8], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.3, 35.4], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.9, 30.6], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.3, 40.3], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Off T,0.035482593,Half Volley,Open Play,,,,Hoffenheim,175,00:22:57.460,Shot,
,,,,,,,,,,,,,,,,,,,0.687363,,,,,,,,,,,,,,,fa380adc-4098-436f-931e-522e13a5073d,1433,,"[109.6, 38.6]",3890486,31,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Caligiuri,8521.0,Right Wing,66,Wolfsburg,179,"['8550a954-e6d8-4d27-a909-3e8d4c5311ec', 'e990e943-0933-4141-8765-e535164a3cf0']",2,,Head,"[118.1, 37.5, 0.8]",,"[{'location': [101.5, 54.2], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 34.1], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 49.9], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.5, 37.8], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.1, 26.1], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.3, 39.0], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 36.6], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 33.6], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.8, 20.4], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 38.5], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.7, 32.5], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 14.1], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 30.0], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",86ebdbdf-62e9-4c32-ac95-b45ab374e6b5,,Saved,0.108841866,Diving Header,Open Play,,,,Wolfsburg,179,00:31:02.278,Shot,True
,,,,,,,,,,,,,,,,,,,0.151062,,,,,,,,,,,,,,,260a2f07-8cef-432b-9844-bfa9e2618d54,1454,,"[100.9, 49.7]",3890486,31,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrej Kramarić,5460.0,Center Forward,69,Hoffenheim,175,"['16b49ad2-0d4e-43fd-90dd-6e569c12e305', 'b0186ecd-3333-4292-a4f7-d30f3cb0e509']",52,,Left Foot,"[103.0, 48.6]",,"[{'location': [95.2, 50.8], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.5, 56.8], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 54.7], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 51.1], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 48.4], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 37.9], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 41.5], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 63.0], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.5, 63.1], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.5, 30.6], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.7, 32.6], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",36655d56-b9bb-4cbb-983a-f7a70b30327e,,Blocked,0.036326528,Normal,Open Play,,,,Hoffenheim,175,00:31:52.751,Shot,
,,,,,,,,,,,,,,,,,,,0.92361,,,,,,,,,,,,,,,64d2af45-0f53-4ede-99fb-451c4c336837,1728,,"[98.0, 18.2]",3890486,38,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jeremy Toljan,8392.0,Left Back,86,Hoffenheim,175,['c5574d3a-2add-437b-ae46-92ed6572481a'],42,,Right Foot,"[120.0, 54.0, 4.7]",,"[{'location': [109.5, 43.1], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.8, 41.0], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 38.3], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 48.3], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 37.6], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.9, 34.4], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.8, 33.4], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 23.2], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 44.8], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 38.0], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 40.7], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.4, 37.1], 'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.8, 36.0], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.6, 50.7], 'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.8, 45.9], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.2, 44.1], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.9, 11.9], 'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",174c5b3a-7b73-42f8-8d03-c04e0e24b9e1,,Off T,0.009290163,Normal,Open Play,,,,Hoffenheim,175,00:38:42.851,Shot,
,,,,,,,,,,,,,,,,,,,0.918549,,,,,,,,,,,,,,,e4bd49fc-c742-471e-bca8-6a49723ba2ad,1871,,"[107.4, 45.8]",3890486,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,93,Wolfsburg,179,"['0f0f771a-e48b-4612-9c27-18230c807fa8', '4b750fd6-4883-4c96-965a-576660053218']",18,,Head,"[118.1, 40.1, 0.2]",,"[{'location': [88.8, 55.4], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 57.6], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.1, 42.4], 'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 40.6], 'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 62.7], 'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 45.5], 'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 46.9], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 64.5], 'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.4, 40.6], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.1, 35.6], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.0, 41.8], 'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.2, 63.3], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",6f8573b0-829a-40a5-86c6-6b5654eeb6df,,Saved,0.023958556,Normal,Open Play,,,,Wolfsburg,179,00:42:18.621,Shot,True
