50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.884438,,,,,,,,,,,,,,6d8c21eb-fabf-463b-ac71-44921d6f915d,296,,,"[107.3, 47.2]",3890318,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Gentner,8959.0,Left Defensive Midfield,16,VfB Stuttgart,174,['cc303f63-07d3-442d-9fbc-d78f5e341072'],50,,Head,"[120.0, 46.1, 5.1]",,"[{'location': [105.9, 62.3], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 56.1], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 47.0], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 61.1], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.5, 41.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 40.7], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 36.2], 'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 48.0], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.3, 33.4], 'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.7, 40.9], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 31.0], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.6, 54.4], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.5, 67.1], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.2, 68.3], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 45.1], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.6, 43.0], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",97fe74bd-8c40-486b-ae15-c77358f560ed,,Off T,0.038922302,Normal,Open Play,,,,VfB Stuttgart,174,00:05:50.663,Shot,
,,,,,,,,,,,,,,,,,,0.523386,,,,,,,,,,,,,,428573da-ee13-46aa-9a52-1e011118fb95,527,,,"[107.7, 41.2]",3890318,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Didavi,8243.0,Right Midfield,26,VfB Stuttgart,174,['cf44a66a-eb59-4835-93e8-422f95b74ee3'],14,,Left Foot,"[120.0, 32.3, 1.7]",True,"[{'location': [102.0, 44.4], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 42.5], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 54.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 54.8], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 48.9], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 39.2], 'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 56.2], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 34.2], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.2, 57.7], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.9, 45.8], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",781d787f-408e-4140-a4b9-f957765ec957,,Off T,0.24174234,Normal,Open Play,,,,VfB Stuttgart,174,00:10:14.796,Shot,
,,,,,,,,,,,,,,,,,,1.22102,,,,,,,,,,,,,,675d4af5-6869-473d-bb7c-741562566024,781,,,"[113.0, 46.8]",3890318,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,37,Borussia Mönchengladbach,185,['cc929851-d3d4-4ad7-b91f-bd88f29b1c0e'],58,,Head,"[120.0, 37.9, 0.9]",,"[{'location': [117.5, 43.5], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 38.4], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.2, 49.0], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 38.7], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.7, 49.7], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 43.6], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 32.8], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.1, 41.0], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 33.6], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 48.0], 'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.4, 49.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.5, 40.1], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.7, 37.3], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.7, 27.5], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",6f8f4d7f-5d53-4a14-839b-c528e5bf8e84,True,Goal,0.11306618,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:15:58.430,Shot,
,,,,,,,,,,,,,,,,,,0.54497,,,,,,,,,,,,,,a8b198ab-e00a-4baf-8ee3-6ea4c175de27,1066,,,"[107.3, 25.9]",3890318,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mahmoud Dahoud,8238.0,Right Defensive Midfield,51,Borussia Mönchengladbach,185,"['33b3de49-18e1-4877-9e85-be0c66a874de', '690d949b-bb10-40a3-8b8c-805e0b718c2e']",24,,Right Foot,"[117.2, 36.1, 0.8]",,"[{'location': [111.7, 18.1], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.7, 36.6], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.4, 28.8], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 41.6], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 25.0], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.2, 35.8], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 27.5], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 33.1], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 24.3], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 47.2], 'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.2, 46.7], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.4, 31.6], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 33.9], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",67579a97-9972-427c-adeb-832fd4bb3b14,,Saved,0.06331538,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:24:24.658,Shot,True
,,,,,,,,,,,,,,,,,,1.44065,,,,,,,,,,,,,,9fff9c79-84d7-40d8-aef7-b71f088ee21c,1069,,,"[110.2, 34.3]",3890318,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fabian Johnson,11283.0,Left Midfield,51,Borussia Mönchengladbach,185,['cf7468cf-aab6-4859-9e4e-4e7a757275b4'],26,,Head,"[115.1, 39.1]",,"[{'location': [115.8, 35.3], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 32.2], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 41.7], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 29.1], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.7, 35.4], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 26.9], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 27.5], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 33.9], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 30.4], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.5, 23.4], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.5, 48.1], 'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.2, 48.8], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.9, 32.6], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Wayward,0.048112184,Normal,Open Play,,,,Borussia Mönchengladbach,185,00:24:26.082,Shot,
,,,,,,,,,,,,,,,,,,1.212034,,,,,,,,,,,,,,f0d18bd9-b53c-4ef2-a921-c3678cdfbe76,1372,,,"[107.2, 35.0]",3890318,30,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Center Midfield,64,VfB Stuttgart,174,['6e7b73ca-e280-43c0-beba-bbfaf6d3e82a'],59,,Right Foot,"[118.0, 39.0, 1.9]",True,"[{'location': [110.4, 44.8], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 37.3], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 36.9], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 42.8], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 32.2], 'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 52.3], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.9, 43.5], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.7, 37.8], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 29.5], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.3, 45.6], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 38.6], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.2, 58.0], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.6, 40.6], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Saved,0.095084846,Half Volley,Open Play,,,,VfB Stuttgart,174,00:30:59.808,Shot,
,,,,,,,,,,,,,,,,,,0.664865,,,,,,,,,,,,,,fb5a5bbd-8352-4c16-935f-b029e6786fcd,1448,,,"[110.3, 20.0]",3890318,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lars Edi Stindl,8806.0,Right Center Forward,71,Borussia Mönchengladbach,185,['50621cef-0faa-48ff-815a-61a31e8abdfc'],27,,Right Foot,"[117.4, 36.5, 0.6]",True,"[{'location': [97.8, 37.2], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.5, 34.2], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 30.6], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.6, 41.9], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 36.5], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 25.9], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 27.6], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 19.1], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 10.1], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.3, 36.4], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 45.4], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [92.8, 15.6], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.8, 38.6], 'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.9, 33.5], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.3, 17.8], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",60245912-f202-404c-a14b-606cfb50e866,,Saved,0.010485479,Volley,Open Play,,,,Borussia Mönchengladbach,185,00:33:27.774,Shot,
,,,,,,,,,,,,,,,,,,0.466225,,,,,,,,,,,,,,04c708c8-6302-485f-8ddf-89e146099198,1453,,,"[107.0, 40.9]",3890318,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Raffael Caetano de Araújo,8810.0,Left Center Forward,71,Borussia Mönchengladbach,185,"['7b295ab6-d307-4e23-811f-b44bf0fe47df', 'ce126bdc-1aed-424f-84f8-36fcaa1c9933']",30,,Right Foot,"[120.0, 34.3, 0.9]",,"[{'location': [86.2, 20.4], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 33.7], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.4, 18.9], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.9, 21.5], 'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.7, 38.9], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.4, 34.5], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 31.0], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.5, 40.9], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 41.5], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 34.8], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 27.8], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.6, 13.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.9, 21.9], 'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 37.9], 'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 47.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Off T,0.085341975,Half Volley,Open Play,,,,Borussia Mönchengladbach,185,00:33:30.065,Shot,True
,,,,,,,,,,,,,,,,,,1.569318,,,,,,,,,,,,,,5abee01b-8f5b-401b-a548-e9a07170ce95,1629,,,"[109.1, 38.2]",3890318,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Center Midfield,80,VfB Stuttgart,174,"['8037af98-4a3f-4816-898c-6ba42930443a', 'f9eb955e-b617-489b-97b7-f5b78ec4890f']",13,True,Head,"[120.0, 23.7, 0.2]",,"[{'location': [119.0, 39.5], 'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 59.1], 'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 44.8], 'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 55.3], 'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 39.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 42.2], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 47.9], 'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 33.3], 'player': {'id': 8813, 'name': 'Patrick Herrmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.6, 37.7], 'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.4, 56.4], 'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.8, 45.7], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.9, 65.9], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.1, 41.4], 'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 44.9], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",278fb9bc-6758-4873-977a-963b0c4f3817,,Off T,0.058199875,Normal,Open Play,,,,VfB Stuttgart,174,00:37:13.719,Shot,True
,,,,,,,,,,,,,,,,,,0.576969,,,,,,,,,,,,,,be0b1953-5779-4e4b-a592-39725a53af1c,1693,,,"[108.0, 40.0]",3890318,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Daniel Ginczek,9409.0,Left Center Forward,84,VfB Stuttgart,174,['ae2d997a-1f83-4b2d-af1a-d377a43ec0f3'],45,,Right Foot,"[120.0, 40.9, 1.8]",,,,,Goal,0.7835,Normal,Penalty,,,,VfB Stuttgart,174,00:39:45.695,Shot,
