50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.188855,,,,,,,,,,,,,,27734bec-de59-484f-a6b0-3ecaca4af18e,1001,,,"[115.0, 38.7]",3879811,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manolo Gabbiadini,3949.0,Center Forward,52,Napoli,227,['38dd85cb-af18-4526-b974-185f564e2291'],7,,Left Foot,"[118.3, 38.3, 0.4]",True,"[{'location': [118.1, 40.6], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 49.9], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 39.8], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 32.2], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 34.9], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 54.3], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",74c87f58-cbab-4634-8326-4a034cb6861c,Saved,0.6289772,Normal,Open Play,,,,Napoli,227,00:21:07.693,Shot,
,,,,,,,,,,,,,,,,,,,1.148302,,,,,,,,,,,,,,97888eda-46ca-4b67-9fe3-1bd9e0dcebc7,1120,,,"[111.6, 49.9]",3879811,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David López Silva,6754.0,Right Center Midfield,63,Napoli,227,"['1ac848bc-89fe-4ace-96f6-afb7c9df55c8', 'fa1ef8ff-59fa-45be-b2b0-5eaa56cd18da']",29,,Right Foot,"[120.0, 34.1, 0.2]",,"[{'location': [118.0, 43.3], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 48.7], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 48.0], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.3, 55.9], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 42.0], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 35.0], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 42.1], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 53.4], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.6, 26.2], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.6, 37.4], 'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.8, 62.3], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",6b31807b-f2d0-4b1b-a919-51a75d37afbc,Off T,0.055029426,Half Volley,Open Play,,,,Napoli,227,00:26:29.782,Shot,True
,,,,,,,,,,,,,,,,,,,0.555555,,,,,,,,,,,,,,725c8a1b-0104-40d0-92ed-ec74f7aaa31d,1280,,,"[110.6, 50.4]",3879811,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José María Callejón Bueno,7029.0,Right Wing,77,Napoli,227,['1f9a6043-243c-4fd3-a49d-088ecfa90122'],23,,Left Foot,"[118.3, 41.1, 1.7]",True,"[{'location': [98.7, 32.3], 'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.0, 45.6], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.8, 47.3], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 37.7], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 30.6], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.9, 51.3], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.6, 32.5], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 19.7], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 43.0], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cca0d310-e40a-48e8-8ca6-d8b887ecb74e,Saved,0.118302554,Volley,Open Play,,,,Napoli,227,00:32:23.845,Shot,
,,,,,,,,,,,,,,,,,,,0.61402,,,,,,,,,,,,,,68e506d2-b085-49e8-a8f5-9d9f6c91a403,1284,,,"[108.2, 37.9]",3879811,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manolo Gabbiadini,3949.0,Center Forward,77,Napoli,227,"['247bcef8-fed4-4375-ba49-35159baed7df', '2642e0bf-5188-489e-a9c6-1fbbf78e9493']",25,True,Head,"[120.0, 38.9, 0.9]",,"[{'location': [116.5, 52.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.2, 41.5], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 46.9], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 37.0], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,Goal,0.12981969,Normal,Open Play,,,,Napoli,227,00:32:25.397,Shot,True
,,,,,,,,,,,,,,,,,,,1.258734,,,,,,,,,,,,,,594a5714-62cd-4619-9256-428d080486bc,1473,,,"[91.8, 50.2]",3879811,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marek Hamšík,7025.0,Left Center Midfield,83,Napoli,227,['7149d1b1-91e0-4c64-bd45-b72fccf2b05c'],39,,Right Foot,"[120.0, 35.5, 3.6]",,"[{'location': [100.5, 62.7], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 62.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 52.8], 'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.4, 63.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.1, 24.0], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.3, 55.5], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.1, 41.2], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.2, 64.1], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.8, 51.6], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.3, 62.4], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 43.2], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.8, 52.7], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 34.7], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 47.4], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.5, 29.6], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.7, 55.6], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [78.7, 65.4], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",c2487e21-1019-4fcc-a964-ea7fe44d49a8,Off T,0.025821848,Normal,Open Play,,,,Napoli,227,00:36:39.368,Shot,
,,,,,,,,,,,,,,,,,,,0.090197,,,,,,,,,,,,,,2054654f-6024-4130-8bdd-139ea90f1140,1524,,,"[99.7, 28.3]",3879811,37,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,85,Napoli,227,"['03c9f035-24cb-4015-afc1-7b98747e39f3', '2c0df87f-21d2-4d10-99c9-91639b3e0283']",28,,Right Foot,"[101.6, 29.7]",,"[{'location': [99.6, 33.4], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 35.4], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 39.8], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 29.2], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.3, 53.4], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 37.2], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 44.4], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",b278af05-1366-4612-9bb4-7b70d5542506,Blocked,0.029230257,Normal,Open Play,,,,Napoli,227,00:37:28.627,Shot,
,,,,,,,,,,,,,,,,,,,0.435929,,,,,,,,,,,,,,ed03e118-d799-4113-818a-3297fa23cf75,1843,,,"[108.0, 40.0]",3879811,46,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Lorenzo Insigne,7037.0,Left Wing,101,Napoli,227,['246d1d4e-ee9b-4e55-9eaa-4c8d8ff21caf'],51,,Right Foot,"[120.0, 36.3, 0.6]",,,,Goal,0.7835,Normal,Penalty,,,,Napoli,227,00:46:51.998,Shot,
,,,,,,,,,,,,,,,,,,,0.351563,,,,,,,,,,,,,,41a52900-e923-4753-af52-bc0ebedf5262,2053,,,"[96.4, 56.1]",3879811,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Manolo Gabbiadini,3949.0,Center Forward,110,Napoli,227,"['1bf2c60e-e138-48a1-afc7-20e342052b8d', '68262f09-edf2-4f44-b5d9-cf0c6b817139']",38,,Left Foot,"[105.5, 50.5]",,"[{'location': [106.4, 50.8], 'player': {'id': 7770, 'name': 'Federico Viviani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 48.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.8, 50.1], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 49.3], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 43.2], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 39.2], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 48.6], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.1, 33.0], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.3, 39.9], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 35.9], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 50.9], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.7, 47.5], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.5, 40.4], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.7, 31.8], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.6, 32.0], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.1, 40.1], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,Blocked,0.04036313,Normal,Free Kick,,,,Napoli,227,00:03:38.241,Shot,
,,,,,,,,,,,,,,,,,,,0.225565,,,,,,,,,,,,,,061daf87-8fc3-45fa-bb90-6931c01ef09d,2358,,,"[91.3, 43.0]",3879811,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José María Callejón Bueno,7029.0,Right Wing,122,Napoli,227,"['43de87cf-2577-49e2-b614-245e89271249', 'dfdea212-3280-4c8e-bd88-a28d6637ec7f']",30,,Right Foot,"[102.7, 42.9]",,"[{'location': [103.5, 43.8], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.3, 43.0], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 41.9], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 41.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.6, 38.7], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 36.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.5, 34.6], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 37.0], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.2, 45.9], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 38.8], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.5, 56.1], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.2, 45.7], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.3, 39.1], 'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.4, 28.7], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [89.8, 31.5], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.9, 32.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.9, 40.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.2, 31.3], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,Blocked,0.049372036,Normal,Free Kick,,,,Napoli,227,00:09:30.891,Shot,
,,,,,,,,,,,,,,,,,,,2.643765,,,,,,,,,,,,,,c5bd8fd5-dae3-48fd-bf73-54bfe786aeff,2430,,,"[84.6, 34.2]",3879811,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Urby Emanuelson,8463.0,Left Back,125,Hellas Verona,226,['eb6a02a7-63af-4126-b052-592f00b0223c'],55,,Left Foot,"[110.1, 36.8]",True,"[{'location': [117.3, 40.0], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 41.6], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 44.1], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 33.1], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.9, 31.3], 'player': {'id': 3949, 'name': 'Manolo Gabbiadini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 25.7], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 26.1], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 36.8], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 39.7], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.1, 35.6], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 30.3], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.1, 20.1], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.8, 2.3], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.7, 49.0], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.1, 42.1], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 38.3], 'player': {'id': 7794, 'name': 'Samir Caetano de Souza Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 40.2], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.4, 40.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.8, 30.8], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",b80697cf-b622-4bfd-8dbd-ac0d472e689d,Wayward,0.008920076,Half Volley,Open Play,,,,Hellas Verona,226,00:11:55.745,Shot,
,,,,,,,,,,,,,,,,,,,1.425077,,,,,,,,,,,,,,54ee7354-3402-4961-b6af-8e59487a6c8c,2439,,,"[106.0, 17.9]",3879811,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ante Rebić,5465.0,Left Midfield,125,Hellas Verona,226,['23bf104f-80aa-463b-8603-9be7af246caa'],6,,Right Foot,"[120.0, 55.4, 0.1]",,"[{'location': [118.3, 38.3], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 39.6], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 44.7], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 37.6], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.7, 33.3], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.9, 49.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.5, 19.4], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 20.3], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",8de522ca-6176-464f-bf61-6df1f5be91d2,Off T,0.0073989015,Normal,Open Play,,,,Hellas Verona,226,00:12:06.895,Shot,
,,,,,,,,,,,,,,,,,,,1.629633,,,,,,,,,,,,,,5fb6a22f-d2b7-441f-8cee-896b15f22ca1,2743,,,"[96.4, 38.5]",3879811,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Juan Ignacio Gómez Taleb,386651.0,Right Midfield,132,Hellas Verona,226,"['3fa2ed5a-2ae6-4a73-8523-14ff88475a8e', '5e06a5ed-3e76-4638-a478-8dc21f10ae90']",18,,Right Foot,"[116.7, 41.4, 1.3]",True,"[{'location': [109.4, 39.4], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.5, 41.2], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 52.0], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 43.6], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 41.5], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.5, 29.8], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Saved,0.060955357,Volley,Open Play,,,,Hellas Verona,226,00:17:18.040,Shot,True
