bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.846432,,,,,,,,,,,,5119c88a-c2cf-42ae-92a1-7f0d99545bc6,1361,,"[101.5, 52.4]",3754101,37,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wes Hoolahan,10966.0,Left Midfield,67,Norwich City,56,['adeecc8f-00c2-451f-932f-391dec5f836a'],44,,Left Foot,"[120.0, 42.4, 5.7]",,"[{'location': [89.5, 33.3], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 39.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 49.3], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 57.4], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.2, 57.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.7, 51.6], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 47.7], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 57.2], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.4, 48.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 51.4], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 42.2], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 43.1], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 23.7], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,Off T,0.06523988,Lob,Open Play,,,,Norwich City,56,00:37:44.215,Shot,
,,,,,,,,,,,,,,,,0.846472,,,,,,,,,,,,ae0ce8dd-5005-4d42-a86c-f1dc790134b0,1515,,"[90.6, 42.1]",3754101,41,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordy Clasie,16181.0,Left Defensive Midfield,73,Southampton,25,['6021f95a-cbe3-434d-a7f0-d775ea1443aa'],50,,Right Foot,"[117.1, 43.4, 0.5]",,"[{'location': [117.1, 40.2], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.1, 32.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.3, 58.7], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.3, 30.6], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.7, 24.4], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 36.3], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 46.8], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.5, 47.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 40.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.6, 34.5], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.8, 35.2], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 35.7], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 32.0], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 26.9], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 20.1], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",35e20d6b-b4e5-4b6b-a93b-170ef7f4189c,,Saved,0.025713993,Half Volley,Open Play,,,,Southampton,25,00:41:50.456,Shot,
,,,,,,,,,,,,,,,,1.094888,,,,,,,,,,,,37f1f852-5f67-4ed5-9259-97b8bb373c48,1572,,"[111.2, 44.3]",3754101,43,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Dieumerci Mbokani Bezua,23663.0,Center Forward,76,Norwich City,56,"['2cf1fb75-a3a0-4bd4-a62b-f48381b177b3', 'fa4d61ab-bd2c-4372-bcf2-7bd4941a2cff']",55,,Right Foot,"[120.0, 36.7, 4.0]",True,"[{'location': [105.7, 56.8], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.7, 43.6], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 48.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 56.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 49.4], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 43.8], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a4b44091-d012-413e-a248-e383d13dff44,,Off T,0.22357321,Volley,Open Play,,,,Norwich City,56,00:43:55.040,Shot,True
,,,,,,,,,,,,,,,,0.484948,,,,,,,,,,,,916eb6b0-cf89-411c-a933-48e36113639e,2300,,"[98.3, 49.2]",3754101,61,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,110,Norwich City,56,['061b8850-d8ea-4a45-af7c-59de0045a135'],29,,Left Foot,"[120.0, 32.6, 5.0]",,"[{'location': [93.0, 59.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.5, 40.6], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 53.5], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.2, 41.7], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 40.2], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 44.2], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 32.3], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 49.8], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.4, 41.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 50.9], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 59.3], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.8, 50.4], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 27.8], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.1, 45.6], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",02cb2c1e-9275-4d55-85b5-256e1f2883b7,,Off T,0.053405173,Normal,Open Play,,,,Norwich City,56,00:16:29.730,Shot,
,,,,,,,,,,,,,,,,0.929316,,,,,,,,,,,,29440bb0-d1b6-4574-b2bb-52de3406992b,2474,,"[104.8, 44.8]",3754101,66,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Russell Martin,21212.0,Right Back,117,Norwich City,56,['595f2c53-6794-4daa-9298-885fee8ceb63'],32,,Head,"[120.0, 33.2, 1.2]",,"[{'location': [106.7, 37.7], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 41.0], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 48.0], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 42.3], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.6, 52.2], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 46.0], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.8, 59.5], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.3, 40.4], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.6, 48.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.8, 52.5], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.0, 65.6], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.6, 38.1], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",24ad8928-3827-470d-9823-00974e145f43,,Off T,0.05237629,Normal,Open Play,,,,Norwich City,56,00:21:32.666,Shot,
,,,,,,,,,,,,,,,,0.260827,,,,,,,,,,,,eb2842bc-3356-4ac9-ac26-19e8e99c2749,2480,,"[115.8, 29.4]",3754101,67,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Dušan Tadić,3831.0,Left Wing,118,Southampton,25,['d7fcb5b2-3db5-405f-858a-5ca39a8748b0'],5,,Left Foot,"[120.0, 36.8, 5.3]",,"[{'location': [114.3, 28.7], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 32.5], 'player': {'id': 9014, 'name': 'Declan Rudd'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 30.1], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 34.7], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 30.8], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",24c72cac-2677-4793-9e5e-80f994853ad3,True,Off T,0.11083083,Half Volley,Open Play,,,,Southampton,25,00:22:05.946,Shot,
,,,,,,,,,,,,,,,,0.331834,,,,,,,,,,,,256beef8-87cd-4cda-a7a4-66bfc42ad082,2527,,"[89.5, 35.0]",3754101,70,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Robert Brady,10967.0,Left Back,122,Norwich City,56,"['6e22f841-e03c-4572-b267-47a328d744f4', '955675bd-89a6-4598-af89-9bfe5142dca7']",2,,Left Foot,"[101.0, 35.6]",,"[{'location': [118.2, 41.2], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 38.0], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 44.7], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 47.4], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 38.9], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.5, 37.2], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.4, 51.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.9, 44.8], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 41.6], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 39.5], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.7, 27.3], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [89.2, 46.7], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.9, 31.7], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.5, 37.0], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.5, 40.6], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 31.3], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 42.7], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.5, 35.3], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 36.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,0.041556902,Normal,Free Kick,,,,Norwich City,56,00:25:02.957,Shot,
,,,,,,,,,,,,,,,,0.229272,,,,,,,,,,,,279f8589-5333-4023-9f2d-bca60a70f287,2597,,"[103.9, 41.1]",3754101,73,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Wes Hoolahan,10966.0,Left Midfield,127,Norwich City,56,"['38324711-94bc-4da6-ad27-73512f05cf5e', 'bff18be8-7ac5-44b8-b57b-7874f09d4044']",35,,Left Foot,"[108.6, 40.9]",True,"[{'location': [111.6, 43.1], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 39.0], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 40.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 43.7], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 33.8], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.8, 44.4], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.7, 18.6], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 40.7], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 35.7], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.6, 55.9], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.9, 37.4], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 46.0], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",1050c63f-54d6-4abe-bd00-265be7e8d17a,,Blocked,0.07229644,Half Volley,Open Play,,,,Norwich City,56,00:28:35.050,Shot,
,,,,,,,,,,,,,,,,0.17058,,,,,,,,,,,,6d20b47c-8ff1-44c6-b247-60e837d5454f,2637,,"[100.1, 52.7]",3754101,74,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexander Banor Tettey,9463.0,Right Defensive Midfield,129,Norwich City,56,"['91f21582-0348-4d5d-a221-758e2552a34e', 'f46d1b31-9da4-4204-8f19-0f738280a35a']",58,,Right Foot,"[103.4, 50.0]",True,"[{'location': [109.7, 40.6], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 36.4], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 46.6], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.8, 62.0], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.1, 56.0], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 60.6], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 42.8], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 40.3], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 62.7], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.3, 66.6], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.8, 49.7], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",29b91acc-c34a-4548-9abb-9acd5cd72cbb,,Blocked,0.032674767,Normal,Open Play,,,,Norwich City,56,00:29:58.452,Shot,
,,,,,,,,,,,,,,,,0.907183,,,,,,,,,,,,9c3c25f1-a077-499c-aafd-3d2a37c1afe3,2657,,"[104.6, 49.2]",3754101,75,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexander Banor Tettey,9463.0,Right Defensive Midfield,130,Norwich City,56,['6324c1aa-4c47-4641-a60c-e8e30ff2b881'],15,,Left Foot,"[120.0, 36.9, 2.0]",True,"[{'location': [105.3, 46.0], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.3, 51.3], 'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.5, 36.1], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 42.6], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 46.4], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 53.9], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 62.2], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 60.1], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.6, 42.6], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 36.4], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.5, 64.5], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.1, 53.4], 'player': {'id': 23742, 'name': 'Vadis Odjidja-Ofoe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.5, 42.8], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",df3131a5-1653-4643-8aca-8feb338ac808,,Goal,0.062409725,Normal,Open Play,,,,Norwich City,56,00:30:15.490,Shot,
