ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.486,,,,,,,,,,,,,d69e5c59-eb7d-4381-b5ad-9a6933dfc0ec,405,,"[95.0, 46.0]",19757,9,,,,,,,,,,,,,,,,,1,From Throw In,Danielle Buet,20034.0,Left Defensive Midfield,27,Brighton & Hove Albion WFC,965,"['426c8408-d83a-42d6-9898-27e552019f46', 'd7ddcf39-49fd-4206-9ebb-7cbbe62d683b']",53,Right Foot,"[103.0, 42.0]",True,"[{'location': [95.0, 48.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 54.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 63.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 60.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 62.0], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 39.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 30.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 36.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",ec6b415c-2942-4bd5-bc21-0c6e1bdd49db,Blocked,0.031222591,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:09:53.604,Shot,
,,,,,,,,,,,,1.429,,,,,,,,,,,,,88e869f5-60d0-41f8-bbb0-17dcb118e16e,702,,"[94.0, 56.0]",19757,17,,,,,,,,,,,,,,,,,1,From Counter,Rosella Ayane,21048.0,Center Forward,46,Bristol City WFC,973,['1b3319ed-86d3-488b-92ad-76ef44dd5358'],54,Left Foot,"[119.0, 43.4, 0.8]",,"[{'location': [94.0, 38.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [79.0, 69.0], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 56.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.0, 39.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 33.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 45.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3df1c263-f701-45e9-8a26-adc61e29047e,Saved,0.02155734,Normal,Open Play,,,,Bristol City WFC,973,00:17:54.301,Shot,
,,,,,,,,,,,,0.088,,,,,,,,,,,,,44c1028c-5e17-48c8-b6ef-44d3142c91a4,1206,,"[118.0, 41.0]",19757,32,,,,,,,,,,,,,,,,,1,From Corner,Iniabasi Anefiok Umotong,16378.0,Center Forward,73,Brighton & Hove Albion WFC,965,"['666f43c0-ebab-480a-a7e3-6066aed2d86e', '6dcc4f23-fd9a-4927-8818-d5dfed28d78b']",30,Right Foot,"[120.0, 41.0]",True,"[{'location': [120.0, 40.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 46.0], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 49.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [120.0, 35.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.0, 44.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Blocked,0.32510692,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:32:30.891,Shot,
,,,,,,,,,,,,1.6186,,,,,,,,,,,,,53d4d130-eaa5-4839-9856-0e444b0c6bc1,1318,,"[100.0, 50.0]",19757,34,,,,,,,,,,,,,,,,,1,From Keeper,Rosella Ayane,21048.0,Center Forward,76,Bristol City WFC,973,"['c4c1b631-90a7-45a2-bfc0-1ff603db4a39', 'e9734584-1605-4596-942b-9db164d130e5']",53,Left Foot,"[119.0, 33.9, 1.6]",,"[{'location': [97.0, 47.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 40.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 33.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 56.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 40.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.0, 59.0], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",f86cf401-62dd-42bc-a206-4ab4fe2ef590,Off T,0.056988496,Normal,Open Play,,,,Bristol City WFC,973,00:34:53.254,Shot,True
,,,,,,,,,,,,1.7772,,,,,,,,,,,,,9f7b3a83-b82d-438b-80b1-9cfa6866066d,1414,,"[107.0, 59.0]",19757,37,,,,,,,,,,,,,,,,,1,Regular Play,Iniabasi Anefiok Umotong,16378.0,Center Forward,84,Brighton & Hove Albion WFC,965,['323b1d61-e182-4fd7-91ef-1d5cf40f1cd2'],20,Right Foot,"[120.0, 38.1, 2.8]",,"[{'location': [91.0, 48.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.0, 28.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 56.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 58.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f7670f6c-6cab-497a-bb7c-ac68491771b8,Post,0.009691158,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:37:20.195,Shot,
,,,,,,,,,,,,1.610793,,,,,,,,,,,,,9c9d9467-2f7b-4c9d-bd44-d8c7d0b48760,1629,,"[110.0, 36.0]",19757,43,,,,,,,,,,,,,,,,,1,From Throw In,Felicity Gibbons,16392.0,Left Back,95,Brighton & Hove Albion WFC,965,['3a17af7e-485c-4b2e-9502-cb766b185603'],18,Left Foot,"[120.0, 46.7, 0.4]",True,"[{'location': [103.0, 36.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 38.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Off T,0.096915886,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:43:18.268,Shot,
,,,,,,,,,,,,0.8149,,,,,,,,,,,,,5b5661fa-0096-4a4f-be81-238a9385375d,2401,,"[100.0, 30.0]",19757,65,,,,,,,,,,,,,,,,,2,From Corner,Chloe Peplow,16397.0,Right Defensive Midfield,153,Brighton & Hove Albion WFC,965,"['3352aeeb-5536-4013-ae4d-2b1cb3697982', '407c7472-62f7-4174-8834-ecf89037348a']",53,Right Foot,"[108.0, 25.0]",,"[{'location': [113.0, 77.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 46.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 37.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 27.0], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.0, 20.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Wayward,0.024113871,Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:20:53.087,Shot,True
,,,,,,,,,,,,0.1488,,,,,,,,,,,,,2067bea3-5ec3-48d0-b193-a041d7a091fd,2415,,"[106.0, 35.0]",19757,66,,,,,,,,,,,,,,,,,2,From Throw In,Iniabasi Anefiok Umotong,16378.0,Center Forward,155,Brighton & Hove Albion WFC,965,"['4a5dcb1c-4542-4f35-9697-844ab6109d7d', '9aa1b06f-6896-4344-9841-5b6f6d5dbb33']",38,Right Foot,"[109.0, 37.0]",,"[{'location': [108.0, 27.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 32.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [88.0, 39.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 4.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 22.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 26.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 41.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [87.0, 29.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",d8294280-7619-4cc4-bc2c-5a831366a41d,Blocked,0.10634248,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:21:38.413,Shot,
,,,,,,,,,,,,0.711189,,,,,,,,,,,,,822188a5-7599-4b26-bec5-739727b74742,2421,,"[100.0, 42.0]",19757,66,,,,,,,,,,,,,,,,,2,From Throw In,Iniabasi Anefiok Umotong,16378.0,Center Forward,155,Brighton & Hove Albion WFC,965,['c8b16036-795f-4d17-aacb-03e6e1bc9189'],40,Right Foot,"[120.0, 41.3, 3.8]",,"[{'location': [106.0, 47.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 41.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 39.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 28.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.0, 41.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 11.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 23.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.0, 31.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 24.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Off T,0.05096072,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:21:40.415,Shot,
,,,,,,,,,,,,1.0297,,,,,,,,,,,,,6062dee9-f3b7-413c-b321-c5be84b88a6d,2492,,"[103.0, 37.0]",19757,69,,,,,,,,,,,,,,,,,2,From Throw In,Megan Connolly,23413.0,Center Attacking Midfield,163,Brighton & Hove Albion WFC,965,['cad49435-f8e0-405c-bf74-677967c5718e'],8,Right Foot,"[118.0, 42.0, 1.8]",,"[{'location': [104.0, 22.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 29.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 27.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 29.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 47.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 38.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 5.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 28.0], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 18.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",283cde3e-4888-41a1-b533-850094e5ed00,Saved,0.12622896,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:24:08.682,Shot,
