50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.646877,,,,,,,,,,,,,43061329-f6d0-4a18-b956-377f4462c4f7,139,,"[97.7, 33.5]",3901215,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Larbi,10616.0,Left Midfield,6,Gazélec Ajaccio,160,['a5998815-19ca-482c-a115-2f1b76520b6b'],39,,Right Foot,,"[116.0, 40.8, 0.3]",,"[{'location': [116.7, 39.0], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 47.1], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.7, 43.2], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 32.9], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.6, 35.3], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 29.6], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 20.7], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.5, 29.1], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 29.0], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 17.4], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.6, 27.5], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 25.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.8, 31.9], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.2, 51.2], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.2, 42.5], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",67a1fe6d-bd6e-4e8a-9e79-aa10f5048c61,,Saved,0.046942525,Normal,Open Play,,,,Gazélec Ajaccio,160,00:02:39.457,Shot,
,,,,,,,,,,,,,,,,,0.565228,,,,,,,,,,,,,012c7f06-88bb-4349-90d1-af76ef72700e,142,,"[111.0, 50.0]",3901215,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Louis Poggi,310534.0,Right Midfield,6,Gazélec Ajaccio,160,['41f94d1a-194a-4f73-b03b-32aa45c6304b'],41,,Right Foot,,"[119.2, 43.0, 0.3]",True,"[{'location': [117.0, 40.2], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 47.8], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 41.9], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 37.1], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 46.8], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.8, 24.1], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 33.8], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 38.5], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 38.4], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.1, 20.0], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.9, 32.9], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.2, 40.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 46.2], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.6, 41.0], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Saved,0.32736868,Half Volley,Open Play,,,,Gazélec Ajaccio,160,00:02:41.525,Shot,
,,,,,,,,,,,,,,,,,1.458924,,,,,,,,,,,,,f263f455-f02b-47ea-bf03-2f7e435dcc11,328,,"[96.1, 38.4]",3901215,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Bakary Adama Soumaoro,3677.0,Left Center Back,15,Lille,143,['2621b96a-d1ba-4ec4-8ded-a72e54ee970d'],58,,Right Foot,,"[120.0, 41.4, 5.8]",True,"[{'location': [99.6, 35.9], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.9, 67.7], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.2, 68.2], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.9, 34.0], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.3, 41.8], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.2, 41.1], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [99.4, 43.0], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 39.0], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 52.6], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 26.3], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.2, 40.3], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 35.6], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.5, 56.3], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.6, 26.1], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",b016d821-a12c-4c86-aa29-f809919e77c5,,Off T,0.040978447,Half Volley,Open Play,,,,Lille,143,00:06:58.965,Shot,
,,,,,,,,,,,,,,,,,0.69741,,,,,,,,,,,,,ffbe5ddf-4430-480f-acfd-132875408561,724,,"[111.4, 29.6]",3901215,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sofiane Boufal,3625.0,Left Wing,33,Lille,143,['70a68af0-e3ed-48e2-8daa-750d96714929'],8,,Right Foot,,"[120.0, 43.5, 1.3]",True,"[{'location': [108.1, 45.4], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 51.7], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 41.3], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 40.3], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 32.1], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 34.6], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 37.4], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.8, 42.3], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.7, 56.8], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 43.7], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d36c1a84-1838-4995-add4-b05413f9cd24,,Goal,0.062599756,Volley,Open Play,,,,Lille,143,00:18:08.354,Shot,
,,,,,,,,,,,,,,,,,0.171237,,,,,,,,,,,,,84b13c13-bbab-46ea-9e9e-52fe6f1e5237,1220,,"[108.0, 44.7]",3901215,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,55,Lille,143,['57a7a3b4-dd4d-46c2-a5a7-795ed9dabb57'],27,,Right Foot,,"[111.4, 43.8, 0.9]",,"[{'location': [101.8, 49.4], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 40.9], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 33.6], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 43.2], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 44.1], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 21.9], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",52e370f2-46b2-4499-bd3f-c22a14703edb,,Saved,0.40961552,Normal,Open Play,,,,Lille,143,00:29:27.281,Shot,
,,,,,,,,,,,,,,,,,0.634453,,,,,,,,,,,,,b22ee34e-1a10-4ba5-b42f-7a1a88a75808,1405,,"[107.6, 30.1]",3901215,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo Jean Antoine Martínez,3207.0,Left Back,62,Gazélec Ajaccio,160,"['33adc633-6a6c-4f19-a434-056e74fd301c', 'fbc25a08-8a24-4e79-bb61-55dda52fde8f']",43,,Head,,"[114.2, 35.4]",,"[{'location': [113.5, 46.3], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 38.5], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 60.7], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.4, 34.6], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.8, 44.6], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 33.9], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.3, 39.6], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 36.8], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 39.8], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.9, 45.5], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.6, 41.9], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",7723a030-110e-4bb3-b891-636924bd3b87,,Blocked,0.03370992,Normal,Open Play,,,,Gazélec Ajaccio,160,00:33:43.959,Shot,
,,,,,,,,,,,,,,,,,0.182724,,,,,,,,,,,,,6a4862f4-3c96-430a-a256-4b4face60b39,1411,,"[105.7, 23.6]",3901215,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo Jean Antoine Martínez,3207.0,Left Back,62,Gazélec Ajaccio,160,"['5b65848b-af80-447a-b698-355b36414ff8', '77995f6f-c489-4b80-8a54-5b727c1d3c39']",48,,Right Foot,,"[108.3, 27.0]",,"[{'location': [118.0, 37.7], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 43.0], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 28.6], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 27.7], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 21.5], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.5, 31.3], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.7, 45.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Blocked,0.040045444,Normal,Open Play,,,,Gazélec Ajaccio,160,00:33:48.510,Shot,
,,,,,,,,,,,,,,,,,1.553896,,,,,,,,,,,,,29037f78-54e9-486d-bd26-51867984ea95,1497,,"[97.9, 25.0]",3901215,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,68,Lille,143,['09024b87-996f-4fb3-ad16-98fa2a17d188'],27,,Right Foot,,"[120.0, 49.1, 0.9]",,"[{'location': [105.0, 42.2], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.4, 50.3], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.6, 35.3], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 33.9], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 34.0], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 30.0], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 24.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.4, 25.0], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.5, 37.5], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 44.0], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.5, 34.2], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.5, 37.8], 'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.4, 36.2], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b88069a4-17f0-40c7-83c8-e1c2d8f0816d,,Off T,0.029076586,Normal,Open Play,,,,Lille,143,00:36:27.957,Shot,
,,,,,,,,,,,,,,,,,1.102966,,,,,,,,,,,,,1b52b177-076e-4970-82de-30cfb134a18c,1594,,"[100.3, 51.8]",3901215,38,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Yassine Benzia,3673.0,Right Wing,72,Lille,143,['d557538d-79f9-47c2-8738-fd7129308e09'],35,,Left Foot,,"[120.0, 36.3, 2.8]",,"[{'location': [103.4, 51.3], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 54.4], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 54.6], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.8, 48.4], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 43.2], 'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 33.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.4, 42.4], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.5, 40.5], 'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.1, 37.3], 'player': {'id': 15996, 'name': 'Éderzito António Macedo Lopes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 55.7], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",5d3a711f-6248-48ba-bcb0-75b95dfb5e73,,Post,0.060846288,Normal,Open Play,,,,Lille,143,00:38:35.992,Shot,
,,,,,,,,,,,,,,,,,1.196719,,,,,,,,,,,,,6ff5e359-5cf8-4739-8e70-245b6be55662,1640,,"[101.7, 37.7]",3901215,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Grégory Pujol,401506.0,Left Center Forward,76,Gazélec Ajaccio,160,['ee88edc9-71e6-4da2-953c-a8a7c9ff8c38'],32,,Left Foot,,"[120.0, 42.9, 0.2]",,"[{'location': [83.7, 29.2], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.8, 45.3], 'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.3, 29.4], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.6, 23.0], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.9, 34.8], 'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.2, 39.2], 'player': {'id': 11332, 'name': 'Ibrahim Amadou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 54.5], 'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.0, 17.1], 'player': {'id': 3673, 'name': 'Yassine Benzia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.7, 29.2], 'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 38.5], 'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 28.1], 'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 39.3], 'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ff2a08c0-5156-4293-8996-bbce4d71b0a5,,Goal,0.10432036,Volley,Open Play,,,,Gazélec Ajaccio,160,00:40:32.293,Shot,
