bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.178266,,,,,,,,,,,,,943d24cf-3f41-41d0-81b9-c7237c374426,289,,"[94.5, 54.5]",3879600,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leandro Greco,32119.0,Center Defensive Midfield,24,Hellas Verona,226,['495378fc-a52c-4182-b499-c32e095dc1b9'],41,,Left Foot,"[118.2, 40.2, 0.5]",,"[{'location': [118.7, 39.8], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 36.4], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 50.1], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 53.6], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.5, 48.1], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 44.0], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 58.0], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.4, 52.5], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 44.4], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.6, 31.3], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.2, 62.0], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.3, 56.1], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.9, 47.3], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 38.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 44.4], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.7, 32.3], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.1, 74.1], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.014390598,Half Volley,Open Play,,,,Hellas Verona,226,00:09:41.129,Shot,
,,,,,,,,,,,,,,1.125876,,,,,,,,,,,,,579178b1-c0c2-4e83-ac0f-5004a1c9190a,332,,"[100.6, 34.5]",3879600,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Antonio Di Gaudio,11502.0,Left Wing,29,Carpi,1683,['631a8e4c-4140-4385-b45b-08b97de5e797'],3,,Right Foot,"[120.0, 47.1, 7.0]",,"[{'location': [102.6, 47.1], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 35.0], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 33.5], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 29.8], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 34.4], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.7, 20.4], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 38.3], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 39.9], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.3, 50.3], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.5, 31.1], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c6bc99b6-6aeb-408f-875a-5e18e1eb9969,,Off T,0.068955384,Normal,Open Play,,,,Carpi,1683,00:11:03.486,Shot,
,,,,,,,,,,,,,,1.149705,,,,,,,,,,,,,ea2c07b1-d3f5-451a-acc8-09a0b8fd2fc7,440,,"[108.3, 47.0]",3879600,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Right Wing,40,Carpi,1683,['c3551ab7-a950-402b-b6cc-9cfc5bbd4ab7'],56,,Left Foot,"[117.5, 43.5, 0.5]",True,"[{'location': [107.7, 39.1], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.7, 30.2], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 25.8], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 25.5], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 33.7], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 36.4], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 21.9], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.7, 43.0], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 42.2], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 19.8], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.6, 35.3], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.5, 41.6], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.16928093,Half Volley,Open Play,,,,Carpi,1683,00:14:56.554,Shot,
,,,,,,,,,,,,,,0.200042,,,,,,,,,,,,,6cb60add-9332-4d3e-b1b7-40155584f2c9,627,,"[108.1, 34.3]",3879600,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giampaolo Pazzini,6686.0,Center Forward,50,Hellas Verona,226,"['4237a215-1eb5-405f-9316-a88aff7b92fe', '577bb735-8817-45d1-a75d-cf13919f9a90', '987e0992-7e5e-4866-abc1-639b1ca28030']",27,,Right Foot,"[109.5, 34.8]",True,"[{'location': [112.5, 9.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.7, 6.7], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.5, 17.2], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.7, 9.0], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.4, 11.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.8, 13.0], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.4, 39.0], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 34.8], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.3, 44.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 22.6], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 35.6], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",d471aeee-8ae3-422a-8ef4-fdca590b99b2,,Blocked,0.086954124,Half Volley,Open Play,,,,Hellas Verona,226,00:19:27.182,Shot,True
,,,,,,,,,,,,,,0.664186,,,,,,,,,,,,,431384c7-9483-468f-b351-975f29bd7302,839,,"[108.3, 27.0]",3879600,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juan Ignacio Gómez Taleb,386651.0,Left Wing,60,Hellas Verona,226,['10483810-6766-4f6b-a233-75fcb8357067'],15,,Right Foot,"[118.9, 36.1, 0.2]",True,"[{'location': [118.5, 37.0], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 24.3], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 40.6], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.5, 28.9], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 41.1], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 35.5], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 31.3], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 27.2], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 24.7], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 42.9], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.2, 19.0], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.1, 46.5], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.3, 37.5], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",aade5a90-06da-4851-a13a-200490f2cca4,,Saved,0.05813867,Normal,Open Play,,,,Hellas Verona,226,00:27:15.786,Shot,
,,,,,,,,,,,,,,1.231321,,,,,,,,,,,,,d08d5d77-f4c0-4311-a673-967bc7c3673b,1036,,"[90.3, 52.8]",3879600,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leandro Greco,32119.0,Center Defensive Midfield,77,Hellas Verona,226,"['41a59378-df96-49dd-bb6a-564cde338a0a', 'f2697570-5bd4-41e6-83ac-0bb79636cdc2']",17,,Left Foot,"[119.1, 42.7, 0.0]",,"[{'location': [90.0, 47.6], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.9, 40.5], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 39.7], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 41.6], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 59.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.1, 45.8], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 31.4], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.3, 43.0], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.2, 51.6], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.4, 53.7], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.5, 67.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.3, 42.3], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.9, 43.7], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.1, 41.0], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.9, 31.8], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.8, 42.0], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",e7fb7b2f-b4b6-4f36-a669-f73a6da77b19,,Saved,0.015595774,Normal,Open Play,,,,Hellas Verona,226,00:32:17.407,Shot,True
,,,,,,,,,,,,,,0.572818,,,,,,,,,,,,,477f6d49-4c0f-4567-8be5-5b030d3810fb,1050,,"[108.8, 54.0]",3879600,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Giampaolo Pazzini,6686.0,Center Forward,79,Hellas Verona,226,['f6e9259e-6968-4a80-a74a-e7bdd5132b9a'],14,,Right Foot,"[120.0, 43.2, 7.4]",True,"[{'location': [117.7, 42.4], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.7, 40.6], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 47.1], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [83.3, 15.6], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 53.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 39.8], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 52.5], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 25.8], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [79.0, 13.1], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.9, 68.5], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.9, 55.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.0, 26.0], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",dd372a06-70f5-4544-acdf-c576372e41c3,,Off T,0.04731524,Volley,Open Play,,,,Hellas Verona,226,00:33:14.115,Shot,
,,,,,,,,,,,,,,0.729919,,,,,,,,,,,,,b58c6b4a-423b-4af3-8979-5d27144906f8,1101,,"[100.5, 57.7]",3879600,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jacopo Sala,7020.0,Right Wing,82,Hellas Verona,226,['b02ea969-086d-4bb2-b47b-360edba4d243'],25,,Right Foot,"[120.0, 46.0, 5.2]",,"[{'location': [116.9, 40.2], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 38.5], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 31.6], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.1, 38.1], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.8, 54.1], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 52.0], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.6, 47.3], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 42.9], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 38.2], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 35.7], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.2, 45.9], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.8, 60.5], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",9151dc6d-d30f-4471-a3e1-bbe699af3a9a,,Off T,0.029589606,Normal,Open Play,,,,Hellas Verona,226,00:34:25.924,Shot,
,,,,,,,,,,,,,,0.748951,,,,,,,,,,,,,8a5bacfa-8c2a-40a6-8d70-2332678e2f3e,1312,,"[107.8, 26.3]",3879600,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antonio Di Gaudio,11502.0,Left Wing,90,Carpi,1683,"['71b706d0-4ca7-4fc2-b324-a0122f0d620c', 'c559f94e-ddd7-45d4-b8f2-e82a106a6aee']",34,,Right Foot,"[117.8, 37.3, 0.5]",True,"[{'location': [96.6, 44.6], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.2, 32.3], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 32.9], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 37.2], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 37.5], 'player': {'id': 9887, 'name': 'Rafael de Andrade Bittencourt Pinheiro'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 39.7], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.4, 25.1], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 10.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.7, 31.3], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 41.3], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.4, 37.8], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.4, 33.1], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.7, 48.2], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.053440478,Half Volley,Open Play,,,,Carpi,1683,00:40:34.180,Shot,True
,,,,,,,,,,,,,,0.775015,,,,,,,,,,,,,91e3767e-588b-40b6-b65a-aa0bd42ef64e,1353,,"[110.8, 43.2]",3879600,41,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giampaolo Pazzini,6686.0,Center Forward,104,Hellas Verona,226,"['cc974680-3741-4bfa-a1f3-2efb64811295', 'e7124eda-c18a-460f-8eba-83845563eb87']",26,True,Head,"[120.0, 45.0, 0.7]",,"[{'location': [109.4, 35.5], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 27.9], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 11.8], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.7, 45.3], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.7, 12.4], 'player': {'id': 5512, 'name': 'Emil Hallfreðsson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.6, 32.3], 'player': {'id': 386651, 'name': 'Juan Ignacio Gómez Taleb'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.6, 8.6], 'player': {'id': 7695, 'name': 'Samuel Souprayen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.3, 39.9], 'player': {'id': 387477, 'name': 'Francesco Benussi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 43.1], 'player': {'id': 387475, 'name': 'Andrea Lazzari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 47.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 26.8], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 15.9], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.1, 43.0], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",695b7349-e62c-4149-8c79-dd83007a5aac,,Off T,0.062669285,Normal,Open Play,,,,Hellas Verona,226,00:41:26.425,Shot,True
