50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.186169,,,,,,,,,,,,,,,,cfa3e666-f2d2-4084-a973-741d4cef39b3,182,,,"[109.1, 48.3]",3879691,4,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Radja Nainggolan,6962.0,Center Attacking Midfield,13,AS Roma,229,"['a13860af-f553-4eeb-a47f-e0bb65723dc2', 'df3d68d5-0b20-4fd4-a4e0-8f25375f9734']",5,Right Foot,,"[110.0, 48.0]",,"[{'location': [107.7, 45.2], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.3, 38.3], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 47.4], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.2, 66.6], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.7, 52.9], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 61.2], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 52.0], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 47.9], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.1, 44.4], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 38.3], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.2, 42.5], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 31.1], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.4, 59.8], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",855aff19-5b01-477f-9b13-38d6241c0d5e,Blocked,,0.08287858,Normal,Open Play,,,,AS Roma,229,00:04:05.157,Shot,
,,,,,,,,,,,,,,,1.06089,,,,,,,,,,,,,,,,a97b87cc-1582-457b-9c4f-f1c51dbdfcee,314,,,"[96.2, 33.8]",3879691,7,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Radja Nainggolan,6962.0,Center Attacking Midfield,22,AS Roma,229,['d57ca37f-ba7d-43b8-b937-4b3c7bb8f2f7'],56,Left Foot,,"[120.0, 32.9, 2.6]",True,"[{'location': [116.8, 38.8], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 51.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.9, 38.5], 'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.9, 44.0], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 47.6], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 32.2], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 48.3], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 61.6], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.3, 50.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 41.5], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.5, 44.2], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 46.9], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.6, 39.5], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 40.0], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.4, 36.2], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 35.6], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.3, 71.9], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d1c04969-539c-4103-b055-1da03869c25a,Off T,,0.029687963,Normal,Open Play,,,,AS Roma,229,00:07:56.434,Shot,
,,,,,,,,,,,,,,,0.537535,,,,,,,,,,,,,,,,336b4775-eabf-4ab4-a3fd-046e03312074,774,,,"[107.8, 53.0]",3879691,17,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paweł Wszołek,11339.0,Right Wing,43,Hellas Verona,226,['0c79e7e7-a698-49d5-b435-22c5ee75c2dd'],20,Left Foot,,"[118.4, 43.5, 0.3]",,"[{'location': [107.2, 34.2], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.9, 45.8], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 33.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.2, 52.6], 'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 46.9], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 40.9], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 56.2], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 43.3], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 41.7], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6da0badd-1d5b-4b39-ab20-14a6de1f8212,Saved,,0.09055512,Normal,Open Play,,,,Hellas Verona,226,00:17:20.459,Shot,
,,,,,,,,,,,,,,,0.182538,,,,,,,,,,,,,,,,970ef87c-e444-492e-a27d-6993ae014409,1129,,,"[90.0, 46.6]",3879691,25,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jacopo Sala,7020.0,Right Wing Back,61,Hellas Verona,226,"['cd1ab78d-67e1-4fdc-862e-a535413fdbcb', 'd0c43949-c286-4984-9371-6b7671161c1d']",47,Right Foot,,"[95.0, 45.1]",,"[{'location': [100.6, 30.0], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.1, 40.4], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.6, 50.6], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 40.5], 'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 33.9], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 45.2], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 29.6], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 20.5], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 36.2], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 55.1], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.7, 31.9], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.9, 30.5], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.4, 11.3], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",bcd24852-0309-4495-9cc6-8901c98ab8b1,Blocked,,0.03731951,Normal,Open Play,,,,Hellas Verona,226,00:25:47.258,Shot,
,,,,,,,,,,,,,,,1.429616,,,,,,,,,,,,,,,,eb150a95-e38b-4d89-a797-f5e21ba67bed,1148,,,"[92.7, 34.1]",3879691,26,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Miralem Pjanić,6947.0,Right Defensive Midfield,62,AS Roma,229,['08b7c305-514c-4d06-9974-47ece8327f6e'],8,Right Foot,,"[120.0, 48.4, 2.1]",True,"[{'location': [104.1, 53.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.3, 43.8], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.7, 38.2], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.0, 50.6], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.3, 37.9], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 46.1], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 51.1], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 42.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.7, 25.8], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.7, 38.2], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 33.4], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.1, 39.7], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 54.8], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.6, 22.0], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Off T,,0.030273382,Normal,Open Play,,,,AS Roma,229,00:26:08.750,Shot,
,,,,,,,,,,,,,,,0.611951,,,,,,,,,,,,,,,,04d8911e-8ef2-4269-90f4-5fe2a2e91117,1204,,,"[97.9, 36.4]",3879691,27,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giampaolo Pazzini,6686.0,Center Forward,65,Hellas Verona,226,"['318cdd97-8e01-45eb-afed-bc4cd09fa64c', '93dd483d-6076-4b8c-a2d9-d22e343cdced', 'fb14fc8a-dc32-4c99-af90-f2b5505123c9']",30,Right Foot,,"[99.3, 36.6]",,"[{'location': [115.2, 37.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 38.6], 'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 48.7], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 36.8], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 19.0], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 28.0], 'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 22.1], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 27.3], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.3, 44.9], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.4, 9.9], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",2bbad377-2fc2-4cfc-825f-d4e8a27d27cf,Blocked,,0.033595424,Half Volley,Open Play,,,,Hellas Verona,226,00:27:30.169,Shot,True
,,,,,,,,,,,,,,,1.067575,,,,,,,,,,,,,,,,565e4fa8-51f3-4aca-98fc-c3481f353037,1306,,,"[101.0, 46.4]",3879691,31,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Radja Nainggolan,6962.0,Left Midfield,69,AS Roma,229,['8c7dfeaf-716b-4b5d-8788-42957c5b996c'],32,Left Foot,,"[120.0, 33.3, 6.4]",True,"[{'location': [117.6, 37.2], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.2, 26.1], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 42.3], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.2, 13.5], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.5, 42.1], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.0, 40.1], 'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.9, 45.7], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.1, 25.6], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.7, 43.8], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 41.8], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.8, 44.1], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 38.3], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 31.9], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.7, 39.2], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 40.5], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Off T,,0.04974699,Volley,Open Play,,,,AS Roma,229,00:31:32.314,Shot,
,,,,,,,,,,,,,,,1.295117,,,,,,,,,,,,,,,,e3ce2b61-2663-48d9-98e3-8f6d521fcdf4,1351,,,"[88.2, 44.8]",3879691,34,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Back,73,AS Roma,229,['23df1389-2980-4d47-abc0-c1753bb04733'],3,Left Foot,,"[120.0, 46.3, 7.0]",,"[{'location': [98.6, 47.1], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 46.1], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.6, 45.1], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 44.2], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.1, 49.9], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.5, 42.6], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.2, 41.5], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 40.3], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.4, 39.4], 'player': {'id': 6686, 'name': 'Giampaolo Pazzini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.4, 38.2], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.2, 37.7], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 39.0], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 36.4], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.9, 35.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 34.8], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.3, 32.0], 'player': {'id': 7961, 'name': 'Leandro Castán da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.1, 33.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [85.7, 43.0], 'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,Off T,,0.028849851,Normal,Free Kick,,,,AS Roma,229,00:34:03.790,Shot,
,,,,,,,,,,,,,,,0.566981,,,,,,,,,,,,,,,,35c0a1b3-83f8-4f3f-b5f5-2decde1adf0b,1549,,,"[112.8, 38.9]",3879691,40,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edin Džeko,6973.0,Left Center Forward,87,AS Roma,229,['976705d5-1a18-4263-a7f1-6893b8f2d28d'],7,Right Foot,,"[120.0, 36.1, 0.8]",True,"[{'location': [105.8, 58.2], 'player': {'id': 8463, 'name': 'Urby Emanuelson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.1, 66.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 40.6], 'player': {'id': 32119, 'name': 'Leandro Greco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 29.0], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.5, 45.9], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 41.3], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.5, 38.8], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 30.8], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.7, 38.6], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 40.5], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.5, 26.1], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.2, 50.4], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.5, 31.9], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",5630f997-842c-4c98-af0b-aac4f5905805,Post,,0.35159385,Half Volley,Open Play,,,,AS Roma,229,00:40:07.213,Shot,
,,,,,,,,,,,,,,,0.858729,,,,,,,,,,,,,,,,43ffbce3-6703-4e3b-b96e-2062ddfe541d,1561,,,"[112.4, 29.6]",3879691,40,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Radja Nainggolan,6962.0,Left Midfield,87,AS Roma,229,"['43a0dc60-05a4-4bd5-8303-5192e7ba4203', 'b2f8c2cf-a5c8-4f7c-8620-743aa174311d']",17,Left Foot,,"[120.0, 43.3, 0.2]",True,"[{'location': [116.2, 23.9], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 18.9], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 39.7], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 37.2], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.8, 24.6], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.2, 25.4], 'player': {'id': 8421, 'name': 'Matteo Bianchetti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 32.6], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 45.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.2, 37.9], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.4, 17.2], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",aef937af-9bd1-4e3c-b3a1-68e16b7c686c,Goal,,0.26285723,Normal,Open Play,,,,AS Roma,229,00:40:17.887,Shot,True
