50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.402807,,,,,,,,,,,,,12e862a7-c0e0-4a59-9a15-4d2b2d4f8793,276,,"[102.6, 41.1]",3900552,7,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonas Martin,2950.0,Right Defensive Midfield,16,Montpellier,139,"['ab5a39a1-4b73-43b4-a4be-c4fda85c5bb9', 'c576d575-7341-4db3-8bc9-a02cf5eccf8f']",12,,Right Foot,"[120.0, 43.4, 5.6]",,"[{'location': [107.9, 40.2], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 38.3], 'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 41.5], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 43.4], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 45.7], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 50.3], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.9, 46.7], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 50.5], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.6, 39.8], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 30.8], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.4, 36.4], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.5, 52.3], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.8, 57.1], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.2, 49.6], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",ea691d43-87b7-48a9-8b60-e0a0cc7d6b8e,,,Off T,0.057782892,Half Volley,Open Play,,,,Montpellier,139,00:07:12.817,Shot,True
,,,,,,,,,,,,,,,,,,,,1.374104,,,,,,,,,,,,,9814a2bc-03fb-4f22-ad51-3e5acd066dcd,287,,"[92.9, 27.7]",3900552,8,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigue Casimir Ninga,3020.0,Left Midfield,18,Montpellier,139,['50dea799-591b-4ed8-94b3-f07d60a82636'],1,,Right Foot,"[120.0, 35.2, 0.2]",,"[{'location': [96.9, 27.5], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.6, 35.4], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [86.1, 26.4], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.5, 29.6], 'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 33.0], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 28.0], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 34.7], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 43.5], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.8, 52.0], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.6, 38.8], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.8, 61.0], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 20.7], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.9, 27.0], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.4, 43.3], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",2c4226ea-45db-4ea0-a2a5-3a4c70786e92,,,Off T,0.021796929,Normal,Open Play,,,,Montpellier,139,00:08:01.330,Shot,
,,,,,,,,,,,,,,,,,,,,0.180497,,,,,,,,,,,,,49771d86-e669-423c-83cc-fc3d4c41e0fc,329,,"[106.2, 56.8]",3900552,9,,,,,,,,,,,,,,,,,,,,,1,From Corner,Yannis Salibur,3122.0,Right Midfield,20,Guingamp,142,"['b6cd2d98-b2d9-42f9-bf7b-04a7d454b55e', 'bd5def1d-28d7-4d6a-85c8-ecc1aaaa3e6e']",37,,Left Foot,"[108.8, 53.9]",,"[{'location': [112.4, 37.2], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.1, 29.9], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.6, 34.2], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.2, 46.2], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.5, 41.7], 'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.4, 41.4], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 47.4], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 20.2], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.5, 53.1], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 47.7], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 37.6], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 41.4], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 35.5], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.3, 38.2], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 43.8], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 47.5], 'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",13d9f859-7af7-4f04-8d72-181e876ec3f4,,,Blocked,0.032170776,Normal,Open Play,,,,Guingamp,142,00:09:37.076,Shot,
,,,,,,,,,,,,,,,,,,,,0.497683,,,,,,,,,,,,,ac3f19e7-1049-4755-86a4-e817ed4e165f,811,,"[114.4, 22.7]",3900552,20,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonas Martin,2950.0,Right Defensive Midfield,41,Montpellier,139,['07547999-3c8c-4470-bf8c-b98bfb563b71'],37,,Right Foot,"[118.9, 35.8, 0.0]",,"[{'location': [114.6, 33.2], 'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.9, 24.4], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.7, 43.3], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 41.7], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 40.5], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.5, 36.7], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 44.7], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 28.4], 'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 37.4], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 35.9], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 26.4], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.6, 53.6], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.4, 38.6], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.5, 43.0], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.3, 44.2], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",3ab81f2f-828d-4a4c-a49e-2893b5b40879,,,Saved,0.011512858,Normal,Open Play,,,,Montpellier,139,00:20:37.635,Shot,
,,,,,,,,,,,,,,,,,,,,1.051444,,,,,,,,,,,,,3dbbd274-e9fa-4bfd-b594-235ed0fc4e94,1191,,"[110.9, 42.0]",3900552,31,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sloan Privat,4799.0,Left Center Forward,61,Guingamp,142,"['079c8b49-bb63-45e7-9895-269fc83b0bd8', '4919b56e-1c54-40a1-ac36-e0929b59b031']",32,True,Head,"[120.0, 36.8, 1.1]",,"[{'location': [112.9, 33.5], 'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.9], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 55.3], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.5, 74.2], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.7, 39.2], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.5, 31.0], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.8, 58.1], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 64.3], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 45.0], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 37.6], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.3, 46.1], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 42.4], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",75cae364-4c6e-4e5c-8eb3-3c25f36e7e65,,,Goal,0.085844174,Normal,Open Play,,,,Guingamp,142,00:31:32.090,Shot,True
,,,,,,,,,,,,,,,,,,,,0.751426,,,,,,,,,,,,,b95d014b-1a82-4a23-9a7f-49acebb67930,1363,,"[101.5, 39.6]",3900552,37,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Right Center Forward,69,Montpellier,139,['5bcb50ee-fc86-4a11-8abf-4c0c742ad784'],15,,Left Foot,"[117.5, 41.6, 0.5]",True,"[{'location': [104.1, 39.6], 'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 33.6], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 35.6], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 41.5], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 45.7], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 55.8], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.3, 54.2], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 40.4], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 37.9], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 36.0], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.6, 40.4], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.0, 45.7], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,,Saved,0.04005927,Volley,Open Play,,,,Montpellier,139,00:37:15.250,Shot,
,,,,,,,,,,,,,,,,,,,,1.60052,,,,,,,,,,,,,07df1942-9dfa-4746-8f4c-648570c92212,1769,,"[89.1, 31.6]",3900552,45,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryad Boudebouz,6661.0,Right Center Midfield,87,Montpellier,139,['d8191827-d327-4a94-a745-a4793450ac43'],45,,Left Foot,"[120.0, 48.3, 0.0]",,"[{'location': [99.7, 28.2], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 23.0], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.2, 34.2], 'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.7, 33.9], 'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 36.9], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 40.5], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 45.7], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 56.4], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.6, 39.1], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 19.1], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.7, 44.2], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.6, 28.8], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.9, 39.7], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.2, 49.3], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.9, 55.7], 'player': {'id': 3546, 'name': 'Morgan Sanson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",2c36f175-b763-4016-973f-3675270afd99,,,Off T,0.021718938,Normal,Open Play,,,,Montpellier,139,00:45:45.637,Shot,
,,,,,,,,,,,,,,,,,,,,0.667343,,,,,,,,,,,,,0b7f2b50-61a7-4013-91d4-d8a61ddbc29a,2134,,"[112.5, 42.1]",3900552,53,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Souleymane Camara,3679.0,Right Wing,107,Montpellier,139,['f88ce110-2de5-4d51-83ea-fc2649bf4d65'],13,,Head,"[120.0, 37.5, 1.3]",,"[{'location': [116.7, 40.8], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 62.4], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 46.7], 'player': {'id': 401525, 'name': 'Julien Cardy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 43.7], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 19.0], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.3, 44.0], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 35.7], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 61.4], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.4, 46.4], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 30.8], 'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ae8d4887-e627-4bee-a77c-7f5d588723ef,,,Goal,0.1772246,Normal,Open Play,,,,Montpellier,139,00:08:13.812,Shot,
,,,,,,,,,,,,,,,,,,,,0.918874,,,,,,,,,,,,,379d0a04-af8d-4d19-beb1-8b23fea27d11,2175,,"[90.4, 39.8]",3900552,54,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ludovic Blas,3235.0,Left Defensive Midfield,111,Guingamp,142,['e7d4a04c-f595-453e-b284-b835339643f8'],43,,Left Foot,"[115.6, 42.3, 0.2]",True,"[{'location': [85.8, 36.1], 'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [84.6, 52.3], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [82.6, 17.5], 'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 40.2], 'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.2, 48.6], 'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.4, 42.4], 'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.8, 41.1], 'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 53.2], 'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.4, 44.5], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Saved,0.031333063,Normal,Open Play,,,,Guingamp,142,00:09:43.849,Shot,
,,,,,,,,,,,,,,,,,,,,0.274176,,,,,,,,,,,,,f41b25ea-9ea8-43a3-b8aa-7d77dfebd705,2358,,"[116.7, 38.3]",3900552,61,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rodrigue Casimir Ninga,3020.0,Left Wing,121,Montpellier,139,['33bc75e9-f618-461b-be9a-59abf6fffb30'],16,,Right Foot,"[120.0, 37.0, 0.9]",,"[{'location': [110.1, 44.9], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 50.1], 'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 39.6], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 45.3], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.4, 16.8], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.2, 50.9], 'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 44.1], 'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",4ed74794-5e61-49f0-8063-ec43177d23b8,True,True,Goal,0.97666293,Normal,Open Play,,,,Montpellier,139,00:16:16.455,Shot,
