50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.776726,,,,,,,,,,,,,,,b39d1fc7-9900-418d-9c8d-57eed5a69ca8,624,,,"[101.8, 36.6]",3857293,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Ayew,3450.0,Left Wing,36,Ghana,4885,"['6db0efe5-8184-4ae4-a1ae-5d4a6aa42d43', 'c2ad2eae-349a-45a0-b0fc-b70a89a91bc4']",0,,Right Foot,"[117.7, 41.0, 0.2]",,"[{'location': [93.8, 24.3], 'player': {'id': 36288, 'name': 'Facundo Pellistri Rebollo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.0, 39.9], 'player': {'id': 36710, 'name': 'Sergio Rochet Álvarez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 44.1], 'player': {'id': 7104, 'name': 'Mathías Olivera Miramontes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 38.5], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 37.2], 'player': {'id': 5260, 'name': 'Rodrigo Bentancur Colmán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 34.1], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 32.6], 'player': {'id': 5264, 'name': 'Guillermo Varela Olivera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 33.3], 'player': {'id': 6773, 'name': 'Federico Santiago Valverde Dipetta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.2, 41.8], 'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.5, 42.6], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 51.0], 'player': {'id': 17033, 'name': 'Mohammed Kudus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 40.0], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",0fd1f40f-294d-4deb-b2bb-43d8e0f80797,,,Saved,0.07146578,Normal,Open Play,,,,Ghana,4885,00:15:00.341,Shot,True
,,,,,,,,,,,,,,,,,,,0.453256,,,,,,,,,,,,,,,ee672f1b-cda9-4f6a-9089-bcb2707a2e4f,632,,,"[108.0, 40.0]",3857293,20,,,,,,,,,,,,,,,,,,,,,,,,1,Other,André Ayew Pelé,3347.0,Center Attacking Midfield,37,Ghana,4885,['4ea1ddc1-c1d8-46d2-8a62-d6206995bb8c'],12,,Left Foot,"[119.5, 42.3, 0.2]",,,,,,Saved,0.7835,Normal,Penalty,,,,Ghana,4885,00:20:12.869,Shot,
,,,,,,,,,,,,,,,,,,,1.135934,,,,,,,,,,,,,,,6a305815-b3ba-4a49-86fc-932d78a8b6ff,700,,,"[106.8, 29.0]",3857293,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Darwin Gabriel Núñez Ribeiro,32478.0,Left Center Forward,43,Uruguay,783,"['3ac7ce16-2374-4ac9-b55d-0f9d0a2ba0a3', '57a66995-aa44-49a4-996b-737feae3a4f6']",15,,Right Foot,"[117.3, 40.3]",True,"[{'location': [86.1, 27.6], 'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 51.7], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 35.0], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 40.9], 'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 28.2], 'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 33.0], 'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 30.4], 'player': {'id': 8108, 'name': 'Lawrence Ati-Zigi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.4, 23.5], 'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.9, 37.4], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",1e17ab8c-00cc-4236-a8d5-7e0245dddbf5,,,Blocked,0.15781382,Lob,Open Play,,,,Uruguay,783,00:22:15.146,Shot,
,,,,,,,,,,,,,,,,,,,0.381924,,,,,,,,,,,,,,,8c2acbe1-dd20-4109-b0ba-d4e00b7d2b79,802,,,"[108.6, 33.4]",3857293,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,48,Uruguay,783,['1f13638c-fcec-4b29-b215-674ab7d39250'],28,,Right Foot,"[116.0, 37.5, 0.2]",,"[{'location': [116.3, 37.5], 'player': {'id': 8108, 'name': 'Lawrence Ati-Zigi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 58.8], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 55.5], 'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 45.3], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 37.6], 'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 37.8], 'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 30.5], 'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 48.0], 'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 44.9], 'player': {'id': 36288, 'name': 'Facundo Pellistri Rebollo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",21b4ad29-1023-4dc3-bdf5-96c9f26e0a47,,,Saved,0.2733873,Normal,Open Play,,,,Uruguay,783,00:25:28.837,Shot,
,,,,,,,,,,,,,,,,,,,0.152502,,,,,,,,,,,,,,,c0bf36b0-f215-4fac-8f2b-0bfe450b84b9,805,,,"[118.0, 42.7]",3857293,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Midfield,48,Uruguay,783,['7a721f06-5f76-418c-8302-0e6139b1af6a'],30,,Head,"[120.0, 42.4, 1.0]",,"[{'location': [118.3, 40.9], 'player': {'id': 8108, 'name': 'Lawrence Ati-Zigi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 57.9], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.7, 50.6], 'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 35.9], 'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 42.1], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 31.1], 'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 35.0], 'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 33.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.1, 43.1], 'player': {'id': 6773, 'name': 'Federico Santiago Valverde Dipetta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 31.3], 'player': {'id': 5260, 'name': 'Rodrigo Bentancur Colmán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.5, 42.1], 'player': {'id': 36288, 'name': 'Facundo Pellistri Rebollo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,True,True,Goal,0.71106935,Normal,Open Play,,,,Uruguay,783,00:25:30.760,Shot,
,,,,,,,,,,,,,,,,,,,0.478135,,,,,,,,,,,,,,,f263c203-16c0-4b57-8e5c-31d647713341,950,,,"[110.8, 31.2]",3857293,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Midfield,57,Uruguay,783,"['8574e9cb-5b77-4971-b2e2-fb003fe02243', 'a3017158-39cd-4343-9c7b-54cf4f97f896']",2,,Right Foot,"[120.0, 39.5, 0.3]",True,"[{'location': [101.9, 40.0], 'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 48.4], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 52.1], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.5, 33.2], 'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 42.8], 'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 37.0], 'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 36.7], 'player': {'id': 8108, 'name': 'Lawrence Ati-Zigi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 46.8], 'player': {'id': 32478, 'name': 'Darwin Gabriel Núñez Ribeiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.4, 39.2], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.4, 33.2], 'player': {'id': 36288, 'name': 'Facundo Pellistri Rebollo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",ab236c33-e231-4ac6-ad9c-26886072128f,,,Goal,0.16736692,Volley,Open Play,,,,Uruguay,783,00:31:02.584,Shot,True
,,,,,,,,,,,,,,,,,,,0.386439,,,,,,,,,,,,,,,71321eb9-e32b-4f3f-9c66-d6939658a46a,1049,,,"[94.7, 45.8]",3857293,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mohammed Kudus,17033.0,Right Wing,65,Ghana,4885,"['3e3fe922-2d53-430b-9903-d276e15eb943', 'e4ffe1ff-f299-437b-a7eb-a2859aa0530a']",13,,Left Foot,"[100.1, 44.2]",,"[{'location': [99.4, 33.0], 'player': {'id': 5264, 'name': 'Guillermo Varela Olivera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 55.9], 'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.6, 41.1], 'player': {'id': 6773, 'name': 'Federico Santiago Valverde Dipetta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 40.8], 'player': {'id': 36710, 'name': 'Sergio Rochet Álvarez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 48.9], 'player': {'id': 7104, 'name': 'Mathías Olivera Miramontes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 44.2], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 49.8], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.1, 48.3], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 31.6], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.6, 40.3], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 53.8], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",20186b55-c5cf-4e3a-b261-b1a601c00b09,,,Blocked,0.041819587,Normal,Open Play,,,,Ghana,4885,00:36:13.088,Shot,
,,,,,,,,,,,,,,,,,,,1.194235,,,,,,,,,,,,,,,3dc51866-6bf8-471b-ba05-faa571766b28,1519,,,"[106.5, 42.5]",3857293,49,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José María Giménez de Vargas,5259.0,Right Center Back,86,Uruguay,783,"['76c38c99-d6e9-4684-94de-9fac9aa3224b', 'dc9d7d0e-9e74-4c96-b45c-82a75e359bbe']",25,True,Head,"[120.0, 43.1, 5.6]",,"[{'location': [99.4, 51.1], 'player': {'id': 17033, 'name': 'Mohammed Kudus'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 43.8], 'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 43.9], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 40.7], 'player': {'id': 8108, 'name': 'Lawrence Ati-Zigi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 36.9], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 41.7], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 35.4], 'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 40.0], 'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 37.5], 'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 31.3], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [88.4, 44.9], 'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.6, 51.5], 'player': {'id': 36288, 'name': 'Facundo Pellistri Rebollo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.5, 36.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.1, 45.2], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 39.1], 'player': {'id': 32478, 'name': 'Darwin Gabriel Núñez Ribeiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.8, 35.1], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",fc032d5f-f0da-45ee-8a06-ec439d9b84a5,,,Off T,0.03238874,Normal,Open Play,,,,Uruguay,783,00:49:25.667,Shot,True
,,,,,,,,,,,,,,,,,,,1.221194,,,,,,,,,,,,,,,f41ce6b4-0811-46ce-8cdd-874d2ecd4e67,1718,,,"[104.7, 50.8]",3857293,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Osman Bukari,44225.0,Right Wing,95,Ghana,4885,['b1a738e7-2b94-4bf8-9516-2c1ceec79785'],56,,Right Foot,"[120.0, 33.2, 0.2]",,"[{'location': [117.6, 42.6], 'player': {'id': 36710, 'name': 'Sergio Rochet Álvarez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 43.3], 'player': {'id': 6773, 'name': 'Federico Santiago Valverde Dipetta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 33.1], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 50.3], 'player': {'id': 7104, 'name': 'Mathías Olivera Miramontes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 43.2], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 39.1], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 28.4], 'player': {'id': 5264, 'name': 'Guillermo Varela Olivera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.6, 13.5], 'player': {'id': 36288, 'name': 'Facundo Pellistri Rebollo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.6, 40.1], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.3, 40.9], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.7, 37.6], 'player': {'id': 17033, 'name': 'Mohammed Kudus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.1, 26.1], 'player': {'id': 35658, 'name': 'Kamaldeen Sulemana'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 16.3], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Off T,0.08441304,Half Volley,Open Play,,,,Ghana,4885,00:00:56.452,Shot,
,,,,,,,,,,,,,,,,,,,0.561195,,,,,,,,,,,,,,,47112b29-123f-4667-bbd9-b071d7cea097,2375,,,"[107.5, 33.2]",3857293,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Facundo Pellistri Rebollo,36288.0,Right Midfield,123,Uruguay,783,['aeaf9409-21bf-4a98-a339-e0611f83aec2'],30,,Right Foot,"[120.0, 35.3, 4.8]",,"[{'location': [110.6, 44.3], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 34.4], 'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 30.3], 'player': {'id': 3709, 'name': 'Daniel Amartey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 24.6], 'player': {'id': 45047, 'name': 'Alidu Seidu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 30.6], 'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 36.0], 'player': {'id': 35658, 'name': 'Kamaldeen Sulemana'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 20.6], 'player': {'id': 31029, 'name': 'Salis Abdul Samed'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 23.9], 'player': {'id': 44225, 'name': 'Osman Bukari'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.8, 37.7], 'player': {'id': 8108, 'name': 'Lawrence Ati-Zigi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 52.2], 'player': {'id': 5264, 'name': 'Guillermo Varela Olivera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 35.9], 'player': {'id': 5258, 'name': 'Giorgian Daniel De Arrascaeta Benedetti'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.7, 31.1], 'player': {'id': 6773, 'name': 'Federico Santiago Valverde Dipetta'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.8, 53.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.5, 24.6], 'player': {'id': 32478, 'name': 'Darwin Gabriel Núñez Ribeiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.1, 29.0], 'player': {'id': 7104, 'name': 'Mathías Olivera Miramontes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",af1cfe5b-a8d0-457f-b7c0-9c4706efd30d,,,Off T,0.099497445,Normal,Open Play,,,,Uruguay,783,00:19:30.464,Shot,
