50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.875,,,,,,,,,,,,,,,cca59946-12bf-4481-a96d-971cc2176537,1890,,"[89.0, 44.0]",7475,53,,,,,,,,,,,,,,,,,,,2,Regular Play,Denise O'Sullivan,5084.0,Right Center Midfield,120,North Carolina Courage,766,['d46d7c76-59e4-4354-81c6-773431b3eeda'],1,,Right Foot,,"[118.0, 42.8, 1.3]",,"[{'location': [104.0, 35.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.0, 43.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 56.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 44.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.0, 48.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 44.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 60.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.017639183,Normal,Open Play,,,,North Carolina Courage,766,00:08:01.466,Shot,
,,,,,,,,,,,,,0.344,,,,,,,,,,,,,,,7f31e800-f0c6-41e7-8c6b-02337971bf23,1957,,"[105.0, 43.0]",7475,54,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha May Kerr,4961.0,Left Center Forward,125,Chicago Red Stars,761,"['6c3dca0a-479a-4411-ad43-f8c441c56518', '6f377d6f-9aa0-4090-8219-172df3ba86c9', 'ab55e38c-3fdf-4ab8-9a7b-1f50df88b85b']",51,,Right Foot,,"[112.0, 50.0]",True,"[{'location': [109.0, 66.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 48.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.0, 42.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.45651, 47.42752], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 31.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 44.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7f474f92-7c75-424e-9e22-b92aba7e35e1,,Blocked,0.10267789,Half Volley,Open Play,,,,Chicago Red Stars,761,00:09:51.328,Shot,True
,,,,,,,,,,,,,0.879,,,,,,,,,,,,,,,0b96b31d-bd12-4508-a21d-e36b19755f89,2169,,"[96.0, 38.0]",7475,61,,,,,,,,,,,,,,,,,,,2,From Counter,Samantha May Kerr,4961.0,Left Center Forward,142,Chicago Red Stars,761,['e6159c84-ad66-42c8-bc72-50cd9c0ce0d7'],11,,Right Foot,,"[120.0, 35.2, 0.2]",,"[{'location': [98.0, 40.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a2fdaafd-ae89-400c-8d45-6580824213bd,,Off T,0.07004623,Normal,Open Play,,,,Chicago Red Stars,761,00:16:11.674,Shot,
,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,bc94fc5f-feab-4926-bf9f-6c4ba295e814,2305,,"[97.0, 39.0]",7475,64,,,,,,,,,,,,,,,,,,,2,Regular Play,Vanessa DiBernardo,6812.0,Right Wing,148,Chicago Red Stars,761,"['180a5fea-429b-43ee-b224-b0a6ea53ee3b', '65522bae-62a2-4d8e-b9f1-0b7e26900297']",27,,Right Foot,,"[120.0, 46.5, 2.8]",,"[{'location': [99.0, 24.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 55.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 30.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.0, 24.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.0, 28.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 40.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.0, 38.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 26.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 22.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",1032a97e-685c-4524-8314-a6b344c7f8b5,,Off T,0.05455018,Normal,Open Play,,,,Chicago Red Stars,761,00:19:27.458,Shot,True
,,,,,,,,,,,,,0.187,,,,,,,,,,,,,,,9b9b67e9-9655-467d-99fa-1fa81edbd315,2345,,"[107.0, 44.0]",7475,66,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Right Center Forward,151,North Carolina Courage,766,"['b1642bf0-959b-4d6b-bc6c-022543821193', 'e373a93a-3769-4546-b5a1-99b0b42a067c']",21,,Left Foot,,"[108.0, 45.0]",True,"[{'location': [106.0, 43.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 43.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 66.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 56.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 51.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 55.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.08914505,Normal,Open Play,,,,North Carolina Courage,766,00:21:21.640,Shot,
,,,,,,,,,,,,,0.572,,,,,,,,,,,,,,,46ce5b91-5ea2-4355-a91a-b6ad99a2be05,2350,,"[106.0, 36.0]",7475,66,,,,,,,,,,,,,,,,,,,2,Regular Play,Crystal Alyssia Dunn Soubrier,5088.0,Right Wing,151,North Carolina Courage,766,"['60f91132-1daa-4ecd-b713-6baba6a0eedc', '8bcd9a98-361e-4d49-9515-73f04a11ca8b']",22,,Left Foot,,"[107.0, 36.0]",,"[{'location': [107.0, 42.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 53.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 62.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 53.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,Blocked,0.102217875,Normal,Open Play,,,,North Carolina Courage,766,00:21:22.672,Shot,
,,,,,,,,,,,,,1.822,,,,,,,,,,,,,,,8ecb28f0-e30f-49f6-8f9f-56f2d56e7d57,2363,,"[103.0, 37.0]",7475,66,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Right Center Forward,151,North Carolina Courage,766,['41598754-d6ed-4016-b75e-b18f16842366'],35,,Right Foot,,"[118.0, 43.8, 2.5]",,"[{'location': [109.0, 35.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.0, 40.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 58.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 53.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",a65825dd-cd9a-4f08-9094-7e72894424e6,,Goal,0.07669277,Normal,Open Play,,,,North Carolina Courage,766,00:21:35.508,Shot,
,,,,,,,,,,,,,2.163,,,,,,,,,,,,,,,35b51dce-44f0-473c-bca3-118171127b0b,2431,,"[107.0, 33.0]",7475,68,,,,,,,,,,,,,,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Left Wing,153,North Carolina Courage,766,['6ace8a52-2976-4cbc-b97f-e6f3dd308a20'],41,,Right Foot,,"[118.0, 43.8, 0.4]",,"[{'location': [104.0, 30.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 38.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 35.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 33.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 50.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3be0c014-f3b6-4cd1-bf9c-90dbc8aa085a,,Goal,0.18336041,Normal,Open Play,,,,North Carolina Courage,766,00:23:41.330,Shot,
,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,f32f059b-9d10-4547-beac-90951b578bd3,2497,,"[111.0, 34.0]",7475,70,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Right Center Forward,157,North Carolina Courage,766,['091eaae9-d09d-4670-9066-70bd76c1ff0f'],44,,Head,,"[118.0, 36.8, 2.0]",,"[{'location': [112.0, 33.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 37.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 56.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 65.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 44.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 53.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",542f2164-05a9-4c82-bbef-9c6957f99aa6,,Saved,0.1528309,Normal,Open Play,,,,North Carolina Courage,766,00:25:44.051,Shot,
,,,,,,,,,,,,,1.864,,,,,,,,,,,,,,,b397c597-ff6b-4e57-9cde-209d826d3064,2531,,"[109.0, 52.0]",7475,72,,,,,,,,,,,,,,,,,,,2,From Free Kick,Samantha May Kerr,4961.0,Left Center Forward,159,Chicago Red Stars,761,['dab78b06-1009-4495-b1b1-9d10bd748f6f'],11,,Head,,"[120.0, 47.7, 0.3]",,"[{'location': [107.0, 40.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 53.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.0, 25.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 53.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 51.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 29.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 26.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 22.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 43.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4c5173ea-5ddf-477a-a9c1-2faf705b36d9,,Off T,0.094985954,Normal,Open Play,,,,Chicago Red Stars,761,00:27:11.753,Shot,
,,,,,,,,,,,,,1.593,,,,,,,,,,,,,,,2b6dbaeb-2571-4500-8f05-276749f69c1e,2760,,"[111.0, 33.0]",7475,79,,,,,,,,,,,,,,,,,,,2,From Free Kick,Julie Beth Ertz,6811.0,Right Center Midfield,174,Chicago Red Stars,761,"['66608ffd-f0a3-487c-959b-02c8ac0b93f9', '9d8e985d-7134-495f-aac9-5f4191a7eef4']",20,,Head,,"[113.0, 36.0]",,"[{'location': [110.0, 32.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.31672, 34.65836], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 28.0], 'player': {'id': 6814, 'name': ""Heather O''Reilly""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 32.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 29.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.0, 25.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0c157535-51cc-451c-bacf-766d9434b3be,,Blocked,0.08857108,Normal,Open Play,,,,Chicago Red Stars,761,00:34:20.379,Shot,
,,,,,,,,,,,,,1.163,,,,,,,,,,,,,,,6f1ddb42-73e2-4364-87d3-9acbd70ebe4d,2883,,"[111.0, 41.0]",7475,83,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kristen Hamilton,5080.0,Left Center Forward,182,North Carolina Courage,766,['c8422e5a-160a-4f34-ad79-fe1ee8ab2e95'],42,,Right Foot,,"[114.0, 35.0]",True,"[{'location': [112.0, 42.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 64.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 65.0], 'player': {'id': 6814, 'name': ""Heather O''Reilly""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 66.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a167acc2-f786-43dd-abcc-37feb5578967,,Wayward,0.19971076,Normal,Open Play,,,,North Carolina Courage,766,00:38:42.520,Shot,
