50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.56154,,,,,,,,,,,,,,,,ce067847-85ba-4a13-bb9f-5bbe533a883b,152,,"[97.5, 47.0]",3879818,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,6,Torino,241,['ac4c25da-6f17-4d8b-bdcc-65dea9ee7dc9'],5,,Right Foot,"[114.8, 42.8, 0.9]",,"[{'location': [88.4, 53.4], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.2, 61.1], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.7, 42.8], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.8, 45.6], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.6, 36.1], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.1, 24.8], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.4, 63.4], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.5, 51.9], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [96.0, 43.9], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 45.7], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [76.5, 42.9], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [88.2, 33.2], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",2a62ee5a-e334-4841-9583-619c986fd1dd,,Saved,,0.043312963,Normal,Open Play,,,,Torino,241,00:02:05.441,Shot,
,,,,,,,,,,,,,,,,,,,1.586055,,,,,,,,,,,,,,,,9eaa179d-c268-46ed-b7d9-d988a998c446,185,,"[96.4, 60.2]",3879818,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bruno da Silva Peres,6965.0,Right Wing Back,9,Torino,241,['3bc73fe3-5d87-4916-82eb-cf0a4d77b999'],1,,Left Foot,"[120.0, 49.1, 0.2]",,"[{'location': [117.6, 42.9], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 61.7], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 63.5], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.4, 57.9], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 47.7], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 36.9], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 42.0], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 20.5], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.5, 36.9], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.4, 52.7], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 40.6], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.3, 45.4], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.7, 63.9], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.1, 38.3], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.6, 14.8], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",3547f0fc-a830-4250-bf8f-8ddf3e365086,,Off T,,0.008905119,Normal,Open Play,,,,Torino,241,00:03:01.345,Shot,
,,,,,,,,,,,,,,,,,,,0.136544,,,,,,,,,,,,,,,,be8ad460-acb5-4794-9bc5-78fdc2178afe,256,,"[99.7, 28.7]",3879818,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Floccari,6948.0,Center Forward,12,Bologna,240,"['171b442c-3ac9-450c-a621-aa78b1e24dab', 'bd381b22-58d2-4e71-af5c-934fb35afd07']",8,,Right Foot,"[103.1, 30.6]",,"[{'location': [91.9, 42.9], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.1, 61.5], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.1, 42.0], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.4, 24.3], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.2, 16.3], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.4, 38.6], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.7, 21.8], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.8, 17.8], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 22.5], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.0, 28.6], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 28.1], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.8, 37.3], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 42.8], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.2, 30.7], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",c0c90eea-ed35-4569-b1f5-1964a21f627d,,Blocked,,0.037433002,Normal,Open Play,,,,Bologna,240,00:05:08.186,Shot,
,,,,,,,,,,,,,,,,,,,0.871447,,,,,,,,,,,,,,,,bdefc7a8-90f9-4d6d-8601-96ea88dcacb1,369,,"[96.4, 37.3]",3879818,8,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Giuseppe Vives,40430.0,Center Defensive Midfield,17,Torino,241,"['9b93051f-964f-4ac6-b1cd-22ca25a3f809', 'd6e5b5fb-d2e9-4929-b9da-48578da15349']",23,,Left Foot,"[118.7, 38.2, 0.2]",True,"[{'location': [102.9, 51.0], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 59.0], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.9, 51.6], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.8, 40.5], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 42.1], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 38.4], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 31.8], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.6, 39.8], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 40.1], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 59.7], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.3, 41.2], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.9, 44.8], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.9, 37.6], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.8, 30.3], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",dd64ebfa-41c1-4b51-9383-0fffa6a2e4ab,,Saved,,0.048082475,Normal,Open Play,,,,Torino,241,00:08:23.426,Shot,True
,,,,,,,,,,,,,,,,,,,0.159763,,,,,,,,,,,,,,,,9e8fb956-b66e-4eb4-84b4-3505f2b80dfe,1119,,"[109.0, 43.0]",3879818,24,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,Left Wing,48,Bologna,240,"['0fd74062-8171-4310-a426-05186f899c45', '5bd21eb7-2653-4c1d-9e6c-0dd09d77ba00', 'b5d75ccf-4efe-451b-8281-b21a23c7823a']",56,,Right Foot,"[110.0, 42.8]",True,"[{'location': [100.1, 41.9], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 27.7], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.6, 40.2], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.3, 47.0], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 42.7], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.7, 51.5], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.9, 50.7], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.9, 41.6], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 25.8], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 56.5], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.9, 58.5], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",dcec6ee3-7e5c-4c14-8b46-116216fc53b0,,Blocked,,0.08055086,Normal,Open Play,,,,Bologna,240,00:24:56.796,Shot,True
,,,,,,,,,,,,,,,,,,,0.491201,,,,,,,,,,,,,,,,3bfd6513-a5ac-4a4d-8029-b188698b519a,1247,,"[102.1, 26.7]",3879818,28,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Franco Brienza,45591.0,Left Center Midfield,54,Bologna,240,"['50cfc51d-f11a-403b-9dc3-2b7edef54305', 'a6ffaadd-be57-42f9-a822-20502891bae2']",21,,Left Foot,"[112.0, 36.2]",True,"[{'location': [95.7, 26.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.2, 27.3], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.4, 25.3], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 31.1], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.1, 35.9], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 43.2], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.1, 41.5], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.3, 36.2], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 36.3], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 22.2], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 43.7], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.8, 35.8], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 47.2], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",7564b4a2-6c20-4da6-9362-b9bc62a7ef32,,Blocked,,0.031101773,Normal,Open Play,,,,Bologna,240,00:28:21.149,Shot,
,,,,,,,,,,,,,,,,,,,0.450031,,,,,,,,,,,,,,,,c26cf806-4ded-437e-93f8-bc2966d93720,1879,,"[114.3, 46.1]",3879818,43,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,81,Torino,241,"['bd23dbc1-8b08-465c-9af7-ae9fb8ec584e', 'bf91f689-f7e8-4113-95f8-a8122051f53e']",8,,Right Foot,"[114.8, 29.8]",True,"[{'location': [106.4, 49.6], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.2, 20.6], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.5, 42.8], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.6, 44.3], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 51.5], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 35.5], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 45.3], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 21.4], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 40.5], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",4937bd0f-c96e-452e-aae9-035b86a65adb,,Wayward,,0.09613989,Overhead Kick,Open Play,,,,Torino,241,00:43:08.663,Shot,True
,,,,,,,,,,,,,,,,,,,0.930602,,,,,,,,,,,,,,,,94a7efe8-a681-43cd-8886-ce317ec8f329,2113,,"[92.9, 51.0]",3879818,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Amadou Diawara,8284.0,Center Defensive Midfield,87,Bologna,240,['fe5c8988-9f53-478c-92f5-107efd5b2aed'],52,,Right Foot,"[120.0, 46.5, 6.3]",True,"[{'location': [118.3, 43.0], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 62.8], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.5, 46.1], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 58.9], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.1, 51.5], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 43.9], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.2, 36.5], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.5, 42.4], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 39.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.7, 61.4], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.8, 73.3], 'player': {'id': 40119, 'name': 'Juan Camilo Zúñiga Mosquera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 43.9], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.6, 44.6], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.6, 44.9], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 37.1], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.4, 31.4], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,,0.014457409,Half Volley,Open Play,,,,Bologna,240,00:02:52.228,Shot,
,,,,,,,,,,,,,,,,,,,0.924524,,,,,,,,,,,,,,,,7df3fb27-a86d-4b50-b267-e53e5a2c9f1f,2441,,"[108.3, 55.4]",3879818,55,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Juan Camilo Zúñiga Mosquera,40119.0,Right Wing,99,Bologna,240,['54039bef-a426-4b47-a76b-63f3a859405b'],47,,Right Foot,"[118.5, 44.2, 0.0]",,"[{'location': [111.0, 32.9], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.3, 44.1], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 46.2], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 54.3], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.3, 53.1], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.3, 47.3], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 35.4], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.1, 45.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 38.9], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.3, 30.7], 'player': {'id': 8851, 'name': 'Saphir Sliti Taïder'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.8, 26.8], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.7, 44.0], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",4f7fee9a-ae30-48c4-a683-b9d6cde676b9,,Saved,,0.03349536,Normal,Open Play,,,,Bologna,240,00:10:47.818,Shot,
,,,,,,,,,,,,,,,,,,,1.361223,,,,,,,,,,,,,,,,360b9481-a604-4034-82a4-544fd5dc976c,2482,,"[112.0, 32.2]",3879818,56,,,True,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emanuele Giaccherini,7775.0,Left Wing,102,Bologna,240,"['1a4da0e6-fa49-49a5-9477-c0e72938cefb', 'eb56cffa-8a0c-4ff8-b6b7-de599f558ef4']",45,,Left Foot,"[120.0, 44.1, 0.0]",,"[{'location': [103.0, 41.7], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 45.1], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 30.4], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.5, 33.4], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.2, 37.6], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 39.4], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.9, 12.7], 'player': {'id': 399299, 'name': 'Kévin Constant'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",764da2e0-c925-4f8e-94ea-50c6b0148e13,True,Post,,0.21745445,Half Volley,Open Play,,,,Bologna,240,00:11:45.414,Shot,True
