50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.702253,,,,,,,,,,,,,791e8ed2-3f68-4d84-b75b-60c6d2fb0f39,1179,,,"[105.0, 20.6]",3829500,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Michy Batshuayi Tunga,3457.0,Center Forward,66,Marseille,147,['01cff19e-e98e-415a-8cd6-ebc705ba41fd'],53,,Right Foot,,"[117.8, 35.9, 0.4]",,"[{'location': [96.5, 15.0], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.5, 34.9], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.7, 37.0], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 39.9], 'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 44.5], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 49.9], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.3, 36.7], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 25.5], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 20.6], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 40.7], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 36.1], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.7, 32.4], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",367b5200-4b92-4f5e-9dfe-511c448eb6e1,,Saved,0.009941623,Normal,Open Play,,,,Marseille,147,00:25:53.582,Shot,
,,,,,,,,,,,,,,,,0.652833,,,,,,,,,,,,,7df3e4cc-1ff5-4516-a412-89caa9351e30,1313,,,"[104.5, 52.4]",3829500,28,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,72,Paris Saint-Germain,131,['7ce377a1-98e9-42ca-8a7d-31720bda9aa9'],16,,Left Foot,,"[117.4, 43.6, 0.3]",,"[{'location': [118.0, 43.2], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 58.6], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.0, 40.7], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 59.6], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 51.5], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 52.8], 'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 32.9], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.3, 42.5], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 37.4], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 44.7], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 39.6], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",55ede716-8131-4a93-ab89-e0ae23196028,,Saved,0.08708111,Normal,Open Play,,,,Paris Saint-Germain,131,00:28:16.431,Shot,
,,,,,,,,,,,,,,,,0.514607,,,,,,,,,,,,,1ada1c5f-a1f5-41e3-8423-82093c5b72f5,1371,,,"[112.3, 42.3]",3829500,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,75,Marseille,147,"['25ad87bf-c197-4360-8412-50835c5a405c', 'b0f681cd-4d8b-4626-84b2-4a19aa3a76dd']",25,True,Head,,"[120.0, 43.3, 1.2]",,"[{'location': [94.8, 49.2], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.2, 49.9], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.5, 28.8], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.8, 41.6], 'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 16.2], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 26.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.2, 58.2], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.2, 40.1], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 46.6], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 41.4], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",b7cf3b3d-5280-4f2e-a249-cfb660ac58cd,True,Goal,0.1886883,Normal,Open Play,,,,Marseille,147,00:29:25.440,Shot,True
,,,,,,,,,,,,,,,,0.341634,,,,,,,,,,,,,904b6960-8479-4b42-ae41-7ad96ae6fc74,1670,,,"[108.1, 40.1]",3829500,40,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Zlatan Ibrahimović,3672.0,Center Forward,90,Paris Saint-Germain,131,['cc8cbe44-5cf3-4e2d-a249-c940fcf018dd'],42,,Right Foot,,"[120.0, 38.1, 1.1]",,,,,Goal,0.7835,Normal,Penalty,,,,Paris Saint-Germain,131,00:40:42.673,Shot,
,,,,,,,,,,,,,,,,0.454724,,,,,,,,,,,,,230cbd0b-f781-4a8b-a2f8-ffd1a48f3f61,1702,,,"[108.1, 40.1]",3829500,43,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Zlatan Ibrahimović,3672.0,Center Forward,93,Paris Saint-Germain,131,['952510ff-340b-434c-a3dd-11c80c05573e'],42,,Right Foot,,"[120.0, 38.0, 0.3]",,,,,Goal,0.7835,Normal,Penalty,,,,Paris Saint-Germain,131,00:43:42.181,Shot,
,,,,,,,,,,,,,,,,1.163832,,,,,,,,,,,,,64bfa625-5a08-42cd-a91e-907f484e5d5f,2002,,,"[113.2, 53.8]",3829500,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Serge Aurier,3481.0,Right Back,103,Paris Saint-Germain,131,['79ba9b00-ce19-4418-929e-9d0068d97d19'],25,,Right Foot,,"[120.0, 23.2, 0.3]",,"[{'location': [109.6, 44.4], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.1, 63.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.8, 41.1], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.1, 32.1], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.6, 43.8], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 48.9], 'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 51.5], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 43.9], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.2, 63.1], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.8, 36.6], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 41.3], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 52.1], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.3, 37.2], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",5ade6584-8525-4071-bdf7-c6f2288ba370,True,Off T,0.06250915,Normal,Open Play,,,,Paris Saint-Germain,131,00:04:25.027,Shot,
,,,,,,,,,,,,,,,,0.402865,,,,,,,,,,,,,d6fc931e-615a-4bab-a2ce-093869cc13af,2213,,,"[108.1, 40.1]",3829500,54,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Abdelaziz Barrada,23933.0,Left Wing,113,Marseille,147,['8fae7309-6b61-4036-a29f-0b3872f07d89'],45,,Right Foot,,"[118.1, 38.0, 1.3]",,,,,Saved,0.7835,Normal,Penalty,,,,Marseille,147,00:09:45.815,Shot,
,,,,,,,,,,,,,,,,0.453656,,,,,,,,,,,,,98c88bf9-2fbb-4d97-984b-0f0c08564a40,2271,,,"[102.2, 48.1]",3829500,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Michy Batshuayi Tunga,3457.0,Center Forward,120,Marseille,147,"['04b157ef-494b-441d-a33a-b1b9add27b7d', '3d7ec052-579a-4516-a3b4-eded30aec722', 'cb33762f-3260-4b49-93e6-bad790cc415b']",2,,Right Foot,,"[115.3, 43.3, 0.9]",,"[{'location': [90.8, 44.8], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 34.9], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.1, 47.9], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.7, 31.7], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.0, 39.2], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.9, 23.3], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 50.5], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 46.9], 'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 46.1], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 40.2], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.1, 43.0], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",80caf5a5-64db-4535-ad6a-bc84476dde41,,Saved,0.11226834,Normal,Open Play,,,,Marseille,147,00:12:02.845,Shot,True
,,,,,,,,,,,,,,,,0.718745,,,,,,,,,,,,,310fe77e-f62c-407d-abdb-1e448b31cdd3,2374,,,"[92.9, 31.7]",3829500,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,125,Marseille,147,['524fdf25-b017-4097-a1e8-5d6b0606485a'],20,,Right Foot,,"[120.0, 41.6, 6.0]",,"[{'location': [81.4, 34.4], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.1, 48.7], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [86.2, 25.6], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.7, 55.9], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.4, 46.3], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 42.9], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.1, 34.8], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.9, 47.9], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.3, 41.0], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.2, 55.5], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.9, 23.5], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.5, 37.3], 'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 32.0], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 42.7], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 35.2], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 39.7], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8d4bf951-dc30-4ea1-9299-1d36fd671b0c,,Off T,0.026997011,Normal,Open Play,,,,Marseille,147,00:14:20.701,Shot,
,,,,,,,,,,,,,,,,1.179865,,,,,,,,,,,,,c77883e1-c878-4079-82c0-bc6523150b57,2599,,,"[103.7, 48.5]",3829500,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Right Wing,135,Paris Saint-Germain,131,['e1189d75-653e-4b91-87bf-928db89e42e4'],46,,Left Foot,,"[120.0, 44.6, 0.2]",True,"[{'location': [119.5, 25.0], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 36.7], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 32.7], 'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 36.8], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 47.4], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.5, 36.9], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 27.9], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 19.5], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.0, 40.1], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 41.0], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.2, 35.7], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",abad2f76-3e37-46a3-976a-16199fc29d96,,Off T,0.12094896,Normal,Open Play,,,,Paris Saint-Germain,131,00:18:46.846,Shot,
,,,,,,,,,,,,,,,,0.669431,,,,,,,,,,,,,7a32feac-b7d7-4b36-8fc2-7e939aa76627,2676,,,"[107.6, 25.6]",3829500,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Edinson Roberto Cavani Gómez,4319.0,Left Wing,140,Paris Saint-Germain,131,"['3e076517-6c8f-410f-aac3-f446868c227e', 'f7755685-4790-4bf1-8872-7b83cf44a2a0']",48,,Left Foot,,"[120.0, 32.1, 6.0]",True,"[{'location': [116.0, 36.8], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 27.2], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.2, 29.9], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.7, 29.1], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 35.8], 'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.9, 42.2], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",908b90d6-f94d-4259-9b80-aba8bde0256e,,Off T,0.045516007,Half Volley,Open Play,,,,Paris Saint-Germain,131,00:20:48.279,Shot,True
,,,,,,,,,,,,,,,,0.665,,,,,,,,,,,,,c47ec652-c4d7-4ec3-843b-2af7037a408b,2760,,,"[114.8, 37.2]",3829500,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Serge Aurier,3481.0,Right Back,143,Paris Saint-Germain,131,['7c7de167-c8b5-4a13-80dc-31d4d67974ef'],29,,Head,,"[120.0, 42.3, 3.8]",,"[{'location': [112.4, 43.2], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.9, 43.4], 'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 39.0], 'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.4, 31.1], 'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.9, 50.9], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.2, 49.3], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 40.0], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 44.0], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.5, 41.8], 'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 42.7], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.9, 39.0], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 35.6], 'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 53.1], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 31.7], 'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.4, 38.9], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 47.2], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.7, 41.3], 'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",3fc87c23-3b2a-446d-87bd-e4d0ea3d0c02,,Off T,0.22063482,Normal,Open Play,,,,Paris Saint-Germain,131,00:22:29.753,Shot,
