50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.186769,,,,,,,,,,,,1b384c08-ab70-4887-9bc6-9426319e1e8c,2238,,,"[102.1, 26.8]",3900589,56,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,153,Marseille,147,['4a3720c8-e7aa-4f51-a5dd-fa32eab4de98'],57,,Right Foot,"[120.0, 46.0, 0.7]",True,"[{'location': [106.1, 53.0], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 48.6], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 45.9], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 29.5], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.1, 36.3], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 37.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 44.7], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.2, 36.9], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",55185ff1-b081-4d10-9ee4-6eeaddf98f55,,Off T,0.061916202,Normal,Open Play,,,,Marseille,147,00:11:57.939,Shot,
,,,,,,,,,,,,,,,,,0.996085,,,,,,,,,,,,3e722fb8-b5a2-4a06-ba71-cee88825e3e3,2312,,,"[108.6, 28.1]",3900589,59,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,158,Marseille,147,['fb9476c3-2826-473c-b5a7-26387a2ec00d'],21,,Right Foot,"[120.0, 41.8, 0.2]",True,"[{'location': [103.9, 45.0], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 40.0], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 31.6], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.5, 35.5], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 42.2], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",55e4d4e3-60e0-476a-bf16-dbeec28deea6,,Goal,0.12257153,Normal,Open Play,,,,Marseille,147,00:14:21.593,Shot,
,,,,,,,,,,,,,,,,,0.748799,,,,,,,,,,,,86d58982-8aa5-4369-a4cd-a2810b46c4c6,2514,,,"[112.0, 38.4]",3900589,66,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ronny Rodelin,2955.0,Right Wing,173,Caen,140,['d9303b63-c8b4-4371-a88e-63ffe8b72d7f'],47,,Head,"[120.0, 43.0, 0.6]",,"[{'location': [99.5, 54.0], 'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.3, 34.6], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 37.3], 'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 38.2], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 39.1], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.7, 26.2], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.3, 38.5], 'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 46.3], 'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 46.5], 'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 42.9], 'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 34.2], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 25.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.1, 37.6], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.7, 48.2], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.9, 45.7], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",314ab306-bce1-42e0-b52e-127e57030b4e,True,Goal,0.24491525,Normal,Open Play,,,,Caen,140,00:21:47.993,Shot,
,,,,,,,,,,,,,,,,,0.924754,,,,,,,,,,,,4edc4b9a-c5f3-4b4b-820e-bbd571dcdd45,2605,,,"[110.4, 53.6]",3900589,68,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Brice Dja Djédjé,7857.0,Right Back,176,Marseille,147,['cc77e420-2dc3-4b7e-959f-871c754ea653'],24,,Right Foot,"[120.0, 44.1, 4.2]",,"[{'location': [115.3, 43.6], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 45.1], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 40.3], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 51.7], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 45.8], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 20.9], 'player': {'id': 4351, 'name': 'Bouna Sarr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 32.8], 'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.8, 21.9], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.9, 35.3], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 43.8], 'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.3, 38.6], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.8, 41.3], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9878e25a-8788-4f63-b49c-d875c7f0e3e8,,Off T,0.059221894,Normal,Open Play,,,,Marseille,147,00:23:24.502,Shot,
,,,,,,,,,,,,,,,,,0.457629,,,,,,,,,,,,c6ea6c79-1faa-4291-a220-a5fe29ebcb84,2880,,,"[107.5, 27.0]",3900589,77,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,197,Marseille,147,['88e18ed5-a511-44ad-9385-fc922268bfde'],1,,Left Foot,"[116.6, 34.8, 0.3]",,"[{'location': [116.4, 35.1], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 31.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 29.5], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 43.0], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",40b10465-7580-4630-ab5e-24c0fdd5ade4,,Saved,0.05974819,Normal,Open Play,,,,Marseille,147,00:32:01.086,Shot,
,,,,,,,,,,,,,,,,,1.803523,,,,,,,,,,,,a62d18fc-5432-4118-a53a-31f2c90b8303,2910,,,"[91.9, 25.9]",3900589,77,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bouna Sarr,4351.0,Right Wing,197,Marseille,147,['f5cbb5c1-989e-43ef-923b-67506cc2b9f4'],21,,Right Foot,"[120.0, 44.2, 2.9]",,"[{'location': [116.7, 38.3], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.8, 25.2], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.9, 35.7], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 45.9], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.6, 21.2], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 30.2], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 26.1], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.4, 7.6], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.6, 19.3], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.4, 6.2], 'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [77.4, 18.7], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [74.5, 11.4], 'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.6, 21.3], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.6, 29.8], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",52da7128-830d-4487-acfb-c98ea7b7ecc8,,Post,0.021082459,Normal,Open Play,,,,Marseille,147,00:32:21.992,Shot,
,,,,,,,,,,,,,,,,,2.359816,,,,,,,,,,,,3b524663-7419-4304-bb87-2949fd4298f9,3027,,,"[101.9, 40.8]",3900589,80,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Bouna Sarr,4351.0,Right Wing,205,Marseille,147,['55bbf5f4-8a27-4144-8d2e-f733f00ec5e3'],23,,Left Foot,"[120.0, 23.7, 3.8]",True,"[{'location': [118.1, 39.8], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 55.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 35.7], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 41.3], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 39.9], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 48.5], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 44.9], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 27.9], 'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.7, 46.8], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.3, 42.8], 'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,0.06474822,Normal,Open Play,,,,Marseille,147,00:35:23.144,Shot,
,,,,,,,,,,,,,,,,,1.402241,,,,,,,,,,,,c42677ef-e08a-4c0b-b73c-2e80a9d1a073,3076,,,"[109.3, 29.5]",3900589,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bouna Sarr,4351.0,Left Wing,207,Marseille,147,['c008ab46-0d42-45e5-a4a5-1832db828986'],9,,Right Foot,"[120.0, 42.8, 0.6]",True,"[{'location': [98.3, 58.5], 'player': {'id': 10036, 'name': 'Jacques-Alaixys Romao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 37.3], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 50.9], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 57.5], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 50.2], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 41.1], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 43.1], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.1, 43.3], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 31.6], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.1, 19.5], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.8, 46.1], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.3, 37.4], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",6f64d42e-5577-4bc5-b716-2c723bf56303,,Goal,0.112170875,Volley,Open Play,,,,Marseille,147,00:37:09.927,Shot,
,,,,,,,,,,,,,,,,,0.370887,,,,,,,,,,,,8f72c0bc-b0d3-4a4f-8a75-cc4fe30f3e37,3120,,,"[101.0, 47.1]",3900589,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,209,Marseille,147,['d8ebb5a3-a378-40d6-b28d-ee608ea04b78'],22,,Right Foot,"[109.3, 44.1, 0.3]",True,"[{'location': [95.4, 56.4], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 46.3], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 35.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 45.2], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 43.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ba619dab-29f5-4784-8663-b2bb5b4dd2e3,,Saved,0.14028017,Normal,Open Play,,,,Marseille,147,00:38:22.554,Shot,
,,,,,,,,,,,,,,,,,0.505794,,,,,,,,,,,,7769874e-d586-40b5-a188-a9dfc5664a38,3278,,,"[110.2, 51.9]",3900589,85,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Brice Dja Djédjé,7857.0,Right Back,216,Marseille,147,['65cf387f-57f2-4bb2-b6f9-4f87c0953ec1'],57,,Right Foot,"[116.3, 45.5, 0.2]",,"[{'location': [109.0, 41.3], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 34.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 44.7], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 48.2], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 40.7], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 50.4], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 43.5], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 35.6], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b6b6925d-7ebb-4a92-ac9f-ddcb0696c0a0,True,Saved,0.17589419,Normal,Open Play,,,,Marseille,147,00:40:57.227,Shot,
,,,,,,,,,,,,,,,,,0.498794,,,,,,,,,,,,f7d1805e-653f-46fb-b2b2-d819b3718aca,3462,,,"[106.8, 29.6]",3900589,90,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Rémy Cabella,3420.0,Left Wing,227,Marseille,147,['59f26247-16a7-4452-b3ab-259ab38e79d0'],3,,Left Foot,"[119.1, 36.2, 0.2]",,"[{'location': [107.7, 39.4], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 32.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 32.5], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 37.0], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 42.2], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",419c909e-d72d-4b14-8244-e836785e95cd,,Saved,0.11816766,Normal,Open Play,,,,Marseille,147,00:45:03.104,Shot,
,,,,,,,,,,,,,,,,,0.472518,,,,,,,,,,,,5178bfa3-e63f-4a27-8558-40c4c7a4dc0d,3592,,,"[103.5, 43.6]",3900589,92,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,230,Marseille,147,['06665056-5b4f-4fd3-afe5-1dd6d14df5e2'],22,,Right Foot,"[115.8, 40.0, 0.9]",,"[{'location': [99.5, 39.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 46.9], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 31.6], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 43.6], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 38.9], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 32.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 40.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 49.9], 'player': {'id': 18874, 'name': 'Mauricio Aníbal Isla Isla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.4, 51.1], 'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.8, 35.2], 'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.6, 30.3], 'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",9a379c3e-3add-4b84-890c-b32101d793ed,,Saved,0.11524026,Normal,Open Play,,,,Marseille,147,00:47:22.910,Shot,
