50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.026451,,,,,,,,,,,,,e858e357-db4b-408e-b562-59d909614a7c,239,,"[97.1, 26.8]",303664,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mikel Oyarzabal Ugarte,6685.0,Left Midfield,10,Real Sociedad,210,['62369bf2-685f-4f22-8834-01ade46f6e5d'],51,,Left Foot,"[120.0, 37.6, 4.3]",,"[{'location': [118.4, 39.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 48.0], 'player': {'id': 6582, 'name': 'Cristian Portugués Manzanera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.6, 48.8], 'player': {'id': 8252, 'name': 'Martin Ødegaard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.1, 50.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 43.8], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.3, 36.8], 'player': {'id': 6676, 'name': 'Igor Zubeldia Elorza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.0, 34.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 21.1], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.9, 42.8], 'player': {'id': 8819, 'name': 'Alexander Isak'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.9, 29.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",b6aab49c-8fa8-4e9c-a7a1-a209a74b35de,,Off T,0.030436905,Normal,Open Play,,,,Real Sociedad,210,00:04:51.372,Shot,
,,,,,,,,,,,,,,,,,0.106329,,,,,,,,,,,,,22dcbc33-8ce9-4578-8935-83fda6822a1d,308,,"[110.3, 27.2]",303664,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,13,Barcelona,217,"['152492bf-1e5c-42f1-ab42-69848c3151b6', '3ff0f524-813b-4aa5-8fe6-975232479715']",51,,Left Foot,"[111.3, 28.0]",,"[{'location': [105.6, 27.5], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.4, 28.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.8, 17.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.8, 24.0], 'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 28.3], 'player': {'id': 6676, 'name': 'Igor Zubeldia Elorza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 35.8], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 33.6], 'player': {'id': 3042, 'name': 'Mikel Merino Zazón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.9, 36.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 42.6], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.4, 40.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.9, 51.6], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.6, 48.7], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.4, 36.6], 'player': {'id': 32185, 'name': 'Alejandro Remiro Gargallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 36.5], 'player': {'id': 24236, 'name': 'Ander Guevara Lajo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",8de29c6c-b88e-44c4-b4c8-d24a80de03c7,,Blocked,0.03456663,Normal,Open Play,,,,Barcelona,217,00:05:51.713,Shot,
,,,,,,,,,,,,,,,,,0.467174,,,,,,,,,,,,,f45cb589-f9c5-47da-89c0-87e6f756d1fc,503,,"[108.0, 40.1]",303664,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Mikel Oyarzabal Ugarte,6685.0,Left Midfield,20,Real Sociedad,210,['fd9a911d-a3c9-4c9a-963e-0d6ef196263d'],23,,Left Foot,"[120.0, 38.8, 0.7]",,,,,Goal,0.7835,Normal,Penalty,,,,Real Sociedad,210,00:11:23.634,Shot,
,,,,,,,,,,,,,,,,,0.526,,,,,,,,,,,,,5df3f863-f40f-4ed7-bfcf-47dda320a65e,636,,"[98.3, 33.2]",303664,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,24,Barcelona,217,['28a27c7b-f782-4a33-b0f9-58d61c19a99a'],27,,Right Foot,"[115.1, 38.8, 1.5]",True,"[{'location': [98.1, 42.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.1, 28.1], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 38.1], 'player': {'id': 32185, 'name': 'Alejandro Remiro Gargallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 40.0], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.0, 29.1], 'player': {'id': 3042, 'name': 'Mikel Merino Zazón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.6, 28.0], 'player': {'id': 24236, 'name': 'Ander Guevara Lajo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 28.6], 'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.4, 27.9], 'player': {'id': 6676, 'name': 'Igor Zubeldia Elorza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.6, 32.6], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 24.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",29b855f8-f4da-4e57-b494-7a9db9ab24e0,,Saved,0.07442983,Half Volley,Open Play,,,,Barcelona,217,00:14:27.415,Shot,
,,,,,,,,,,,,,,,,,1.115236,,,,,,,,,,,,,8ec7c6ea-b5a0-40c3-8ae0-bd09be13d8ed,800,,"[93.4, 39.2]",303664,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martin Ødegaard,8252.0,Right Center Midfield,30,Real Sociedad,210,"['b70a30af-5c64-4e7e-9b85-3362fec49a87', 'ff0a2f4a-0fc8-4bc7-9e1b-b70874e557e1']",52,,Left Foot,"[120.0, 48.5, 0.0]",,"[{'location': [97.2, 36.1], 'player': {'id': 8819, 'name': 'Alexander Isak'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 38.5], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.9, 50.6], 'player': {'id': 6582, 'name': 'Cristian Portugués Manzanera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 34.3], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.1, 31.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.2, 42.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.4, 47.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 44.5], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 39.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.5, 40.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",247a49b3-2dfe-4782-8878-2911c2b8376d,,Off T,0.042041227,Normal,Open Play,,,,Real Sociedad,210,00:17:52.905,Shot,True
,,,,,,,,,,,,,,,,,0.040605,,,,,,,,,,,,,1e0415c4-60fa-41b2-9905-27c130d43725,1381,,"[112.1, 51.8]",303664,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alexander Isak,8819.0,Center Forward,54,Real Sociedad,210,"['014e2212-fe4f-410e-9b8c-33193da458d6', '7d747497-e147-4157-b557-eba84709e028', 'ab7865d7-7571-4a71-a698-e53c3a36e68d']",20,,Right Foot,"[112.7, 50.9]",True,"[{'location': [117.9, 43.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 48.9], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 49.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 50.5], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 38.1], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.9, 32.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.2, 57.6], 'player': {'id': 6582, 'name': 'Cristian Portugués Manzanera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.6, 41.6], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.2, 41.5], 'player': {'id': 8252, 'name': 'Martin Ødegaard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",822fa9f2-0cfe-4f93-a71d-941c20b741fb,,Blocked,0.051189803,Normal,Open Play,,,,Real Sociedad,210,00:32:20.627,Shot,True
,,,,,,,,,,,,,,,,,1.473652,,,,,,,,,,,,,9317a020-0c20-4d0a-9f4d-9248a2bbadd8,1393,,"[101.3, 61.4]",303664,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Martin Ødegaard,8252.0,Right Center Midfield,55,Real Sociedad,210,['77773d33-22aa-4d4e-8ace-377904da2a5a'],1,,Left Foot,"[120.0, 27.1, 0.7]",,"[{'location': [90.2, 35.6], 'player': {'id': 24236, 'name': 'Ander Guevara Lajo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.7, 29.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.3, 34.4], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 45.3], 'player': {'id': 8819, 'name': 'Alexander Isak'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.2, 60.3], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.1, 54.3], 'player': {'id': 6582, 'name': 'Cristian Portugués Manzanera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.2, 37.1], 'player': {'id': 3042, 'name': 'Mikel Merino Zazón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [80.6, 9.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.4, 40.2], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.4, 43.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.9, 45.5], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 42.2], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 35.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 38.9], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 31.3], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.6, 57.8], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 61.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 50.7], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",b911c68b-0da6-400d-b6d2-5e1b19279a43,,Off T,0.008916169,Normal,Open Play,,,,Real Sociedad,210,00:33:01.988,Shot,
,,,,,,,,,,,,,,,,,1.235976,,,,,,,,,,,,,17aa47e1-1949-4fb8-9997-209cfacae798,1546,,"[107.1, 37.1]",303664,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,56,Barcelona,217,['c07c78fa-0acf-4f08-92b8-8de26ba14836'],50,,Head,"[120.0, 42.6, 4.9]",,"[{'location': [92.0, 49.0], 'player': {'id': 24236, 'name': 'Ander Guevara Lajo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 27.6], 'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 38.2], 'player': {'id': 6676, 'name': 'Igor Zubeldia Elorza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 39.1], 'player': {'id': 3042, 'name': 'Mikel Merino Zazón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.8, 52.2], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.4, 39.8], 'player': {'id': 32185, 'name': 'Alejandro Remiro Gargallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 43.8], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 46.2], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",d33ee512-97d6-4991-bede-57719b60c167,,Off T,0.05115923,Normal,Open Play,,,,Barcelona,217,00:35:50.476,Shot,
,,,,,,,,,,,,,,,,,0.950053,,,,,,,,,,,,,4f79ed2c-694b-4c9d-bc02-af10e28f920c,1577,,"[105.7, 33.7]",303664,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alexander Isak,8819.0,Center Forward,57,Real Sociedad,210,['c3be39a4-d94c-4721-8e08-9e477ef3d6cb'],37,,Head,"[119.2, 36.9, 0.3]",,"[{'location': [85.6, 23.7], 'player': {'id': 3042, 'name': 'Mikel Merino Zazón'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.4, 41.0], 'player': {'id': 8252, 'name': 'Martin Ødegaard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.1, 44.1], 'player': {'id': 6582, 'name': 'Cristian Portugués Manzanera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.4, 19.3], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.7, 21.5], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.8, 29.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 44.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 32.9], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 40.7], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 38.3], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 38.4], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7b94d00b-5d68-4f8f-9a0b-53b99c711b6d,,Saved,0.043539435,Normal,Open Play,,,,Real Sociedad,210,00:36:37.077,Shot,
,,,,,,,,,,,,,,,,,1.15701,,,,,,,,,,,,,d3b10e3b-2f1e-44c6-8049-5c9d3dae258a,1619,,"[107.4, 32.2]",303664,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Wing,65,Barcelona,217,['7c29fe27-4474-4d3e-806f-076cd62bc442'],41,,Left Foot,"[120.0, 43.6, 0.5]",,"[{'location': [113.7, 35.6], 'player': {'id': 32185, 'name': 'Alejandro Remiro Gargallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 6676, 'name': 'Igor Zubeldia Elorza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 38.4], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 44.3], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 33.3], 'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 40.9], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.1, 38.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.5, 38.6], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a51d39bc-9a66-491a-96c8-9405b59b4022,True,Goal,0.41894802,Lob,Open Play,,,,Barcelona,217,00:37:41.044,Shot,
