50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.657817,,,,,,,,,,,,,9b4fae50-7923-4aa4-bd2b-b690f91f3e02,2204,,"[99.7, 34.8]",68346,65,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ria Percival,18145.0,Right Center Midfield,148,New Zealand Women's,1215,"['504cfae6-9bd4-452c-8bf6-4e91222975bd', 'b06fa5b2-354b-412d-a5a9-7871453682cc']",52,,Left Foot,"[108.3, 32.5]",True,"[{'location': [103.0, 35.4], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.6, 34.3], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.7, 34.9], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 39.8], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 39.2], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.3, 37.9], 'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 37.2], 'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.8, 47.5], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 43.2], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 45.9], 'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 39.7], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [106.3, 48.9], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 39.6], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.4, 47.7], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [107.1, 31.4], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.9, 46.5], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,Blocked,,0.041779283,Volley,Open Play,,,,New Zealand Women's,1215,00:20:52.319,Shot,
,,,,,,,,,,,,,,,,,0.912984,,,,,,,,,,,,,461d1d06-2ecc-4b82-8dc7-6b6b09bf4b8f,2287,,"[110.0, 40.0]",68346,68,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alexandra Takounda Engolo,26096.0,Center Forward,150,Cameroon Women's,1208,['72b1a6d9-1267-4f4f-b6bc-c9c246255050'],12,,Right Foot,"[120.0, 34.8, 4.5]",True,"[{'location': [112.3, 36.1], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.7, 35.8], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.3, 45.1], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.2, 41.6], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.9, 38.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.7], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 36.8], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 48.8], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 39.2], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",f05b3828-8af3-4eb5-b6cd-dbd046f801c2,,Off T,,0.12048972,Overhead Kick,Open Play,,,,Cameroon Women's,1208,00:23:12.476,Shot,
,,,,,,,,,,,,,,,,,0.720335,,,,,,,,,,,,,2dd9a5ed-6f4f-4bdc-bffa-e69ca8bcff52,2411,,"[111.3, 36.7]",68346,73,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Elizabeth Doon Hassett,25663.0,Right Wing Back,161,New Zealand Women's,1215,['d76775af-ad4d-4eea-9753-187501dcaa92'],24,,Head,"[119.4, 36.6, 0.2]",,"[{'location': [107.3, 54.9], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.8, 61.1], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.4, 61.1], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.8, 43.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.8, 38.2], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.4, 40.0], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.8, 32.4], 'player': {'id': 25658, 'name': 'Hannah Wilkinson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.7, 32.0], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.2, 34.6], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.4, 52.4], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 33.1], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.3, 41.2], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 37.7], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.3, 53.8], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 43.2], 'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.2, 47.6], 'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.1, 33.3], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 55.5], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.4, 38.4], 'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",01632895-e66b-4350-b491-1ff6148aa7a2,,Saved,,0.14837693,Normal,Open Play,,,,New Zealand Women's,1215,00:28:24.563,Shot,
,,,,,,,,,,,,,,,,,1.961968,,,,,,,,,,,,,853b8a20-cf06-4fa4-a73b-37640a09ffef,2415,,"[107.8, 46.7]",68346,73,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Abby Erceg,5037.0,Center Back,162,New Zealand Women's,1215,['2a195567-31e2-40d7-9fce-555713da4a72'],55,,Head,"[120.0, 48.7, 0.8]",,"[{'location': [108.5, 45.8], 'player': {'id': 25658, 'name': 'Hannah Wilkinson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.1, 49.9], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.4, 38.7], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.3, 39.8], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.7, 37.3], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [114.3, 32.1], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.6, 0.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.6, 48.4], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.6, 46.2], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 45.8], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 39.2], 'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 38.2], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.3, 33.4], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 39.0], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.9, 42.2], 'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 42.6], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 36.8], 'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",69c775a5-6c29-4146-9b5c-ac731fd228c1,,Off T,,0.053544667,Normal,Open Play,,,,New Zealand Women's,1215,00:28:55.362,Shot,
,,,,,,,,,,,,,,,,,0.833246,,,,,,,,,,,,,d8acaff9-a598-4443-a9c2-9472aa0f791a,2839,,"[105.7, 32.2]",68346,86,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivia Chance,24925.0,Left Center Midfield,191,New Zealand Women's,1215,['080dec1b-f2bd-4f4b-998d-af2b23e449eb'],10,,Left Foot,"[120.0, 33.9, 2.9]",True,"[{'location': [106.8, 33.8], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 37.2], 'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.2, 40.2], 'player': {'id': 26095, 'name': 'Therese Ninon Abena'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.7, 44.2], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 57.0], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 53.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 37.5], 'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 39.8], 'player': {'id': 25658, 'name': 'Hannah Wilkinson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.5, 44.1], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.7, 50.7], 'player': {'id': 25663, 'name': 'Elizabeth Doon Hassett'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",f5cd3205-8445-4b46-ba19-4e9fe7b1c1f5,,Off T,,0.10151676,Normal,Open Play,,,,New Zealand Women's,1215,00:41:10.206,Shot,
,,,,,,,,,,,,,,,,,1.108828,,,,,,,,,,,,,d9e43023-9c21-4a90-9e40-b257f8082382,2958,,"[96.0, 38.5]",68346,89,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabrielle Onguene,25616.0,Left Wing,199,Cameroon Women's,1208,['12de67f4-054c-4c89-97a5-a27398451ad4'],27,,Right Foot,"[120.0, 48.6, 4.5]",,"[{'location': [90.7, 30.5], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.5, 21.5], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.3, 36.6], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.2, 45.8], 'player': {'id': 26095, 'name': 'Therese Ninon Abena'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.3, 46.5], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.1, 36.9], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 31.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.1, 42.4], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.6, 40.1], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [81.0, 22.5], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.2, 39.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.6, 42.1], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cbeffa1a-e338-4c80-b34e-29b0553034e6,,Off T,,0.043740448,Normal,Open Play,,,,Cameroon Women's,1208,00:44:27.870,Shot,
,,,,,,,,,,,,,,,,,0.0334,,,,,,,,,,,,,6f9f8c7e-3266-4345-8d3c-bfdae189c02b,2995,,"[98.5, 37.2]",68346,91,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Therese Ninon Abena,26095.0,Right Center Midfield,202,Cameroon Women's,1208,"['9516c760-84d1-4bf3-b5f3-62dd38b49bea', 'fe83e2ff-1c60-407d-8609-4ad9e1e3b21e']",1,,Left Foot,"[100.7, 37.9]",True,"[{'location': [89.2, 28.9], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.2, 46.1], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 47.9], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.6, 58.5], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.9, 41.4], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 34.1], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 38.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 57.1], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.0, 38.7], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 35.2], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,,0.049224224,Normal,Open Play,,,,Cameroon Women's,1208,00:46:01.872,Shot,
,,,,,,,,,,,,,,,,,1.184291,,,,,,,,,,,,,85768227-595a-41df-af6b-b14de2a15ee0,3002,,"[101.3, 41.2]",68346,91,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Michaela Abam,10714.0,Right Wing,202,Cameroon Women's,1208,['6af14acd-1cd3-41f1-aff9-ff5c215869a1'],6,,Left Foot,"[120.0, 47.1, 0.2]",,"[{'location': [97.5, 40.2], 'player': {'id': 26095, 'name': 'Therese Ninon Abena'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.7, 31.0], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 26.3], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.4, 47.8], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.9, 51.9], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.9, 42.3], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 33.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 34.2], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 41.8], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.9, 28.6], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",3e53310f-e11a-4e60-a821-2fa7fe86b02e,,Off T,,0.0907064,Normal,Open Play,,,,Cameroon Women's,1208,00:46:06.050,Shot,
,,,,,,,,,,,,,,,,,1.383847,,,,,,,,,,,,,c0dbc012-1f3a-47ff-94ac-77f4184b31ea,3021,,"[99.4, 34.5]",68346,91,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Gabrielle Onguene,25616.0,Left Wing,204,Cameroon Women's,1208,['03a2ab32-c730-4777-b08b-04df64ee00a5'],39,,Right Foot,"[120.0, 47.2, 0.4]",,"[{'location': [97.9, 37.7], 'player': {'id': 26095, 'name': 'Therese Ninon Abena'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.9, 46.0], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.7, 49.0], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.7, 40.8], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 35.5], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 38.7], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 46.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 49.5], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",33d5933e-05b4-463a-89c3-4b60a1c2af5b,,Off T,,0.055094637,Normal,Open Play,,,,Cameroon Women's,1208,00:46:39.365,Shot,
,,,,,,,,,,,,,,,,,0.991156,,,,,,,,,,,,,4c4ecd80-738a-4c3d-8e2d-6ebad9f56cda,3089,,"[107.3, 31.2]",68346,94,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ajara Nchout,25628.0,Left Center Midfield,211,Cameroon Women's,1208,['d4e7e8dc-bb16-4ffc-af42-292bf116c556'],22,,Right Foot,"[120.0, 43.4, 1.2]",,"[{'location': [106.7, 48.3], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.5, 42.4], 'player': {'id': 26095, 'name': 'Therese Ninon Abena'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.6, 28.0], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 32.0], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 42.6], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.3, 32.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 36.7], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",311df885-3474-413b-8ed6-5ad78bab449a,,Goal,,0.27418736,Normal,Open Play,,,,Cameroon Women's,1208,00:49:22.694,Shot,
