50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.650368,,,,,,,,,,,,,672b2fb3-1902-42c6-b450-5e10185193ae,77,,"[98.9, 43.7]",3829513,1,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yacine Bammou,3319.0,Center Attacking Midfield,4,Nantes,144,"['18ee9e48-3d7a-4180-bc81-96a11932170c', '2728e3f2-8ad5-435b-941c-bf95c4b9f231']",13,,Left Foot,"[116.1, 39.5, 1.4]",,"[{'location': [100.2, 51.8], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 39.7], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 43.0], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.3, 57.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.4, 43.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 38.8], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 35.0], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.9, 40.4], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.0, 21.1], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.4, 39.8], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 33.9], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 35.6], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.8, 39.6], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.7, 66.1], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.3, 51.2], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",811a9266-c89d-45f4-8756-a17d980ef94b,,Saved,0.05496858,Normal,Open Play,,,,Nantes,144,00:01:13.085,Shot,True
,,,,,,,,,,,,,,,,,1.115726,,,,,,,,,,,,,f168b77e-5263-49b9-98f0-ecc493b15565,82,,"[112.9, 33.2]",3829513,1,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Emiliano Sala,3114.0,Center Forward,5,Nantes,144,"['88fa5c13-6438-440b-8b3c-b1b0d18d924a', 'd4642a6e-7593-42b4-aebd-be056523f2df']",41,True,Head,"[120.0, 36.6, 5.9]",,"[{'location': [119.4, 38.5], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 36.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.7, 38.5], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.3, 33.3], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 39.2], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 37.7], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.1, 34.2], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 29.9], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.2, 46.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.1, 36.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 27.4], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.6, 4.6], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.3, 39.5], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.5, 45.8], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.2, 45.0], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 37.6], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",5168e63d-69d4-443b-b797-66d96be76a28,,Off T,0.056874923,Normal,Open Play,,,,Nantes,144,00:01:41.272,Shot,True
,,,,,,,,,,,,,,,,,0.475751,,,,,,,,,,,,,05303475-0aa4-4089-821c-abd0c4ffe1d6,462,,"[108.4, 33.2]",3829513,11,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andy Delort,3038.0,Center Forward,30,Caen,140,['233876d1-6d2a-4c96-952d-599d5799aa99'],16,,Head,"[117.0, 36.7, 1.3]",,"[{'location': [107.9, 34.5], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 60.4], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [82.4, 25.9], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.0, 59.1], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.1, 41.0], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 47.1], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 32.2], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 37.1], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 39.0], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.4, 17.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",3d186078-67df-488e-8d28-50f7fd63db35,True,Saved,0.046934154,Normal,Open Play,,,,Caen,140,00:11:16.328,Shot,
,,,,,,,,,,,,,,,,,1.270857,,,,,,,,,,,,,b42a616e-f07e-436e-98ed-427f7a19577a,470,,"[81.5, 41.6]",3829513,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jeff Louis,7726.0,Center Attacking Midfield,32,Caen,140,"['92ec00c7-7624-4c2c-9dc4-ac09f34df9ad', 'b95de354-5338-46e7-a300-049511cb0f87']",31,,Left Foot,"[120.0, 33.8, 1.0]",,"[{'location': [112.5, 39.5], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [70.5, 22.3], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [82.8, 49.5], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [81.9, 43.7], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 63.7], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.1, 46.2], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 40.8], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.3, 46.6], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.7, 31.3], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [75.9, 57.9], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [75.1, 50.9], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [86.3, 41.3], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.0, 45.0], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [81.8, 25.0], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.010291404,Normal,Open Play,,,,Caen,140,00:11:31.054,Shot,True
,,,,,,,,,,,,,,,,,0.496623,,,,,,,,,,,,,587c0ed8-94c4-46da-ad4f-d10ffc433300,499,,"[87.4, 41.9]",3829513,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julien Féret,2959.0,Left Defensive Midfield,34,Caen,140,"['cc950bb1-e085-4baa-8ca8-447c84fc51d3', 'e91b19e9-fbdf-4f78-8aff-656bacb72247']",22,,Right Foot,"[102.4, 42.7]",True,"[{'location': [115.5, 39.9], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.5, 60.1], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.5, 38.9], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.8, 60.2], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 55.4], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.4, 41.1], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 42.1], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 35.0], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 44.7], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.1, 69.6], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [76.7, 27.2], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.7, 64.0], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.9, 37.2], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.9, 43.0], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.01673206,Half Volley,Open Play,,,,Caen,140,00:12:22.695,Shot,
,,,,,,,,,,,,,,,,,0.229414,,,,,,,,,,,,,6ff8c91a-731a-4840-b87e-e532bed2b7b8,613,,"[90.9, 31.3]",3829513,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,38,Caen,140,"['970a8bfc-283c-47f2-b979-be131de42f77', 'a7367fdf-efab-4534-93e9-122701222104']",4,,Right Foot,"[98.6, 33.0]",True,"[{'location': [92.9, 47.8], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.6, 22.9], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.8, 34.6], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 38.0], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 52.7], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 41.6], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 33.6], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 30.3], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.2, 38.6], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 36.7], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.6, 45.8], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.1, 21.5], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",444f566b-7300-44ff-93be-d95fca0dbe86,,Blocked,0.023460211,Normal,Open Play,,,,Caen,140,00:15:04.717,Shot,
,,,,,,,,,,,,,,,,,0.035247,,,,,,,,,,,,,c758d7b5-4df2-4537-a97d-a0d0a8b183cb,637,,"[102.8, 56.1]",3829513,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emiliano Sala,3114.0,Center Forward,39,Nantes,144,"['43e68f0d-cbb2-4ec3-b40f-53fe12887f5a', 'a1aaa57a-24e5-4ab8-bf5d-f87c37a59cba', 'ab3cca6f-30c4-4110-b2f1-bda458065457']",27,,Right Foot,"[103.5, 55.5]",,"[{'location': [102.3, 46.1], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [86.3, 61.4], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.5, 60.8], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 54.9], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 50.8], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.5, 65.1], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 41.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 51.9], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 44.8], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",92c34908-498c-4a06-96ca-cc0deee621bd,,Blocked,0.035349198,Normal,Open Play,,,,Nantes,144,00:15:27.005,Shot,True
,,,,,,,,,,,,,,,,,0.463274,,,,,,,,,,,,,eb5c72fa-c2e1-4766-af8b-c74c5322ad19,668,,"[110.6, 26.4]",3829513,17,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vincent Bessat,2992.0,Left Wing,43,Caen,140,"['22d4a5ad-19b5-49ae-a595-a8c6681f2cea', '3a11c23e-7acb-4221-b9c7-1c9e13d2db5b', '4faf65fe-f9d3-45bc-95ba-13ada20f0300']",55,,Left Foot,"[115.2, 34.3]",True,"[{'location': [118.3, 36.9], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 33.7], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 22.0], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.8, 40.1], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 33.5], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 37.1], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.5, 35.1], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.1, 28.1], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.7, 35.1], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.3, 38.2], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.1, 39.8], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Blocked,0.043161117,Half Volley,Open Play,,,,Caen,140,00:17:55.730,Shot,True
,,,,,,,,,,,,,,,,,0.210524,,,,,,,,,,,,,1fb90421-0088-4000-8aea-9c8ed0730183,698,,"[117.8, 51.1]",3829513,19,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andy Delort,3038.0,Center Forward,46,Caen,140,['4446a074-7c4f-4957-b658-88f388c12039'],8,,Right Foot,"[118.5, 48.0, 1.4]",,"[{'location': [105.6, 55.9], 'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 59.0], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 51.1], 'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 49.8], 'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 50.7], 'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 45.6], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 39.3], 'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 47.4], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 52.7], 'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.8, 51.7], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 38.2], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,True,Saved,0.021533243,Half Volley,Open Play,,,,Caen,140,00:19:08.118,Shot,
,,,,,,,,,,,,,,,,,1.017425,,,,,,,,,,,,,8755237b-9a06-477e-8793-0981f2aca041,822,,"[98.3, 27.8]",3829513,22,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yacine Bammou,3319.0,Center Attacking Midfield,55,Nantes,144,"['8a7bb77d-4096-4ef2-8b25-c9ca1d743f8f', 'f4d7b0b0-1bc6-4775-852b-dbbd902f457c']",30,,Right Foot,"[120.0, 37.6, 0.2]",,"[{'location': [103.5, 36.8], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 23.0], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 28.8], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 17.1], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 36.5], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 15.6], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.1, 54.3], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",14c41794-9c1c-4b31-90f2-70b2a90a8299,,Goal,0.07031049,Normal,Open Play,,,,Nantes,144,00:22:30.576,Shot,True
