bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.48582,,,,,,,,,,,,,,e74a3dfa-a953-49ec-adc7-d79365d9d91a,305,,,"[114.2, 37.0]",3825580,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Right Center Forward,16,Sevilla,213,"['20ba4943-d8ce-4c49-a315-f699f7ed5b62', 'f76a996e-ba30-4098-a3a5-aa4beaffdf6d']",24,True,Head,,"[120.0, 35.1, 2.2]",,"[{'location': [114.4, 37.2], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.7, 35.0], 'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 40.2], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 57.3], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 48.6], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 34.2], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.6, 42.5], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.6, 38.7], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 43.9], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.2, 22.8], 'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",d7c0ab0b-346b-4441-b763-77457b3cfd39,,,Off T,,0.19897465,Normal,Open Play,,,,Sevilla,213,00:07:24.113,Shot,True
,,,,,,,,,,,,,,,,0.938878,,,,,,,,,,,,,,d20c19d3-2ab8-47f8-a38a-d5f8f4f38a77,453,,,"[92.6, 38.6]",3825580,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Right Defensive Midfield,26,Sevilla,213,['f94f455d-31f4-4ac2-9a91-3d7b964434f7'],3,,Right Foot,,"[120.0, 36.7, 0.8]",,"[{'location': [100.7, 50.0], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.3, 22.3], 'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.7, 31.8], 'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.8, 12.1], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.8, 17.7], 'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.2, 40.3], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.6, 20.1], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.2, 35.8], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.9, 44.6], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.4, 37.6], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.6, 42.1], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 32.5], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 22.1], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.6, 17.4], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",9a84e3b6-f1cf-4b45-bb9f-bfb72406009d,,,Goal,,0.038657766,Normal,Open Play,,,,Sevilla,213,00:11:03.033,Shot,
,,,,,,,,,,,,,,,,1.080432,,,,,,,,,,,,,,a13e5bac-68cc-4b82-a793-9d60b1920a16,1120,,,"[91.6, 53.5]",3825580,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José María Martín-Bejarano Serrano,23970.0,Center Defensive Midfield,63,Levante UD,221,['476c1c7b-2de4-4f0f-8156-82f07244e9a1'],34,,Left Foot,,"[118.1, 41.0, 0.2]",,"[{'location': [96.6, 45.4], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.2, 50.7], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.1, 68.6], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.6, 40.1], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 40.7], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 7.6], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [101.3, 66.1], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.8, 51.2], 'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 45.3], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 56.3], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 40.0], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 47.4], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 31.4], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.5, 47.2], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.5, 31.1], 'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",33a339f5-2958-4268-a62c-7d02bd988978,,,Saved,,0.019922415,Normal,Open Play,,,,Levante UD,221,00:29:34.654,Shot,
,,,,,,,,,,,,,,,,0.134995,,,,,,,,,,,,,,196714c8-8a48-41a0-88b4-1085a2ee4804,1480,,,"[114.1, 45.2]",3825580,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Víctor Machín Pérez,6841.0,Right Midfield,92,Sevilla,213,['0749c53a-af1b-46b4-b670-523cc7168be9'],13,,Right Foot,,"[115.7, 44.1, 0.5]",,"[{'location': [110.5, 31.3], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.6, 45.4], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.7, 35.8], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 43.9], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 40.4], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.3, 37.4], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.4, 49.3], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.3, 46.7], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 36.7], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.7, 43.6], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d2c4e9d1-a3f2-4152-a296-359f0fe612b1,True,,Saved,,0.41734982,Normal,Open Play,,,,Sevilla,213,00:39:13.260,Shot,
,,,,,,,,,,,,,,,,0.09837,,,,,,,,,,,,,,4f487b67-febb-4c5f-8e0a-17b6e997a2be,1784,,,"[105.0, 32.0]",3825580,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nabil Ghilas,27250.0,Right Center Forward,109,Levante UD,221,"['5d9d1bc6-e539-4e0f-ab86-0ce07a780d23', '8b33d3d2-6ba7-48df-be15-1f1e99698806', 'ed6d6671-3dcc-4dbb-9ccf-1fc4de3f877d']",42,,Right Foot,,"[106.0, 32.3]",,"[{'location': [116.4, 37.4], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 35.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 42.7], 'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 23.3], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.5, 12.0], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [108.2, 34.5], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.3, 41.1], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.9, 30.0], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.3, 32.3], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 32.6], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 35.2], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 33.8], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",edbbef1d-0ad9-4a0d-83be-60ba1a784872,,,Blocked,,0.07325513,Normal,Open Play,,,,Levante UD,221,00:01:42.959,Shot,True
,,,,,,,,,,,,,,,,0.297221,,,,,,,,,,,,,,6e212759-9cd5-4169-8af3-fb8ccdec2cda,1937,,,"[115.9, 28.3]",3825580,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nabil Ghilas,27250.0,Right Center Forward,116,Levante UD,221,['d97cac2a-9402-4d21-b2bb-27aef29e55b5'],11,,Left Foot,,"[120.0, 35.4, 2.4]",,"[{'location': [100.9, 21.0], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [114.5, 41.9], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.2, 48.4], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.8, 30.7], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 30.9], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.5, 44.3], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 41.1], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 37.8], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 35.7], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,,0.03920906,Half Volley,Open Play,,,,Levante UD,221,00:05:11.020,Shot,
,,,,,,,,,,,,,,,,1.512992,,,,,,,,,,,,,,442ab3b4-dd06-4604-abe2-c6bf08fa674e,1999,,,"[90.8, 64.1]",3825580,52,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,121,Levante UD,221,['2049ba72-029c-4786-bc0e-aabccc39292e'],37,,Left Foot,,"[120.0, 45.1, 0.4]",,"[{'location': [93.1, 28.2], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [79.8, 41.5], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [89.2, 58.3], 'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.9, 66.0], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.3, 49.1], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.9, 43.3], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.2, 63.1], 'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 61.1], 'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.7, 49.4], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 25.6], 'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.3, 33.1], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 44.1], 'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.2, 37.3], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 39.5], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 43.2], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 40.3], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 19.7], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",38a85124-a1c5-45bd-b3d5-b0e16c77fbbe,,,Off T,,0.005984476,Normal,Open Play,,,,Levante UD,221,00:07:37.991,Shot,
,,,,,,,,,,,,,,,,0.927113,,,,,,,,,,,,,,46fe69f2-016f-479a-963e-fc7230514380,2119,,,"[112.7, 45.4]",3825580,56,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,132,Levante UD,221,"['00b42684-2615-4af7-a317-114e13ffd525', '90960530-522b-4ac9-8ca3-42a16ea22573']",45,True,Head,,"[112.9, 35.2]",,"[{'location': [112.9, 46.3], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 39.6], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.1, 41.3], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.9, 14.6], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [118.5, 41.4], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 52.8], 'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 43.1], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 34.2], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 19.7], 'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 39.6], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 14.3], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2dca8cbb-4df6-41e2-b807-e69d6dff9656,,,Wayward,,0.11198684,Normal,Open Play,,,,Levante UD,221,00:11:45.810,Shot,True
,,,,,,,,,,,,,,,,0.043497,,,,,,,,,,,,,,01834fa6-6584-4375-a2eb-0bddbe49eb9d,2156,,,"[115.8, 28.5]",3825580,57,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Antonio García Rabasco,24149.0,Left Center Midfield,135,Levante UD,221,"['c7e66036-149e-44de-96ab-f315838ddcb7', 'd1500b50-89dc-4fcd-ad82-b30af989ca72']",36,,Right Foot,True,"[119.1, 37.8, 1.1]",True,"[{'location': [107.3, 45.9], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 30.6], 'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.2, 48.8], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 37.1], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 41.2], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 31.3], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 37.8], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 53.1], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.4, 45.3], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 32.9], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",22f5ad16-aca1-4803-bc67-4f8ffbf0ae49,,,Saved to Post,True,0.047209073,Volley,Open Play,,,,Levante UD,221,00:12:36.575,Shot,
,,,,,,,,,,,,,,,,0.208169,,,,,,,,,,,,,,70f9910d-20bf-4d40-a033-e9e40ac7b77c,2160,,,"[120.0, 42.0]",3825580,57,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Camarasa Ferrando,6659.0,Right Center Midfield,135,Levante UD,221,['0eee64b5-1860-4055-9ba0-66e565525a26'],38,,Head,,"[120.0, 41.6, 2.0]",,"[{'location': [118.5, 35.9], 'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.1, 27.7], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.3, 33.7], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.7, 43.8], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.4, 29.5], 'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 40.7], 'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 45.4], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 34.5], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 42.2], 'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 28.4], 'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,True,True,Goal,,0.9404422,Normal,Open Play,,,,Levante UD,221,00:12:38.449,Shot,
