50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.77006,,,,,,,,,,,,,,,29270ffb-7883-4388-9b02-da4a78900c35,272,,"[107.4, 27.2]",3893793,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mina Tanaka,85500.0,Center Forward,18,Japan Women's,1210,"['a8c1dccd-95c7-48c4-8602-4f16ebe602bc', 'b8be2ba8-a6ac-49c0-9aaf-e5474e03354d']",40,Left Foot,,"[120.0, 34.7, 5.3]",True,"[{'location': [85.0, 60.3], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [94.6, 21.7], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.3, 22.3], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 32.0], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 29.3], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.6, 57.9], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.1, 37.3], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 35.2], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.7, 41.9], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 39.8], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 33.7], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 28.6], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",13cb55fd-e5a4-456b-bcba-f9a6e260fb56,,Off T,0.06813744,Half Volley,Open Play,,,,Japan Women's,1210,00:05:40.476,Shot,True
,,,,,,,,,,,,,,,,,,,,0.493245,,,,,,,,,,,,,,,2ef6a52f-6dac-4e21-b3f9-43b9febfeb4f,306,,"[108.3, 46.6]",3893793,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aoba Fujino,401925.0,Right Wing,21,Japan Women's,1210,['522e7f76-bc9d-4822-a58a-1bda8763d742'],44,Right Foot,,"[117.7, 41.7, 2.3]",,"[{'location': [98.4, 39.9], 'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.2, 51.4], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 21.0], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 39.7], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 26.6], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.9, 34.5], 'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.4, 17.0], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [114.6, 35.7], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 38.9], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 48.1], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.6, 39.3], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 46.0], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 41.7], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.9, 58.4], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",b352830e-6719-4a9b-b68b-7e197ce314b4,,Saved,0.1519187,Normal,Open Play,,,,Japan Women's,1210,00:06:44.345,Shot,
,,,,,,,,,,,,,,,,,,,,1.543291,,,,,,,,,,,,,,,246ed4e1-b43a-4104-855c-1341f79a0e1c,400,,"[88.4, 40.8]",3893793,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aoba Fujino,401925.0,Right Wing,27,Japan Women's,1210,"['6a7b308d-3427-44e4-b8e8-706bb9924c4a', 'cdf63f32-c799-437f-bada-f01ee99b392f']",41,Right Foot,,"[120.0, 43.9, 1.5]",,"[{'location': [117.5, 40.3], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 20.3], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.6, 29.6], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.1, 56.9], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.4, 35.9], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [81.6, 28.1], 'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.9, 25.8], 'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.5, 60.9], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [92.9, 18.2], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.9, 42.0], 'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.9, 49.4], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 32.4], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.4, 42.1], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.3, 40.5], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",4f8e9f4e-5c22-45d4-a3c6-299cc20e8f62,,Post,0.01500602,Normal,Open Play,,,,Japan Women's,1210,00:09:41.353,Shot,True
,,,,,,,,,,,,,,,,,,,,1.433349,,,,,,,,,,,,,,,8ba54407-3e51-465b-a9d2-8f5b6a1e2a88,611,,"[90.7, 24.5]",3893793,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mina Tanaka,85500.0,Center Forward,40,Zambia Women's,6045,"['14e92caa-cbc7-4a18-a3cd-7e552f98f2e8', 'a7a8115b-d80b-4fb5-9c26-8addea78f0d5']",56,Right Foot,,"[118.6, 37.8, 1.3]",,"[{'location': [118.8, 37.9], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 44.4], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.9, 22.6], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.3, 6.1], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 21.9], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.4, 34.8], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 28.4], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.8, 40.5], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.008161003,Normal,Open Play,,,,Japan Women's,1210,00:13:56.904,Shot,True
,,,,,,,,,,,,,,,,,,,,1.168797,,,,,,,,,,,,,,,d36c7571-0398-4650-a85b-bd4596d7a296,1074,,"[113.0, 37.6]",3893793,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mina Tanaka,85500.0,Center Forward,70,Japan Women's,1210,['404af4f2-f377-4f2e-9bef-35007986a40f'],31,Left Foot,,"[118.1, 45.2]",True,"[{'location': [109.1, 20.2], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 31.9], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 23.3], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 25.3], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 33.4], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 39.3], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.3, 38.1], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 45.2], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 47.7], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.4, 39.7], 'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.4, 17.8], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.9, 34.2], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.3, 40.9], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.2, 44.6], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",08194829-50b0-4261-acb3-6ad55e9c9f9b,,Wayward,0.37153107,Half Volley,Open Play,,,,Japan Women's,1210,00:28:31.592,Shot,
,,,,,,,,,,,,,,,,,,,,2.642798,,,,,,,,,,,,,,,2a9ddf36-2cf1-44f5-91eb-ce477c4cd1d4,1204,,"[101.7, 25.0]",3893793,31,,True,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yui Hasegawa,25632.0,Right Defensive Midfield,75,Japan Women's,1210,"['58f0b6bc-eedb-41c4-b13b-de3cb753ae36', 'e11a173e-be4d-4c1d-954f-4274459a4c1d']",47,Left Foot,,"[120.0, 62.4]",,"[{'location': [118.1, 38.3], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 19.1], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.3, 21.8], 'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.5, 24.3], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 31.6], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 26.4], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 27.3], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 35.1], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 39.8], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.7, 46.3], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.3, 30.8], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.0, 16.4], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.5, 32.7], 'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 17.5], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 50.5], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 56.0], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",aee3cb2b-67b5-4179-8b72-a13154080429,,Wayward,0.029889956,Normal,Open Play,,,,Japan Women's,1210,00:31:47.039,Shot,True
,,,,,,,,,,,,,,,,,,,,0.210595,,,,,,,,,,,,,,,fb921038-29d0-4163-a651-9c72d35a6b41,1284,,"[108.0, 52.0]",3893793,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aoba Fujino,401925.0,Right Wing,82,Japan Women's,1210,"['43ff7545-f555-4972-b183-84943abf2700', '533881c5-3e3d-467d-93bc-77d431037949', '98248daf-cc58-42d3-afca-775fcb6c46e2']",47,Right Foot,,"[109.0, 51.0]",,"[{'location': [96.7, 36.5], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.1, 41.0], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 25.1], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 39.6], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 47.8], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.9, 53.8], 'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.1, 27.0], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.9, 40.9], 'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.0, 66.7], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [117.4, 43.3], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 50.9], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",3b669aa8-e40e-436d-b11b-49e7239320af,,Blocked,0.0505482,Normal,Open Play,,,,Japan Women's,1210,00:34:47.732,Shot,True
,,,,,,,,,,,,,,,,,,,,0.157799,,,,,,,,,,,,,,,f29fe4bf-1b1c-4909-8146-5d076d091000,1379,,"[92.9, 40.3]",3893793,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fuka Nagano,299860.0,Left Defensive Midfield,88,Japan Women's,1210,"['1f54ddf5-6fae-4b4c-8927-188891c2a5d3', '4bd95038-bab0-49c7-a42d-23bdd5c5c939']",8,Right Foot,True,"[118.9, 37.7, 2.2]",,"[{'location': [106.4, 48.1], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 53.7], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 46.1], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.8, 55.4], 'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.8, 36.5], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 31.5], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 40.6], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.1, 38.0], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.3, 40.2], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 58.5], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 45.0], 'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.1, 38.6], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.7, 27.8], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [99.3, 35.7], 'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.6, 60.2], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",1f3ffb60-408c-4b86-9724-5fa2db17cf22,,Saved,0.024467273,Normal,Open Play,,,,Japan Women's,1210,00:38:08.657,Shot,
,,,,,,,,,,,,,,,,,,,,0.662879,,,,,,,,,,,,,,,383889dd-51cb-47be-8da7-df1725619d9a,1472,,"[107.1, 44.7]",3893793,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hinata Miyazawa,401932.0,Left Wing,95,Japan Women's,1210,['58e28036-81fd-458f-ad18-1e6d8ac0150c'],20,Right Foot,,"[120.0, 41.3, 1.0]",True,"[{'location': [100.7, 24.3], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.3, 40.1], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.1, 55.3], 'player': {'id': 131618, 'name': 'Ireen Lungu'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 43.5], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.7, 64.6], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [83.5, 72.5], 'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.8, 27.4], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.2, 53.5], 'player': {'id': 85500, 'name': 'Mina Tanaka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 71.3], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.3, 40.0], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 64.8], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 61.7], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 47.2], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",46c9c1e4-55b1-40c6-9b0f-659ba638f6cd,,Goal,0.21423198,Half Volley,Open Play,,,,Japan Women's,1210,00:42:20.867,Shot,
,,,,,,,,,,,,,,,,,,,,0.304031,,,,,,,,,,,,,,,10744dca-1a27-446b-976a-b541a20fe1f9,1528,,"[110.2, 30.4]",3893793,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mina Tanaka,85500.0,Center Forward,98,Japan Women's,1210,['4a8cd03c-986e-43a6-915f-a2822612dfa0'],46,Right Foot,,"[116.0, 48.5]",True,"[{'location': [118.1, 24.6], 'player': {'id': 401939, 'name': 'Susan Banda'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 17.9], 'player': {'id': 131616, 'name': 'Margaret Belemu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 34.7], 'player': {'id': 131631, 'name': 'Evarine Susan Katongo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.3, 19.8], 'player': {'id': 401941, 'name': 'Siomala Mapepa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.3, 31.7], 'player': {'id': 131624, 'name': 'Lushomo Mweemba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 38.9], 'player': {'id': 131694, 'name': 'Martha Tembo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 28.7], 'player': {'id': 131623, 'name': 'Agness Musase'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 40.7], 'player': {'id': 32854, 'name': 'Racheal Kundananji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.2, 37.4], 'player': {'id': 131629, 'name': 'Catherine Musonda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 51.0], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [118.9, 23.1], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.3, 36.1], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a201aac2-dc8d-4947-985a-aa5be855266c,,Wayward,0.07504863,Normal,Open Play,,,,Japan Women's,1210,00:44:46.408,Shot,
