50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.6984,,,,,,,,,,,,,a948e5f7-ce98-4e17-a7cb-22fd28acf81e,278,,"[113.5, 29.1]",267432,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Takashi Inui,5687.0,Left Midfield,16,Eibar,322,['d0e425b8-88c8-4446-8ace-077947064cac'],45,,Left Foot,"[120.0, 37.1, 2.4]",True,"[{'location': [112.6, 39.7], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.3, 43.5], 'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.4, 50.5], 'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [83.9, 26.4], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.3, 37.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 32.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 40.6], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 43.4], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 42.5], 'player': {'id': 3362, 'name': 'Marlon Santos da Silva Barbosa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 51.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 40.1], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 62.5], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.6, 53.6], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",d92f5e8d-640f-4c8a-a6cd-9cc371ba4ce7,,Goal,0.10757416,Half Volley,Open Play,,,,Eibar,322,00:06:45.556,Shot,
,,,,,,,,,,,,,,,,,0.737606,,,,,,,,,,,,,fe267929-50fe-46b6-a58f-65c904a2bec6,310,,"[105.5, 41.1]",267432,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,18,Eibar,322,['7ecc76d0-9c62-4ede-956a-c168ebf6a93e'],59,,Right Foot,"[120.0, 34.6, 0.4]",,"[{'location': [103.6, 39.9], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.5, 56.5], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 40.5], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.4, 24.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,True,Off T,0.41970387,Normal,Open Play,,,,Barcelona,217,00:07:59.244,Shot,
,,,,,,,,,,,,,,,,,0.241791,,,,,,,,,,,,,034e7fe5-7442-4523-a953-a9063e73eb7e,408,,"[111.2, 42.6]",267432,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Enrich Ametller,6700.0,Right Center Forward,24,Eibar,322,"['4ca5cc97-d1f3-4337-beba-b34f9d6cb0c6', 'dc0b3f2d-0c9a-4bfe-a2ea-c63fbe9ae92d']",53,True,Head,"[109.5, 14.5]",,"[{'location': [118.9, 40.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 42.0], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 39.6], 'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.7, 38.6], 'player': {'id': 3362, 'name': 'Marlon Santos da Silva Barbosa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 37.4], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 31.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 29.4], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.7, 40.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.7, 38.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.8, 37.2], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.2, 49.2], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.5, 48.3], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.6, 38.7], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.7, 40.0], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.5, 52.5], 'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.5, 78.2], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.9, 40.5], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",1526144b-8c0d-48d1-9a21-33f7865f240b,,Wayward,0.10414206,Normal,Open Play,,,,Eibar,322,00:10:53.328,Shot,True
,,,,,,,,,,,,,,,,,1.213778,,,,,,,,,,,,,bf6df36f-134a-4c73-abfd-182fd22da0f4,479,,"[101.4, 43.3]",267432,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,25,Barcelona,217,['b3db7495-29f1-4ad2-b205-a192dd0db2fd'],16,,Left Foot,"[120.0, 33.5, 3.2]",,"[{'location': [118.2, 40.0], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 25.8], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.5, 40.0], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 43.9], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 48.6], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 59.5], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 63.9], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.8, 53.7], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.3, 39.9], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.1, 19.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.8, 61.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 60.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.0, 55.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.2, 39.9], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [84.4, 29.7], 'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [82.6, 48.0], 'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [79.4, 48.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",65718fba-f83b-40b6-8dab-b004fedf2614,,Off T,0.089702435,Normal,Open Play,,,,Barcelona,217,00:12:16.324,Shot,
,,,,,,,,,,,,,,,,,0.466971,,,,,,,,,,,,,50951a76-0f53-4473-90a6-19684c4fc7c6,1313,,"[108.5, 49.1]",267432,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,69,Barcelona,217,['90b04c45-91ab-49e1-b027-76fbe11bbccd'],37,,Right Foot,"[117.7, 42.3, 0.2]",True,"[{'location': [110.1, 52.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.1, 41.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.6, 36.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.3, 31.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.1, 43.5], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 50.6], 'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.8, 59.2], 'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.8, 52.5], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 41.6], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.7, 54.1], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 47.2], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 40.8], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 34.1], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 31.1], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",b1cd5c8a-d5cd-4d31-b347-46d4cf50a1c9,,Saved,0.13158213,Volley,Open Play,,,,Barcelona,217,00:32:37.437,Shot,
,,,,,,,,,,,,,,,,,0.1606,,,,,,,,,,,,,f330f719-f4a1-47d5-8e9c-9048b06fa798,1445,,"[103.2, 40.6]",267432,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,80,Barcelona,217,['ff168f16-e522-4717-aec7-82a0dbc9e695'],39,,Right Foot,"[111.1, 39.7, 0.2]",True,"[{'location': [102.5, 38.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.7, 17.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.2, 54.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.4, 55.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.2, 40.1], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 37.1], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.5, 48.3], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.3, 34.0], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.1, 39.0], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.4, 46.0], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",6c654f55-711b-4100-9981-7d8141d7913a,,Saved,0.35213077,Normal,Open Play,,,,Barcelona,217,00:35:39.865,Shot,
,,,,,,,,,,,,,,,,,0.853603,,,,,,,,,,,,,eb25fb00-592a-4065-8d97-b0dff608dbfb,1460,,"[116.2, 53.0]",267432,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,82,Barcelona,217,['1e9f5206-fb76-4ef5-b95c-7f9df225edcc'],1,,Head,"[120.0, 45.5, 1.3]",,"[{'location': [108.0, 48.1], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 34.3], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 41.7], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 38.6], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.4, 49.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.9, 35.9], 'player': {'id': 3362, 'name': 'Marlon Santos da Silva Barbosa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.4, 28.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [118.8, 41.6], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 41.0], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 51.2], 'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.9, 41.2], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 50.0], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.2, 41.3], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.3, 47.1], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.0, 55.6], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",7ba025bc-4d4f-497e-918e-6ab910e89ae8,True,Off T,0.019167472,Normal,Open Play,,,,Barcelona,217,00:37:01.845,Shot,
,,,,,,,,,,,,,,,,,2.693841,,,,,,,,,,,,,21a56041-01b0-47b7-abc0-775d3b1ac284,1578,,"[111.5, 37.3]",267432,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,89,Eibar,322,"['004899f4-457d-434c-aaf2-2e9b06413075', '2571800f-04aa-4188-ab12-eb4184ef626d']",41,True,Head,"[110.4, 38.4]",,"[{'location': [111.8, 37.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.4], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 31.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 46.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 39.7], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 41.0], 'player': {'id': 3362, 'name': 'Marlon Santos da Silva Barbosa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 39.3], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 39.0], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.3, 28.8], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.9, 45.9], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.3, 41.2], 'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 49.0], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.3, 46.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 34.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",18bbcb63-74b9-4cb8-ab5d-b816f9d6f319,,Wayward,0.1069424,Normal,Open Play,,,,Eibar,322,00:40:41.929,Shot,True
,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,1f009018-d471-4f5e-8836-21ed0c3856f5,1585,,"[115.1, 33.8]",267432,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Enrich Ametller,6700.0,Right Center Forward,89,Eibar,322,"['7482b1e1-d887-4e73-9e04-8ac2209f173c', '79b07807-d767-476d-b098-43e834c68335']",47,,Right Foot,"[115.8, 34.7]",,"[{'location': [119.3, 37.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.9, 35.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 33.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.8, 32.5], 'player': {'id': 3093, 'name': 'Florian Grégoire Claude Lejeune'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 29.8], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 33.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.2, 37.4], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.4, 39.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 43.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 38.2], 'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.2, 44.1], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.8, 37.6], 'player': {'id': 3362, 'name': 'Marlon Santos da Silva Barbosa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 36.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.2, 14.9], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Blocked,0.09383153,Normal,Open Play,,,,Eibar,322,00:40:47.894,Shot,
