50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.71702,,,,,,,,,,,,354f31d3-61c9-4512-9376-92d53f0d274e,1981,,"[109.1, 32.6]",3879876,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Marco D''Alessandro,8184.0,Right Wing,105,Atalanta,228,"['7b33ea00-16de-4735-b787-d67f004139bc', 'ec1c3fd0-010c-4d77-96ca-39ce550246f4']",41,,Left Foot,"[120.0, 40.3, 2.3]",,"[{'location': [108.3, 42.0], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 33.5], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 37.6], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.5, 39.6], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 31.2], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.7, 46.7], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.1, 40.2], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.7, 36.8], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 48.1], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",f7bd2164-7932-4067-b63f-1fa0c79cc563,True,Goal,0.3710359,Normal,Open Play,,,,Atalanta,228,00:06:41.645,Shot,True
,,,,,,,,,,,,,,,,,1.000157,,,,,,,,,,,,38126882-5669-4db1-a996-69df66b365a4,2175,,"[95.3, 53.3]",3879876,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Gagliardini,7003.0,Right Center Midfield,112,Atalanta,228,['fae980ac-28ab-4d71-84be-102758da4bb0'],2,,Right Foot,"[120.0, 45.4, 3.5]",,"[{'location': [98.6, 58.9], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 54.3], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.3, 47.3], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.9, 70.5], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [86.5, 56.7], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 42.6], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 60.3], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.1, 62.8], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",287e5ded-0b77-437c-8ae2-56a475e5dee9,,Off T,0.031883396,Normal,Open Play,,,,Atalanta,228,00:11:02.749,Shot,
,,,,,,,,,,,,,,,,,0.387645,,,,,,,,,,,,5b92d0c4-1994-47cd-a1b5-9c92756e2544,2228,,"[112.3, 42.0]",3879876,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Leonardo Pavoletti,8180.0,Left Center Forward,115,Genoa,233,['b3d83bdf-4e29-4814-9dcb-ddadb074d5b1'],17,,Right Foot,"[120.0, 40.3, 1.6]",True,"[{'location': [116.0, 44.8], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 41.0], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.6, 40.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 37.9], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 36.6], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.2, 39.9], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 37.5], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.9, 39.1], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 33.4], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 30.4], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.3, 24.4], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.3, 43.8], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.7, 41.5], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.3, 40.6], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.5, 31.9], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 32.2], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.5, 38.5], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}]",85beab22-cf3f-4d75-9876-01b34a7a2f3b,,Goal,0.34070712,Half Volley,Open Play,,,,Genoa,233,00:12:17.000,Shot,
,,,,,,,,,,,,,,,,,1.108309,,,,,,,,,,,,f2f72153-9c5d-448c-abfb-7ba395eb68e6,2301,,"[95.5, 45.0]",3879876,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marco Borriello,8871.0,Center Forward,122,Atalanta,228,['e5004e06-9f65-4e60-bed3-98cc092afe39'],58,,Left Foot,"[120.0, 42.5, 2.8]",,"[{'location': [105.3, 42.5], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.1, 43.9], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.0, 43.2], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.5, 47.0], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 42.4], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 44.7], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 39.1], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 50.3], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.3, 40.9], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.2, 37.5], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.4, 38.9], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.3, 35.8], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 52.0], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.2, 42.7], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.7, 51.8], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Post,0.07247194,Normal,Free Kick,,,,Atalanta,228,00:15:58.971,Shot,
,,,,,,,,,,,,,,,,,0.137528,,,,,,,,,,,,b29845f2-7512-4fe9-b72b-6ccd64b3dae9,2474,,"[101.9, 46.0]",3879876,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tomás Eduardo Rincón Hernández,7475.0,Right Defensive Midfield,132,Genoa,233,"['13354e43-10c9-47b5-904a-8a2a0592c82d', 'd99d56f3-765b-452b-b532-900dae514a3b']",53,,Left Foot,"[103.2, 45.4]",,"[{'location': [109.8, 64.5], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.4, 61.6], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 50.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 52.2], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 45.1], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 47.7], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 39.7], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 27.9], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.2, 40.4], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 53.0], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.1, 48.8], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.4, 50.9], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.8, 32.5], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.2, 36.5], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",890c7b15-407b-4e2c-b48e-8184bc1d94a7,,Blocked,0.05475831,Normal,Open Play,,,,Genoa,233,00:20:53.852,Shot,
,,,,,,,,,,,,,,,,,1.216832,,,,,,,,,,,,25d35ddd-3769-4898-9ee3-e73c897cc71c,2547,,"[113.8, 43.7]",3879876,68,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ezequiel Muñoz,6894.0,Right Center Back,136,Genoa,233,['b9bcab0f-5b0a-4af0-8349-8a10d452fe56'],50,,Head,"[120.0, 40.3, 4.2]",,"[{'location': [105.7, 25.3], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.8, 41.7], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 25.7], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.2, 39.1], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 40.3], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.5, 43.1], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 43.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 35.4], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 36.6], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 29.6], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 40.5], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 38.7], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.1, 43.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [111.6, 40.4], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.6, 35.0], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.2, 20.8], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",dc32be2a-beb1-4831-b756-3f8dda121f33,,Off T,0.21950945,Normal,Open Play,,,,Genoa,233,00:23:50.248,Shot,
,,,,,,,,,,,,,,,,,0.161943,,,,,,,,,,,,fdc578ae-327b-460b-be8c-db396db6df51,2579,,"[101.7, 30.3]",3879876,69,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Marco D''Alessandro,8184.0,Right Wing,137,Atalanta,228,"['4e59678d-087b-4ae1-8569-82593e82ac13', 'e2e82772-01f8-48aa-a954-41356358dacb']",41,,Right Foot,"[104.2, 31.9]",True,"[{'location': [107.8, 43.2], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 45.5], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 21.7], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.5, 36.3], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.1, 38.6], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 45.4], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.3, 40.1], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 35.3], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.1, 41.2], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 31.9], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 23.9], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.7, 32.8], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 53.7], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Blocked,0.046230976,Half Volley,Open Play,,,,Atalanta,228,00:24:41.089,Shot,
,,,,,,,,,,,,,,,,,1.212771,,,,,,,,,,,,bf37ad4e-95c8-4a68-b99e-50db28739190,2752,,"[109.3, 37.0]",3879876,75,True,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Berat Djimsiti,7108.0,Left Center Back,146,Atalanta,228,"['50a47685-4046-4aa8-8941-f69b1f2ec198', 'c53d3054-9590-47fc-bef1-09c49accca46']",15,,Head,"[110.2, 37.5]",,"[{'location': [107.2, 48.5], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.5, 12.8], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.8, 33.7], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 46.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 35.6], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [93.1, 3.1], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.3, 31.1], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 30.3], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.6, 32.4], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.9, 48.8], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.0, 40.1], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.5, 26.4], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.1, 25.7], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.5, 37.8], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 41.7], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.6, 39.4], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 50.0], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.7, 43.7], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",aa78e9e8-a010-4a91-8f46-68be3ab7b19b,,Blocked,0.051845174,Normal,Open Play,,,,Atalanta,228,00:30:15.113,Shot,
,,,,,,,,,,,,,,,,,0.944058,,,,,,,,,,,,518df695-37d0-4cd5-9b5f-5f4989e8922a,2989,,"[103.5, 33.6]",3879876,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Borriello,8871.0,Left Center Forward,157,Atalanta,228,['1ef7e41d-bc5b-41a7-ac32-9574a0c2e1eb'],57,,Left Foot,"[120.0, 34.1, 5.0]",True,"[{'location': [118.2, 37.3], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 49.2], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.7, 38.6], 'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.1, 40.1], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 37.8], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 34.8], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 20.2], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.9, 35.7], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 16.8], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.6, 54.6], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",c0e40455-2b47-4909-9e18-07a29101451c,,Off T,0.051848646,Normal,Open Play,,,,Atalanta,228,00:34:57.068,Shot,
,,,,,,,,,,,,,,,,,0.592036,,,,,,,,,,,,949b1ff5-bc02-4522-a8ab-9f2719ab07d3,3024,,"[113.0, 40.4]",3879876,81,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jasmin Kurtič,6941.0,Right Midfield,159,Atalanta,228,['7b931ba0-ffa6-4f1a-92a2-e710daad2b03'],47,,Right Foot,"[120.0, 43.2, 2.1]",True,"[{'location': [110.8, 39.9], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 34.4], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 32.4], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 39.6], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 41.8], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.3, 33.3], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.8, 30.5], 'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.5, 42.1], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",f0d44565-29d3-4f77-9128-c0c8747196ed,,Goal,0.24427243,Half Volley,Open Play,,,,Atalanta,228,00:36:47.750,Shot,
