50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.489201,,,,,,,,,,,,ed6535a9-ffa4-4303-81be-d6b7dde7ebd9,224,,"[111.5, 44.6]",3879876,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Blerim Džemaili,5554.0,Left Defensive Midfield,13,Genoa,233,['9ddaa6dd-2b3c-4928-93df-63928bed90b5'],18,,Right Foot,"[114.5, 41.1]",True,"[{'location': [117.1, 51.7], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.4, 50.0], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 53.9], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 46.0], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 39.5], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 44.2], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 45.8], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 42.7], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 54.6], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 60.2], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.4, 46.3], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",4328311c-a633-4888-bcdf-6d3309e72957,,Wayward,0.123633526,Normal,Open Play,,,,Genoa,233,00:05:18.400,Shot,
,,,,,,,,,,,,,,,,,0.272969,,,,,,,,,,,,0817b492-806f-40c6-9ad8-b9e075bc2db3,432,,"[100.9, 50.9]",3879876,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marco Borriello,8871.0,Center Forward,22,Atalanta,228,"['3316259c-876d-4d81-9a22-5538ace9f2e0', 'e04fa7e5-e0f0-45a6-b3bb-4cac5f6a953c']",13,,Left Foot,"[104.3, 48.6]",,"[{'location': [107.6, 42.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.5, 47.6], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.3, 37.1], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 42.8], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 40.5], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.0, 51.3], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 48.4], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.1, 39.5], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 39.2], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 32.5], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.4, 59.9], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.2, 27.0], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 44.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.2, 47.4], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.6, 41.6], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.1, 26.4], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.2, 33.3], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.038774583,Normal,Open Play,,,,Atalanta,228,00:10:13.831,Shot,
,,,,,,,,,,,,,,,,,0.204664,,,,,,,,,,,,9d3c1962-8bd4-411b-87ea-42086d369d50,622,,"[102.0, 38.5]",3879876,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Gagliardini,7003.0,Center Attacking Midfield,33,Atalanta,228,"['50654973-a4d2-419f-9a5b-161a4455457b', '7ac1ea8d-2951-4d80-a0ad-6370ebc7e8d5', '8fb0ac38-f4ee-43be-b5e8-509d2a91f95c']",2,,Left Foot,"[105.1, 38.7]",,"[{'location': [107.8, 54.4], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.0, 40.2], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 37.9], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 38.7], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [94.3, 23.6], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 34.1], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.7, 39.9], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 67.2], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.1, 42.8], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 41.4], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 27.9], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",d18d5a6a-eceb-48da-b538-3132ae5fb860,,Blocked,0.06340851,Normal,Open Play,,,,Atalanta,228,00:15:02.686,Shot,True
,,,,,,,,,,,,,,,,,0.953253,,,,,,,,,,,,6388a45d-0f37-4cfc-96c2-57b381409cd7,705,,"[91.9, 34.3]",3879876,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Darío Gómez,7006.0,Left Wing,38,Atalanta,228,"['060ab8d4-49b7-4be5-8178-2fc1e15c220a', '7de110b6-e575-4e25-985c-66ae9e3b939d']",3,,Right Foot,"[120.0, 37.7, 5.9]",,"[{'location': [82.2, 24.3], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.1, 33.6], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.1, 44.7], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.2, 33.2], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 30.8], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.0, 26.1], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.9, 39.8], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [74.5, 16.9], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [79.3, 26.2], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 47.5], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.1, 24.9], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.2, 28.6], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.033897392,Normal,Open Play,,,,Atalanta,228,00:17:03.225,Shot,True
,,,,,,,,,,,,,,,,,1.193717,,,,,,,,,,,,74c10efb-791b-41a3-a78b-e72d205622ce,893,,"[94.4, 29.7]",3879876,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Davide Brivio,31231.0,Left Back,45,Atalanta,228,['f0011a2e-0a2f-41d1-9741-e5bff5ff939d'],37,,Left Foot,"[117.0, 40.6, 0.2]",,"[{'location': [117.1, 38.9], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.1, 42.3], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.4, 30.1], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 31.7], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.1, 43.8], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 34.1], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.8, 32.1], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 28.6], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.5, 72.9], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.1, 49.1], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.5, 35.3], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.1, 44.5], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.8, 26.0], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.023539433,Normal,Open Play,,,,Atalanta,228,00:22:37.162,Shot,
,,,,,,,,,,,,,,,,,0.689135,,,,,,,,,,,,4cef156d-f8d4-4481-834e-d7deaab83e14,922,,"[110.8, 34.8]",3879876,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luca Rigoni,7461.0,Right Defensive Midfield,49,Genoa,233,['d528026a-dff9-4194-bf38-fc1dde5ab1ab'],16,,Head,"[120.0, 41.2, 4.8]",,"[{'location': [114.1, 30.3], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 32.4], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.7, 53.4], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [96.0, 39.9], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 1.0], 'player': {'id': 7022, 'name': 'Jesús Joaquín Fernández Sáez de la Torre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.8, 43.9], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.6, 41.9], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 42.6], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.2, 37.4], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 32.1], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 44.4], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.1, 18.6], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.7, 39.6], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.2, 43.5], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.9, 41.6], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [107.5, 41.2], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",754923df-35c5-4088-aaee-85f754bd8f04,,Off T,0.09386961,Normal,Open Play,,,,Genoa,233,00:24:16.804,Shot,
,,,,,,,,,,,,,,,,,0.982524,,,,,,,,,,,,19e8e6b9-d87b-41de-8a6d-7c96c3743ee9,1283,,"[91.2, 34.2]",3879876,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alejandro Darío Gómez,7006.0,Left Wing,67,Atalanta,228,['f9a31d5a-255c-4a2d-a75c-20ac32632ef6'],36,,Right Foot,"[120.0, 35.0, 0.7]",,"[{'location': [99.6, 53.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.8, 45.1], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 38.1], 'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 36.3], 'player': {'id': 7467, 'name': 'Nicolás Andrés Burdisso'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [94.6, 41.6], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 32.5], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.9, 49.8], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.4, 56.2], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 41.2], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.7, 22.2], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.8, 33.0], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.6, 39.9], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1378d1d8-72a6-4f76-a493-2e39e6998073,,Off T,0.026886368,Normal,Open Play,,,,Atalanta,228,00:34:36.016,Shot,
,,,,,,,,,,,,,,,,,0.431539,,,,,,,,,,,,a4fceeb2-d719-42cf-a2f3-b8a98554f73a,1352,,"[114.2, 34.3]",3879876,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Sebastián Laxalt Suárez,5717.0,Left Wing Back,72,Genoa,233,"['05a05014-fc66-4a68-99c9-af23d2c178c3', 'df9a4b23-ec83-4ed2-8b0a-28c376056e3e']",44,,Left Foot,"[120.0, 35.6, 1.3]",,"[{'location': [109.0, 60.3], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 57.3], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.6, 53.6], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 43.6], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 39.7], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 35.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 37.8], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.3, 37.5], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.8, 42.7], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.3, 40.3], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",a069de16-15e4-432f-a521-e87944e57577,,Off T,0.13048,Half Volley,Open Play,,,,Genoa,233,00:36:44.920,Shot,True
,,,,,,,,,,,,,,,,,1.090064,,,,,,,,,,,,9d885f28-d4ee-49fa-8538-148336653928,1879,,"[95.4, 46.5]",3879876,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jesús Joaquín Fernández Sáez de la Torre,7022.0,Right Center Forward,98,Genoa,233,['6f77bfb5-422d-4a92-bcee-c943ecb7499c'],5,,Left Foot,"[120.0, 32.7, 4.7]",,"[{'location': [94.3, 60.7], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.6, 43.5], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.7, 48.3], 'player': {'id': 31231, 'name': 'Davide Brivio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 44.8], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 40.5], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 34.9], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.3, 25.2], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 40.3], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.7, 71.3], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [90.9, 37.5], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.1, 41.9], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.4, 34.5], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",f99b3d2a-457b-460c-8aeb-68bc82cd4d4f,,Off T,0.041933212,Normal,Open Play,,,,Genoa,233,00:04:05.463,Shot,
,,,,,,,,,,,,,,,,,0.63596,,,,,,,,,,,,d30b1031-89f2-40f2-911b-53987f4b3147,1963,,"[112.3, 41.3]",3879876,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Leonardo Pavoletti,8180.0,Left Center Forward,104,Genoa,233,"['365d85bf-1525-446c-b62e-ffffcc08779f', 'e1b3e9d5-2660-4cc3-a6f3-eb00dea43d83']",44,True,Head,"[120.0, 34.5, 1.6]",,"[{'location': [112.2, 40.5], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 40.5], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 32.7], 'player': {'id': 7003, 'name': 'Roberto Gagliardini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 36.1], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 40.6], 'player': {'id': 36927, 'name': 'Boris Radunović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 36.7], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [108.1, 19.3], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",626b4153-b868-49c0-8c49-b788870f7479,True,Off T,0.17398854,Normal,Open Play,,,,Genoa,233,00:05:44.280,Shot,True
