50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.924431,,,,,,,,,,,,662d06f9-4fdc-4085-a608-64563562bad5,206,,,"[109.9, 49.4]",3775607,7,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emma Harries,46635.0,Right Center Forward,17,Reading WFC,974,['3b2da875-de81-4dd5-abfc-1aaad4dc776d'],16,Right Foot,"[120.0, 33.6, 4.1]",,"[{'location': [118.5, 43.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 63.1], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 62.2], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.8, 54.7], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 47.7], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 47.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 40.8], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 56.1], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.1, 43.3], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.5, 39.8], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.9, 46.6], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.2, 73.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.8, 58.7], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",66b75495-8c08-4484-ab28-40a858f1f97c,,Off T,,0.06242816,Half Volley,Open Play,,,,Reading WFC,974,00:07:16.749,Shot,
,,,,,,,,,,,,,,,,1.194852,,,,,,,,,,,,59a9bf33-ef03-4f2b-938e-238d1800b8fb,310,,,"[94.1, 26.5]",3775607,10,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fara Williams,10251.0,Left Defensive Midfield,26,Reading WFC,974,['834ec2b5-e4df-429f-96d2-af78e9d71032'],43,Right Foot,"[118.6, 41.8, 1.0]",,"[{'location': [103.0, 32.5], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 29.9], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.6, 30.7], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.3, 31.5], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 41.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 39.4], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.8, 40.1], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 47.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 43.6], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 45.7], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.3, 39.1], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.6, 40.6], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [87.4, 36.5], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.6, 31.0], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.5, 47.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 43.2], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.5, 39.2], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.1, 44.7], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.2, 41.9], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Saved,,0.042434994,Normal,Free Kick,,,,Reading WFC,974,00:10:43.503,Shot,
,,,,,,,,,,,,,,,,1.333342,,,,,,,,,,,,2d0ab4a3-75f2-4696-80cf-418901443bc2,323,,,"[92.7, 22.9]",3775607,11,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Ebony Salmon,31527.0,Center Forward,28,Bristol City WFC,973,['c987a6ca-1f5b-4d82-ba26-5c4c938769c4'],19,Right Foot,"[119.3, 34.8, 0.5]",,"[{'location': [99.1, 11.4], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 27.8], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 19.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 12.1], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.1, 24.7], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.4, 45.4], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.8, 42.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.4, 34.8], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 41.0], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 46.2], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.3, 40.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,Saved Off Target,True,0.008917104,Normal,Open Play,,,,Bristol City WFC,973,00:11:19.034,Shot,
,,,,,,,,,,,,,,,,1.850062,,,,,,,,,,,,dad5b98e-5252-46ef-8021-394f92dd0005,331,,,"[83.3, 46.1]",3775607,11,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jemma Elizabeth Purfield,24239.0,Left Back,29,Bristol City WFC,973,['6b0c3683-1e4f-43e2-9ec0-e9ddebe10b5c'],56,Left Foot,"[120.0, 32.1, 5.4]",,"[{'location': [96.1, 28.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.3, 61.4], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.8, 50.0], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 40.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [89.6, 42.2], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.8, 56.4], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.2, 43.8], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [88.9, 45.5], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [81.9, 43.3], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.6, 49.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 44.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 33.5], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 39.3], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 26.5], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 31.2], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.7, 37.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [88.8, 36.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.1, 40.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,,0.00696247,Normal,Open Play,,,,Bristol City WFC,973,00:11:56.751,Shot,
,,,,,,,,,,,,,,,,0.289916,,,,,,,,,,,,4938edd6-f930-46f1-aa06-59ec4a928d3f,345,,,"[109.0, 53.0]",3775607,12,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Natasha Harding,15725.0,Right Back,30,Reading WFC,974,"['9073e7ef-bee3-4395-a589-f2ca03163e23', 'bfde6eed-3133-4875-8446-5a60b05d72d2']",31,Left Foot,"[110.5, 51.0]",True,"[{'location': [90.6, 50.5], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.5, 47.3], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.2, 45.8], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.6, 54.4], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.5, 36.6], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.2, 31.8], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 37.8], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 41.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 43.6], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 52.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.5, 51.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 51.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,,0.10221784,Normal,Open Play,,,,Reading WFC,974,00:12:31.398,Shot,
,,,,,,,,,,,,,,,,1.361044,,,,,,,,,,,,f6408aca-a264-4a26-a619-8e18126b4cf3,349,,,"[111.1, 47.2]",3775607,12,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Emma Harries,46635.0,Right Center Forward,30,Reading WFC,974,['7879dfee-4772-4d55-8007-0da4303f3425'],32,Right Foot,"[120.0, 42.9, 0.1]",True,"[{'location': [114.2, 43.9], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 48.2], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.4, 49.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 51.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 43.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 33.8], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 39.4], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 50.5], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.7, 38.2], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.4, 48.5], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.0, 53.2], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.4, 57.2], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Goal,,0.4694318,Normal,Open Play,,,,Reading WFC,974,00:12:32.566,Shot,
,,,,,,,,,,,,,,,,0.113437,,,,,,,,,,,,806819bf-81fa-4a10-b807-fd7e624c19df,399,,,"[109.0, 36.5]",3775607,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle Carter,24281.0,Left Center Forward,33,Reading WFC,974,"['b641405d-95dd-4aa5-9ba4-6f110e5cb4fd', 'fba0b25a-4662-48ba-9be9-857ad8f9232c']",31,Right Foot,"[111.0, 37.1]",,"[{'location': [118.5, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.2, 40.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.9, 27.9], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.4, 36.6], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 36.8], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 39.8], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.5, 34.1], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 25.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 22.2], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.6, 32.8], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.1, 18.8], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.8, 37.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Blocked,,0.079844914,Half Volley,Open Play,,,,Reading WFC,974,00:14:31.388,Shot,
,,,,,,,,,,,,,,,,0.485594,,,,,,,,,,,,6874e28e-0394-431d-99dd-701680c6a792,428,,,"[107.0, 37.2]",3775607,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle Carter,24281.0,Left Center Forward,33,Reading WFC,974,"['76459c67-5606-4181-81be-a2831e02ae89', 'bbf00b6d-5002-4996-bd53-d79caa6c7344']",53,Right Foot,"[117.7, 37.8, 0.9]",,"[{'location': [117.9, 38.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 41.3], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.3, 42.6], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 38.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.3, 35.2], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 37.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 28.6], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 43.5], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",2b015d7e-db73-4709-bb62-ed823e30e41b,,Saved,,0.13126372,Normal,Open Play,,,,Reading WFC,974,00:14:53.553,Shot,True
,,,,,,,,,,,,,,,,1.568855,,,,,,,,,,,,47412a03-d35e-4f6c-a6c7-383a3b7c2dab,626,,,"[96.5, 41.1]",3775607,20,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Left Center Midfield,48,Bristol City WFC,973,['cac21e20-b2c6-44d5-ae61-35c0c6735aae'],14,Left Foot,"[120.0, 45.1, 0.3]",,"[{'location': [97.9, 30.5], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.1, 23.0], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.7, 41.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.7, 32.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 45.4], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 41.2], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 33.6], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.7, 39.1], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",15cbb4d4-072f-408a-8949-2f838fec7191,,Off T,,0.04716389,Half Volley,Open Play,,,,Bristol City WFC,973,00:20:14.419,Shot,
,,,,,,,,,,,,,,,,1.165218,,,,,,,,,,,,69443857-459c-43fe-8d7a-6eccbb70e088,683,,,"[96.2, 46.2]",3775607,22,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rachel Rowe,19780.0,Left Midfield,52,Reading WFC,974,['8f3347fa-e2f6-41b5-8226-7f517e972eb4'],0,Right Foot,"[118.1, 39.3, 0.5]",True,"[{'location': [118.3, 39.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 45.9], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 50.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.9, 39.8], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 42.3], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 44.7], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 30.6], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 41.2], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.6, 36.0], 'player': {'id': 46635, 'name': 'Emma Harries'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.0, 41.6], 'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.9, 33.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.1, 48.1], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [82.2, 54.3], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f094e51b-73a3-4bd9-bd42-cd664813ba25,,Saved,,0.037069682,Normal,Open Play,,,,Reading WFC,974,00:22:00.663,Shot,
