bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.589178,,,,,,,,,,,,,b6b9f608-8494-4926-beab-9b620e23184c,1374,,"[111.9, 41.1]",3754268,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Toby Alderweireld,20005.0,Right Center Back,64,Tottenham Hotspur,38,"['431ecdad-eb9c-4803-bf78-4bd0d84f23f0', '5902218b-bfa5-4d05-93e9-367eebcc80ef']",16,True,Head,"[119.5, 40.4, 2.3]",,"[{'location': [119.5, 40.3], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 43.7], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.7, 39.1], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.6, 44.9], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.6, 46.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 38.1], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 36.9], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 34.4], 'player': {'id': 8520, 'name': 'Nabil Bentaleb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.1, 47.3], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.3, 37.9], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.5, 41.4], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 42.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.7, 36.1], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",67426737-88d4-451e-81ab-4acd3999e237,Saved,0.07905658,Normal,Open Play,,,,Tottenham Hotspur,38,00:32:16.476,Shot,True
,,,,,,,,,,,,,,,0.975868,,,,,,,,,,,,,477e1bd7-8d61-4c1f-b409-bd5fa71be545,1610,,"[98.3, 28.8]",3754268,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ross Barkley,4275.0,Center Attacking Midfield,82,Everton,29,['0f7967f8-487b-4cfd-a3eb-5680dd58e589'],39,,Right Foot,"[118.0, 39.2, 0.2]",,"[{'location': [96.9, 29.7], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.2, 23.7], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.4, 28.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.7, 22.4], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 39.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 32.8], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.3, 43.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.6, 14.2], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.1, 21.5], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 48.9], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 35.1], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 31.3], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 35.4], 'player': {'id': 8520, 'name': 'Nabil Bentaleb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",c7096aba-97c3-456b-99fe-f9cd7cd6aaa1,Saved,0.032951165,Normal,Open Play,,,,Everton,29,00:39:39.666,Shot,
,,,,,,,,,,,,,,,0.043998,,,,,,,,,,,,,f9603ea3-0aa7-4365-a1c0-181d3746260f,1852,,"[99.6, 39.8]",3754268,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nacer Chadli,4831.0,Left Wing,101,Tottenham Hotspur,38,"['2a457e87-79d0-4a48-bf84-11a23ec09673', 'dac23437-2a9d-4dd8-b255-e463e2c9fe47']",41,,Right Foot,"[101.6, 39.7]",,"[{'location': [113.6, 39.9], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 52.7], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 16.7], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.8, 39.6], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 40.5], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 37.2], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.7, 37.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [87.8, 43.0], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 55.8], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",98fc0ef2-5eb4-435d-a1b1-3e0ff11c6f7e,Blocked,0.05305545,Normal,Open Play,,,,Tottenham Hotspur,38,00:00:41.174,Shot,
,,,,,,,,,,,,,,,1.20411,,,,,,,,,,,,,e3eb0d2e-75ae-439b-b1ff-2c0a75f9227b,1988,,"[101.5, 39.4]",3754268,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nacer Chadli,4831.0,Left Wing,108,Tottenham Hotspur,38,['52cbe8f3-442c-4a69-b4b5-298f9b8fb44f'],44,,Right Foot,"[120.0, 24.8, 0.3]",,"[{'location': [88.9, 63.7], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.1, 39.9], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 48.3], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 41.4], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 37.8], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 39.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 41.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.9, 26.1], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 41.6], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.6, 48.9], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.7, 50.3], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.1, 30.5], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.9, 27.5], 'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.9, 39.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",57dec26b-f859-4da1-a247-826a7ef16a90,Off T,0.054715063,Half Volley,Open Play,,,,Tottenham Hotspur,38,00:04:44.748,Shot,
,,,,,,,,,,,,,,,0.244116,,,,,,,,,,,,,7f622809-86b6-42f4-88d8-60b5ba4cbff8,2205,,"[107.5, 47.2]",3754268,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ryan Mason,40127.0,Center Attacking Midfield,115,Tottenham Hotspur,38,['99818ca2-3ba5-4d05-bc36-43fc711f8e0d'],29,,Left Foot,"[114.0, 44.0, 0.2]",,"[{'location': [114.5, 44.0], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.2, 45.5], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.8, 57.6], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 48.1], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.5, 41.3], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 60.1], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 49.2], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 51.5], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 51.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 50.7], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",be97438e-0367-478b-9242-f27aa3f1ff9d,Saved,0.39097217,Normal,Open Play,,,,Tottenham Hotspur,38,00:09:29.779,Shot,
,,,,,,,,,,,,,,,0.390484,,,,,,,,,,,,,ace23b7e-8663-4221-8d59-a49612e7e859,2305,,"[114.4, 51.4]",3754268,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Bamidele Alli,3094.0,Right Wing,118,Tottenham Hotspur,38,['2da4937a-9b48-4dca-a7bd-510395bc74b7'],1,,Left Foot,"[118.5, 44.3, 0.3]",True,"[{'location': [118.5, 43.8], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 47.6], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.8, 43.3], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.6, 57.2], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 50.9], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 47.6], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 42.5], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.2, 43.8], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,Saved,0.11172045,Half Volley,Open Play,,,,Tottenham Hotspur,38,00:12:01.430,Shot,
,,,,,,,,,,,,,,,0.037978,,,,,,,,,,,,,68773b03-93d2-4ea4-98ee-d76daa674f27,2511,,"[91.5, 46.4]",3754268,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,135,Tottenham Hotspur,38,"['b851257e-d9d1-4fda-9bfa-f2dd1dd4e7e7', 'f1ad183b-a3f7-4f03-9ab9-8e43ede69aac']",56,,Right Foot,"[94.3, 45.7]",,"[{'location': [98.9, 18.9], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.1, 52.2], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.9, 53.0], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.6, 44.7], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 34.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 45.2], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.6, 45.9], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.5, 34.5], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 41.5], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 35.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",316d35dc-199b-4429-8330-44bd71def6e0,Blocked,0.029862268,Normal,Open Play,,,,Tottenham Hotspur,38,00:19:56.513,Shot,
,,,,,,,,,,,,,,,0.320935,,,,,,,,,,,,,91ca8381-f3ae-4041-8e7c-3dbe6ed94671,2546,,"[102.7, 36.0]",3754268,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,137,Tottenham Hotspur,38,"['6163dd39-3369-47a1-95d2-70bc8cc530f0', '7b65a60e-692c-41e4-9088-4cd64cfa74d6']",35,,Right Foot,"[110.7, 39.4]",True,"[{'location': [107.7, 30.2], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.8, 38.6], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.9, 39.8], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 43.5], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 43.2], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.5, 35.0], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 32.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 50.1], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.4, 41.0], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.7, 37.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 36.2], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 38.1], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 57.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",412d26d9-e939-4966-8005-ccd64cf1c5f1,Blocked,0.072545774,Normal,Open Play,,,,Tottenham Hotspur,38,00:20:35.403,Shot,
,,,,,,,,,,,,,,,0.57998,,,,,,,,,,,,,177f0363-0222-4fc9-8d46-0c855ac5e30d,2554,,"[108.2, 30.4]",3754268,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nacer Chadli,4831.0,Left Wing,137,Tottenham Hotspur,38,['d5d49fd8-b678-4c79-9a1a-cc03971adc62'],39,,Right Foot,"[120.0, 36.5, 5.2]",True,"[{'location': [116.2, 37.9], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 35.2], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 36.7], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 34.3], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 37.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 38.5], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 40.8], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 48.2], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.3, 41.4], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.3, 39.9], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 54.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 43.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 36.9], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.23273882,Normal,Open Play,,,,Tottenham Hotspur,38,00:20:39.085,Shot,
,,,,,,,,,,,,,,,0.736235,,,,,,,,,,,,,d5f1df61-be5d-4928-960a-1eb1423176e1,2693,,"[104.0, 50.5]",3754268,69,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jan Vertonghen,3077.0,Left Center Back,143,Tottenham Hotspur,38,['12a0d546-2100-4f05-bda6-a4f05251e8fb'],10,,Left Foot,"[120.0, 41.8, 4.6]",,"[{'location': [104.7, 50.5], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.1, 61.6], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.7, 63.6], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.1, 50.2], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 47.2], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 44.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 40.8], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.4, 44.4], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 24.6], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.1, 37.3], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 33.9], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 39.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",d6ed824d-ae98-4396-891b-6babea1fa467,Off T,0.0966395,Normal,Open Play,,,,Tottenham Hotspur,38,00:24:10.347,Shot,
,,,,,,,,,,,,,,,0.900514,,,,,,,,,,,,,1abfffae-db89-4b76-9b6b-681f4b19b98d,2791,,"[110.5, 41.3]",3754268,72,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Arouna Koné,26696.0,Right Wing,148,Everton,29,"['001bbe56-2719-40ca-a729-88f755d6e2de', '37b2305e-9172-42e4-93df-4cac27c095c7']",16,True,Head,"[120.0, 45.0, 1.2]",,"[{'location': [110.8, 41.8], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 48.4], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 37.2], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 33.1], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 38.1], 'player': {'id': 8520, 'name': 'Nabil Bentaleb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.9, 26.4], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.8, 22.2], 'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [85.9, 37.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.8, 24.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.3, 18.2], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.3, 31.9], 'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 39.7], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 53.7], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.9, 41.5], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d97ed821-f636-4d73-8e0d-60f64ae23063,Off T,0.09670288,Normal,Open Play,,,,Everton,29,00:27:16.358,Shot,True
