ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.459918,,,,,,,,,,,0a8e0363-8bca-4ed6-8ef8-fc6e8de631d3,1538,,"[107.2, 41.1]",3775626,34,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lauren Hemp,15555.0,Left Wing,73,Manchester City WFC,746,"['53d152fc-67ac-44d3-b9c3-f7f739d56541', '776cd3f1-7dd5-48d5-84f6-8283eac86cbf']",3,True,Head,,"[116.7, 39.4, 1.9]",,"[{'location': [107.1, 41.9], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 60.0], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 46.5], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 43.5], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 51.9], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 38.7], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 48.6], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.8, 44.1], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 42.9], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 46.6], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.6, 66.6], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 39.0], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 35.8], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.8, 47.3], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.3, 62.3], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 43.9], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,,Saved,0.06179253,Normal,Open Play,,,,Manchester City WFC,746,00:34:03.680,Shot,True
,,,,,,,,,,,,,,0.110589,,,,,,,,,,,43391dc4-01dc-4ac3-bc6c-dc44a62bf5d6,1620,,"[97.5, 33.0]",3775626,35,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shania Hayles,19499.0,Center Forward,79,Aston Villa,2647,"['38910aad-7ced-4193-8be3-e9947ed012d5', '5ca59ed3-6bbb-4ce8-bb39-44259b0de1a3']",31,,Left Foot,True,"[118.1, 41.1, 2.0]",,"[{'location': [85.3, 25.5], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.1, 39.6], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 34.2], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.5, 23.7], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 43.4], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Saved,0.044485033,Normal,Open Play,,,,Aston Villa,2647,00:35:31.030,Shot,
,,,,,,,,,,,,,,0.536783,,,,,,,,,,,29114539-98be-43dc-912b-e9afbda9f10b,1666,,"[108.9, 50.1]",3775626,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,94,Manchester City WFC,746,['f76a9561-6b58-4826-8b90-52ff5c80aaa0'],25,,Right Foot,,"[118.6, 40.7, 1.1]",True,"[{'location': [113.9, 41.8], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.1, 34.1], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 42.2], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.1, 68.8], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.3, 53.7], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 42.4], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 42.9], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 36.6], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.2, 60.8], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 46.3], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 47.7], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 51.6], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.3, 54.9], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b8e0de38-d8bd-45a7-9949-d22366c53eea,,,Saved,0.12731461,Normal,Open Play,,,,Manchester City WFC,746,00:36:25.478,Shot,
,,,,,,,,,,,,,,0.354081,,,,,,,,,,,ed57ec7e-fab3-43c4-ad8f-73ecf6b740d0,1670,,"[115.1, 37.8]",3775626,37,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lauren Hemp,15555.0,Left Wing,95,Manchester City WFC,746,['0f873a9e-8c4e-4e51-8e9c-f3808f963af4'],14,,Head,,"[120.0, 36.9, 1.6]",,"[{'location': [116.7, 36.5], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 5.5], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.6, 40.5], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.7, 42.1], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.4, 45.2], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.7, 37.8], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.4, 43.2], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.2, 31.9], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.1, 30.0], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.1, 39.6], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 33.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 39.3], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 44.8], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.6, 44.4], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.5, 43.4], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.2, 37.8], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.8, 36.0], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",cd4b8a0f-fdd5-45e9-87c4-5f001f9cc5e2,,,Goal,0.22907732,Normal,Open Play,,,,Manchester City WFC,746,00:37:14.603,Shot,
,,,,,,,,,,,,,,1.31635,,,,,,,,,,,d626f6a5-1098-44ea-b9a4-462f36b3a06a,1685,,"[91.7, 43.7]",3775626,38,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Scott,10172.0,Center Defensive Midfield,97,Manchester City WFC,746,['e00ede45-f5c9-49fd-b857-35fcec40975c'],10,,Right Foot,,"[120.0, 39.4, 3.5]",True,"[{'location': [97.2, 48.5], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 39.4], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 31.4], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.2, 31.5], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 18.4], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [77.0, 65.8], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [84.9, 40.5], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [78.4, 47.9], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.7, 39.3], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [73.9, 57.3], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.8, 27.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.1, 35.5], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.5, 51.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.2, 27.6], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",de34f16a-7d29-4f97-94e2-f23be4579346,,,Off T,0.037434116,Normal,Open Play,,,,Manchester City WFC,746,00:38:10.867,Shot,
,,,,,,,,,,,,,,1.31799,,,,,,,,,,,c8abcc4b-afe6-4d97-a6c3-0a9170e825c3,1699,,"[100.2, 38.1]",3775626,38,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jill Scott,10172.0,Center Defensive Midfield,98,Aston Villa,2647,['3e31cf1a-a38a-4ac6-8c22-ddf7c228e064'],34,,Right Foot,,"[120.0, 49.1, 0.6]",,"[{'location': [103.1, 38.7], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 38.4], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 62.1], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 44.6], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 33.5], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.5, 63.3], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.9, 43.5], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 50.5], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.7, 44.9], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.6, 35.2], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.2, 33.5], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.9, 53.9], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.4, 41.7], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,,Off T,0.056770094,Normal,Open Play,,,,Manchester City WFC,746,00:38:34.209,Shot,
,,,,,,,,,,,,,,1.154436,,,,,,,,,,,20ffb110-d44c-4051-99df-7c6fdb611419,1917,,"[95.8, 44.2]",3775626,44,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Left Defensive Midfield,109,Aston Villa,2647,['6d2ecfbf-8c85-4899-ad3a-a274eb637911'],9,,Right Foot,,"[120.0, 34.9, 0.2]",True,"[{'location': [89.5, 33.6], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.5, 33.9], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.6, 57.2], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.1, 49.4], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.9, 39.3], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.1, 40.3], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 36.9], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 42.7], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 48.6], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 39.5], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 57.9], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 46.4], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 50.2], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.2, 41.2], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 62.5], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.9, 53.5], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Off T,0.042595405,Normal,Open Play,,,,Aston Villa,2647,00:44:09.488,Shot,
,,,,,,,,,,,,,,0.592545,,,,,,,,,,,17625038-c724-43d8-87a6-fad767746942,1940,,"[113.9, 35.7]",3775626,44,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ellen White,10180.0,Center Forward,110,Manchester City WFC,746,['cafb6845-01fd-49f4-93a5-c568096afb2a'],53,,Right Foot,,"[120.0, 38.0, 0.1]",True,"[{'location': [112.8, 43.6], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 36.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 31.2], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 36.6], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 33.8], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.3, 43.3], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.1, 35.6], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.1, 60.1], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.8, 46.6], 'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.1, 42.3], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.0, 59.1], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.8, 36.6], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.7, 33.5], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",0f0ba524-0a87-4fee-9160-ed1ef10fd5fb,,,Goal,0.20198892,Normal,Open Play,,,,Manchester City WFC,746,00:44:53.594,Shot,
,,,,,,,,,,,,,,1.297352,,,,,,,,,,,502afbb3-a612-407b-825d-e1654c99a37a,2129,,"[92.6, 44.0]",3775626,48,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,118,Manchester City WFC,746,['cfde7702-c754-4693-bc45-472d698bb931'],59,,Right Foot,,"[120.0, 31.8, 0.0]",,"[{'location': [118.8, 40.7], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.7, 60.0], 'player': {'id': 19498, 'name': 'Jessica Park'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.8, 32.8], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 42.0], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 43.4], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 46.5], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.4, 37.7], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.7, 56.2], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.9, 45.3], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.0, 51.6], 'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 44.9], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.6, 23.2], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.4, 45.3], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e1a02edb-cdeb-4584-b543-85c2d171be01,,,Off T,0.025105301,Normal,Open Play,,,,Manchester City WFC,746,00:03:59.975,Shot,
,,,,,,,,,,,,,,0.294402,,,,,,,,,,,ff1d7b97-7a8b-4aaf-8a51-6f3cce70a1d6,2244,,"[115.3, 28.9]",3775626,51,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Left Wing,125,Manchester City WFC,746,['9323a656-876b-46f8-877f-ca33095636f1'],26,,Left Foot,,"[120.0, 35.7, 0.8]",,"[{'location': [114.4, 40.5], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 39.6], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.3, 50.1], 'player': {'id': 19498, 'name': 'Jessica Park'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.6, 50.8], 'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 31.7], 'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 32.6], 'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.6, 39.1], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 29.4], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 44.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.7, 35.1], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d4075134-e964-45d9-8df8-8d969e5411b4,,,Post,0.101429515,Normal,Open Play,,,,Manchester City WFC,746,00:06:26.422,Shot,
