50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.254394,,,,,,,,,,,8ab6f832-27a7-46f8-8114-d9f438505bfa,61,,"[110.8, 45.1]",3825729,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cédric Bakambu,6862.0,Left Center Forward,6,Villarreal,222,"['81ea6dbe-0c06-4c90-92eb-390d64f917a5', 'fbf038be-ddc5-4d55-bdc3-b08612180590']",8,True,Head,"[120.0, 37.1, 4.5]",,"[{'location': [99.8, 50.9], 'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [81.5, 19.2], 'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.7, 32.6], 'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.0, 16.7], 'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.3, 27.0], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 18.0], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 36.8], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 41.3], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 44.3], 'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 38.2], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 40.9], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",452e5048-8f32-4d8b-a468-86de0b2150fb,True,,Off T,0.098794974,Normal,Open Play,,,,Villarreal,222,00:01:08.492,Shot,True
,,,,,,,,,,,,,,,,,,,0.644497,,,,,,,,,,,0f966974-b5d0-4452-8f39-f22a522e519f,295,,"[102.3, 25.6]",3825729,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Midfield,14,Villarreal,222,['b7116f19-f0a9-400f-a56a-14fe7721c497'],13,,Right Foot,"[117.6, 37.3, 0.9]",,"[{'location': [92.5, 30.5], 'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 53.7], 'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.2, 18.3], 'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.6, 27.4], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 29.8], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 37.4], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 40.1], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 47.5], 'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 43.2], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 37.7], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 22.9], 'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.3, 38.6], 'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.5, 43.3], 'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",e9f175b5-cc3c-42f8-9390-6dc15df9e318,,,Saved,0.036204927,Normal,Open Play,,,,Villarreal,222,00:05:13.483,Shot,
,,,,,,,,,,,,,,,,,,,0.650901,,,,,,,,,,,7a1199ea-69a4-4c8e-a149-a16a15e60179,436,,"[111.6, 44.5]",3825729,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,20,Sporting Gijón,1041,['83b16473-5ab7-44b0-962e-c8d5a4937711'],0,,Head,"[118.7, 42.9, 1.0]",,"[{'location': [112.7, 45.0], 'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 45.1], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.4, 44.5], 'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.1, 39.4], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.7, 41.0], 'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 30.1], 'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 41.5], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.9, 35.4], 'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 41.0], 'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 34.2], 'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.5, 35.9], 'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.7, 45.5], 'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.1, 40.8], 'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 45.8], 'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 35.5], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.6, 38.9], 'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.1, 33.0], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",dd7eccc6-a6a2-4c40-a405-1c8841c9bbdd,,,Saved,0.058375448,Normal,Open Play,,,,Sporting Gijón,1041,00:09:00.685,Shot,
,,,,,,,,,,,,,,,,,,,2.132062,,,,,,,,,,,132e82a7-c3d5-4cd0-9d3d-0a7eb4b98af9,849,,"[104.3, 36.6]",3825729,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alen Halilović,6926.0,Center Attacking Midfield,47,Sporting Gijón,1041,['fcb102dd-7f9e-4cdb-b834-0d794f5728d9'],52,,Right Foot,"[120.0, 58.1, 0.1]",True,"[{'location': [108.2, 43.0], 'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 28.1], 'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.7, 21.4], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.4, 43.6], 'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 36.9], 'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 29.5], 'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 36.1], 'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 28.4], 'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.2, 49.0], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 23.6], 'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 38.2], 'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c96282cb-1772-4490-9d4f-4534ec95c7e1,,,Off T,0.14191051,Normal,Open Play,,,,Sporting Gijón,1041,00:18:52.742,Shot,
,,,,,,,,,,,,,,,,,,,0.310403,,,,,,,,,,,d4cea9f5-d389-4676-aeda-c1e037178bbe,1016,,"[111.6, 46.0]",3825729,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cédric Bakambu,6862.0,Left Center Forward,60,Villarreal,222,"['5e11d769-1e55-4bb3-9a43-d4761d4393d1', 'aaa0110a-c3e5-4dad-84ce-4fccc1c922b1']",33,True,Head,"[120.0, 45.5, 4.1]",,"[{'location': [94.9, 43.3], 'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [85.8, 29.2], 'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.4, 52.3], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.6, 46.5], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 45.9], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 59.3], 'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.3, 41.2], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 38.5], 'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.3, 55.1], 'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.7, 22.1], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.0, 33.5], 'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 31.6], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.6, 40.1], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.2, 25.2], 'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.6, 50.7], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",39381c1b-ae14-4a8a-9bba-bdf94700e4d6,,,Off T,0.0987236,Normal,Open Play,,,,Villarreal,222,00:24:33.998,Shot,True
,,,,,,,,,,,,,,,,,,,0.519321,,,,,,,,,,,55cedc08-c446-488b-9d70-9a95416c2f21,1046,,"[115.3, 36.4]",3825729,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cédric Bakambu,6862.0,Left Center Forward,62,Villarreal,222,['c284fe2a-76d3-439b-b4b6-72f5da79f32d'],23,,Right Foot,"[120.0, 38.6, 1.6]",True,"[{'location': [118.3, 41.2], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 55.2], 'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.1, 44.4], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.1, 51.2], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 44.9], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 35.9], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 39.6], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",51c479e5-2282-4e09-859d-1fab1d7c1cb1,,True,Goal,0.8039826,Normal,Open Play,,,,Villarreal,222,00:25:23.539,Shot,
,,,,,,,,,,,,,,,,,,,0.223069,,,,,,,,,,,47779b67-db18-411a-a7a1-e2bb6d175cb6,1359,,"[101.0, 52.2]",3825729,31,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Right Center Forward,71,Villarreal,222,['ba88c4f1-d9dd-4441-8370-d997641714d7'],37,,Right Foot,"[120.0, 32.1, 0.3]",,"[{'location': [115.9, 43.0], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 28.1], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 35.2], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.4, 23.4], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 49.2], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 40.7], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 50.0], 'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.1, 24.9], 'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 36.4], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.2, 47.5], 'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",9b56e527-9bf9-4711-ae10-dda0011d5030,,,Off T,0.07497528,Normal,Open Play,,,,Villarreal,222,00:31:37.987,Shot,
,,,,,,,,,,,,,,,,,,,2.239253,,,,,,,,,,,f0cfe136-4f81-4c69-ad62-bb4f97ce8b0d,1806,,"[105.9, 42.8]",3825729,45,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alen Halilović,6926.0,Center Attacking Midfield,95,Sporting Gijón,1041,['70b77e90-021b-412c-abe7-45c7e7af84ce'],8,,Right Foot,"[120.0, 27.3, 0.2]",True,"[{'location': [114.4, 34.9], 'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.7, 41.2], 'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.3, 51.0], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.7, 41.8], 'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 41.1], 'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 39.6], 'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 37.3], 'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 48.9], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 31.9], 'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 25.9], 'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 39.6], 'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",34c7ccbc-8f45-4ab5-b871-ba39795c7ed3,,,Off T,0.10602265,Volley,Open Play,,,,Sporting Gijón,1041,00:45:08.265,Shot,
,,,,,,,,,,,,,,,,,,,0.921285,,,,,,,,,,,6dda9b09-94f3-45b8-925e-e1c02eaa2e2d,1880,,"[103.2, 53.4]",3825729,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alen Halilović,6926.0,Center Attacking Midfield,101,Sporting Gijón,1041,['93331169-2623-4b89-8282-e62755aca955'],10,,Left Foot,"[120.0, 45.3, 0.2]",,"[{'location': [106.4, 39.2], 'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 49.2], 'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 54.7], 'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.3, 40.6], 'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.5, 47.5], 'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 43.6], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.6, 35.8], 'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.8, 43.1], 'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,0.08756799,Normal,Open Play,,,,Sporting Gijón,1041,00:01:10.181,Shot,
,,,,,,,,,,,,,,,,,,,1.424103,,,,,,,,,,,5b2fbf2f-40a0-4ef8-860f-3f3f55c589ab,2009,,"[109.5, 28.0]",3825729,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cédric Bakambu,6862.0,Left Center Forward,109,Villarreal,222,['64ae6291-3e57-44d5-9c92-8273f508a137'],0,,Right Foot,"[120.0, 43.2, 1.8]",,"[{'location': [89.7, 53.4], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.6, 47.3], 'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 32.1], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.5, 54.7], 'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 37.0], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 42.8], 'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 37.1], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 41.4], 'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.6, 31.2], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 28.8], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 34.2], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",e831b078-855f-44c5-89f7-fd9b39116b07,,,Goal,0.10539534,Normal,Open Play,,,,Villarreal,222,00:05:00.363,Shot,
