bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.087003,,,,,,,,,,,,035db6ce-bf72-4ea1-8623-a4d3634616d1,112,,,"[103.7, 63.4]",3754017,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kieran Richardson,42701.0,Left Back,9,Aston Villa,59,['a5288ae3-efcd-40dc-85c8-d0cbf9018b97'],36,,Left Foot,"[117.3, 41.3, 1.7]",,"[{'location': [108.5, 36.0], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.3, 35.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.5, 35.1], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.1, 35.3], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 29.4], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.6, 35.7], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.9, 36.5], 'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.5, 36.6], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 31.3], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 34.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.1], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 35.1], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 44.5], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.7, 45.7], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.5, 33.9], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.1, 54.8], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.6, 54.5], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.6, 43.8], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.5, 63.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,Saved,0.008664375,Normal,Free Kick,,,,Aston Villa,59,00:02:36.413,Shot,
,,,,,,,,,,,,,,,0.964016,,,,,,,,,,,,afcae2d9-e6fd-4d4a-9ddc-a5e75b0a5309,307,,,"[100.3, 39.0]",3754017,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,22,Swansea City,26,"['8e4a2691-63f3-4c06-84e2-e6a8e8c38330', 'f82a4d61-0ed1-48d7-be9f-d2d2c93a72ab']",39,,Right Foot,"[120.0, 46.9, 0.7]",,"[{'location': [105.7, 47.6], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 27.7], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.7, 48.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 52.0], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 40.4], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 45.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 38.7], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 34.7], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 39.9], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.2, 44.4], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",ffd5199d-62c7-4669-a843-205185bcbe9e,Off T,0.06102243,Normal,Open Play,,,,Swansea City,26,00:08:39.960,Shot,True
,,,,,,,,,,,,,,,0.64586,,,,,,,,,,,,aef4cb40-3c35-4d06-aff8-aca8e3e8e5b2,458,,,"[112.6, 39.5]",3754017,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Federico Fernández,3290.0,Right Center Back,31,Swansea City,26,['e7ee1aac-2402-429b-9aed-39d069cd5ee9'],32,,Right Foot,"[120.0, 39.9, 4.6]",True,"[{'location': [118.5, 46.5], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 43.3], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [120.0, 47.5], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.6, 35.8], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.3, 38.6], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.6, 48.5], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.7, 43.3], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 42.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 22.1], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 43.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 37.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 33.9], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 48.1], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d8de99e9-d2e9-4144-858b-daf01943a19c,Off T,0.3969457,Half Volley,Open Play,,,,Swansea City,26,00:12:32.935,Shot,
,,,,,,,,,,,,,,,1.699471,,,,,,,,,,,,cd4a67f1-b522-4b0b-a675-aaddb938656b,499,,,"[103.7, 41.1]",3754017,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rudy Gestede,19362.0,Center Forward,34,Aston Villa,59,['e198c86a-2e73-4d8d-8687-2b5cc5211544'],40,,Right Foot,"[114.3, 41.0, 1.0]",True,"[{'location': [104.7, 38.6], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.9, 38.7], 'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.4, 29.3], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.1, 42.1], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.7, 40.4], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 52.4], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 41.8], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 61.6], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.4, 55.1], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.4, 43.8], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.8, 42.4], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.7, 50.7], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.1, 51.9], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.0, 66.9], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",4778d011-9bc8-4d87-afba-76afc1511ecb,Saved,0.042373598,Volley,Open Play,,,,Aston Villa,59,00:13:40.372,Shot,
,,,,,,,,,,,,,,,0.925505,,,,,,,,,,,,1d8e557f-a4d6-43b8-8f86-d00261607c36,821,,,"[104.3, 28.9]",3754017,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Rudy Gestede,19362.0,Center Forward,61,Aston Villa,59,['535dfc39-9522-4af5-84b7-bded18a69a1a'],41,,Right Foot,"[120.0, 35.2, 0.6]",,"[{'location': [98.5, 6.6], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.7, 50.8], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.4, 51.6], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 38.6], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 32.1], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 27.5], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 29.1], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ed08866d-c2e2-4145-972a-ccc3d165246d,Off T,0.09286867,Normal,Open Play,,,,Aston Villa,59,00:21:41.359,Shot,
,,,,,,,,,,,,,,,0.953628,,,,,,,,,,,,e9ac043c-0a53-4c6b-99fc-90675d39af9f,1341,,,"[113.2, 44.1]",3754017,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rudy Gestede,19362.0,Center Forward,97,Aston Villa,59,"['d7163fe1-99ab-4f4b-8872-a410a6f3abf8', 'fe381904-95de-4c50-a208-c8dae898758a']",37,True,Head,"[120.0, 41.3, 4.6]",,"[{'location': [109.5, 40.0], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 39.8], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.1, 39.9], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.0, 40.1], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.4, 44.5], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.2, 42.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 41.4], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.2, 47.1], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [116.1, 47.9], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 34.8], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.3, 45.2], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.8, 36.1], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.9, 35.3], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 40.2], 'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 43.2], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",3cda2338-cd67-4f23-aed0-53f30baf09f4,Off T,0.087141685,Normal,Open Play,,,,Aston Villa,59,00:38:37.118,Shot,True
,,,,,,,,,,,,,,,0.881343,,,,,,,,,,,,b8c7c553-1ad3-4368-bd9a-5dc4e276da3c,1738,,,"[106.3, 28.3]",3754017,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabriel Imuetinyan Agbonlahor,42699.0,Left Wing,125,Aston Villa,59,['3a2cd806-e938-4de6-8b4f-0cdd83875a9e'],0,,Right Foot,"[120.0, 46.5, 0.5]",True,"[{'location': [88.8, 20.1], 'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.1, 30.6], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 29.8], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 31.3], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 25.0], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 36.6], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 26.9], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",05a76aa6-1aaf-43b7-bfe6-b9d4bd4269ee,Off T,0.102013394,Normal,Open Play,,,,Aston Villa,59,00:01:00.383,Shot,
,,,,,,,,,,,,,,,0.116925,,,,,,,,,,,,e7fb1d7c-6a42-4a8a-9481-60654eaacac3,1840,,,"[90.8, 42.9]",3754017,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonjo Shelvey,3057.0,Left Center Midfield,133,Swansea City,26,"['0923edb8-1201-4e77-bbcb-5bdf92ab9b12', 'cbe75f08-109e-4d32-a29b-61409c774875']",45,,Right Foot,"[91.7, 42.7]",,"[{'location': [100.4, 46.4], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.0, 54.1], 'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.1, 39.7], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.9, 9.1], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [78.2, 46.3], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.4, 40.4], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 40.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.5, 55.4], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.9, 32.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 22.0], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 41.0], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 46.1], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.9, 31.3], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.9, 33.6], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.4, 43.7], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",bb4e9163-9e34-4a36-9b89-1ab9c2317a0c,Blocked,0.030381102,Normal,Open Play,,,,Swansea City,26,00:04:45.516,Shot,
,,,,,,,,,,,,,,,1.399864,,,,,,,,,,,,1df873fc-3ed7-4c55-975e-5657d77daa85,2121,,,"[103.9, 55.8]",3754017,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Bafétimbi Gomis,20521.0,Center Forward,152,Swansea City,26,['35a0b32c-0d07-47ae-9b53-ea7351e92be0'],27,,Right Foot,"[120.0, 32.5, 0.2]",True,"[{'location': [95.7, 49.7], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 28.4], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.8, 30.7], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.8, 45.5], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.6, 43.5], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 54.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 54.3], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 43.6], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",c5c799db-5af5-47d9-b51d-256b2410e967,Off T,0.036177333,Normal,Open Play,,,,Swansea City,26,00:13:27.499,Shot,
,,,,,,,,,,,,,,,0.212635,,,,,,,,,,,,a608068d-c535-43fd-9f29-5d94545345df,2189,,,"[110.5, 38.8]",3754017,61,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,André Ayew Pelé,3347.0,Right Wing,157,Swansea City,26,"['4d3853ef-3210-414c-9c36-3ad8fa49c070', 'd73c177c-5f5c-4bab-8548-81593f6eaf44']",11,,Left Foot,"[113.6, 38.7, 1.5]",,"[{'location': [95.7, 21.0], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.1, 52.8], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.1, 34.7], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 53.0], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.3, 45.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 39.9], 'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 63.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.7, 43.4], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 39.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 61.7], 'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",23c8fc6f-2707-4221-86e7-d308acd2d248,Saved,0.23984891,Volley,Open Play,,,,Swansea City,26,00:16:11.006,Shot,True
