ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.2323,,,,,,,,,,,,,,,d6357ca9-98d3-40c3-a2b7-1165f4c83963,101,,,"[109.1, 42.8]",69199,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,5,England Women's,865,['02538801-d802-433e-8a63-7fe4d3432a8e'],6,Right Foot,"[120.0, 36.4, 0.2]",True,"[{'location': [120.0, 54.2], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.5, 49.4], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 31.6], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.8, 37.4], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.6, 38.1], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 31.3], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.4, 56.1], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 43.5], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 49.0], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 32.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 42.9], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c9d87c92-690a-4a9c-a263-560b9777f18a,,,Goal,,0.263847,Normal,Open Play,,,,England Women's,865,00:02:06.455,Shot,
,,,,,,,,,,,,,,,0.1307,,,,,,,,,,,,,,,10f6a06c-0661-4c1a-a774-da1e7289c37d,554,,,"[87.5, 45.2]",69199,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Karina Sævik,25728.0,Right Midfield,27,Norway Women's,852,"['61550a49-ab75-49d6-a297-00bc6285d186', '6dbe1e0e-ea20-446c-b921-6e6b31e7f6bf']",33,Right Foot,"[91.0, 44.8]",,"[{'location': [92.5, 23.2], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [87.6, 22.7], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.4, 29.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.7, 64.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [84.4, 47.6], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [86.2, 36.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.5, 29.8], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.3, 22.6], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 27.8], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 44.6], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.8, 52.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 41.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",615c05bb-9e99-4542-a3ab-a43393ceafc2,,,Blocked,,0.022424877,Normal,Open Play,,,,Norway Women's,852,00:14:33.715,Shot,
,,,,,,,,,,,,,,,0.769789,,,,,,,,,,,,,,,6be01d6c-3c63-46c0-81f4-7be4203a795b,847,,,"[112.9, 51.2]",69199,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nikita Parris,4654.0,Right Midfield,37,England Women's,865,['7da21ef6-fc16-46a6-83d4-06eb98c53dc7'],9,Left Foot,"[120.0, 35.3, 3.8]",,"[{'location': [107.4, 26.0], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.3, 40.8], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.8, 43.3], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.7, 46.1], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 57.8], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 28.8], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.8, 36.7], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 46.9], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 43.5], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 34.0], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 43.2], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5ced3e04-63ff-4387-beda-30b8351dfd63,,,Off T,,0.10588755,Normal,Open Play,,,,England Women's,865,00:20:09.066,Shot,
,,,,,,,,,,,,,,,0.2257,,,,,,,,,,,,,,,b5471ec2-cda3-4ad2-878b-a58cebed585c,1041,,,"[99.2, 32.5]",69199,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Caroline Graham Hansen,10386.0,Right Center Forward,45,Norway Women's,852,"['253130b5-b719-4e28-b90d-40b916e13900', 'f1fe0a15-80ab-49ef-acd5-162744801b9a']",1,Right Foot,"[104.1, 34.5]",,"[{'location': [85.9, 49.9], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.7, 29.0], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 32.1], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 41.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 34.7], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 39.1], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 38.0], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.4, 47.1], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.9, 45.9], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 39.2], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",44cabd32-873b-459b-b48f-1e56375b158b,,,Blocked,,0.05733184,Normal,Open Play,,,,Norway Women's,852,00:24:01.015,Shot,
,,,,,,,,,,,,,,,0.7166,,,,,,,,,,,,,,,52c37664-591d-4ffa-9848-6378b878c5f3,1240,,,"[112.6, 51.4]",69199,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellen White,10180.0,Center Forward,55,England Women's,865,['2792b0e7-6937-4b2b-aaa0-3cf17491dce8'],31,Right Foot,"[120.0, 36.1, 1.8]",True,"[{'location': [119.0, 43.3], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 42.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 34.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 50.1], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 52.4], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 51.0], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 39.3], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.2, 41.5], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.6, 50.3], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",ce35ae06-f319-407b-92c8-8b712192beec,,,Post,,0.13438478,Half Volley,Open Play,,,,England Women's,865,00:28:31.744,Shot,
,,,,,,,,,,,,,,,0.2458,,,,,,,,,,,,,,,81b65403-6bca-46c9-98ab-8e3fe583df42,1252,,,"[104.4, 22.1]",69199,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Left Center Midfield,55,England Women's,865,"['634723a5-6171-44e5-9cfc-c84c629f0479', 'df55d38c-8b0a-401b-86f5-14e4473c7947']",44,Left Foot,"[107.0, 25.2]",,"[{'location': [96.7, 10.4], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.1, 43.5], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.4, 40.2], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 42.8], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.8, 13.6], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.2, 26.5], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 37.7], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 44.4], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 44.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.7, 41.4], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 38.1], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 28.0], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 29.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 16.6], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",194ee165-08e5-40f8-95e9-886a50e32dd9,,,Blocked,,0.025318755,Normal,Open Play,,,,England Women's,865,00:28:44.292,Shot,
,,,,,,,,,,,,,,,0.3466,,,,,,,,,,,,,,,82591146-aec8-44f7-85b4-1ff6735c7d6c,1343,,,"[100.8, 40.6]",69199,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Guro Reiten,10514.0,Left Midfield,58,Norway Women's,852,"['63c1dbfb-775d-4101-bae0-386e555b15bd', 'a22541a0-916a-4ab4-8a5e-859b1fc81113']",53,Left Foot,"[102.9, 40.6]",,"[{'location': [106.5, 31.0], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.2, 37.4], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 40.8], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.8, 34.1], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.3, 49.3], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 53.9], 'player': {'id': 13479, 'name': 'Isabell Herlovsen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.0, 48.7], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.4, 51.7], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 47.7], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 40.2], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4bb12562-1f59-4291-8d51-df1982ba45a1,,,Blocked,,0.06654555,Normal,Open Play,,,,Norway Women's,852,00:30:53.553,Shot,
,,,,,,,,,,,,,,,0.475,,,,,,,,,,,,,,,c07a12ea-3dc3-434b-a5fa-a56142df0245,1668,,,"[115.0, 49.9]",69199,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nikita Parris,4654.0,Right Midfield,69,England Women's,865,['0cd1e8cb-bdf3-48d6-9001-d01096b6b8e1'],2,Head,"[119.3, 43.6, 2.1]",,"[{'location': [114.7, 48.2], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 38.8], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 26.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 28.8], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 34.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 38.0], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.8, 43.1], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 43.7], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.2, 19.9], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.3, 40.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",97806738-e399-4d59-9864-f8c7ea5de08a,True,,Saved,,0.09617749,Normal,Open Play,,,,England Women's,865,00:38:02.764,Shot,
,,,,,,,,,,,,,,,0.46922,,,,,,,,,,,,,,,ee43fb59-e31d-4367-bba3-1ea01a1dc6b8,1713,,,"[114.9, 42.0]",69199,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellen White,10180.0,Center Forward,73,England Women's,865,['507eef2a-fe90-4ebd-874a-9a29a8721088'],50,Right Foot,"[120.0, 40.2, 0.4]",True,"[{'location': [104.1, 46.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.2, 34.7], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 52.2], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 48.5], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 40.9], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 32.7], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 23.9], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 40.3], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.3, 51.3], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.2, 43.4], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",76414098-187c-4bbc-826c-99253981d82f,,True,Goal,,0.7931344,Normal,Open Play,,,,England Women's,865,00:39:50.596,Shot,
,,,,,,,,,,,,,,,0.390327,,,,,,,,,,,,,,,25cc0ca6-ed7e-4c86-963b-28d3c5ecefd0,1846,,,"[118.0, 45.8]",69199,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,78,England Women's,865,['8c7f2bc3-a697-40d3-9faa-6ad51bb687a8'],3,Right Foot,"[120.0, 45.1, 2.1]",True,"[{'location': [117.0, 39.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.7, 30.8], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.2, 20.4], 'player': {'id': 10183, 'name': 'Toni Duggan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.9, 18.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.3, 25.6], 'player': {'id': 25466, 'name': 'Vilde Bøe Risa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 51.3], 'player': {'id': 10393, 'name': 'Kristine Minde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 42.6], 'player': {'id': 25728, 'name': 'Karina Sævik'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 26.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 32.1], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 38.9], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 42.2], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.4, 41.2], 'player': {'id': 10394, 'name': 'Ingrid Hjelmseth'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d127befa-eaa1-4d90-a728-ec49057f7a98,,,Off T,,0.15083857,Volley,Open Play,,,,England Women's,865,00:45:03.937,Shot,
