50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.936868,,,,,,,,,,,0c194334-f8e7-45f9-9844-975d0cd91120,128,,,"[95.7, 49.4]",2275077,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ria Percival,18145.0,Left Center Midfield,9,Tottenham Hotspur Women,749,['2e0fd8d8-c1d5-49d5-9364-c74acc367e44'],18,,Right Foot,,"[120.0, 25.9, 0.9]",True,"[{'location': [108.3, 26.4], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.7, 40.1], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.4, 65.1], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.6, 56.3], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.3, 41.5], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.1], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 53.3], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 45.6], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 33.1], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 41.1], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 50.9], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 40.5], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.2, 43.0], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 56.2], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.9, 44.1], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",ee5be061-2301-4b85-8b29-a35d19328572,Off T,,0.034644913,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:02:18.913,Shot,
,,,,,,,,,,,,,,,,,,0.505737,,,,,,,,,,,7c3d2b7e-be7d-4e23-8aaf-e680ce8cc93c,177,,,"[111.6, 40.5]",2275077,4,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriana Kristina Leon,8297.0,Right Wing,12,West Ham United LFC,972,"['9c2750e1-b818-4369-93e2-fabebaa9f5e2', 'bfd8f366-008c-4d87-b1df-87c15e376f55']",10,True,Head,,"[120.0, 35.1, 4.0]",,"[{'location': [111.7, 41.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 7.1], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.9, 41.5], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.9, 12.9], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.2, 19.7], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.0, 14.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.7, 12.2], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 16.1], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.5, 32.2], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.3, 30.2], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 34.5], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.2, 36.6], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",80d80ef7-c7b5-4c18-a73b-4419bcd8d6aa,Off T,,0.14145315,Normal,Open Play,,,,West Ham United LFC,972,00:04:10.412,Shot,True
,,,,,,,,,,,,,,,,,,0.60835,,,,,,,,,,,7ccc4ecd-1666-49da-93c3-8d7be4736a15,198,,,"[106.5, 33.2]",2275077,6,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Martha Thomas,31558.0,Center Forward,15,West Ham United LFC,972,['217f1c8f-0053-4906-af8e-734e2fee32f1'],0,,Right Foot,,"[112.1, 35.0]",True,"[{'location': [104.5, 50.5], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.8, 42.7], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 41.8], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 48.3], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 43.1], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.6, 45.3], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.6, 39.5], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.6, 37.2], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 36.6], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 38.1], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 41.8], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.3, 41.9], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.2, 47.3], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.1, 44.4], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.8, 49.5], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 67.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 52.5], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.8, 34.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.3, 38.1], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",49b8b7eb-0b5b-4ed9-a1ed-b9545acc18e1,Wayward,,0.074330226,Normal,Open Play,,,,West Ham United LFC,972,00:06:00.430,Shot,
,,,,,,,,,,,,,,,,,,1.098533,,,,,,,,,,,ae7070b6-0a3a-499c-97ec-c98744bfe6c1,219,,,"[106.0, 38.9]",2275077,6,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rosella Ayane,21048.0,Right Wing,16,West Ham United LFC,972,['e28f5c09-e7d0-4eb5-89b5-3a6972c38eb5'],53,,Right Foot,,"[115.1, 42.1]",True,"[{'location': [113.5, 33.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.9, 47.8], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.5, 43.3], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.5, 32.4], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.6, 43.4], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 35.6], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.3, 35.0], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 33.8], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.1, 63.7], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Wayward,,0.50530165,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:06:53.312,Shot,
,,,,,,,,,,,,,,,,,,1.370171,,,,,,,,,,,6d6e0394-084a-4e90-96c5-6143e5f9010a,610,,,"[91.3, 37.4]",2275077,20,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josie Green,4865.0,Left Center Midfield,40,Tottenham Hotspur Women,749,['cbfe6f33-6d02-4bad-9d5c-69d4a9ce9a49'],9,,Right Foot,,"[120.0, 50.0, 4.7]",,"[{'location': [103.4, 20.3], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [81.8, 50.7], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.7, 47.5], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 35.7], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 25.9], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 29.6], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 31.8], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.8, 38.8], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 23.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.4, 39.3], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 55.3], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Off T,,0.025406756,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:20:09.573,Shot,
,,,,,,,,,,,,,,,,,,1.412945,,,,,,,,,,,54fb9138-72e6-4f1a-989e-159685d096f1,661,,,"[89.9, 41.5]",2275077,21,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rosella Ayane,21048.0,Right Wing,44,West Ham United LFC,972,['1085e7fd-e9b3-472e-9363-9ce972a406c0'],41,,Left Foot,,"[120.0, 32.7, 3.8]",,"[{'location': [87.4, 62.2], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.0, 39.8], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.5, 42.4], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 54.7], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.4, 53.1], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 52.1], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 42.3], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 38.7], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 32.4], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 29.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.3, 37.1], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.7, 42.1], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.4, 49.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Off T,,0.020689448,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:21:41.046,Shot,
,,,,,,,,,,,,,,,,,,0.620538,,,,,,,,,,,9edfc1d6-6233-4f97-a311-95f7c2824df7,897,,,"[104.6, 26.7]",2275077,29,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rosella Ayane,21048.0,Right Wing,62,Tottenham Hotspur Women,749,['538bff8c-888c-4b25-8889-4284a992c263'],29,,Left Foot,,"[115.7, 36.8, 0.4]",,"[{'location': [117.6, 35.7], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 34.4], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 39.4], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 52.6], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.2, 35.2], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.6, 28.4], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 48.2], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",acd7a418-9af5-45f2-8629-289ad1282ba9,Saved,,0.07780186,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:29:29.075,Shot,
,,,,,,,,,,,,,,,,,,0.602922,,,,,,,,,,,27622bee-3beb-45b5-a8e9-4353a3c48cf4,908,,,"[98.7, 58.4]",2275077,29,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Emma Mukandi,18998.0,Left Back,63,Tottenham Hotspur Women,749,"['5405c24c-a933-4a6f-a042-bf78b156af1e', 'e721685e-a424-4efa-ab47-741159b920a7']",57,,Left Foot,True,"[120.0, 36.6, 0.4]",,"[{'location': [109.9, 35.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.7, 30.8], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.8, 35.3], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.9, 35.2], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 37.0], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 52.4], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.6, 45.8], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 58.8], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.2, 60.1], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.8, 35.0], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.4, 39.2], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.4, 41.9], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 40.3], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.7, 44.6], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 43.7], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 46.2], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Goal,,0.009527007,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:29:57.022,Shot,
,,,,,,,,,,,,,,,,,,1.349703,,,,,,,,,,,b2fb7a47-619e-410c-9d5d-33decf181861,1018,,,"[91.5, 45.2]",2275077,32,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rosella Ayane,21048.0,Right Wing,68,Tottenham Hotspur Women,749,['c76f6e07-9e27-48c5-87c4-b295d40c141d'],50,,Right Foot,,"[120.0, 48.3, 4.5]",,"[{'location': [87.7, 57.1], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.7, 60.3], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.9, 35.9], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 41.3], 'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 51.7], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 27.1], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 32.9], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 42.3], 'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 34.5], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [82.5, 62.3], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",8324041d-a415-4788-ab27-6ffb8428692c,Off T,,0.032350138,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:32:50.428,Shot,
,,,,,,,,,,,,,,,,,,1.308788,,,,,,,,,,,bfe2b9ca-024d-41f0-bb3e-c873c1cdba6f,1071,,,"[85.7, 42.9]",2275077,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Left Center Midfield,75,West Ham United LFC,972,['254113cc-26b9-430c-a695-79ebd08c3dc4'],30,,Right Foot,,"[120.0, 41.1, 7.2]",True,"[{'location': [101.8, 67.6], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.6, 62.9], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.1, 36.6], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.6, 39.3], 'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 40.2], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.5, 42.7], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.8, 33.9], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 31.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 19.3], 'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 43.6], 'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.6, 44.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.4, 62.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 50.6], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 40.4], 'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [89.2, 56.2], 'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Off T,,0.01414771,Half Volley,Open Play,,,,West Ham United LFC,972,00:35:30.574,Shot,
