50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.677099,,,,,,,,,,,,2f41b5aa-a5c6-4455-9004-58f6b845cc2f,139,,,"[114.4, 38.6]",3901154,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdul Majeed Waris,7615.0,Right Center Forward,7,Lorient,165,['06ba7078-7833-490b-879b-8e3885dee859'],52,,Right Foot,"[120.0, 36.7, 1.6]",True,"[{'location': [117.7, 38.4], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.5, 58.5], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.1, 44.5], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 44.3], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.9, 26.8], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.3, 46.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 53.2], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 45.1], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.2, 64.4], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 37.6], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",7f5c266c-f81e-4e9b-abe1-e6f8ef5ba972,Goal,0.5570763,Normal,Open Play,,,,Lorient,165,00:02:52.168,Shot,
,,,,,,,,,,,,,,,,,0.505369,,,,,,,,,,,,9ca22be3-b058-4610-bb35-3c1dd7e12b3c,562,,,"[105.0, 45.6]",3901154,11,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Maxime Barthelmé,7567.0,Left Midfield,30,Lorient,165,"['19326bfa-a372-48df-b0ea-e227b99ca808', '22b60128-2eaf-4eeb-b12a-ac2d54a2d0a2']",12,,Right Foot,"[117.7, 43.0, 0.2]",True,"[{'location': [117.5, 42.0], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 70.1], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.1, 55.6], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.6, 37.2], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.5, 56.4], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.8, 63.0], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 51.7], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 59.2], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 40.3], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 44.7], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",e9f553f6-0866-4c6d-8c7c-5347cf757868,Saved,0.11756844,Normal,Open Play,,,,Lorient,165,00:11:12.465,Shot,True
,,,,,,,,,,,,,,,,,0.918668,,,,,,,,,,,,6ef9a623-f9fb-4228-86a7-cada1bb89b28,982,,,"[103.5, 27.6]",3901154,20,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Abdul Majeed Waris,7615.0,Right Center Forward,50,Lorient,165,['96691b04-d7ac-471d-8697-a323795c2ec2'],18,,Right Foot,"[120.0, 45.7, 1.6]",,"[{'location': [100.3, 60.4], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.6, 13.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.1, 39.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.9, 50.6], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 38.6], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 27.1], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 54.0], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.5, 36.1], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 25.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 20.8], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.9, 19.1], 'player': {'id': 2993, 'name': 'Stéphane Darbion'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.2, 37.7], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 40.2], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.1, 31.6], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,Off T,0.09849252,Normal,Open Play,,,,Lorient,165,00:20:18.996,Shot,
,,,,,,,,,,,,,,,,,0.84541,,,,,,,,,,,,b665dd99-8f77-46ea-9a3b-9cee3712844c,1078,,,"[104.6, 43.9]",3901154,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdul Majeed Waris,7615.0,Right Center Forward,58,Lorient,165,"['73fc2c9b-d14c-415e-9990-dc85d1d5ad79', 'bca9cee6-53e8-4f95-9899-7461745547b0']",41,,Right Foot,"[120.0, 49.4, 2.2]",,"[{'location': [92.1, 44.9], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.4, 49.2], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 43.0], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 44.5], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 37.7], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 28.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.7, 40.5], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 55.5], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",05d5e68e-d251-4ea6-a730-dd8455714e89,Off T,0.17304358,Volley,Open Play,,,,Lorient,165,00:22:41.679,Shot,True
,,,,,,,,,,,,,,,,,0.45057,,,,,,,,,,,,00097113-ec14-437e-8ca4-de132757678e,1232,,,"[113.3, 32.6]",3901154,25,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,62,Lorient,165,['0e2f5d89-54aa-4ab8-a5d8-b400c88d1c12'],42,,Left Foot,"[120.0, 35.0, 0.3]",True,"[{'location': [119.1, 37.0], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 47.2], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 36.2], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 28.6], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 33.5], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 37.6], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 17.9], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 14.1], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 32.4], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.6, 51.5], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.1, 36.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",bcf716e2-6e1c-4fbe-88e5-49f6fb7dfc0e,Off T,0.20363308,Half Volley,Open Play,,,,Lorient,165,00:25:42.022,Shot,
,,,,,,,,,,,,,,,,,0.730581,,,,,,,,,,,,e68bd7ca-b62d-485a-b765-0cf8d3866852,1327,,,"[97.9, 31.8]",3901154,27,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Benjamin Jeannot,3552.0,Left Center Forward,68,Lorient,165,['fb0eedef-8ce0-4464-9a4d-43e5ff4211bb'],39,,Left Foot,"[114.3, 38.1, 0.2]",,"[{'location': [98.9, 41.1], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 36.4], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 32.9], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.5, 40.8], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 25.3], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 38.0], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 43.9], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",81ce5c61-0ca7-46cd-a770-bb51cc658e28,Saved,0.044363175,Normal,Open Play,,,,Lorient,165,00:27:39.730,Shot,
,,,,,,,,,,,,,,,,,1.326925,,,,,,,,,,,,c891d369-a7dd-454e-b6f2-2b1036c77606,1436,,,"[82.4, 42.6]",3901154,29,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karim Azamoum,2969.0,Right Defensive Midfield,73,Troyes,133,['619e15fb-2804-479e-ab3a-dbb594c32759'],40,,Right Foot,"[120.0, 45.6, 3.6]",,"[{'location': [99.8, 14.8], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.3, 9.7], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.6, 40.2], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [76.6, 22.8], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [92.1, 54.3], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [87.1, 41.7], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [87.2, 30.6], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 46.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 39.4], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 34.2], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 26.4], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 28.7], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 36.6], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.0, 25.4], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [72.6, 19.3], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",9101169b-ce7e-42a7-b734-6ae2e235522a,Off T,0.006436532,Normal,Open Play,,,,Troyes,133,00:29:40.822,Shot,
,,,,,,,,,,,,,,,,,0.728006,,,,,,,,,,,,c9e93662-bf28-4c69-b218-7f8d89c17b0e,1780,,,"[107.0, 28.1]",3901154,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,95,Lorient,165,['7adb7a39-766c-44d5-ba85-0a1f7885593a'],48,,Right Foot,"[118.7, 36.7, 0.2]",True,"[{'location': [118.9, 37.3], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 39.0], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 26.1], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 31.4], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 33.0], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 27.5], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 15.9], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 26.5], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.2, 36.6], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 37.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.7, 25.1], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.7, 30.7], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,Saved,0.077396885,Normal,Open Play,,,,Lorient,165,00:38:48.071,Shot,
,,,,,,,,,,,,,,,,,0.692747,,,,,,,,,,,,dda7cb87-30b0-476d-9dcf-d2d8baabdc52,1895,,,"[98.3, 35.9]",3901154,41,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Walid Mesloub,7766.0,Right Defensive Midfield,102,Lorient,165,['ee1b29d6-925f-42b6-828c-da7e9e379379'],45,,Right Foot,"[117.4, 38.1, 1.3]",,"[{'location': [102.2, 39.8], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 30.8], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 32.3], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 27.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 20.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 39.0], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 21.4], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.4, 21.6], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.8, 57.4], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.6, 30.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",42c89a59-c763-4a28-9efd-f3920732aec9,Saved,0.09736439,Normal,Open Play,,,,Lorient,165,00:41:45.149,Shot,
,,,,,,,,,,,,,,,,,0.939238,,,,,,,,,,,,d058c911-c70b-47c6-927f-21c8c4f24e16,1898,,,"[112.0, 29.7]",3901154,41,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maxime Barthelmé,7567.0,Left Midfield,102,Lorient,165,['0cd1facc-4436-4a86-bcb8-6ce6c72be2aa'],46,,Left Foot,"[120.0, 45.1, 0.2]",True,"[{'location': [107.6, 32.5], 'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 36.4], 'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 45.2], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 34.7], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 39.0], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.3, 41.9], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 27.4], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.7, 56.2], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.1, 33.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,Off T,0.20965289,Half Volley,Open Play,,,,Lorient,165,00:41:46.885,Shot,
