50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.663153,,,,,,,,,,,,dfe3889c-94c5-4c70-977e-ade8df87e1f9,51,,"[115.2, 26.7]",3753981,0,,,True,,,,,,,,,,,,,,,,,,1,From Kick Off,Wilfried Zaha,3507.0,Right Wing,2,Crystal Palace,31,['6304c7a7-80df-446a-814c-0a4219a34669'],43,,Right Foot,,"[120.0, 44.0, 0.5]",,"[{'location': [109.5, 35.1], 'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.2, 38.7], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.1, 29.9], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.4, 39.1], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.8, 24.5], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 31.2], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 25.6], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 43.1], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.7, 33.4], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 37.8], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 32.5], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2ae11759-29d1-405f-94cc-0b24aba419a2,Post,0.028004505,Normal,Open Play,,,,Crystal Palace,31,00:00:43.572,Shot,
,,,,,,,,,,,,,,,,0.108087,,,,,,,,,,,,90aae3b2-8072-4e21-a26d-00d5b5d2f5ad,68,,"[102.8, 54.5]",3753981,1,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Libor Kozák,28247.0,Center Forward,3,Aston Villa,59,"['1fdfc896-7db6-4923-a019-c8510961c141', '236a755c-0f91-4730-84f6-b1f0396ad70e']",29,,Right Foot,,"[104.9, 53.3]",,"[{'location': [101.4, 53.4], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 53.2], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 38.6], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.7, 44.1], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,0.030967258,Normal,Open Play,,,,Aston Villa,59,00:01:29.773,Shot,
,,,,,,,,,,,,,,,,0.976177,,,,,,,,,,,,5549710d-631b-4f52-9fc8-530fea1572bc,76,,"[96.6, 33.3]",3753981,2,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ashley Westwood,3583.0,Left Center Midfield,4,Aston Villa,59,['3ceadd21-33ad-4edb-8410-967668c47d80'],0,,Left Foot,,"[120.0, 34.3, 3.6]",,"[{'location': [97.9, 35.6], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.3, 50.0], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 38.8], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 35.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.5, 37.3], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.4, 46.5], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 44.2], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 34.2], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 33.3], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.8, 36.9], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 38.6], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.5, 46.3], 'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.1, 41.2], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 42.2], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Off T,0.028597992,Half Volley,Open Play,,,,Aston Villa,59,00:02:00.443,Shot,
,,,,,,,,,,,,,,,,0.084355,,,,,,,,,,,,aa98c6a4-c8ff-4805-bc81-d95fb9b940da,241,,"[101.4, 52.9]",3753981,6,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leandro Bacuna,9533.0,Right Back,10,Aston Villa,59,"['5ac93fbe-1278-40f3-b3f5-1d0d933b264a', 'cab447e0-2f06-4654-9494-bea5657b9d46']",5,,Left Foot,,"[102.9, 52.1]",,"[{'location': [119.0, 42.7], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 52.0], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.7, 48.0], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.1, 54.0], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 45.8], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 40.5], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 36.4], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.2, 51.0], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 57.1], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.0, 26.7], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.2, 36.8], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5b6c6ae1-240b-4221-80d9-52291fbb68f8,Blocked,0.024646416,Normal,Open Play,,,,Aston Villa,59,00:06:05.790,Shot,
,,,,,,,,,,,,,,,,0.987503,,,,,,,,,,,,1d94c788-81cb-451a-858c-87a54d0ff2d0,570,,"[89.8, 47.3]",3753981,13,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Veretout,7153.0,Right Center Midfield,25,Aston Villa,59,['ec92d797-e463-4d30-a9f2-c4f74d316c28'],7,,Left Foot,,"[118.1, 41.7, 0.8]",,"[{'location': [118.2, 41.8], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.1, 23.4], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.8, 29.9], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 36.6], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.4, 46.6], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.0, 50.6], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.6, 70.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.7, 42.3], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.3, 40.1], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.4, 35.4], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 35.1], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 45.1], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 44.0], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.3, 61.4], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.7, 34.0], 'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.6, 50.8], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",aef15e93-98c4-4ca2-887a-fe04e167866d,Saved,0.023313923,Normal,Open Play,,,,Aston Villa,59,00:13:07.160,Shot,
,,,,,,,,,,,,,,,,1.17067,,,,,,,,,,,,d3307835-1fa0-4e88-b8b5-af17b184ae87,912,,"[91.3, 46.7]",3753981,19,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bakary Sako,3469.0,Center Forward,44,Crystal Palace,31,"['3ca01eed-8891-49a5-8892-f10f1b1c6064', 'df2c9886-b293-4e7c-aa29-e4e57a89e46d']",56,,Left Foot,,"[120.0, 43.4, 3.8]",,"[{'location': [87.7, 44.4], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.7, 68.0], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.9, 40.5], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 31.7], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 36.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 43.7], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.7, 54.7], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.2, 58.6], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.7, 47.4], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",0f89eadb-47cf-41c0-8f3d-180b5a663e31,Off T,0.027642893,Normal,Open Play,,,,Crystal Palace,31,00:19:56.685,Shot,True
,,,,,,,,,,,,,,,,0.38616,,,,,,,,,,,,2016a8d1-f6d8-4b5d-92fd-8882e0095622,1064,,"[112.6, 54.7]",3753981,25,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Ayew,3450.0,Left Wing,54,Aston Villa,59,['5c19ea56-76d7-4321-b5e5-096bb84aeefd'],15,,Right Foot,,"[120.0, 44.7, 2.4]",True,"[{'location': [118.5, 43.3], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 55.3], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 51.1], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.7, 52.8], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 44.4], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 52.4], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 59.4], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.3, 53.0], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.1, 39.9], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",3a49758c-ab54-4fcc-9754-e2d7521b56aa,Off T,0.032908402,Half Volley,Open Play,,,,Aston Villa,59,00:25:15.215,Shot,
,,,,,,,,,,,,,,,,0.953001,,,,,,,,,,,,c866814a-d1ef-4d12-bbb7-889508846ef1,1078,,"[109.6, 36.9]",3753981,26,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Damien Delaney,3693.0,Left Center Back,58,Crystal Palace,31,['7ddf2399-1c62-4bf5-a286-550f580643ff'],52,,Left Foot,,"[120.0, 34.9, 1.4]",True,"[{'location': [106.5, 53.4], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.9, 34.5], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.5, 41.7], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.7, 30.3], 'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.4, 45.4], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 35.1], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 34.1], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 48.1], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.7, 36.2], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 44.9], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 37.6], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 38.5], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 45.0], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 38.8], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.1, 41.5], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.8, 35.1], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",120e422d-609d-4391-a163-7256103b2a0f,Off T,0.1067025,Volley,Open Play,,,,Crystal Palace,31,00:26:52.136,Shot,
,,,,,,,,,,,,,,,,0.118727,,,,,,,,,,,,5564c220-3fa7-4d24-b88d-ebee71cc6a7e,1486,,"[96.5, 41.0]",3753981,38,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,83,Aston Villa,59,"['151b1569-d137-4e26-ba7a-9af4e5279556', 'bbeb2a80-7100-48b8-a3f8-01c6e4008f8d']",8,,Right Foot,,"[101.0, 41.0]",,"[{'location': [104.7, 24.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.8, 15.2], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.5, 32.3], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.2, 53.2], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.1, 62.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.7, 24.8], 'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.6, 34.5], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 40.5], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 38.2], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 41.1], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.1, 51.4], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 40.4], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.9, 50.1], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.2, 37.2], 'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.5, 40.0], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9108ad15-ea0d-4bc3-be74-706e54f204ad,Blocked,0.042200748,Normal,Open Play,,,,Aston Villa,59,00:38:08.439,Shot,
,,,,,,,,,,,,,,,,0.119737,,,,,,,,,,,,2912fa54-4c86-46b7-a6a8-d971aca80a37,1587,,"[89.2, 37.9]",3753981,40,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,90,Aston Villa,59,"['50a71da0-39ca-4560-8e71-96179eb503ba', 'db58c6ef-ddbb-468d-95c9-04177401f0b3']",52,,Right Foot,,"[93.8, 37.7]",,"[{'location': [93.0, 20.9], 'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 40.1], 'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.5, 16.0], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.5, 41.3], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.3, 21.1], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.3, 40.4], 'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.6, 52.3], 'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.5, 35.3], 'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.2, 37.7], 'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 40.2], 'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.8, 29.1], 'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Blocked,0.019713575,Normal,Open Play,,,,Aston Villa,59,00:40:52.167,Shot,
