50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.2091,,,,,,,,,,036956ee-5ec6-4d6b-bf42-5892ed9eb7f2,1681,,,"[114.0, 30.0]",19740,45,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica Anne Clarke,15218.0,Right Wing,82,Liverpool WFC,966,"['4c9a63e5-df13-4ce4-a363-c65868837ec0', '9d1e72a2-745a-4985-9a8d-f339e9941a1c']",51,,Right Foot,"[115.0, 32.0]",,"[{'location': [114.0, 44.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.0, 47.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 32.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 28.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 21014, 'name': 'Vyan Sampson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",603c0555-9026-4893-bcdf-485c17d54da7,,,Blocked,0.110100865,Normal,Open Play,,,,Liverpool WFC,966,00:45:51.603,Shot,
,,,,,,,,,,1.10928,,,,,,,,,,85ab52be-02f3-4b18-9e33-6351b3a1c636,1753,,,"[100.0, 55.0]",19740,46,,,,,,,,,,,,,,,,,,,,2,From Corner,Leanne Kiernan,18146.0,Right Center Forward,86,West Ham United LFC,972,"['994a3ede-2d86-48e7-a49e-ac5d2d32d4c4', 'a3f4dfde-c3d6-4b3a-83be-108a5a4aaf7d']",34,,Right Foot,"[119.0, 42.4, 2.2]",,"[{'location': [109.0, 41.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 34.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 42.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 21014, 'name': 'Vyan Sampson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 36.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 42.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 46.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.0, 52.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.0, 54.0], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,,Saved,0.03136777,Normal,Open Play,,,,West Ham United LFC,972,00:01:34.585,Shot,True
,,,,,,,,,,1.15906,,,,,,,,,,df6cdc2b-8777-4c57-b3d2-da204854f7b0,2155,,,"[112.0, 44.0]",19740,58,,,,,,,,,,,,,,,,,,,,2,Regular Play,Brianna Visalli,18157.0,Left Center Forward,107,West Ham United LFC,972,['b11fe6de-2ebe-410a-83f1-9f053b23bd6a'],13,,Head,"[120.0, 57.0]",,"[{'location': [115.0, 38.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 42.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",38f96873-34ac-43c7-950e-c01d43f7b995,,,Wayward,0.11063833,Normal,Open Play,,,,West Ham United LFC,972,00:13:13.041,Shot,
,,,,,,,,,,0.2287,,,,,,,,,,1a457010-2dc0-4c9e-b3ae-e147d8837485,2370,,,"[93.0, 38.0]",19740,66,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alisha Lehmann,18153.0,Right Midfield,121,West Ham United LFC,972,"['5a0c7a7c-b9f9-4a29-9ef0-05c94ad85d85', 'c2b7743a-5707-4a00-a0b5-810c64008295']",10,,Right Foot,"[97.0, 40.0]",,"[{'location': [107.0, 36.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 32.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': True}, {'location': [93.0, 51.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 44.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 38.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.0, 34.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.0, 38.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",9e5e88d6-5729-4e44-89ef-85f5768427dc,,,Blocked,0.041614033,Normal,Open Play,,,,West Ham United LFC,972,00:21:10.712,Shot,
,,,,,,,,,,1.126568,,,,,,,,,,9053cfee-7765-4038-8b52-25b0de1cd19d,2430,,,"[109.0, 50.0]",19740,70,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kirsty Linnett,19418.0,Center Forward,126,West Ham United LFC,972,"['4942296b-c64f-45e4-b1fb-5450e341eab5', 'f1b6a6c2-7b7e-4e24-96c7-c128da84a78a']",2,,Right Foot,"[116.0, 41.3, 0.2]",,"[{'location': [116.0, 42.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 48.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Saved,0.19992103,Normal,Open Play,,,,Liverpool WFC,966,00:25:02.753,Shot,True
,,,,,,,,,,0.6754,,,,,,,,,,fcd25605-647a-4ae8-ba7b-039493c5ce82,2683,,,"[116.0, 43.0]",19740,79,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,143,West Ham United LFC,972,['4a22f0ab-a515-43c4-bad9-82d0650b571a'],9,,Head,"[119.0, 40.5, 2.4]",,"[{'location': [118.0, 38.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.0, 50.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 48.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 48.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 51.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 21.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 29.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 28.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",758bbc33-63e1-47e9-b36c-80d92543cc22,,,Saved,0.24823356,Normal,Open Play,,,,West Ham United LFC,972,00:34:09.087,Shot,
,,,,,,,,,,1.848551,,,,,,,,,,498c35c5-4f3b-4dca-86ac-aab573c7247e,2687,,,"[112.0, 43.0]",19740,79,,,,,,,,,,,,,,,,,,,,2,From Corner,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,144,West Ham United LFC,972,['39a3247b-2cc7-478c-9f0c-af2c37d53483'],47,,Head,"[120.0, 46.5, 2.8]",,"[{'location': [117.0, 45.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.0, 43.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 48.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 43.0], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 50.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 38.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bcc4cbef-878c-4978-a259-6a349b87bdc4,,,Off T,0.0749884,Normal,Open Play,,,,West Ham United LFC,972,00:34:47.805,Shot,
,,,,,,,,,,1.5815,,,,,,,,,,907f3806-758a-4c48-aa5d-ca0f056ac666,2723,,,"[97.0, 28.0]",19740,81,,,,,,,,,,,,,,,,,,,,2,From Corner,Jessica Anne Clarke,15218.0,Right Wing,148,Liverpool WFC,966,['8f67cd5d-c8ff-46c1-9a35-b627010cec37'],55,,Left Foot,"[119.0, 40.9, 2.6]",,"[{'location': [99.0, 33.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.0, 35.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.0, 15.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 30.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 26.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [94.0, 43.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 45.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 41.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.0, 28.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 35.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 30.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",,,,Saved,0.026999416,Normal,Open Play,,,,Liverpool WFC,966,00:36:55.852,Shot,
,,,,,,,,,,1.1935,,,,,,,,,,48b0bd48-c3fd-4324-8a58-4710625c4abb,2780,,,"[98.0, 47.0]",19740,84,,,,,,,,,,,,,,,,,,,,2,Other,Rinsola Babajide,15613.0,Right Midfield,151,Liverpool WFC,966,"['e6008615-5a7e-4c10-8e05-222ebc7b8c66', 'fd69ef3e-3484-43d6-8867-e3c71e3e2dd6']",43,,Left Foot,"[118.0, 37.8, 2.1]",,"[{'location': [103.0, 29.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 35.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 46.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 47.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 49.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",487beaca-fcc8-4eba-8058-0b0a4a41c01a,,,Saved,0.04633003,Normal,Open Play,,,,Liverpool WFC,966,00:39:43.973,Shot,True
,,,,,,,,,,0.5004,,,,,,,,,,dddf3cc7-ca36-440f-85f6-b645bc552dd6,2921,,,"[114.0, 44.0]",19740,90,,,,,,,,,,,,,,,,,,,,2,From Corner,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,162,West Ham United LFC,972,"['02895174-2669-4ddd-a1ab-a0e6de8bc451', '80244add-1a23-4d22-a530-c3d8279de46b', 'f481f5b8-2a28-49eb-89b1-6377fa649769']",42,True,Head,"[117.0, 41.0]",,"[{'location': [116.0, 43.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 49.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 48.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a4e30436-3b0c-4e66-b639-56c10b6bbf47,,,Blocked,0.10038228,Normal,Open Play,,,,West Ham United LFC,972,00:45:42.537,Shot,True
