ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.364603,,,,,,,,,,,,,fe984ca2-501b-410b-b62b-6f3e934f91af,139,,"[103.0, 40.6]",3817865,4,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sahil Panwar,179263.0,Left Back,9,Odisha,7291,"['5f69b0f9-0ead-4b8e-85bc-072867c57c85', 'ef186cbd-8d80-47dd-b3f4-47342951b794']",8,,Right Foot,,"[109.9, 39.2]",True,"[{'location': [96.5, 50.2], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.8, 38.6], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.2, 37.1], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.8, 38.3], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.5, 33.0], 'player': {'id': 162221, 'name': 'Daniel Lalhlimpuia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.7, 36.9], 'player': {'id': 24268, 'name': 'Ariday Cabrera Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.8, 33.3], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.8, 30.3], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 35.1], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 34.9], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.9, 38.8], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.6, 42.6], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 38.9], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.9, 39.4], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 40.0], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 40.8], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 40.3], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 11.7], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,,Blocked,0.05112481,Half Volley,Open Play,,,,Odisha,7291,00:04:08.027,Shot,
,,,,,,,,,,,,,,,,0.374321,,,,,,,,,,,,,853cdb7e-cc12-4986-a919-87c41dab1783,613,,"[107.9, 37.6]",3817865,15,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lalkhawpuimawia Lalkhawpuimawia,164341.0,Center Forward,30,NorthEast United,7285,['b264f00b-ed4d-495b-bb20-98a2261da891'],35,,Left Foot,,"[119.0, 51.1]",True,"[{'location': [100.8, 19.7], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.9, 34.3], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 44.9], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 36.8], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 27.4], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 27.5], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 24.3], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 37.6], 'player': {'id': 162220, 'name': 'Arshdeep Singh Saini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 46.7], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 22.2], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",9672c56e-d244-44de-826b-64642f2a3596,,,Wayward,0.2422762,Normal,Open Play,,,,NorthEast United,7285,00:15:35.745,Shot,
,,,,,,,,,,,,,,,,0.217452,,,,,,,,,,,,,098b98cc-acdf-4ad1-9c97-4c75fbf09c79,655,,"[116.0, 40.6]",3817865,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Lalhlimpuia,162221.0,Center Forward,32,Odisha,7291,['5a4cf6c4-152c-4084-909e-d9733cc4d6cb'],33,,Right Foot,,"[120.0, 40.7, 0.7]",True,"[{'location': [114.7, 47.2], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.1, 38.8], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 39.7], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.1, 27.0], 'player': {'id': 24268, 'name': 'Ariday Cabrera Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.8, 32.2], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 40.6], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 36.7], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 27.5], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 43.8], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.7, 33.5], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.9, 27.4], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",aab1c891-b042-470e-979d-b84b066e6425,,True,Goal,0.8039906,Normal,Open Play,,,,Odisha,7291,00:16:33.108,Shot,
,,,,,,,,,,,,,,,,1.266022,,,,,,,,,,,,,c456db19-66cf-464f-a21b-8e6c96656673,804,,"[99.2, 33.3]",3817865,21,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Suhair Vadakkepeedika,162753.0,Left Wing,38,NorthEast United,7285,['38fc0a9c-f45b-47db-9af9-a9b776b41c9c'],5,,Right Foot,,"[118.2, 38.6, 0.2]",True,"[{'location': [118.4, 39.8], 'player': {'id': 162220, 'name': 'Arshdeep Singh Saini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 34.9], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 37.7], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 40.9], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 48.5], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 38.1], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 45.8], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 53.3], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 47.8], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.1, 43.6], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.1, 38.3], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.2, 46.3], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,,Saved,0.0656047,Normal,Open Play,,,,NorthEast United,7285,00:21:05.562,Shot,
,,,,,,,,,,,,,,,,1.019401,,,,,,,,,,,,,f1700594-41e9-45b6-b260-7a97c1f7e059,827,,"[107.2, 30.7]",3817865,21,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Ariday Cabrera Suárez,24268.0,Left Wing,39,Odisha,7291,['061f7f12-2121-4758-b44f-ecfc40267e9a'],32,,Right Foot,,"[120.0, 40.2, 0.3]",,"[{'location': [112.3, 41.3], 'player': {'id': 162221, 'name': 'Daniel Lalhlimpuia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 49.7], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.9, 46.5], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.7, 32.4], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.3, 37.7], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 43.1], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 42.2], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 36.6], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 35.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 34.5], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 32.6], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.1, 51.4], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",25157e1d-c969-4ae4-82b3-9362fb082a61,,,Goal,0.11822265,Normal,Open Play,,,,Odisha,7291,00:21:32.056,Shot,
,,,,,,,,,,,,,,,,0.67363,,,,,,,,,,,,,2b973702-e14c-41ce-a8ea-b849c2db8a06,838,,"[113.4, 40.4]",3817865,22,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Suhair Vadakkepeedika,162753.0,Left Wing,40,NorthEast United,7285,"['6e105bf8-a169-43f9-9beb-6b9bbe0208f8', 'a6c2db95-03af-4a9a-b374-391e5fa3c18d']",39,True,Head,,"[120.0, 33.6, 0.6]",,"[{'location': [93.8, 59.1], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 37.9], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 41.2], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 51.4], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.2, 43.9], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 48.4], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.9, 38.4], 'player': {'id': 162220, 'name': 'Arshdeep Singh Saini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c48e5c76-2270-4dcd-b0da-145c04c1d67d,True,,Off T,0.2917945,Normal,Open Play,,,,NorthEast United,7285,00:22:39.053,Shot,True
,,,,,,,,,,,,,,,,0.755616,,,,,,,,,,,,,47c413f6-07e8-41db-a67c-76fd920da209,1044,,"[108.6, 43.0]",3817865,28,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lalkhawpuimawia Lalkhawpuimawia,164341.0,Center Forward,50,NorthEast United,7285,['d3550527-02fb-4934-8133-644727842e50'],7,,Right Foot,,"[120.0, 44.2, 6.7]",True,"[{'location': [93.7, 50.0], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.1, 37.0], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 58.1], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 51.8], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 47.9], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 42.1], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 43.2], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 35.4], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 41.4], 'player': {'id': 162220, 'name': 'Arshdeep Singh Saini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 44.4], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.8, 32.5], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.5, 50.1], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.8, 59.9], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c4e0a227-48c3-4c0e-878e-03e0343ea97f,,,Off T,0.11768781,Normal,Open Play,,,,NorthEast United,7285,00:28:07.084,Shot,
,,,,,,,,,,,,,,,,0.203028,,,,,,,,,,,,,477c3368-adef-456b-839f-20d58e76c737,1070,,"[99.0, 49.2]",3817865,29,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hernán Daniel Santana Trujillo,15805.0,Right Center Midfield,52,NorthEast United,7285,"['0f74e6b5-2fa6-4858-8df9-50469215a5f1', '22f91f10-a310-4c5b-985e-eb6ab38ffbc1']",18,,Right Foot,,"[101.7, 48.3]",True,"[{'location': [112.8, 39.8], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 36.3], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.7, 42.9], 'player': {'id': 162220, 'name': 'Arshdeep Singh Saini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.1, 27.8], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.5, 48.6], 'player': {'id': 8150, 'name': 'Francisco Javier Hernández González'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [79.9, 33.9], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.3, 26.9], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.7, 60.3], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.7, 37.7], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 40.4], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 42.3], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 58.0], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 42.6], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 48.1], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,,Blocked,0.027617235,Half Volley,Open Play,,,,NorthEast United,7285,00:29:18.839,Shot,
,,,,,,,,,,,,,,,,0.691258,,,,,,,,,,,,,c8409d78-10c8-479b-aa1c-670700ffe6a6,1111,,"[103.1, 26.2]",3817865,30,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohammed Irshad,162755.0,Left Center Midfield,52,NorthEast United,7285,['0299bc76-b2b5-45af-ac8d-8ee3fcca3f84'],8,,Right Foot,,"[120.0, 31.6, 0.5]",True,"[{'location': [115.5, 33.2], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 40.2], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.3, 57.2], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.4, 56.1], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.2, 39.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.8, 23.9], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.6, 35.7], 'player': {'id': 162220, 'name': 'Arshdeep Singh Saini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 31.4], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 34.2], 'player': {'id': 24860, 'name': 'Héctor Rodas Ramírez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 44.2], 'player': {'id': 162201, 'name': 'Víctor Mongil Adeva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 38.3], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 49.5], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 53.8], 'player': {'id': 179263, 'name': 'Sahil Panwar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,,Off T,0.031215698,Half Volley,Open Play,,,,NorthEast United,7285,00:30:08.216,Shot,
,,,,,,,,,,,,,,,,0.151486,,,,,,,,,,,,,c6162abf-0e74-4c5e-9437-d1369447fee2,1204,,"[100.8, 48.4]",3817865,33,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francisco Javier Hernández González,8150.0,Center Attacking Midfield,56,Odisha,7291,"['08b0852d-6018-4835-84c0-a45ece44e4e5', 'b5379c44-7588-40ca-a53e-45ee1d170e77']",57,,Left Foot,,"[102.7, 47.4]",,"[{'location': [87.9, 27.7], 'player': {'id': 168197, 'name': 'Imran Khan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.5, 39.4], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.1, 36.9], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 52.6], 'player': {'id': 162755, 'name': 'Mohammed Irshad'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.1, 49.7], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 44.3], 'player': {'id': 162750, 'name': 'Mashoor Shereef Thangalakath'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 47.3], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.7, 66.9], 'player': {'id': 162218, 'name': 'Lalhrezuala Sailung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.2, 56.0], 'player': {'id': 162214, 'name': 'Jerry Mawihmingthanga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 44.1], 'player': {'id': 162221, 'name': 'Daniel Lalhlimpuia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 60.5], 'player': {'id': 162219, 'name': 'Isaac Vanmalsawma Chhakchhuak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.8, 42.0], 'player': {'id': 162216, 'name': 'Moirangthem Thoiba Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.7, 27.8], 'player': {'id': 24268, 'name': 'Ariday Cabrera Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.5, 41.6], 'player': {'id': 162754, 'name': 'Mirshad Koottappunna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.7, 58.8], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.4, 49.8], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,,Blocked,0.038917135,Normal,Open Play,,,,Odisha,7291,00:33:57.729,Shot,
