ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.02721,,,,,,,,,,,,,,dfbf1f06-161d-45a3-a598-bc6141f4ec27,208,,"[97.1, 32.4]",3764235,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Right Wing,12,Chelsea FCW,971,['92a2c7e0-8462-4da5-8ed9-9906c4077221'],14,,Right Foot,"[120.0, 41.4, 4.5]",,"[{'location': [89.9, 27.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.6, 31.3], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.5, 39.6], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.5, 21.0], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.8, 18.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.8, 25.2], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.9, 27.8], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.7, 40.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 38.2], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 31.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 29.4], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 22.4], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 21.2], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.4, 40.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",991f88fe-36c7-48c2-923f-592b3332fb68,,,Off T,0.063144684,Normal,Open Play,,,,Chelsea FCW,971,00:04:14.655,Shot,
,,,,,,,,,,,,,,,1.274761,,,,,,,,,,,,,,a2470127-9060-4119-aea2-fa98e839a5d0,383,,"[107.3, 27.8]",3764235,8,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Left Center Midfield,20,Chelsea FCW,971,['879b5b1f-6c6d-4fe6-9748-fd68cbad2734'],44,,Left Foot,"[120.0, 29.6, 1.6]",,"[{'location': [106.7, 27.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.8, 35.3], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.2, 21.2], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 44.2], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 48.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.9, 35.4], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.9, 50.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.6, 40.8], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.1, 44.2], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.8, 36.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 25.9], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 27.4], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.5, 31.0], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.6, 29.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 32.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 40.1], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.9, 37.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Off T,0.061491758,Volley,Open Play,,,,Chelsea FCW,971,00:08:44.492,Shot,
,,,,,,,,,,,,,,,1.305469,,,,,,,,,,,,,,7c968b37-16a3-46f5-95b0-91aa54031128,538,,"[92.9, 34.9]",3764235,12,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Melanie Leupolz,15648.0,Center Defensive Midfield,26,Chelsea FCW,971,['f89019e6-b063-4c28-85ba-41eafdc43268'],36,,Right Foot,"[120.0, 45.7, 0.8]",,"[{'location': [102.1, 33.7], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.9, 33.2], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 60.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.1, 40.4], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.3, 51.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.7, 45.7], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 53.7], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.2, 39.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.4, 50.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.5, 45.3], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 51.6], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 18.1], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.3, 39.5], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.3, 42.5], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.5, 37.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 25.7], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",0d49e862-3568-4a54-829f-15f6fcce3a8c,,,Off T,0.03273197,Normal,Open Play,,,,Chelsea FCW,971,00:12:36.489,Shot,
,,,,,,,,,,,,,,,1.745455,,,,,,,,,,,,,,4e8fbf9b-8e8d-416c-8ce6-dee2b41341c8,593,,"[100.3, 38.9]",3764235,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Center Forward,29,Chelsea FCW,971,"['576a607b-c6af-4603-857b-34ebce4f3a8c', '848ed818-3aa4-4c6c-9889-c86d6964e4be']",18,,Left Foot,"[120.0, 40.5, 0.5]",,"[{'location': [97.7, 33.3], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 27.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.9, 33.4], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [80.2, 65.5], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.4, 49.8], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.3, 37.2], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.8, 60.8], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.1, 40.1], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.5, 48.4], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 36.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 40.3], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 39.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 25.7], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.7, 32.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",6e839d56-7ed9-49a7-bd35-871e7c6b304b,,,Goal,0.059255764,Normal,Open Play,,,,Chelsea FCW,971,00:14:18.823,Shot,True
,,,,,,,,,,,,,,,0.626549,,,,,,,,,,,,,,eb8fa323-b274-4ab2-a407-7e2a87c47601,642,,"[108.8, 47.8]",3764235,16,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Bethany England,15550.0,Right Wing,37,Chelsea FCW,971,"['05fd7fbd-5666-4d09-bbc0-4343034f8f3f', 'fc61fafb-e7e6-4557-9d48-6a350fb074b6']",41,,Right Foot,"[118.8, 41.9, 0.4]",True,"[{'location': [94.5, 35.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [74.5, 66.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [91.9, 49.0], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 47.9], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 47.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.8, 42.4], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.4, 42.8], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 42.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",af9a54a7-404f-456e-b57f-12ff374a3e78,,,Saved,0.15924387,Half Volley,Open Play,,,,Chelsea FCW,971,00:16:41.198,Shot,True
,,,,,,,,,,,,,,,0.194915,,,,,,,,,,,,,,b3514873-7396-426c-adc6-44d2d1b5296b,755,,"[117.8, 32.9]",3764235,19,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Millie Bright,4642.0,Right Center Back,45,Chelsea FCW,971,"['2721e925-0cc0-42db-9cc9-8a659389e60b', '9c5fa596-e086-44df-94d4-eff243d407d6']",35,,Right Foot,"[119.2, 36.6]",,"[{'location': [117.7, 49.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.7, 48.6], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.7, 44.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.3, 36.7], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.9, 27.3], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 40.3], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.3, 38.0], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.9, 46.8], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.1, 45.3], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 50.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.4, 37.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 39.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.7, 44.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,,Blocked,0.1976327,Half Volley,Open Play,,,,Chelsea FCW,971,00:19:35.233,Shot,
,,,,,,,,,,,,,,,0.851021,,,,,,,,,,,,,,054d2b3f-33b8-4e3a-8e79-03704b8315f0,761,,"[109.9, 44.2]",3764235,19,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Melanie Leupolz,15648.0,Center Defensive Midfield,45,Chelsea FCW,971,['749ea18e-e32d-4db5-b3e9-438b1f969748'],38,,Head,"[119.1, 42.6, 0.7]",,"[{'location': [112.3, 44.3], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.7, 33.1], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.8, 36.9], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.7, 36.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.3, 34.6], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 40.1], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.9, 38.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 46.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.9, 40.2], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.5, 42.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.4, 43.7], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 41.4], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.6, 46.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.1, 40.6], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 37.2], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0d36cc67-e37d-47bd-b15e-f1aef7f5fdf6,,,Saved,0.071901575,Normal,Open Play,,,,Chelsea FCW,971,00:19:38.715,Shot,
,,,,,,,,,,,,,,,0.65107,,,,,,,,,,,,,,f637b336-a56a-4aa6-942d-ecb6d1e687ac,849,,"[105.7, 30.2]",3764235,21,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Samantha May Kerr,4961.0,Left Wing,45,Chelsea FCW,971,['7a903bc9-4a67-4ed8-819e-9f1938004ca1'],14,,Right Foot,"[118.7, 38.3, 1.6]",,"[{'location': [109.0, 40.4], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.2, 41.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 37.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 43.8], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.9, 34.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 30.0], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 42.1], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.0, 28.1], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 35.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.2, 27.9], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.3, 37.4], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 37.2], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 39.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 38.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 60.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",6ac1a141-9b84-4e57-9d6a-5ecef120ebe4,,,Saved,0.10632839,Normal,Open Play,,,,Chelsea FCW,971,00:21:14.416,Shot,
,,,,,,,,,,,,,,,1.328968,,,,,,,,,,,,,,9d471cfe-ad6c-4cd6-ba9b-ba254ac8d1f7,1042,,"[98.4, 27.2]",3764235,26,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,So-Yun Ji,4647.0,Right Center Midfield,54,Chelsea FCW,971,['22d7a819-fa58-41c2-a313-247833da7a82'],44,,Right Foot,"[118.6, 38.4, 1.8]",,"[{'location': [107.7, 31.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 32.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 31.6], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.9, 33.5], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.8, 36.4], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.7, 42.6], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 44.6], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.4, 47.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 22.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.8, 38.9], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.8, 38.5], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.1, 41.9], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 44.9], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.9, 48.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 34.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.1, 28.6], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.6, 26.4], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 30.1], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 38.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Saved,0.060408823,Normal,Free Kick,,,,Chelsea FCW,971,00:26:44.185,Shot,
,,,,,,,,,,,,,,,0.530633,,,,,,,,,,,,,,673f0d42-dd2c-4fc5-b0af-897fe0ddf9e1,1178,,"[108.0, 40.0]",3764235,30,,,,,,,,,,,,,,,,,,,,,,,1,Other,Maren Nævdal Mjelde,10395.0,Right Back,64,Chelsea FCW,971,['5240595e-a18b-4d5f-9121-c08b0cb48bca'],33,,Right Foot,"[120.0, 43.5, 2.0]",,,,,,Goal,0.7835,Normal,Penalty,,,,Chelsea FCW,971,00:30:33.618,Shot,
