50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.071494,,,,,,,,,,,,,,a68b2281-2fd1-473e-885d-97377b470004,66,,"[114.7, 24.8]",3890497,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edgar Prib,24914.0,Left Midfield,4,Hannover 96,178,"['084cf691-cf5a-4c4f-b718-b77f65463049', '359165b5-42e6-4493-89be-4cc539229808']",58,,Left Foot,"[116.1, 28.5]",,"[{'location': [115.0, 56.1], 'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 47.7], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 46.0], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 60.1], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.2, 35.2], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 42.1], 'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 28.5], 'player': {'id': 8670, 'name': 'Timothy Chandler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 32.2], 'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.6, 44.0], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.6, 35.3], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.6, 40.9], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 44.5], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.9, 57.0], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.7, 53.8], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.4, 35.4], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",c392c03a-ac4d-4fae-a26c-8bcd708e0d00,,Blocked,0.010651717,Half Volley,Open Play,,,,Hannover 96,178,00:00:58.248,Shot,
,,,,,,,,,,,,,,,,,1.671292,,,,,,,,,,,,,,5bc42bed-ee40-4b91-991e-c76a647ee86a,154,,"[112.8, 39.7]",3890497,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marco Russ,8812.0,Left Center Back,10,Eintracht Frankfurt,184,"['85d86d87-762f-4568-b37a-15d6b0e622bf', 'a3e7ff63-24f0-4f7a-9fdb-028c690e7fc7']",3,,Right Foot,"[113.3, 40.5]",True,"[{'location': [92.7, 34.2], 'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.4, 49.2], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.9, 46.9], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.7, 47.7], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 45.6], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 38.8], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 40.6], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.4, 38.0], 'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 38.4], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 32.0], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.4, 75.1], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.6, 51.4], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.4, 48.8], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.3, 44.8], 'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 32.3], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",c6425a72-c032-4cd1-abf6-7e6556b0e1a0,,Wayward,0.19765332,Volley,Open Play,,,,Eintracht Frankfurt,184,00:04:03.166,Shot,True
,,,,,,,,,,,,,,,,,0.723635,,,,,,,,,,,,,,497e452f-6dca-4a64-986f-068eb079c903,281,,"[99.9, 44.6]",3890497,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kenan Karaman,8541.0,Right Midfield,18,Hannover 96,178,['8e8aa03f-a326-4df4-9939-f836a7b33136'],2,,Left Foot,"[115.4, 41.4, 0.8]",,"[{'location': [105.6, 47.9], 'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 40.5], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 49.6], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.2, 43.2], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 42.7], 'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 35.6], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 28.4], 'player': {'id': 8670, 'name': 'Timothy Chandler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.9, 26.9], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 42.9], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.3, 28.1], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.7, 52.3], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.7, 37.0], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",f8560c66-a30e-4f28-9492-9af11c505644,,Saved,0.07511072,Normal,Open Play,,,,Hannover 96,178,00:07:02.610,Shot,
,,,,,,,,,,,,,,,,,0.42992,,,,,,,,,,,,,,137a484e-4305-4f41-927f-9a3cb127079c,373,,"[95.9, 44.5]",3890497,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stefan Reinartz,400619.0,Left Defensive Midfield,20,Eintracht Frankfurt,184,"['a8aec1ae-12cc-44c9-a049-f681b0bc8629', 'd30b9648-ce43-4302-b257-6e46944b4c52']",48,,Right Foot,"[109.6, 41.5]",True,"[{'location': [109.7, 41.5], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 41.4], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.4, 54.5], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 57.0], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.1, 47.3], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 55.2], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.3, 39.7], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 40.8], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 41.8], 'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 40.9], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 71.1], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.5, 55.6], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 53.2], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.9, 51.8], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 42.4], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.2, 38.2], 'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.2, 36.5], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Blocked,0.031787235,Half Volley,Open Play,,,,Eintracht Frankfurt,184,00:08:48.249,Shot,
,,,,,,,,,,,,,,,,,0.835306,,,,,,,,,,,,,,f8251804-d80f-4c8d-afed-9d0d590cdd7c,1335,,"[117.0, 51.7]",3890497,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Änis Ben-Hatira,35240.0,Left Wing,70,Eintracht Frankfurt,184,['f6c74e77-7f54-48e2-9b24-fa01e18372ed'],30,,Right Foot,"[120.0, 39.3, 0.2]",,"[{'location': [116.8, 46.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 55.5], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 49.1], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 50.8], 'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.9, 47.4], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 50.4], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 47.5], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 37.1], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.7, 53.4], 'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.9, 53.1], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.6, 47.0], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 33.6], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e0cb4658-63a0-486c-a5bc-679828b3735a,,Goal,0.02387753,Normal,Open Play,,,,Eintracht Frankfurt,184,00:32:30.712,Shot,
,,,,,,,,,,,,,,,,,0.147291,,,,,,,,,,,,,,fc66140c-335a-4902-b87f-35390b0c02fe,1953,,"[103.9, 43.1]",3890497,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Haris Seferović,5543.0,Center Forward,100,Eintracht Frankfurt,184,"['f1cf2b03-d453-47f2-912e-d2a872908cac', 'f9940706-3a04-4a6d-8e39-20d1b7c07948']",48,,Left Foot,"[106.4, 42.5, 0.2]",,"[{'location': [107.3, 42.6], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 39.9], 'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 37.7], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.1, 29.6], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 51.8], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,True,Saved,0.39638108,Normal,Open Play,,,,Eintracht Frankfurt,184,00:02:48.643,Shot,True
,,,,,,,,,,,,,,,,,0.109159,,,,,,,,,,,,,,f1a7bef0-a0dd-4b9b-bda2-b2ecd1ead148,1980,,"[115.5, 36.0]",3890497,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Stefan Aigner,21156.0,Right Wing,104,Eintracht Frankfurt,184,['f913f3f1-031c-4106-a44f-c2187aa09956'],1,,Head,"[115.8, 38.0]",,"[{'location': [99.5, 31.5], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.3, 47.5], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 33.2], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 36.8], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 37.2], 'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 38.8], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 49.6], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.5, 46.5], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.7, 41.5], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.7, 40.0], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 41.1], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.7, 40.9], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.8, 51.2], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.6, 37.0], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [90.8, 54.4], 'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",ca7ac0f3-cf51-41b3-905a-0aaf6a0dc7d7,,Wayward,0.38448536,Normal,Open Play,,,,Eintracht Frankfurt,184,00:04:01.265,Shot,
,,,,,,,,,,,,,,,,,1.152264,,,,,,,,,,,,,,b6d35a94-b003-4e3a-a4b3-adc153e90b3b,2205,,"[93.4, 38.6]",3890497,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Hiroshi Kiyotake,38524.0,Left Center Forward,117,Hannover 96,178,"['7da84637-da3c-491d-8263-9183324bb0d6', 'e4d2d449-63de-489a-8430-22e06d0b7c1d']",55,,Left Foot,"[120.0, 45.9, 0.5]",,"[{'location': [95.2, 41.6], 'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 36.2], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 43.1], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 48.7], 'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.8, 25.3], 'player': {'id': 8670, 'name': 'Timothy Chandler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 34.2], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 40.0], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 56.2], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [81.8, 27.7], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.6, 31.8], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.7, 27.2], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,0.048896484,Normal,Open Play,,,,Hannover 96,178,00:09:55.921,Shot,True
,,,,,,,,,,,,,,,,,0.0903,,,,,,,,,,,,,,a0000613-1895-4c43-981b-d5e360dcd0e6,2456,,"[94.8, 22.8]",3890497,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marco Russ,8812.0,Left Center Back,133,Eintracht Frankfurt,184,"['b395b108-d459-40ca-bef4-629d5ac94512', 'dccc265a-4670-4b4f-b6ce-2655750ba92f', 'e1aa424a-7942-497d-966f-40ee011c6f4e']",46,,Right Foot,"[96.5, 24.2]",True,"[{'location': [117.8, 38.7], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 43.7], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.7, 38.4], 'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 34.4], 'player': {'id': 8538, 'name': 'Waldemar Anton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 22.1], 'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 17.2], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 24.2], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.9, 48.6], 'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.6, 3.4], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [87.5, 15.3], 'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 44.1], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 37.3], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 27.0], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 20.3], 'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.7, 1.2], 'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",76e155e5-0970-476c-8bb7-0b97140783c5,,Blocked,0.008502053,Normal,Open Play,,,,Eintracht Frankfurt,184,00:16:46.169,Shot,True
,,,,,,,,,,,,,,,,,0.119803,,,,,,,,,,,,,,3aaf804f-3a1c-4fc0-a4f3-5699707fe13b,2510,,"[112.7, 22.3]",3890497,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hugo Miguel Pereira de Almeida,20359.0,Right Center Forward,138,Hannover 96,178,"['3fe31332-dd69-403e-9a9a-51a50909b3b0', '8c3ab88b-a9e1-41e6-8149-71fefe86bed4']",45,,Left Foot,"[113.7, 24.9]",,"[{'location': [107.4, 52.2], 'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 44.3], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 36.6], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 32.3], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 25.0], 'player': {'id': 8670, 'name': 'Timothy Chandler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 36.2], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 48.9], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.3, 38.7], 'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.7, 30.8], 'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",617c4b23-f3f3-42d8-8d9a-1d228ab08040,,Blocked,0.009337346,Half Volley,Open Play,,,,Hannover 96,178,00:18:45.790,Shot,
