50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.408268,,,,,,,,,,,fbce3671-0407-4dc2-be31-e464f918bf99,71,,,"[116.7, 52.6]",3890528,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Wing,5,Hamburger SV,171,['5bdd8923-95a1-4e49-99b9-cab8d75bf6d1'],10,,Right Foot,,"[118.5, 46.7, 0.0]",True,"[{'location': [110.5, 53.9], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 46.9], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 38.2], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 46.4], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 63.7], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 33.6], 'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Saved,0.026696902,Normal,Open Play,,,,Hamburger SV,171,00:01:10.152,Shot,
,,,,,,,,,,,,,,,,,0.749576,,,,,,,,,,,9d15ddca-1576-43fe-b58c-bb2101e95c3a,158,,,"[99.0, 53.8]",3890528,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sven Bender,8216.0,Right Center Back,11,Borussia Dortmund,180,['257db23d-faa6-4f2c-9b07-f7a029db3bef'],58,,Right Foot,,"[120.0, 50.1, 2.2]",,"[{'location': [117.4, 42.4], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 56.7], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 55.3], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.3, 49.8], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 50.2], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 36.7], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 59.0], 'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.6, 42.1], 'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 30.5], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 43.4], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.1, 19.6], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.8, 72.1], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.1, 60.5], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.2, 32.8], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f03b5623-ccd7-4808-9f52-fc98a5cd3ceb,,,Off T,0.03499998,Normal,Open Play,,,,Borussia Dortmund,180,00:02:58.659,Shot,
,,,,,,,,,,,,,,,,,1.81008,,,,,,,,,,,b8b689f6-125e-4928-85aa-5863a75ce2c3,643,,,"[109.3, 40.5]",3890528,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matthias Ginter,8808.0,Right Back,27,Borussia Dortmund,180,"['95ebf687-b600-455a-ab52-bbaa5ea039c4', 'f3dbf551-73db-443b-8197-0fd05599e21a']",17,True,Head,,"[120.0, 48.0, 0.5]",,"[{'location': [110.0, 40.8], 'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 34.8], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.3, 32.6], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 38.3], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 39.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 13.6], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.1, 40.0], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 39.9], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 48.5], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 38.0], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.9, 34.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.7, 36.9], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.2, 4.6], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 38.2], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",6ac44ea1-1b4a-4c74-a1c5-563fdc10ba80,,,Off T,0.04437134,Normal,Open Play,,,,Borussia Dortmund,180,00:11:17.213,Shot,True
,,,,,,,,,,,,,,,,,1.396991,,,,,,,,,,,28ad2f83-4ea1-4c15-8910-42954ecb63fa,725,,,"[92.2, 35.6]",3890528,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Wing,33,Hamburger SV,171,['5eb1c896-b60d-4737-a989-4b7b1e450624'],9,,Right Foot,,"[120.0, 34.5, 0.4]",,"[{'location': [79.6, 18.6], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.2, 36.8], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [88.2, 24.7], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 37.9], 'player': {'id': 8241, 'name': 'Felix Passlack'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 33.3], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.8, 19.8], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 27.1], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 19.6], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 38.7], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [74.2, 11.3], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.8, 13.7], 'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.7, 23.0], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.1, 30.5], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.1, 19.2], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",2f76f86a-ba00-4d27-b02e-038211a6e706,,,Off T,0.04061166,Normal,Open Play,,,,Hamburger SV,171,00:13:09.058,Shot,
,,,,,,,,,,,,,,,,,1.575828,,,,,,,,,,,cd9b957f-d30e-4ad0-a149-764aeda48c1d,869,,,"[108.8, 39.0]",3890528,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivo Iličević,24740.0,Left Wing,39,Hamburger SV,171,['fecbe4b4-888a-4f51-8fb2-514ed8a59899'],46,,Head,,"[120.0, 33.5, 1.6]",,"[{'location': [90.9, 36.5], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 51.9], 'player': {'id': 8241, 'name': 'Felix Passlack'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 48.6], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 44.4], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 34.0], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 38.9], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 38.4], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 28.8], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.5, 32.0], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",e80a9c72-e207-475f-98cd-7441c82cf5a0,True,,Off T,0.2164186,Diving Header,Open Play,,,,Hamburger SV,171,00:16:46.164,Shot,
,,,,,,,,,,,,,,,,,0.194683,,,,,,,,,,,e18230fa-02ef-451a-a605-955ccd835691,929,,,"[90.4, 40.1]",3890528,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,İlkay Gündoğan,10287.0,Right Defensive Midfield,40,Borussia Dortmund,180,"['0cf1870d-ecb7-407f-8e29-ae0715d04689', '8a5bbef8-f4af-409c-a202-4a5d6b99c3f1', 'eac784c6-7cea-4b75-bfbd-9706c0425d60']",9,,Right Foot,,"[93.9, 40.1]",,"[{'location': [94.2, 50.2], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 35.5], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.8, 39.9], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.6, 38.4], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.9, 29.2], 'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.4, 47.5], 'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.0, 30.1], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 40.2], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.6, 51.8], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.0, 33.5], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.1, 37.6], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.7, 48.2], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.2, 30.4], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Blocked,0.020079823,Normal,Open Play,,,,Borussia Dortmund,180,00:18:09.003,Shot,True
,,,,,,,,,,,,,,,,,0.097677,,,,,,,,,,,7b5d9209-f17c-402b-9d9c-e373f62b41ab,1102,,,"[103.7, 36.5]",3890528,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Pulisic,8246.0,Left Wing,45,Borussia Dortmund,180,"['33cd7da1-6977-4ce7-bb42-98897d7c54be', '4717ceb8-7bc0-4676-801c-8d108c4c58d2', '5ca86696-67dd-4087-ab18-0732884eb9ee']",59,,Right Foot,,"[105.7, 37.2]",,"[{'location': [118.5, 39.2], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 49.5], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 52.9], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 40.7], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 36.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 39.8], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 37.2], 'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 32.6], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.2, 40.5], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.9, 44.6], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 48.2], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.9, 40.6], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Blocked,0.05676458,Normal,Open Play,,,,Borussia Dortmund,180,00:20:59.264,Shot,True
,,,,,,,,,,,,,,,,,1.253336,,,,,,,,,,,fce87c2e-6a94-4234-9f20-f8376c2abf82,1815,,,"[101.1, 34.8]",3890528,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivo Iličević,24740.0,Left Wing,70,Hamburger SV,171,['eeb86061-a761-466e-8e90-5e46d56d7194'],23,,Right Foot,,"[120.0, 49.5, 5.3]",,"[{'location': [103.7, 45.0], 'player': {'id': 8241, 'name': 'Felix Passlack'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 33.1], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 37.6], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 31.1], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.8, 30.9], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 39.2], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 32.1], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 39.6], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 48.8], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 41.3], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.2, 33.2], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.9, 18.1], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",2e8a443f-b67c-40e9-b71c-a60dddafb079,,,Off T,0.116136394,Normal,Open Play,,,,Hamburger SV,171,00:33:23.793,Shot,
,,,,,,,,,,,,,,,,,0.708797,,,,,,,,,,,d9ad444c-af40-4153-92fb-bb0d148ebe99,1963,,,"[106.2, 29.5]",3890528,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Christian Pulisic,8246.0,Left Wing,78,Borussia Dortmund,180,"['1cc23c35-0713-43cc-b938-f8c8f48d726c', 'c3f21dc0-5454-4a9f-bfad-31f8a2b3e996']",41,,Right Foot,,"[120.0, 36.3, 0.2]",,"[{'location': [108.5, 45.5], 'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 38.3], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 49.4], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 32.7], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 28.8], 'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 30.6], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 28.8], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.0, 33.5], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 18.3], 'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.9, 37.3], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 30.2], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 18.8], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.2, 51.1], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.6, 47.2], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.1, 40.0], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.9, 32.4], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",96885a26-3ad4-4bc6-ae06-ee72afd9a9af,,,Goal,0.06802252,Normal,Open Play,,,,Borussia Dortmund,180,00:37:41.861,Shot,True
,,,,,,,,,,,,,,,,,1.78972,,,,,,,,,,,4b40c407-1a8e-472c-ac78-5ec66481428c,2154,,,"[107.8, 25.9]",3890528,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Adrián Ramos Vásquez,24324.0,Center Forward,90,Borussia Dortmund,180,['2cd18cef-e169-4df6-ad80-0be02f5916a1'],25,,Right Foot,,"[120.0, 43.4, 0.7]",,"[{'location': [111.1, 42.8], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 35.8], 'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 36.8], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 27.1], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.9, 27.3], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 26.9], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 27.0], 'player': {'id': 5624, 'name': 'Albin Ekdal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.2, 51.7], 'player': {'id': 24740, 'name': 'Ivo Iličević'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.2, 36.9], 'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 30.8], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.9, 46.5], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.3, 36.5], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.9, 38.5], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",015e9a20-76f6-4e2f-bdad-927389e79962,,,Goal,0.047173984,Normal,Open Play,,,,Borussia Dortmund,180,00:43:25.782,Shot,
