50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.878289,,,,,,,,,,,,,,,,2a4ee16d-dc95-4296-8def-04a4cdf507e1,1694,,"[97.5, 23.0]",3829427,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alassane Pléa,3230.0,Left Center Forward,76,OGC Nice,136,['c8555978-19be-4b65-9fab-a2895a1de767'],51,,Right Foot,"[115.5, 36.3, 1.6]",,"[{'location': [100.5, 48.8], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.3, 61.0], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 29.5], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.6, 46.9], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.5, 30.1], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.5, 23.0], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 36.6], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 41.6], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.7, 53.4], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.7, 42.2], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.3, 35.1], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.1, 39.2], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.5, 16.6], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",cb65b9ae-4048-488b-83ad-f1ce076d4a48,,Saved,,0.020863848,Normal,Open Play,,,,OGC Nice,136,00:43:51.629,Shot,
,,,,,,,,,,,,,,,,,,1.432977,,,,,,,,,,,,,,,,a1732676-6544-4792-bb28-ec38a9907529,1743,,"[87.7, 50.9]",3829427,45,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stéphane Darbion,2993.0,Right Wing,80,Troyes,133,['45932b73-1f87-426c-9f6a-aad47a229419'],42,,Left Foot,"[120.0, 36.9, 4.2]",,"[{'location': [102.4, 46.8], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.0, 48.6], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.9, 49.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 50.4], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 38.1], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 57.2], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.9, 38.1], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 40.4], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 44.4], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.4, 40.6], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.7, 61.5], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.5, 35.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.0, 48.0], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.6, 40.3], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 38.6], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.5, 31.6], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.7, 34.5], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,,0.013918967,Normal,Free Kick,,,,Troyes,133,00:45:42.565,Shot,
,,,,,,,,,,,,,,,,,,1.274041,,,,,,,,,,,,,,,,5c68126c-92d3-4db1-8d82-0db8ede83133,1763,,"[97.3, 58.8]",3829427,47,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stéphane Darbion,2993.0,Right Wing,83,Troyes,133,['509a8477-7348-4052-a73d-b0ae34cce85c'],14,,Left Foot,"[119.3, 43.0, 2.4]",,"[{'location': [107.9, 52.4], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 53.5], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.3, 54.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.4, 55.2], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 51.9], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 43.4], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.3, 40.1], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 39.1], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 38.2], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 36.7], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.0, 32.7], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 43.0], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 41.2], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.3, 39.5], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.5, 36.5], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.7, 30.9], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.3, 41.6], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved to Post,True,0.011205831,Normal,Free Kick,,,,Troyes,133,00:47:14.407,Shot,
,,,,,,,,,,,,,,,,,,1.119081,,,,,,,,,,,,,,,,2e769f23-a835-4383-a6b9-e427eb4f4df2,1978,,"[95.6, 38.7]",3829427,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Center Attacking Midfield,89,OGC Nice,136,"['31fcff60-69c3-4c89-8834-3f17c404154b', '5b94b658-75f3-4db1-9793-685a2910bda9']",16,,Left Foot,"[120.0, 47.6, 0.2]",,"[{'location': [90.5, 38.9], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.1, 44.7], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.7, 47.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 38.2], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 42.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 40.5], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.2, 45.8], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",fb323fc8-0dfc-4b8e-8fc8-e4a0e3b0aa24,,Off T,,0.06607933,Normal,Open Play,,,,OGC Nice,136,00:03:16.122,Shot,True
,,,,,,,,,,,,,,,,,,1.065891,,,,,,,,,,,,,,,,8fdf88d0-16bd-4c2a-a4d5-ab210cd93a17,2050,,"[96.4, 41.6]",3829427,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Valère Germain,3210.0,Right Center Forward,92,OGC Nice,136,['dd868726-2e30-48e9-8afc-afcd81190980'],59,,Left Foot,"[120.0, 35.3, 6.2]",,"[{'location': [103.4, 48.4], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.3, 31.5], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 35.8], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.8, 39.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.1, 55.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.4, 42.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 46.9], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.9, 39.6], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 34.1], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 40.6], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d2c6d623-17a0-4dd0-a84a-8eb66ed816ab,,Off T,,0.050821677,Normal,Open Play,,,,OGC Nice,136,00:04:59.355,Shot,
,,,,,,,,,,,,,,,,,,0.170977,,,,,,,,,,,,,,,,90ca9f09-f788-4560-8687-ea98df3bcb0f,2216,,"[100.2, 34.9]",3829427,52,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Center Attacking Midfield,94,OGC Nice,136,"['6ed2a00c-b0d0-4ea0-8c10-10ba36e2fa71', 'd6cdb4ba-67a2-484b-88f0-8b15b1ae4405']",58,,Right Foot,"[103.1, 36.2]",,"[{'location': [105.1, 35.1], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 23.5], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.5, 22.5], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.7, 39.2], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 50.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 38.2], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.5, 29.0], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.3, 36.5], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 33.3], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 30.2], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 47.7], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",795d015d-5d41-4f26-8ae3-6aeff24ebdde,,Blocked,,0.084357075,Normal,Open Play,,,,OGC Nice,136,00:07:58.282,Shot,
,,,,,,,,,,,,,,,,,,0.156635,,,,,,,,,,,,,,,,248b88d3-3681-468a-8256-2c152bd44801,2454,,"[108.7, 49.3]",3829427,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Vincent Koziello,4264.0,Right Center Midfield,106,OGC Nice,136,"['2def4e63-1319-444f-8373-6757653be869', 'bdddeca8-2495-4af0-a335-317cac3fd813']",58,,Left Foot,"[109.5, 48.6]",,"[{'location': [107.2, 45.7], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.7, 43.9], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 50.3], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 51.3], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 51.4], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 48.3], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 38.4], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 39.2], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",28b99979-ef68-4fd2-aa34-36e533ded091,,Blocked,,0.051592384,Normal,Open Play,,,,OGC Nice,136,00:13:58.065,Shot,
,,,,,,,,,,,,,,,,,,0.502971,,,,,,,,,,,,,,,,cff57a52-63e7-4994-9e74-1f2de2e388d1,2559,,"[111.5, 54.5]",3829427,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Valère Germain,3210.0,Right Center Forward,110,OGC Nice,136,"['487c499b-dfdb-4dec-9261-fdcdefce86ad', '6300da7f-3970-48f3-98aa-5a6c2a1f284f']",48,,Right Foot,"[120.0, 43.4, 5.3]",,"[{'location': [95.1, 44.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.7, 58.0], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.5, 37.9], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.4, 56.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 52.8], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 53.8], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 47.2], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 40.2], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 46.3], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",065be6c1-cda9-4080-b858-27ddeededbab,,Off T,,0.06148373,Normal,Open Play,,,,OGC Nice,136,00:15:48.702,Shot,True
,,,,,,,,,,,,,,,,,,0.620169,,,,,,,,,,,,,,,,a5f8f257-e087-4c45-a59b-998eed381856,2591,,"[111.1, 28.5]",3829427,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Thomas Ayasse,7488.0,Left Center Midfield,112,Troyes,133,"['6f757550-b06a-4bab-bc15-edc961535844', 'b23b7517-a20c-4d51-a088-bd724455b49c']",16,,Right Foot,"[116.7, 35.0, 0.2]",,"[{'location': [111.9, 29.4], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 31.0], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 28.7], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 42.6], 'player': {'id': 41041, 'name': 'Jonathan Correia Da Fonseca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 41.0], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.0, 50.4], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.5, 43.1], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.9, 35.1], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6a6635b4-214d-45da-a251-687815866ee6,,Saved,,0.037768953,Normal,Open Play,,,,Troyes,133,00:17:16.189,Shot,True
,,,,,,,,,,,,,,,,,,0.146718,,,,,,,,,,,,,,,,36dac3e5-65b6-49e0-a4ba-efbaa6f1e48b,2630,,"[107.3, 47.1]",3829427,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Valère Germain,3210.0,Right Center Forward,115,OGC Nice,136,"['006f71ea-1591-45cc-b6ad-35860c2607c8', '19b83ced-3298-437f-a9bc-693d49f2429d', '926e9d96-c792-49dd-acbe-f94788c069f7']",19,,Right Foot,"[108.5, 46.2]",True,"[{'location': [117.7, 42.8], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 31.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.8, 40.7], 'player': {'id': 7283, 'name': 'Thiago Xavier Rodrigues Corrêa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 52.2], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 54.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 46.2], 'player': {'id': 7488, 'name': 'Thomas Ayasse'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.9, 45.9], 'player': {'id': 7685, 'name': 'Mory Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 31.4], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.1, 47.8], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.1, 56.5], 'player': {'id': 401474, 'name': 'Kévin Gomis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.6, 30.4], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.7, 47.6], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.7, 27.8], 'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",232e41e5-c869-427f-af48-88092459b67e,,Blocked,,0.06976739,Normal,Open Play,,,,OGC Nice,136,00:18:19.142,Shot,True
