bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.181058,,,,,,,,,,,,,,20ad771b-23c9-4828-98c0-11094a2ba0cc,230,,,"[98.2, 32.3]",3817875,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Airam López Cabrera,13607.0,Center Forward,8,Goa,7288,"['3b0be9a4-800f-4f34-baeb-5e5db0c3940a', 'd1749eba-6bab-400e-a30d-a64ef6248687']",25,,Left Foot,"[102.0, 33.1]",,"[{'location': [89.5, 33.8], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 37.5], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 48.3], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.7, 24.9], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.5, 40.3], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 32.9], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 38.3], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 60.6], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 41.2], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.0, 12.3], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",45e0629f-c5ab-4196-b292-5284b79855cc,Blocked,,0.03720111,Half Volley,Open Play,,,,Goa,7288,00:04:25.774,Shot,
,,,,,,,,,,,,,,,,1.064614,,,,,,,,,,,,,,2517b0ac-cdac-47c8-9593-8fd07701caea,722,,,"[108.7, 28.1]",3817875,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Chima Chukwu,161091.0,Left Center Forward,30,Jamshedpur,2021,['487bc614-2795-42f2-8e9a-7130dcfced46'],22,,Left Foot,"[120.0, 48.0, 0.7]",,"[{'location': [109.0, 29.8], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 22.5], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 32.5], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 35.9], 'player': {'id': 165322, 'name': 'Naveen Kumar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 31.5], 'player': {'id': 181868, 'name': 'Anisa Anwar Ali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 37.7], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 14.9], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.3, 34.3], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.7, 48.6], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",eca35b93-74f9-483a-b9b6-3065469d301e,Off T,,0.09856901,Normal,Open Play,,,,Jamshedpur,2021,00:17:22.023,Shot,
,,,,,,,,,,,,,,,,1.278887,,,,,,,,,,,,,,ed8bcb3e-db98-4394-8a45-c0815704f33c,956,,,"[97.1, 48.8]",3817875,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Brandon Fernandes,124752.0,Left Wing,47,Goa,7288,['94278700-48cd-456a-9b8f-61dc144dffdb'],48,,Left Foot,"[113.0, 42.5]",True,"[{'location': [118.8, 40.8], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 35.3], 'player': {'id': 13607, 'name': 'Airam López Cabrera'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.3, 36.9], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 38.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 43.6], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 47.2], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 45.9], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.0, 75.6], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.1, 35.3], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.9, 50.2], 'player': {'id': 181868, 'name': 'Anisa Anwar Ali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.4, 52.0], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.1, 43.8], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.3, 47.2], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.2, 40.8], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 45.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.9, 45.6], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.7, 42.9], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 40.9], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Wayward,,0.021187026,Volley,Open Play,,,,Goa,7288,00:26:48.182,Shot,
,,,,,,,,,,,,,,,,0.305723,,,,,,,,,,,,,,877bc59c-1572-4b0d-9d49-e092bb8a27c3,988,,,"[115.9, 34.6]",3817875,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Iván Garrido González,35039.0,Right Center Back,47,Goa,7288,['8ae7c0e5-2dff-47e6-af3d-99fe48c47b5c'],19,,Head,"[120.0, 39.0, 2.8]",,"[{'location': [95.0, 22.4], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.8, 36.9], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 42.7], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 34.0], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 31.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.2, 35.6], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 29.9], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 22.5], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 23.3], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 37.8], 'player': {'id': 181868, 'name': 'Anisa Anwar Ali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.1, 41.3], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 15.6], 'player': {'id': 13607, 'name': 'Airam López Cabrera'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.5, 21.5], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",b0b8f309-1655-4645-a0d0-9e96a262e003,Post,,0.1884147,Normal,Open Play,,,,Goa,7288,00:27:19.666,Shot,
,,,,,,,,,,,,,,,,0.459783,,,,,,,,,,,,,,22785ec6-11cb-4780-87fe-6cb38fec8334,991,,,"[109.6, 48.9]",3817875,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eduardo Bedia Peláez,26754.0,Left Defensive Midfield,47,Goa,7288,['c118ec53-c6a0-4577-aec5-7f93693ef8c6'],22,,Left Foot,"[118.3, 40.2, 0.2]",True,"[{'location': [96.7, 28.4], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.2, 40.9], 'player': {'id': 181868, 'name': 'Anisa Anwar Ali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.5, 40.9], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.5, 22.9], 'player': {'id': 13607, 'name': 'Airam López Cabrera'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.3, 34.2], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.4, 30.8], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.9, 32.0], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.3, 33.5], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 41.0], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 49.5], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.6, 45.9], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 39.0], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,Saved,,0.14525265,Half Volley,Open Play,,,,Goa,7288,00:27:22.009,Shot,
,,,,,,,,,,,,,,,,1.498231,,,,,,,,,,,,,,b1f0c7f8-bd31-4d1c-8bdf-9d78b53b350c,1432,,,"[92.3, 23.6]",3817875,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Princeton Rebello,159781.0,Right Defensive Midfield,78,Goa,7288,"['39078bd0-12e5-4d4a-bfee-5260bd590be5', 'f840b08f-0fb1-4de5-afe5-373357eee345']",49,,Right Foot,"[120.0, 41.1, 6.3]",,"[{'location': [116.3, 37.9], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.4, 37.6], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.1, 49.5], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 31.1], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.6, 23.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 22.7], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.4, 37.2], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 25.9], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 10.3], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.2, 42.7], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.5, 57.2], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [81.6, 9.3], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.2, 45.4], 'player': {'id': 13607, 'name': 'Airam López Cabrera'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.7, 5.8], 'player': {'id': 124752, 'name': 'Brandon Fernandes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",eeba5289-54e1-45df-82ce-e0c78ed7b96e,Off T,,0.008101888,Half Volley,Open Play,,,,Goa,7288,00:45:49.046,Shot,True
,,,,,,,,,,,,,,,,0.943897,,,,,,,,,,,,,,e7f2b5e1-a5d6-42ed-8fee-22d18f3bfaca,1658,,,"[110.8, 51.0]",3817875,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Chima Chukwu,161091.0,Left Center Forward,91,Jamshedpur,2021,"['2225d0e4-5224-464c-a133-ad595eb8a5bc', 'e000c812-a56a-4124-847d-2b342750e961']",49,,Right Foot,"[120.0, 42.0, 1.6]",True,"[{'location': [118.7, 42.4], 'player': {'id': 165322, 'name': 'Naveen Kumar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.3, 47.4], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 58.7], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 51.3], 'player': {'id': 181868, 'name': 'Anisa Anwar Ali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 32.9], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 44.9], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.5, 32.7], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.5, 31.1], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.4, 23.0], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",ed332760-237d-4740-8afe-b77aab973084,Goal,,0.129187,Half Volley,Open Play,,,,Jamshedpur,2021,00:03:49.941,Shot,True
,,,,,,,,,,,,,,,,1.097757,,,,,,,,,,,,,,6975539b-d796-4095-ac37-7ddb550948f7,1753,,,"[106.6, 26.5]",3817875,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Boris Singh Thangjam,161098.0,Left Midfield,96,Jamshedpur,2021,['cb939860-f5b6-4994-8845-8f996e60d2a2'],54,,Left Foot,"[120.0, 47.6, 0.6]",True,"[{'location': [97.3, 35.9], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 44.6], 'player': {'id': 181868, 'name': 'Anisa Anwar Ali'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 25.8], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.2, 35.9], 'player': {'id': 165322, 'name': 'Naveen Kumar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 30.2], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.5, 45.2], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.9, 55.3], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.4, 27.2], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.7, 44.8], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",e5b7d385-ab3f-41ba-a50f-df3e7326a551,Off T,,0.09841488,Normal,Open Play,,,,Jamshedpur,2021,00:06:54.460,Shot,
,,,,,,,,,,,,,,,,0.14185,,,,,,,,,,,,,,4d29988e-ccdd-4ac8-aac6-90361e5e4b06,2112,,,"[118.0, 43.1]",3817875,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Anisa Anwar Ali,181868.0,Left Center Back,113,Goa,7288,['b5c043ea-8507-45e7-9ccb-a7540cc75b63'],0,,Right Foot,"[120.0, 42.7, 2.8]",True,"[{'location': [116.0, 47.1], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.9, 46.4], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.3, 42.2], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 67.1], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.3, 47.7], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.2, 34.8], 'player': {'id': 13607, 'name': 'Airam López Cabrera'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 42.1], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.6, 55.2], 'player': {'id': 124752, 'name': 'Brandon Fernandes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.1, 56.3], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.9, 55.2], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 45.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 46.1], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.7, 41.1], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.5, 36.1], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 38.5], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 41.0], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 48.8], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",44b195a3-2159-4230-9581-6fcd7069d80d,Post,,0.5737455,Volley,Open Play,,,,Goa,7288,00:17:00.645,Shot,
,,,,,,,,,,,,,,,,1.560035,,,,,,,,,,,,,,314d1f8f-cbb6-4acd-8e5a-b6a032730911,2123,,,"[102.2, 37.0]",3817875,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Airam López Cabrera,13607.0,Center Forward,114,Goa,7288,['129a08be-a4c2-4d40-ab63-b434f33481e7'],21,,Left Foot,"[118.0, 35.7, 0.3]",True,"[{'location': [118.1, 38.2], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 43.4], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 43.1], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.7, 37.8], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 32.8], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 22.1], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 33.3], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 13.2], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.1, 26.8], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 33.9], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.5, 57.5], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.9, 45.5], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 29.6], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.5, 19.4], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.1, 50.3], 'player': {'id': 124752, 'name': 'Brandon Fernandes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",f4bd76d3-6058-46f6-9962-75d037582af4,Saved Off Target,True,0.05515633,Half Volley,Open Play,,,,Goa,7288,00:17:21.103,Shot,
