bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.098632,,,,,,,,,,,,,9087778d-9f18-4c21-a044-9da17929bd81,2100,,,"[106.0, 31.7]",3754036,53,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jermain Defoe,3337.0,Center Forward,123,Sunderland,41,"['1f983a86-bc43-4598-8f49-0eda8c6e6259', 'de932c51-0f4f-48c3-b6dc-447d42175b74']",47,,Left Foot,,"[106.9, 32.1]",,"[{'location': [106.9, 45.1], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 28.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.4, 34.7], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 34.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 32.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 26.8], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.2, 37.2], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.7, 18.3], 'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.0, 30.7], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.2, 21.3], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",6db99247-a6de-42b2-bb5a-21ef70e7f00c,Blocked,0.049697556,Normal,Open Play,,,,Sunderland,41,00:08:47.367,Shot,
,,,,,,,,,,,,,,,,,0.581026,,,,,,,,,,,,,d6c19ac0-ba6c-49b0-b431-4040080f642d,2179,,,"[104.1, 37.1]",3754036,56,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jermain Defoe,3337.0,Center Forward,129,Sunderland,41,['80c972d6-eadd-4b34-be82-846b5eda1435'],36,,Right Foot,,"[116.3, 40.6, 0.2]",,"[{'location': [98.7, 28.3], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.5, 46.6], 'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.4, 37.4], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 37.3], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 30.3], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 46.6], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.2, 38.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.9, 34.3], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.4, 39.5], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",79caeddd-af4c-4c85-b905-3c4c15217911,Saved,0.08003691,Normal,Open Play,,,,Sunderland,41,00:11:36.580,Shot,
,,,,,,,,,,,,,,,,,1.871099,,,,,,,,,,,,,c23a6c38-1831-403e-bf00-bf10efd5674b,2293,,,"[82.3, 22.3]",3754036,59,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carles Gil de Pareja Vicent,6800.0,Right Midfield,135,Aston Villa,59,['0cdc9e7c-8d11-48d6-9bd1-d5dc448856e4'],32,,Left Foot,,"[120.0, 28.9, 0.8]",,"[{'location': [86.0, 17.3], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.3, 31.1], 'player': {'id': 11333, 'name': 'Adama Traoré Diarra'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [72.2, 39.3], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [77.8, 18.7], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [75.0, 18.7], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.2, 22.0], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [71.9, 35.8], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 29.1], 'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.8, 35.6], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 38.1], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9d497788-d89f-4ff2-94ec-f0c9f0e11687,Off T,0.006208935,Normal,Open Play,,,,Aston Villa,59,00:14:32.751,Shot,
,,,,,,,,,,,,,,,,,1.124811,,,,,,,,,,,,,890bec7d-540b-425d-9cb1-14fc441789c9,2360,,,"[94.3, 30.2]",3754036,61,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Back,142,Sunderland,41,['943a59d9-6e45-4d86-9063-d947c99df39f'],7,,Left Foot,,"[120.0, 35.3, 2.2]",,"[{'location': [96.0, 59.9], 'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.1, 41.5], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.6, 23.5], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.2, 30.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 38.0], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 38.1], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 43.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.5, 28.9], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.2, 32.0], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.7, 57.7], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",4d5ec1f6-4b05-4df3-9bf6-e5cf6fba3098,Off T,0.039492793,Normal,Open Play,,,,Sunderland,41,00:16:07.445,Shot,
,,,,,,,,,,,,,,,,,0.675004,,,,,,,,,,,,,46a399fb-2318-4453-a66d-12d4bbe4b486,2442,,,"[109.7, 35.2]",3754036,62,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Carles Gil de Pareja Vicent,6800.0,Right Midfield,145,Aston Villa,59,['6797dd68-df92-4ecc-aa57-822569b39d67'],48,,Left Foot,,"[120.0, 42.4, 1.7]",True,"[{'location': [113.0, 47.0], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.5, 35.5], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 36.4], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 43.3], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 53.5], 'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 38.1], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a435241c-1633-484f-a1a6-5ec765027dd1,Goal,0.07102487,Volley,Open Play,,,,Aston Villa,59,00:17:48.764,Shot,
,,,,,,,,,,,,,,,,,0.044391,,,,,,,,,,,,,26a9300a-fb4f-4dce-8051-0b9d41502eac,2547,,,"[112.4, 47.8]",3754036,66,,,,,,,,,,,,,,,,,,,,,2,From Corner,John O''Shea,16890.0,Right Center Back,150,Sunderland,41,"['3dd1960e-6774-40ff-a85f-2c76a7944976', 'b7e37fdf-78f2-498d-897d-c9a6350e9af0', 'ec7d0bf2-3aa0-4214-8365-83cd586b4835']",7,True,Head,,"[113.1, 47.0]",,"[{'location': [117.6, 40.4], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.4, 43.1], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.6, 38.5], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.0, 48.5], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.7, 39.9], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 35.1], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 33.5], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.5, 46.5], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 47.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 41.5], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 40.4], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.9, 38.2], 'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.5, 48.3], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.2, 41.0], 'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.8, 34.3], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",cea38abe-fad0-4040-9a64-cf570f2b98dd,Blocked,0.04221003,Normal,Open Play,,,,Sunderland,41,00:21:07.965,Shot,True
,,,,,,,,,,,,,,,,,0.552272,,,,,,,,,,,,,33e67e1e-75ef-4f35-8dac-edf26b52103a,2785,,,"[111.2, 27.9]",3754036,71,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jermain Defoe,3337.0,Center Forward,159,Sunderland,41,['9e754348-ffa5-4262-b116-bb4c542b72e8'],55,,Left Foot,,"[120.0, 37.2, 0.7]",,"[{'location': [110.6, 41.0], 'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.6, 36.5], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 34.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 22.6], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 30.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.1, 13.9], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.7, 41.9], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 34.7], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",789e394e-1111-4c27-90bb-dbc5d8bd000a,Goal,0.110527776,Normal,Open Play,,,,Sunderland,41,00:26:55.921,Shot,
,,,,,,,,,,,,,,,,,0.156924,,,,,,,,,,,,,729ab2ab-8b1d-4997-95e6-8806358872fc,3124,,,"[101.0, 54.9]",3754036,84,,,,,,,,,,,,,,,,,,,,,2,From Corner,Yann Gérard M''Vila,4429.0,Left Defensive Midfield,182,Sunderland,41,"['1a106acd-6fce-45d5-89dc-4f5089d60524', '6528e738-51c2-4140-9843-c49d0d352f20']",27,,Right Foot,,"[105.1, 51.4]",,"[{'location': [95.4, 36.7], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [90.9, 24.2], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.4, 35.0], 'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.1, 33.1], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.8, 39.2], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 56.2], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 42.8], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 51.4], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.2, 30.2], 'player': {'id': 11333, 'name': 'Adama Traoré Diarra'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.0, 38.3], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.5, 43.8], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 46.6], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 48.5], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 38.1], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.6, 24.1], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.2, 19.9], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.7, 21.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",78db23d1-1bed-41c2-9dc0-cfc8cd9f1f0c,Blocked,0.028242271,Normal,Open Play,,,,Sunderland,41,00:39:27.745,Shot,
,,,,,,,,,,,,,,,,,2.024953,,,,,,,,,,,,,14a15741-08a2-4a19-a4a1-74825755cc53,3138,,,"[108.4, 37.0]",3754036,84,,,,,,,,,,,,,,,,,,,,,2,From Corner,Danny Graham,4217.0,Right Wing,182,Sunderland,41,['40b18541-8b75-4068-a188-758b14738551'],38,,Right Foot,,"[119.7, 38.1, 2.3]",True,"[{'location': [108.3, 45.0], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.1, 43.2], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.3, 23.2], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 40.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 27.0], 'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.2, 44.0], 'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 49.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 34.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 44.1], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.5, 44.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 52.6], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 38.3], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.5, 50.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",fbe43fd0-6870-43a1-99e2-678e237ef789,Saved,0.25875008,Half Volley,Open Play,,,,Sunderland,41,00:39:38.405,Shot,
,,,,,,,,,,,,,,,,,0.699485,,,,,,,,,,,,,5244f9b1-c8bc-4870-993c-b4173b219566,3316,,,"[102.9, 55.0]",3754036,89,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rudy Gestede,19362.0,Left Center Forward,198,Aston Villa,59,"['7692f73f-91aa-487d-b9a2-50208ca6f339', 'e5babd0b-4eea-4dcc-9942-a31e2f056671']",30,,Right Foot,,"[120.0, 45.3, 0.1]",,"[{'location': [104.0, 53.8], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 34.6], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.3, 45.2], 'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 40.0], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 42.7], 'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.5, 55.8], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.4, 44.7], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.2, 41.1], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.0, 62.8], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 45.0], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.6, 43.1], 'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",506eb7c5-a955-418a-9e58-4b2b40a0a82f,Off T,0.017863732,Normal,Open Play,,,,Aston Villa,59,00:44:30.963,Shot,True
,,,,,,,,,,,,,,,,,0.700779,,,,,,,,,,,,,ef878d24-66da-434f-b2fa-5ea148f76b7b,3376,,,"[109.0, 43.4]",3754036,91,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jermain Defoe,3337.0,Right Center Forward,204,Sunderland,41,['fe085518-a77d-4254-ab36-75b36bbf24c9'],51,,Right Foot,,"[120.0, 42.8, 2.0]",True,"[{'location': [106.1, 44.7], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.5, 61.9], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.4, 62.5], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.5, 56.5], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 43.1], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 42.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 69.2], 'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.1, 56.5], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",fb739bb3-2bd9-434b-8b52-bd165aa2487a,Goal,0.21039148,Normal,Open Play,,,,Sunderland,41,00:46:51.292,Shot,
