ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.404034,,,,,,,,,,,,,7f6e5668-4e60-4cda-bfbf-242f9289c297,244,,,"[94.4, 19.4]",69205,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valentina Cernoia,10398.0,Left Midfield,15,Italy Women's,855,['9e4d69f0-793e-4479-9575-4f3f5574e2ca'],20,,Right Foot,,"[120.0, 34.0, 6.2]",,"[{'location': [103.3, 18.9], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.8, 31.1], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.1, 42.7], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.0, 24.8], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.7, 3.3], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [78.9, 42.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.9, 24.8], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.4, 32.2], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 51.1], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 34.3], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 23.8], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 18.6], 'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 36.7], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Off T,0.008984105,Normal,Open Play,,,,Italy Women's,855,00:06:20.207,Shot,
,,,,,,,,,,,,,,,,,0.577597,,,,,,,,,,,,,8376b8de-af32-4fde-9097-c1f81df8a435,698,,,"[109.8, 40.0]",69205,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valentina Bergamaschi,25544.0,Right Midfield,37,Italy Women's,855,['24a465d6-43ba-41ce-8f39-6645de4688e9'],1,,Right Foot,,"[117.0, 40.4, 2.0]",,"[{'location': [109.8, 37.3], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 41.8], 'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.3, 40.3], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 31.9], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 60.4], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.5, 57.5], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.2, 34.1], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 24.1], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.3, 32.8], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",40cbabd9-2026-4197-8a08-c7b0819eef5b,Saved,0.25769645,Volley,Open Play,,,,Italy Women's,855,00:17:01.144,Shot,
,,,,,,,,,,,,,,,,,1.50869,,,,,,,,,,,,,c4518a78-596c-4a92-b63e-e924c4cb33f1,923,,,"[93.9, 51.1]",69205,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aurora Galli,10225.0,Right Center Midfield,50,Italy Women's,855,"['a284a1e6-8f6a-4f8a-ab0c-c1aecdf12eee', 'b1638267-5ae9-46dc-b7db-8e8e2629d307']",52,,Right Foot,,"[120.0, 52.6, 6.2]",True,"[{'location': [108.3, 48.6], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.2, 51.8], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 57.5], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.1, 37.7], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 50.1], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.3, 53.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.1, 34.2], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.3, 50.1], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 45.9], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 47.8], 'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 55.8], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 37.7], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 42.8], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4cdffab0-1d90-4913-878f-45f0695ab950,Off T,0.022098228,Normal,Open Play,,,,Italy Women's,855,00:24:52.035,Shot,True
,,,,,,,,,,,,,,,,,0.442289,,,,,,,,,,,,,695d8815-5768-4ac2-8a0a-a3c4aa91cd59,984,,,"[97.7, 47.3]",69205,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danielle van de Donk,10658.0,Left Center Midfield,51,Netherlands Women's,851,"['0834f337-2b8e-4fff-a67e-100b57718a40', 'da8931d3-fb70-4ac3-92b0-529edfc9dc3a']",44,,Left Foot,,"[103.5, 44.8]",,"[{'location': [91.3, 74.0], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.4, 58.8], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 77.8], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.1, 60.1], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.8, 63.2], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.1, 39.7], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.4, 36.3], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.3, 57.7], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.2, 62.7], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.5, 64.5], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.1, 34.5], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 42.4], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 39.5], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 44.7], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 47.3], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",f605e462-5c9a-497b-a566-63936520e7dc,Blocked,0.03602125,Normal,Open Play,,,,Netherlands Women's,851,00:26:44.874,Shot,
,,,,,,,,,,,,,,,,,1.07707,,,,,,,,,,,,,651f5666-aa51-4159-b7ab-dcfbe24d1ecb,1090,,,"[97.6, 30.2]",69205,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,55,Netherlands Women's,851,['9c7251ea-4e44-4c6c-9ac8-28fe4e04e665'],48,,Left Foot,,"[118.9, 37.2, 2.0]",,"[{'location': [82.9, 23.7], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.1, 40.5], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 20.1], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.3, 19.4], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.6, 43.5], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.2, 28.2], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.5, 33.8], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 32.7], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 45.5], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.9, 58.3], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 21.9], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ea81f3e3-f1a6-49c3-ae6a-14036718f5c3,Saved,0.04414221,Normal,Open Play,,,,Netherlands Women's,851,00:28:48.601,Shot,
,,,,,,,,,,,,,,,,,1.278298,,,,,,,,,,,,,2c92a25a-2014-4080-b8fd-b69d72092898,1216,,,"[107.3, 31.8]",69205,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valentina Giacinti,25541.0,Right Center Forward,62,Italy Women's,855,['4f1c2722-a301-4bf2-8fd3-d69850f4eafd'],56,,Left Foot,,"[120.0, 45.2, 0.1]",,"[{'location': [119.0, 37.0], 'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 46.4], 'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 44.7], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.3, 47.3], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.8, 33.3], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 44.7], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 32.6], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.4, 40.2], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.8, 47.8], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",255fb1c4-fadf-46f9-828f-0f82f87e17ec,Off T,0.04292408,Normal,Open Play,,,,Italy Women's,855,00:35:56.093,Shot,
,,,,,,,,,,,,,,,,,0.989325,,,,,,,,,,,,,88b88b56-b9a1-4b66-809d-5665d51dec4c,1245,,,"[104.4, 26.9]",69205,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lieke Martens,10649.0,Left Wing,63,Netherlands Women's,851,"['1c6f6c12-9737-4328-b000-6dc2d4da2c10', 'a28f19a1-b695-4b21-b418-0f2bf3a296fa']",43,,Right Foot,,"[117.8, 38.8, 0.2]",,"[{'location': [107.2, 53.4], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.1, 38.2], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.9, 45.4], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.6, 40.2], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.3, 43.0], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 32.5], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 39.8], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.2, 49.8], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.3, 50.3], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 43.7], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 37.1], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 27.6], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 28.3], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.3, 38.1], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",52e77b9f-0ff1-47d7-a543-f0035c6dafdc,Saved,0.03391834,Normal,Open Play,,,,Netherlands Women's,851,00:36:43.948,Shot,True
,,,,,,,,,,,,,,,,,0.722796,,,,,,,,,,,,,402b0bda-8830-4770-8076-52ffc31d43ab,1378,,,"[100.7, 33.1]",69205,41,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sherida Spitse,10645.0,Center Defensive Midfield,72,Netherlands Women's,851,['630dacdf-6420-449b-8f58-d55419126ee8'],59,,Right Foot,,"[119.5, 42.7, 0.2]",,"[{'location': [103.6, 31.7], 'player': {'id': 25659, 'name': 'Merel van Dongen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.4, 30.3], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.2, 47.8], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.3, 44.5], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 41.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.4, 50.4], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.5, 42.9], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 42.4], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.7, 44.1], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 47.1], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 48.6], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.7, 41.5], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 32.2], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 34.7], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.1, 35.4], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.1, 36.1], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 36.9], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.2, 37.8], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Saved,0.10185599,Normal,Free Kick,,,,Netherlands Women's,851,00:41:59.571,Shot,
,,,,,,,,,,,,,,,,,0.420037,,,,,,,,,,,,,eda33083-4634-4f4d-9d60-b7d9840794aa,1565,,,"[109.1, 30.9]",69205,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lieke Martens,10649.0,Left Wing,83,Netherlands Women's,851,"['29a73099-3dd1-4924-82c2-42faa79f4bb7', '827c439a-4d18-4f60-91c4-32285b26a2f1']",43,,Right Foot,,"[109.7, 31.5]",True,"[{'location': [109.4, 31.9], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 38.1], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 29.6], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 22.8], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.4, 32.7], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 32.6], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.5, 40.4], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.0, 34.1], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 46.7], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 51.1], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [86.7, 32.7], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.1, 33.5], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b528625c-0656-41ad-b354-de7f2cc712ba,Blocked,0.11369796,Normal,Open Play,,,,Netherlands Women's,851,00:46:43.854,Shot,
,,,,,,,,,,,,,,,,,0.6756,,,,,,,,,,,,,eb914c2c-fea7-4621-af25-0db11589161c,1850,,,"[87.9, 35.8]",69205,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sherida Spitse,10645.0,Center Defensive Midfield,99,Netherlands Women's,851,"['2c2839e3-e1aa-4214-b290-bf00bce511df', '8146f02e-453f-4afb-b56d-e4735bd47829']",4,,Right Foot,,"[105.2, 39.7]",,"[{'location': [94.3, 52.1], 'player': {'id': 10657, 'name': 'Desiree van Lunteren'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.1, 42.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.2, 38.7], 'player': {'id': 10648, 'name': 'Shanice van de Sanden'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 48.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 23.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.3, 13.2], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.2, 49.1], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 35.7], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 42.3], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 39.1], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 36.5], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 21.6], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 24.4], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.7, 47.8], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 38.1], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",04a1a984-a7b9-4b8b-a3ff-2c5d8731c43b,Blocked,0.018165447,Normal,Open Play,,,,Netherlands Women's,851,00:03:04.521,Shot,
