50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.260736,,,,,,,,,,,,,47a42a76-1226-41c6-b23f-634069bef959,458,,"[103.2, 21.6]",3754159,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anthony Martial,20039.0,Left Midfield,26,Manchester United,39,['8c811f12-373f-4a07-a637-328726d70a13'],59,,Right Foot,"[105.5, 23.8]",,"[{'location': [109.7, 36.2], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 43.8], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.1, 27.8], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 31.7], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.7, 23.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.4, 21.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 13.8], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.8, 26.6], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.2, 43.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 6.5], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.2, 32.8], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.1, 43.9], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.1, 22.1], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.2, 38.1], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3897f197-1941-493c-80d1-62b90adfa46e,,Wayward,0.016321553,Normal,Open Play,,,,Manchester United,39,00:11:59.120,Shot,
,,,,,,,,,,,,,,0.154923,,,,,,,,,,,,,1d932fba-cf9a-496d-b05a-a0c7f6c03db6,873,,"[101.4, 35.5]",3754159,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steve Cook,3341.0,Left Center Back,41,AFC Bournemouth,28,"['3eafadf4-7179-4b99-983c-dbf71a786902', 'd1b6f259-9a00-4f95-a1b7-2137b22c2fc3']",42,,Right Foot,"[104.6, 36.2]",True,"[{'location': [91.7, 26.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.6, 8.5], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.5, 32.0], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.6, 31.7], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.4, 34.1], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.3, 36.4], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.3, 40.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 36.0], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.9, 38.3], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 44.9], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 45.7], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 41.9], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.2, 42.1], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 41.9], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.4, 52.1], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [99.7, 52.6], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.4, 37.4], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Blocked,0.04014658,Half Volley,Open Play,,,,AFC Bournemouth,28,00:21:42.079,Shot,
,,,,,,,,,,,,,,0.284874,,,,,,,,,,,,,c52d1efb-713b-48de-9646-f20c634814db,1488,,"[107.0, 34.0]",3754159,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Pugh,3646.0,Left Midfield,68,AFC Bournemouth,28,"['f5e42e1b-39ac-4d5b-a470-ba3ef2b80338', 'ff8c0817-5f26-45a2-b8df-0ed44e63b6a5']",54,,Right Foot,"[112.0, 35.1]",True,"[{'location': [111.7, 35.4], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 41.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 38.4], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.4, 47.1], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.4, 36.1], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.7, 60.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.1, 46.1], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 41.1], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 49.6], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",2c23797f-6894-4ec7-b1f3-a7caa1b0c418,,Blocked,0.153464,Normal,Open Play,,,,AFC Bournemouth,28,00:36:54.355,Shot,
,,,,,,,,,,,,,,0.94596,,,,,,,,,,,,,b738301b-9d4c-4c73-9e0d-3d88866dd226,1707,,"[109.1, 38.9]",3754159,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Left Center Midfield,79,Manchester United,39,['cc2854f2-920d-4723-b301-c3675a2d550b'],4,,Right Foot,"[120.0, 40.5, 0.0]",True,"[{'location': [111.1, 42.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.2, 34.3], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 42.2], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.6, 32.7], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.3, 27.7], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 27.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.3, 28.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 22.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 33.1], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 25.0], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 32.1], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.7, 37.8], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 45.9], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.8, 56.6], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",3df8485a-e69e-4566-978e-795cf95f6712,,Goal,0.4948001,Normal,Open Play,,,,Manchester United,39,00:42:04.577,Shot,
,,,,,,,,,,,,,,0.121775,,,,,,,,,,,,,5da1b786-fa8b-4fd9-ba35-ecf683f67e03,1891,,"[97.8, 41.9]",3754159,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wayne Mark Rooney,3538.0,Left Center Midfield,87,Manchester United,39,"['6b8c162e-077f-4c8a-bba5-b03cf1bc366e', '935436ca-9bf7-4a41-b7e9-57ff03610339']",50,,Right Foot,"[101.7, 41.9]",,"[{'location': [105.0, 25.3], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.5, 24.8], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.7, 48.4], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 49.8], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.8, 61.4], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.4, 46.3], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.7, 40.2], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 32.6], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 41.9], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.3, 49.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 42.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 41.3], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.9, 43.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.2, 53.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",40ab0373-016b-4522-9cab-465015921192,,Blocked,0.047370058,Normal,Open Play,,,,Manchester United,39,00:00:50.023,Shot,
,,,,,,,,,,,,,,0.047583,,,,,,,,,,,,,7b108968-a84a-42c1-bfe2-ca29360f2618,1907,,"[103.1, 41.0]",3754159,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Callum Wilson,3616.0,Right Center Forward,88,AFC Bournemouth,28,"['a74db930-b25d-4c45-b459-9681c777edc8', 'e3b6fc03-35a9-426a-87a6-b6f2cd6cb0f9']",4,,Left Foot,"[106.4, 40.4]",,"[{'location': [106.0, 40.2], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 49.5], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 41.1], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.8, 34.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.6, 38.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 50.6], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",1b48641d-ab29-42c2-92eb-5c0112e25881,,Blocked,0.10398532,Half Volley,Open Play,,,,AFC Bournemouth,28,00:01:04.748,Shot,
,,,,,,,,,,,,,,0.064048,,,,,,,,,,,,,49a54f85-a16c-4fc9-ae5d-7a6f8a2354e8,1967,,"[107.8, 54.0]",3754159,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Matt Ritchie,3049.0,Right Midfield,90,AFC Bournemouth,28,"['66ea2916-dd0a-4bd4-b6aa-5a8c6168e877', 'c782a519-68f1-4681-b9f9-c65c23aa0303', 'f27f84bd-0573-4cfe-8b47-57ec9b600368']",40,,Left Foot,"[108.5, 53.3]",,"[{'location': [93.6, 70.9], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 53.5], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 44.7], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 42.9], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 39.3], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 31.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.5, 45.4], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.4, 60.0], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.2, 57.5], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 56.2], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.1, 51.8], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Blocked,0.05402875,Normal,Open Play,,,,AFC Bournemouth,28,00:02:40.091,Shot,True
,,,,,,,,,,,,,,0.792878,,,,,,,,,,,,,0f8600f0-8c4b-4957-a33d-3f53df4e404a,1976,,"[102.1, 35.5]",3754159,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Dan Gosling,3343.0,Right Center Midfield,90,AFC Bournemouth,28,"['292ef94c-61b6-4f6e-a8cd-3865763c174c', '46f29366-6f74-4de5-b486-1ef9d3a25988']",43,,Left Foot,"[120.0, 34.9, 5.1]",True,"[{'location': [101.7, 34.2], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.9, 36.7], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 45.4], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 46.9], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.1, 41.6], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.4, 50.2], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 53.3], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.3, 60.0], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.8, 52.5], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 37.3], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 33.5], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",1e3195da-c225-46e1-a64c-b89917d7b98e,,Off T,0.056377526,Normal,Open Play,,,,AFC Bournemouth,28,00:02:43.261,Shot,True
,,,,,,,,,,,,,,0.281518,,,,,,,,,,,,,3f6a883a-8468-497b-a3f9-f0ce75905f90,2260,,"[89.4, 41.4]",3754159,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Michael Carrick,4751.0,Center Defensive Midfield,99,Manchester United,39,"['4d8c660b-458d-4055-850f-edd2fee93e0a', 'e8951680-e5db-4ec9-bfef-0cea3d932e70']",55,,Right Foot,"[97.3, 41.8]",,"[{'location': [116.3, 39.7], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.4, 25.7], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.1, 17.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.2, 27.9], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 29.4], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 20.9], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [82.5, 24.7], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.8, 54.5], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.3, 36.9], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.9, 32.7], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.6, 33.5], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 14.8], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 25.5], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.8, 37.7], 'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.1, 50.7], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.6, 39.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 40.2], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 41.9], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 35.9], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",70cab39a-e3d5-4ce7-a029-da3c23174d36,,Blocked,0.022490302,Normal,Open Play,,,,Manchester United,39,00:08:55.828,Shot,
,,,,,,,,,,,,,,0.280079,,,,,,,,,,,,,c8038df7-9e61-4c23-b4fd-5b0aa5f3bc13,2405,,"[111.1, 47.6]",3754159,58,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Manuel Mata García,3294.0,Right Center Midfield,103,Manchester United,39,"['1ee313dd-4e4d-43e4-bb94-955dd4952510', 'd77f26fb-cbee-452a-a29d-07ab125022a4']",20,,Left Foot,"[115.0, 43.9]",True,"[{'location': [118.4, 42.4], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 45.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.5, 54.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 49.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.3, 42.3], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 44.0], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 42.6], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 41.2], 'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 36.2], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 40.8], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.2, 28.0], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.4, 40.0], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.9, 43.0], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 30.5], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.4, 48.1], 'player': {'id': 3267, 'name': 'Luis Antonio Valencia Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.12025674,Half Volley,Open Play,,,,Manchester United,39,00:13:20.712,Shot,
