50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.393729,,,,,,,,,,,,,,,,4259d964-ba38-4316-8140-770874240a64,679,,,"[105.8, 47.3]",3788769,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Aleksandr Golovin,5177.0,Left Wing,40,Russia,796,['93a6d7b1-3c18-431b-b846-13c62fcc68a8'],8,,Right Foot,"[115.1, 42.9, 0.2]",,"[{'location': [115.2, 42.8], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.5, 55.2], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.8, 45.7], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 39.2], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.1, 44.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 56.1], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.6, 32.9], 'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 33.8], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.6, 46.4], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 38.1], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 34.3], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",b2632af3-dd55-4c72-906b-47f2bfd74fd9,Saved,0.17547889,Normal,Open Play,,,,Russia,796,00:17:08.426,Shot,
,,,,,,,,,,,,,,,,1.515725,,,,,,,,,,,,,,,,777e9210-303e-48b1-b901-6183682e7a36,686,,,"[92.7, 48.9]",3788769,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mário Figueira Fernandes,5170.0,Right Wing Back,40,Russia,796,"['4347af6e-66f1-448a-8c6e-6c94c377e9de', 'bcfbaec2-cd53-45d5-a383-bb9edb2c2078']",14,,Right Foot,"[120.0, 37.9, 6.7]",,"[{'location': [117.0, 41.9], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.8, 46.1], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.5, 48.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.3, 51.8], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 35.4], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.2, 46.0], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 52.7], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.0, 43.5], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 42.3], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.7, 49.1], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.7, 50.8], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.4, 49.6], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 44.4], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.5, 40.6], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 34.7], 'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.4, 27.6], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,Off T,0.015760459,Half Volley,Open Play,,,,Russia,796,00:17:14.649,Shot,True
,,,,,,,,,,,,,,,,1.071877,,,,,,,,,,,,,,,,99d0500b-f26c-4837-a7f4-238272000390,767,,,"[105.3, 52.2]",3788769,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Artem Dzyuba,5195.0,Center Forward,42,Russia,796,['bf0e9a83-6dfe-4a5d-ab55-6acf08ff8eb2'],6,,Right Foot,"[120.0, 49.6, 1.7]",,"[{'location': [94.9, 61.1], 'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.7, 63.3], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 64.4], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.0, 58.5], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 53.9], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.3, 43.2], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 51.1], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 52.9], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.2, 47.2], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.2, 58.6], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [98.5, 44.7], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 38.0], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.0, 26.8], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [100.1, 39.4], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",9237a810-f9c4-47e3-b636-9fbf84c5e162,Off T,0.02910379,Half Volley,Open Play,,,,Russia,796,00:19:06.770,Shot,
,,,,,,,,,,,,,,,,1.178742,,,,,,,,,,,,,,,,6aace4ac-0488-4385-b01e-e2ee6fa3d53f,1113,,,"[88.6, 41.2]",3788769,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,59,Denmark,776,['46f9005a-e786-4b27-a954-62075012d71e'],44,,Right Foot,"[120.0, 35.1, 1.6]",,"[{'location': [116.7, 40.3], 'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.3, 44.0], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 53.4], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.7, 45.7], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 43.1], 'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.7, 43.7], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 57.2], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.0, 51.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.3, 33.7], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [93.2, 39.5], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 35.6], 'player': {'id': 16583, 'name': 'Georgiy Dzhikiya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 30.7], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.4, 28.0], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",99380f9d-1597-48d2-9810-e16388a8407f,Off T,0.023192458,Normal,Open Play,,,,Denmark,776,00:28:44.691,Shot,
,,,,,,,,,,,,,,,,0.810419,,,,,,,,,,,,,,,,00be925a-26d1-4191-841d-bb319ca74efd,1274,,,"[98.9, 41.7]",3788769,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aleksandr Golovin,5177.0,Left Wing,66,Russia,796,['10827ff9-0b98-4559-a2fd-31cdd3967709'],18,,Right Foot,"[120.0, 40.5, 6.9]",,"[{'location': [99.7, 37.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 42.3], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 34.7], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 35.6], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.2, 41.1], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 42.5], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 50.3], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.4, 24.8], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [93.6, 34.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.1, 46.1], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.8, 34.6], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 44.8], 'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.7, 57.4], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [103.5, 53.9], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [116.4, 40.8], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fbf28e38-a2d6-40b6-bb50-2f7edafbcf60,Off T,0.0638635,Normal,Open Play,,,,Russia,796,00:33:18.346,Shot,
,,,,,,,,,,,,,,,,1.297768,,,,,,,,,,,,,,,,9edcdce4-368c-4ae6-ab24-8b688369d80f,1459,,,"[95.1, 38.7]",3788769,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikkel Damsgaard,24443.0,Left Attacking Midfield,72,Denmark,776,['f9b1ce53-01c2-4543-9d74-b4e463347640'],37,,Right Foot,"[120.0, 43.4, 1.3]",,"[{'location': [101.8, 30.2], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.1, 39.4], 'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.6, 20.9], 'player': {'id': 16554, 'name': 'Joakim Mæhle'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [94.1, 39.7], 'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.8, 43.4], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [100.6, 50.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.3, 58.1], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.6, 68.5], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [97.8, 37.7], 'player': {'id': 16583, 'name': 'Georgiy Dzhikiya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 42.3], 'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.8, 49.5], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 47.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 60.9], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.9, 42.9], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.2, 58.8], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",d9aaf748-dc79-4bc9-a214-17562778c7e5,Goal,0.047257464,Normal,Open Play,,,,Denmark,776,00:37:37.641,Shot,
,,,,,,,,,,,,,,,,1.201654,,,,,,,,,,,,,,,,84b78d08-c31c-4d5a-a152-2d768b465a59,1522,,,"[110.4, 37.9]",3788769,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jannik Vestergaard,8815.0,Left Center Back,75,Denmark,776,"['961f6aad-60f8-45c7-b687-ff254a753dd4', 'cb58b429-f6e5-4515-a0ea-c214791be387']",34,True,Head,"[120.0, 45.6, 1.4]",,"[{'location': [106.3, 30.9], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 30.8], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.6, 37.4], 'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.4, 39.4], 'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 44.7], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [112.1, 40.4], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.6, 41.4], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.2, 38.8], 'player': {'id': 16583, 'name': 'Georgiy Dzhikiya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 35.5], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.4, 43.1], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 37.9], 'player': {'id': 6299, 'name': 'Aleksey Miranchuk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.5, 41.8], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.3, 43.8], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 42.2], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 38.7], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",a78da40b-79cf-4352-8a0f-fa3fab81ef4f,Off T,0.054203264,Normal,Open Play,,,,Denmark,776,00:40:34.995,Shot,True
,,,,,,,,,,,,,,,,0.146506,,,,,,,,,,,,,,,,963baa08-6f91-4d31-998a-0aa810048686,2129,,,"[98.7, 24.2]",3788769,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yussuf Yurary Poulsen,5536.0,Center Forward,107,Denmark,776,"['15c014ec-6da9-4078-96f8-570bb17fcff5', 'a94f4bf8-9513-4adb-9ded-cb7adb7407d9']",0,,Right Foot,"[103.2, 27.4]",,"[{'location': [118.3, 37.8], 'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 47.5], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [105.6, 44.2], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.6, 37.3], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 37.2], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 37.3], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 33.7], 'player': {'id': 16583, 'name': 'Georgiy Dzhikiya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 27.5], 'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.6, 40.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.7, 22.6], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.3, 30.1], 'player': {'id': 20845, 'name': 'Magomed Ozdoev'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 20.4], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",,Blocked,0.023781097,Normal,Open Play,,,,Denmark,776,00:11:00.921,Shot,
,,,,,,,,,,,,,,,,1.065202,,,,,,,,,,,,,,,,9dd74d3f-6d2c-4051-8a27-0486363458a6,2211,,,"[108.6, 37.7]",3788769,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Yussuf Yurary Poulsen,5536.0,Center Forward,114,Russia,796,['7db47fc7-e987-41b2-8816-caddbe4c1dc6'],36,,Left Foot,"[120.0, 38.4, 0.3]",True,"[{'location': [111.1, 40.5], 'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.7, 65.0], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.3, 52.5], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.8, 47.7], 'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",,Goal,0.93048674,Normal,Open Play,,,,Denmark,776,00:13:36.922,Shot,
,,,,,,,,,,,,,,,,0.558528,,,,,,,,,,,,,,,,d51e9b6e-fc7d-4554-9d6c-154b24f280ff,2350,,,"[110.4, 26.8]",3788769,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,125,Denmark,776,['c8d31ebc-0419-4db3-8cde-8b1453a9ac32'],55,,Left Foot,"[117.6, 36.1, 0.2]",,"[{'location': [104.3, 37.5], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.6, 34.6], 'player': {'id': 31917, 'name': 'Igor Diveev'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.3, 32.7], 'player': {'id': 16583, 'name': 'Georgiy Dzhikiya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 36.1], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.3, 41.7], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.7, 36.1], 'player': {'id': 21298, 'name': 'Matvey Safonov'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.8, 35.7], 'player': {'id': 18734, 'name': 'Rifat Zhemaletdinov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 29.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.4, 37.2], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [108.1, 35.6], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [112.4, 39.5], 'player': {'id': 6302, 'name': 'Kasper Dolberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 47.0], 'player': {'id': 24443, 'name': 'Mikkel Damsgaard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [109.5, 27.5], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,Saved,0.08552934,Normal,Open Play,,,,Denmark,776,00:17:55.709,Shot,
