bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.192421,,,,,,,,,,,,,5554a3fe-6ec5-4f78-9ba5-68e36530d0f5,46,,"[104.9, 47.9]",3827335,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Vázquez García,24035.0,Right Center Forward,5,Kerala Blasters,7283,['9cb6e95a-3ed7-477f-9ec0-f17dcd188096'],7,,Right Foot,"[120.0, 35.0, 0.2]",True,"[{'location': [93.4, 43.3], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 35.9], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 43.9], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 27.1], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 45.5], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 25.7], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,0.48585358,Lob,Open Play,,,,Kerala Blasters,7283,00:01:07.524,Shot,
,,,,,,,,,,,,,,,,,0.305277,,,,,,,,,,,,,c89d0f43-a94f-48c5-accb-e22099c661c6,88,,"[97.1, 52.5]",3827335,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ishan Pandita,124914.0,Center Attacking Midfield,12,Jamshedpur,2021,"['b03507ff-5684-4abe-902a-21ddb2b2508f', 'cbee0abb-daf9-4041-b0e7-5c1913218660']",44,,Right Foot,"[100.6, 51.0]",,"[{'location': [81.0, 70.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [84.2, 61.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.5, 53.0], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [84.6, 45.2], 'player': {'id': 161117, 'name': 'Ritwik Kumar Das'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.6, 39.2], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.9, 68.4], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 58.4], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.0, 68.6], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.2, 51.3], 'player': {'id': 163358, 'name': 'Ayush Adhikari'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 54.6], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 50.9], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.1, 71.6], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [90.3, 73.3], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.3, 58.6], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 41.6], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.027996033,Normal,Open Play,,,,Jamshedpur,2021,00:03:44.837,Shot,
,,,,,,,,,,,,,,,,,0.445264,,,,,,,,,,,,,332b2eb2-784e-439a-87e2-8ebfa2a1101c,229,,"[105.6, 44.4]",3827335,8,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nishu Kumar Tashni,127056.0,Right Midfield,24,Kerala Blasters,7283,"['2944944d-3e15-46d6-b89e-0aa0e1d710a3', '9f156e25-de03-407b-b5aa-39e449fe7d06']",27,,Right Foot,"[111.3, 43.4]",True,"[{'location': [112.6, 44.0], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.5, 34.0], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.1, 42.3], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 45.5], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 43.3], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 33.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.1], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.08510381,Volley,Open Play,,,,Kerala Blasters,7283,00:08:27.101,Shot,
,,,,,,,,,,,,,,,,,0.306471,,,,,,,,,,,,,17033235-581e-4015-afe8-f4f776852090,362,,"[100.2, 39.0]",3827335,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ayush Adhikari,163358.0,Right Defensive Midfield,34,Kerala Blasters,7283,"['16332ab5-7d4c-4aed-ab53-d54e2441b50f', '9b363701-5e9d-409a-b7b1-bd1e33cd9987', 'dcf6f9ab-db28-44fe-9777-df131e42866e']",48,,Right Foot,"[104.1, 39.2]",True,"[{'location': [97.5, 10.3], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.2, 21.9], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 32.3], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 39.3], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 30.2], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 18.0], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.4, 40.0], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 49.0], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.3, 44.9], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a5ab8fce-7f5f-4bea-8bd7-df5b43a99271,,Blocked,0.07968691,Normal,Open Play,,,,Kerala Blasters,7283,00:13:48.182,Shot,True
,,,,,,,,,,,,,,,,,1.430293,,,,,,,,,,,,,409bac23-1899-4e97-b0b8-7d8a93ee477a,542,,"[99.7, 30.4]",3827335,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrián Nicolás Luna Retamar,26304.0,Left Midfield,41,Kerala Blasters,7283,"['7f2a45a4-3880-4644-9d10-d951a6143e83', 'b6950b72-34d9-4304-a823-cc4e736a74ff']",28,,Right Foot,"[120.0, 43.9, 0.7]",,"[{'location': [81.4, 22.4], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.4, 45.6], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 32.5], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 33.0], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.2, 17.6], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 33.5], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 23.4], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 39.1], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.2, 26.2], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [81.1, 15.8], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.4, 46.5], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",4f56ab9a-76dd-448b-9186-c8df17128871,,Goal,0.059422266,Normal,Open Play,,,,Kerala Blasters,7283,00:17:28.738,Shot,True
,,,,,,,,,,,,,,,,,0.895194,,,,,,,,,,,,,a85210e6-6f20-4ee8-8a85-46df62c76451,570,,"[99.8, 47.2]",3827335,19,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ritwik Kumar Das,161117.0,Left Wing,45,Jamshedpur,2021,['ce1b99e3-25e1-40b6-b0eb-fb52b677143a'],24,,Right Foot,"[117.6, 41.8, 0.4]",,"[{'location': [117.3, 42.4], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 57.6], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 51.8], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.2, 62.0], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 44.9], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 45.3], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 42.9], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.2, 47.0], 'player': {'id': 163358, 'name': 'Ayush Adhikari'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.6, 68.5], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.3, 56.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.1, 53.5], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.9, 48.5], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.1, 42.9], 'player': {'id': 124914, 'name': 'Ishan Pandita'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.6, 50.2], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.2, 55.4], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",66c4c3a9-da25-469a-a9f6-dea76fb13da8,,Saved,0.04910855,Normal,Open Play,,,,Jamshedpur,2021,00:19:24.172,Shot,
,,,,,,,,,,,,,,,,,0.457485,,,,,,,,,,,,,15888fd5-7ee2-4548-aa05-8d5dcdd42ec3,953,,"[103.0, 46.7]",3827335,35,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ishan Pandita,124914.0,Center Attacking Midfield,74,Jamshedpur,2021,['190b6047-27c9-41cd-a0c9-5bfb9d3e02eb'],43,,Head,"[108.0, 40.2]",,"[{'location': [108.7, 39.6], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.9, 61.5], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.9, 43.7], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [83.4, 72.2], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [82.9, 41.2], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.8, 40.6], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 34.7], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 41.3], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.9, 37.2], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.6, 41.8], 'player': {'id': 163358, 'name': 'Ayush Adhikari'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 32.7], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.2, 35.0], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 42.9], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 45.1], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.1, 47.1], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 59.2], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.9, 38.6], 'player': {'id': 161117, 'name': 'Ritwik Kumar Das'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.1, 34.1], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",f301c6b9-6050-4aaf-85e6-481c2a9f5854,,Wayward,0.039502632,Normal,Open Play,,,,Jamshedpur,2021,00:35:43.670,Shot,
,,,,,,,,,,,,,,,,,0.115913,,,,,,,,,,,,,68a2034a-661e-4bd7-ba50-04cbbdd9a808,1352,,"[111.6, 40.2]",3827335,49,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Daniel Chima Chukwu,161091.0,Center Forward,108,Jamshedpur,2021,"['2f59ab6e-3b6b-4a81-b330-677feaa17798', 'e6af7a12-420d-4a98-bf58-a92b8e704d08', 'f31ad029-843d-492e-aa01-9f720046a6cf']",2,True,Head,"[112.9, 40.7]",,"[{'location': [113.5, 41.5], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.2, 42.6], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.1, 48.5], 'player': {'id': 124914, 'name': 'Ishan Pandita'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.4, 38.0], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.3, 33.3], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 68.8], 'player': {'id': 161117, 'name': 'Ritwik Kumar Das'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.1, 73.1], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 62.3], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 56.9], 'player': {'id': 163358, 'name': 'Ayush Adhikari'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 47.6], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 39.7], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.5, 40.5], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.7, 41.4], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 40.9], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 37.2], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 41.3], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 43.1], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.6, 40.3], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.4, 30.8], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",00cbc438-73af-4f1f-beb9-7cae22080a19,,Blocked,0.0690983,Normal,Open Play,,,,Jamshedpur,2021,00:04:02.449,Shot,True
,,,,,,,,,,,,,,,,,0.096156,,,,,,,,,,,,,6df104cf-25ee-4ee9-a1c8-091d14ccba69,1357,,"[117.3, 42.5]",3827335,49,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pronay Halder,124910.0,Left Defensive Midfield,108,Jamshedpur,2021,['d90b2cf3-23a4-4774-84e5-44fb3d3e5c9b'],3,,Right Foot,"[120.0, 42.6, 0.3]",,"[{'location': [113.0, 43.1], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.7, 39.5], 'player': {'id': 161101, 'name': 'PC Laldinpuia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.3, 37.4], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.7, 47.3], 'player': {'id': 124914, 'name': 'Ishan Pandita'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.7, 73.2], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.6, 27.4], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.1, 52.1], 'player': {'id': 163358, 'name': 'Ayush Adhikari'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 60.3], 'player': {'id': 163357, 'name': 'Lalthathanga Khawlhring'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 47.9], 'player': {'id': 163351, 'name': 'Soraisham Sandeep Singh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 39.3], 'player': {'id': 26304, 'name': 'Adrián Nicolás Luna Retamar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.5, 38.4], 'player': {'id': 163356, 'name': 'Harmanjot Singh Khabra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 42.3], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.1, 40.7], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.2, 40.0], 'player': {'id': 166558, 'name': 'Hormipam Ruivah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.2, 42.5], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [116.4, 36.9], 'player': {'id': 20837, 'name': 'Marko Lešković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 41.4], 'player': {'id': 163347, 'name': 'Prabhushkan Singh Gill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 65.8], 'player': {'id': 161117, 'name': 'Ritwik Kumar Das'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,0.44894984,Normal,Open Play,,,,Jamshedpur,2021,00:04:03.905,Shot,
,,,,,,,,,,,,,,,,,0.386616,,,,,,,,,,,,,dc51c97c-707c-4527-98ad-e88d607a4507,1389,,"[101.2, 42.7]",3827335,50,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Álvaro Vázquez García,24035.0,Right Center Forward,109,Kerala Blasters,7283,['aa717e82-a7c9-4471-9f18-338c9f1e6b77'],10,,Right Foot,"[110.0, 40.9, 1.3]",,"[{'location': [109.9, 42.5], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.9, 59.0], 'player': {'id': 127056, 'name': 'Nishu Kumar Tashni'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.6, 37.4], 'player': {'id': 28251, 'name': 'Jorge Rolando Pereyra Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [83.7, 50.2], 'player': {'id': 163358, 'name': 'Ayush Adhikari'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.7, 54.0], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.9, 43.2], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 37.3], 'player': {'id': 161101, 'name': 'PC Laldinpuia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 37.0], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.7, 44.4], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [82.6, 36.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",9806c405-d0c2-4086-89ec-530f71d8f86f,,Saved,0.43586436,Lob,Open Play,,,,Kerala Blasters,7283,00:05:10.351,Shot,
