bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.452797,,,,,,,,,,,,bb74f177-477a-4b77-a834-4c9da8aaf495,90,,,"[102.0, 35.0]",19742,2,,,,,,,,,,,,,,,,,,,1,From Free Kick,Julie Biesmans,10095.0,Center Defensive Midfield,9,Bristol City WFC,973,['bcb5ae31-6ab4-42c9-af2f-fe795c51433b'],52,,Right Foot,"[120.0, 44.8, 3.8]",,"[{'location': [112.0, 39.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 53.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 55.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 52.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 56.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 50.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 32.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 54.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 38.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Off T,0.12750085,Normal,Free Kick,,,,Bristol City WFC,973,00:02:52.907,Shot,
,,,,,,,,,,,0.7654,,,,,,,,,,,,01719a8c-5d4a-4d13-a5ef-fc64b38fd833,539,,,"[118.0, 47.0]",19742,16,,,,,,,,,,,,,,,,,,,1,Regular Play,Heather Payne,16382.0,Right Wing,38,Bristol City WFC,973,"['0e7dfb6c-1bc2-4e15-aa10-fccfcf66bcc1', '338a4a41-1cda-4b09-aeec-d93549d1a318']",20,,Right Foot,"[120.0, 42.0]",,"[{'location': [114.0, 41.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.0, 46.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 45.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 40.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,Blocked,0.105211996,Volley,Open Play,,,,Bristol City WFC,973,00:16:20.825,Shot,
,,,,,,,,,,,1.451247,,,,,,,,,,,,d9f128e9-70a1-45a2-a7aa-7f9c04daa010,544,,,"[104.0, 54.0]",19742,16,,,,,,,,,,,,,,,,,,,1,Regular Play,Loren Dykes,16391.0,Right Back,38,Bristol City WFC,973,['0ffed0f5-6873-4384-83c7-780f023a8de4'],26,,Left Foot,"[120.0, 45.2, 2.3]",True,"[{'location': [115.0, 49.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 48.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 55.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 27.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.0, 29.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 25.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.0, 40.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 52.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 58.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 50.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",74e3673f-1cf7-4201-9faa-07bac1679c4d,,Off T,0.03536478,Normal,Open Play,,,,Bristol City WFC,973,00:16:26.201,Shot,
,,,,,,,,,,,0.0291,,,,,,,,,,,,254f0b3f-68f4-42ef-8953-894dc8d00967,812,,,"[110.0, 34.0]",19742,24,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amber Gaylor,15711.0,Left Midfield,60,Yeovil Town LFC,970,"['411a36c9-f9e3-4cd2-9831-1b64e27f4be6', '54f3a808-efbb-4f7d-a7d9-05b3973fc997', '77f4da8d-22a0-4c81-987b-8161bfeccdaf']",38,True,Head,"[111.0, 37.0]",,"[{'location': [112.0, 23.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 43.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 53.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 25.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 45.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.0, 28.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",3be1eb25-9eb5-4d35-b942-6c3f3f625d05,,Blocked,0.078224994,Normal,Open Play,,,,Yeovil Town LFC,970,00:24:38.819,Shot,True
,,,,,,,,,,,2.0556,,,,,,,,,,,,e958b601-2225-46f3-a89b-14f16514f8ad,918,,,"[105.0, 27.0]",19742,28,,,,,,,,,,,,,,,,,,,1,Regular Play,Ella Rutherford,16388.0,Left Wing,67,Bristol City WFC,973,['784957f6-8ef7-4e8f-8103-b280062945a0'],51,,Left Foot,"[120.0, 34.4, 2.4]",,"[{'location': [113.0, 49.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 37.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 33.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 47.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 42.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 28.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 21.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 19.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,0.049422983,Normal,Open Play,,,,Bristol City WFC,973,00:28:51.300,Shot,
,,,,,,,,,,,1.00595,,,,,,,,,,,,f106b93b-0559-4acf-9f2c-9e5ebc6e084b,966,,,"[109.0, 50.0]",19742,31,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucy Hope,16386.0,Left Center Midfield,70,Bristol City WFC,973,['e3c1cb50-cfeb-47e6-8bf1-b23600800937'],57,,Right Foot,"[120.0, 42.8, 2.2]",True,"[{'location': [104.0, 24.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 48.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 26.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 32.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 36.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,0.069018684,Volley,Open Play,,,,Bristol City WFC,973,00:31:57.453,Shot,
,,,,,,,,,,,1.577,,,,,,,,,,,,8f2f3340-ca4a-4f42-917a-d61420cca655,980,,,"[104.0, 26.0]",19742,32,,,,,,,,,,,,,,,,,,,1,From Kick Off,Amber Gaylor,15711.0,Left Midfield,71,Yeovil Town LFC,970,"['15edbd69-5215-4a89-9398-527727495256', 'a22acacd-2408-4aaa-9300-c950ac2bf6df']",50,,Left Foot,"[120.0, 44.0, 0.4]",,"[{'location': [87.0, 58.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 35.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 26.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 49.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Goal,0.06660978,Normal,Open Play,,,,Yeovil Town LFC,970,00:32:50.359,Shot,True
,,,,,,,,,,,2.700532,,,,,,,,,,,,e04d9d22-4bb1-4cd1-9fbe-53c4f1750bba,1177,,,"[84.0, 25.0]",19742,39,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellie Mason,15715.0,Left Center Midfield,84,Yeovil Town LFC,970,['ccfaa06a-e686-4ed7-8530-8ae6665720cc'],56,,Left Foot,"[119.0, 36.6, 1.6]",,"[{'location': [100.0, 21.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 28.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [81.0, 9.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [74.0, 39.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.0, 22.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [74.0, 17.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [79.0, 27.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 21.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.0, 28.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 54.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.0, 5.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",a680fafe-8bfe-453e-93f6-dbf90cc27f89,,Saved,0.00744592,Normal,Open Play,,,,Yeovil Town LFC,970,00:39:56.325,Shot,
,,,,,,,,,,,0.4227,,,,,,,,,,,,4fa6e7fb-2d39-436f-bd4a-a21a8c32557b,1538,,,"[113.0, 45.0]",19742,48,,,,,,,,,,,,,,,,,,,2,From Corner,Shannon Albuery,19775.0,Left Center Forward,113,Yeovil Town LFC,970,"['270eea1e-2896-48a3-8a42-c86e88454b34', 'c1b79f57-daaf-43c4-84c4-99a796c11114']",27,,Head,"[116.0, 46.0]",,"[{'location': [120.0, 38.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 45.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 36.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 50.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 48.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 47.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",93f4844e-1dc8-487f-9412-7e72fbfff25f,,Blocked,0.06942833,Normal,Open Play,,,,Yeovil Town LFC,970,00:03:27.563,Shot,
,,,,,,,,,,,2.917961,,,,,,,,,,,,bb2d8bfb-3689-459d-bed0-fb78d3069690,1562,,,"[81.0, 42.0]",19742,48,,,,,,,,,,,,,,,,,,,2,From Corner,Amber Gaylor,15711.0,Left Midfield,113,Yeovil Town LFC,970,['6cbac94d-4eb6-42ef-8671-b213448df2fa'],49,,Left Foot,"[119.0, 43.8, 0.5]",,"[{'location': [78.0, 45.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.0, 75.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 41.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.0, 32.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.0, 43.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 52.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.0, 64.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 51.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.0, 59.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.0, 27.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",aaa210bd-4cba-4f44-bd83-3f6a514e4b43,,Saved,0.006415829,Normal,Open Play,,,,Yeovil Town LFC,970,00:03:49.245,Shot,
