bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.153952,,,,,,,,,,,,,4759df4d-b403-4481-aa4f-e46ca57735a7,93,,,"[81.8, 52.6]",3754250,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Veretout,7153.0,Right Center Midfield,8,Aston Villa,59,"['9f56631d-6f69-4cd6-9ec2-8edc76897680', 'b316c054-9258-4ac9-90eb-58dd0268754d']",24,,Right Foot,,"[87.4, 50.9]",,"[{'location': [87.7, 51.1], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.9, 44.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [69.6, 40.3], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [70.4, 57.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [75.9, 52.9], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.9, 23.2], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.3, 36.2], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [74.5, 51.2], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [71.7, 40.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [79.2, 23.4], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [73.4, 49.1], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [82.0, 49.2], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.4, 41.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.8, 38.8], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.1, 27.0], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,0.007321767,Normal,Open Play,,,,Aston Villa,59,00:02:24.968,Shot,
,,,,,,,,,,,,,,,,,0.945747,,,,,,,,,,,,,01d284dd-b28d-450f-8c5c-1620caa1a2c7,439,,,"[105.7, 39.1]",3754250,12,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jamie Vardy,10960.0,Left Center Forward,31,Leicester City,22,"['3e1c6a99-9690-4b7b-82de-df3ea0357dd2', '69c21ecb-e6e6-4e63-bfd7-b74b7e8a9eb9']",15,True,Head,,"[120.0, 34.9, 1.7]",,"[{'location': [108.0, 47.7], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.3, 37.7], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.4, 46.7], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [81.5, 18.4], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 41.0], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [91.3, 23.8], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.1, 38.2], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 40.4], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.1, 24.4], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.7, 44.4], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 39.3], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.4, 46.5], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 38.1], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 32.5], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 40.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.1, 42.8], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.8, 55.0], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",a2783feb-bc19-4110-8497-6a3b0df3b191,,,Off T,0.033173744,Normal,Open Play,,,,Leicester City,22,00:12:15.546,Shot,True
,,,,,,,,,,,,,,,,,1.195769,,,,,,,,,,,,,b055f4ae-f636-4600-948f-6d7c994bb347,495,,,"[98.4, 17.5]",3754250,14,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marc Albrighton,3307.0,Left Midfield,36,Leicester City,22,['543884ce-b2ce-4ece-92a9-965d28ddad0a'],34,,Right Foot,,"[119.2, 36.4, 2.0]",,"[{'location': [109.0, 44.5], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 46.6], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.6, 37.9], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.7, 41.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 39.8], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 40.4], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.6, 35.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 32.3], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 23.1], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.3, 22.4], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 39.2], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 40.5], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.1, 48.1], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.6, 40.4], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 37.8], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.9, 40.4], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.1, 33.7], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.2, 18.0], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Saved,0.008556728,Normal,Free Kick,,,,Leicester City,22,00:14:34.753,Shot,
,,,,,,,,,,,,,,,,,0.210135,,,,,,,,,,,,,9f4b65b5-8d19-4db6-a334-cc79c0d20df4,571,,,"[93.0, 41.6]",3754250,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,40,Leicester City,22,"['61bc3024-6b65-46aa-90ae-9bfa57409616', '7edb3cd3-4262-48cb-8cad-b06a7ffa9c62']",10,,Right Foot,,"[99.5, 41.5]",,"[{'location': [92.2, 62.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.8, 35.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 30.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [79.6, 42.9], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.5, 41.4], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 41.8], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 35.4], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 32.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [81.0, 37.7], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 46.4], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 37.9], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",6a849c0f-e2d4-48fc-9f22-5d4f9adba30c,,,Blocked,0.038088437,Normal,Open Play,,,,Leicester City,22,00:16:10.203,Shot,
,,,,,,,,,,,,,,,,,0.420599,,,,,,,,,,,,,6e57bb0d-132a-49b0-97e7-43129915a3e0,676,,,"[109.5, 53.2]",3754250,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Libor Kozák,28247.0,Center Forward,45,Aston Villa,59,['dc5fef41-d6f9-44ba-90b2-c0c958dffb0f'],6,,Right Foot,,"[115.7, 46.8, 0.4]",,"[{'location': [94.2, 51.9], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.3, 45.8], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 52.3], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.3, 54.1], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 41.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,True,,Saved,0.14233197,Normal,Open Play,,,,Aston Villa,59,00:19:06.717,Shot,
,,,,,,,,,,,,,,,,,1.58512,,,,,,,,,,,,,d2eab4b5-b58e-437a-9ab5-8094ea84e87c,958,,,"[106.1, 33.9]",3754250,27,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ashley Westwood,3583.0,Left Center Midfield,60,Aston Villa,59,['0ae4f179-2574-4238-9a8c-d0df725b5daf'],20,,Right Foot,,"[120.0, 35.0, 7.1]",True,"[{'location': [106.0, 38.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.4, 69.6], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.8, 63.2], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.8, 44.1], 'player': {'id': 28247, 'name': 'Libor Kozák'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.4, 62.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.5, 39.7], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 45.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 63.9], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.1, 47.7], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 55.4], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 39.3], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 42.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 51.9], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",a07298df-1ad8-464a-a153-26e31d4a13d0,,,Off T,0.10850642,Volley,Open Play,,,,Aston Villa,59,00:27:20.141,Shot,
,,,,,,,,,,,,,,,,,1.410795,,,,,,,,,,,,,64f2878b-6c23-442b-aaff-5945c917802a,963,,,"[104.2, 28.9]",3754250,27,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jamie Vardy,10960.0,Left Center Forward,61,Leicester City,22,"['3f84f836-0845-413b-8c0e-ebc57fe8b110', '439f01bd-982a-4f49-955a-6cdf63150ae4']",53,,Right Foot,,"[119.6, 38.9, 1.1]",True,"[{'location': [91.8, 47.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.8, 34.7], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 47.0], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.7, 28.5], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 31.1], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",251f7e09-5b70-4706-8bfe-6394224755f1,,,Saved,0.117790274,Lob,Open Play,,,,Leicester City,22,00:27:53.655,Shot,True
,,,,,,,,,,,,,,,,,0.119511,,,,,,,,,,,,,35c79e2f-764a-4e59-b311-30b955454bc2,966,,,"[118.3, 44.0]",3754250,27,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Shinji Okazaki,3810.0,Right Center Forward,61,Leicester City,22,['db173e24-9548-4f3e-9494-80286cf12655'],56,,Right Foot,,"[120.0, 42.3, 0.7]",True,"[{'location': [98.7, 29.0], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 32.3], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 43.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 40.9], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 42.9], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.9, 21.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.9, 16.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,True,Goal,0.7078735,Half Volley,Open Play,,,,Leicester City,22,00:27:56.813,Shot,
,,,,,,,,,,,,,,,,,0.166989,,,,,,,,,,,,,5351ebb5-bed2-42b4-ad64-c6820d402dc8,1039,,,"[111.1, 46.2]",3754250,31,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Riyad Mahrez,3814.0,Right Midfield,65,Leicester City,22,"['10f576be-49f7-4c8a-96be-491672207394', 'ccc10565-45c3-48e3-8ed4-ba39da96de7d']",38,,Left Foot,,"[114.9, 44.5]",True,"[{'location': [101.2, 36.7], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 35.6], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.3, 5.0], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 20.7], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.9, 3.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.9, 19.6], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.1, 30.9], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 17.2], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 29.0], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 44.5], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 37.5], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.2, 40.5], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 42.8], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 29.1], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",ef2fe5ae-26d0-4e92-97a3-1ded7792689b,,,Blocked,0.14937186,Normal,Open Play,,,,Leicester City,22,00:31:38.714,Shot,
,,,,,,,,,,,,,,,,,0.398881,,,,,,,,,,,,,d73e8c82-b0d5-49d1-936a-0c2ad30f2e7d,1043,,,"[108.2, 40.1]",3754250,32,,,,,,,,,,,,,,,,,,,,,,,1,Other,Riyad Mahrez,3814.0,Right Midfield,66,Leicester City,22,['b4ebba00-923a-4e75-aa10-970813cb8e97'],36,,Left Foot,,"[119.7, 38.4, 1.0]",,,,,,Saved,0.7835,Normal,Penalty,,,,Leicester City,22,00:32:36.488,Shot,
