50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.598347,,,,,,,,,,,,,,25f67c0b-e628-4710-8776-3b757f2ddf69,328,,"[115.5, 39.7]",3878557,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luca Rigoni,7461.0,Right Center Midfield,17,Palermo,2256,"['4e0222c2-309f-45ed-a110-ee1a7eef83fe', '7e114780-869d-46c9-a5f9-6fb7ae89454f']",8,True,Head,"[120.0, 42.4, 1.9]",,"[{'location': [115.9, 39.2], 'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 40.7], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.1, 34.5], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.7, 31.3], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.1, 24.6], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.1, 31.6], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.4, 24.6], 'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 25.5], 'player': {'id': 15161, 'name': 'Alexander Merkel'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.9, 37.1], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 34.7], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.7, 22.3], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 39.3], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",526a57cb-c155-40e9-a6f8-f9c5db3b8e9a,,Goal,0.26389578,Normal,Open Play,,,,Palermo,2256,00:07:08.117,Shot,True
,,,,,,,,,,,,,,,,,,,0.006866,,,,,,,,,,,,,,e00f9e9f-fc3d-42f9-a5a9-79d9c9b72b8c,679,,"[106.5, 27.2]",3878557,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aleksandar Trajkovski,30512.0,Center Forward,36,Palermo,2256,"['267601a1-adae-469c-a4fa-eec1245809e3', '80f2d666-da7b-4ae5-bd24-734e54945c14']",23,,Right Foot,"[107.2, 27.7]",,"[{'location': [118.3, 36.2], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 38.8], 'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 28.5], 'player': {'id': 15161, 'name': 'Alexander Merkel'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.6, 32.4], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 28.0], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.2, 34.8], 'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 41.3], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 50.9], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.2, 26.9], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.5, 37.3], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.6, 32.8], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.1, 57.6], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",dfd13d8b-1a1d-4249-a1d9-0593372534df,,Blocked,0.034499805,Normal,Open Play,,,,Palermo,2256,00:14:23.772,Shot,
,,,,,,,,,,,,,,,,,,,0.998373,,,,,,,,,,,,,,31f56b72-bdf3-453b-8e5c-531773e3253d,731,,"[98.7, 20.0]",3878557,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bruno Miguel Borges Fernandes,5204.0,Left Center Midfield,40,Udinese,230,['a7a29438-2bde-448f-979f-2fbf4d6ea388'],46,,Right Foot,"[120.0, 51.5, 1.9]",,"[{'location': [99.7, 34.1], 'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.3, 46.7], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [87.8, 13.9], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.3, 17.9], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 35.6], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 29.6], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.8, 21.2], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 37.7], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6573a220-eb90-4e5e-8838-95bd2b64b3c6,,Off T,0.010156672,Normal,Open Play,,,,Udinese,230,00:15:46.581,Shot,
,,,,,,,,,,,,,,,,,,,0.516513,,,,,,,,,,,,,,8e9b4846-4595-412d-9a26-9601c1eab26b,751,,"[100.4, 42.0]",3878557,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Cyril Théréau,8272.0,Left Center Forward,42,Udinese,230,['0cc6cf79-2951-4fd9-9dda-d7620a95cafc'],27,,Left Foot,"[115.1, 39.3, 2.0]",,"[{'location': [91.8, 51.9], 'player': {'id': 15161, 'name': 'Alexander Merkel'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.2, 40.8], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 47.9], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 39.8], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 43.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.9, 36.8], 'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Saved,0.1365053,Normal,Open Play,,,,Udinese,230,00:16:27.488,Shot,
,,,,,,,,,,,,,,,,,,,0.15838,,,,,,,,,,,,,,c62387f4-806f-478c-b286-6f233bebfef9,779,,"[109.5, 36.4]",3878557,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,44,Udinese,230,"['6370533a-e383-4d18-aeda-b501413b5af0', '6d0ebd31-3544-4c38-b3c6-5ff612bcf08e']",9,,Right Foot,"[110.7, 36.6, 0.6]",True,"[{'location': [113.2, 34.3], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.1, 39.0], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.8, 37.6], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 37.0], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.3, 40.3], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.5, 37.6], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 30.0], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.3, 35.8], 'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.8, 35.0], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",35dd0dce-50c6-43d8-8564-7f8908f646c4,,Saved,0.11257906,Half Volley,Open Play,,,,Udinese,230,00:17:09.908,Shot,True
,,,,,,,,,,,,,,,,,,,0.308997,,,,,,,,,,,,,,4d661067-bc25-447d-9631-f8a0b70a2a65,785,,"[111.2, 37.5]",3878557,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyril Théréau,8272.0,Left Center Forward,44,Udinese,230,"['6707ddf0-8130-4525-823a-fa3746863350', '858248a9-611f-45ee-a008-19c614a456e9']",11,,Left Foot,"[117.6, 37.4]",,"[{'location': [106.7, 39.3], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.1, 36.6], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 35.6], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.1, 39.9], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 37.8], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.5, 35.4], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.3, 37.9], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 32.6], 'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.5, 28.6], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,,Blocked,0.36557811,Normal,Open Play,,,,Udinese,230,00:17:11.403,Shot,
,,,,,,,,,,,,,,,,,,,0.493243,,,,,,,,,,,,,,fb32f161-b07c-4009-9f7c-b298f744cb89,790,,"[115.0, 32.3]",3878557,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Duván Esteban Zapata Banguera,7017.0,Right Center Forward,44,Udinese,230,"['69a922bb-2e51-4b45-84ac-8560c18736b1', '6c1c050a-f06d-44e1-b6f6-d79bae589891']",12,,Left Foot,"[120.0, 38.1, 3.8]",True,"[{'location': [102.4, 35.4], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.2, 38.9], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.5, 27.7], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [112.9, 33.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 36.2], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.5, 40.7], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.3], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 36.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.7, 37.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.21750547,Half Volley,Open Play,,,,Udinese,230,00:17:12.810,Shot,True
,,,,,,,,,,,,,,,,,,,0.637322,,,,,,,,,,,,,,544497c8-7c7b-4ecb-898a-345ace16d319,871,,"[108.0, 47.4]",3878557,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edenílson Andrade dos Santos,25116.0,Right Wing Back,47,Udinese,230,['8091bdfd-079e-4319-be9b-9e98e62bd990'],9,,Right Foot,"[120.0, 41.2, 3.5]",,"[{'location': [88.4, 5.1], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [113.6, 43.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 41.8], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.3, 36.5], 'player': {'id': 7017, 'name': 'Duván Esteban Zapata Banguera'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.1, 43.1], 'player': {'id': 23329, 'name': 'Abdelhamid El Kaoutari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 40.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.5, 48.8], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.6, 24.0], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.8, 37.0], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",20aae79b-7f28-40d2-a838-70c5b91dafcd,,Off T,0.1901603,Volley,Open Play,,,,Udinese,230,00:19:09.594,Shot,
,,,,,,,,,,,,,,,,,,,0.217919,,,,,,,,,,,,,,f2f39667-120d-478a-96ff-4b0d5546b080,921,,"[92.7, 26.0]",3878557,20,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Lazaar,10032.0,Left Wing Back,52,Palermo,2256,"['55018b9c-1364-4069-9fa9-495bdfef44ef', 'c8c095e0-79e9-4fad-a31e-96ac2c168648']",34,,Left Foot,"[98.1, 28.1]",,"[{'location': [118.1, 37.8], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.8, 11.9], 'player': {'id': 15161, 'name': 'Alexander Merkel'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.5, 33.3], 'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 28.5], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.1, 24.0], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 18.8], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [91.4, 29.8], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.8, 25.2], 'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 44.4], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [83.6, 30.1], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.0, 54.0], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [93.0, 39.0], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.1, 20.8], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 32.2], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",3bbc69b1-4b2d-4e6d-92cb-83bd4c645909,,Blocked,0.020305913,Normal,Open Play,,,,Palermo,2256,00:20:34.003,Shot,
,,,,,,,,,,,,,,,,,,,0.17122,,,,,,,,,,,,,,bedc0c14-2232-4900-a9b5-3c9a7b78a204,926,,"[88.1, 53.0]",3878557,20,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Robin Quaison,8552.0,Left Center Midfield,52,Palermo,2256,"['704f9c40-f6cb-4045-b0f3-8eac71c57f98', '7c12cd53-0fb0-4f40-af48-ed0b4e02bca3']",38,,Right Foot,"[93.4, 50.4]",,"[{'location': [117.6, 40.8], 'player': {'id': 3742, 'name': 'Orestis Karnezis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 56.1], 'player': {'id': 8191, 'name': 'Ali Adnan Kadhim Al Tameemi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.1, 46.7], 'player': {'id': 46670, 'name': 'Iván Rodrigo Piris Leguizamón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 38.4], 'player': {'id': 7799, 'name': 'Danilo Larangeira'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.7, 43.5], 'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 31.7], 'player': {'id': 8852, 'name': 'Thomas Heurtaux'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.4, 49.7], 'player': {'id': 5204, 'name': 'Bruno Miguel Borges Fernandes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.9, 26.5], 'player': {'id': 25116, 'name': 'Edenílson Andrade dos Santos'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.0, 23.1], 'player': {'id': 15161, 'name': 'Alexander Merkel'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.8, 41.8], 'player': {'id': 8272, 'name': 'Cyril Théréau'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [80.8, 31.4], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.3, 31.0], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [98.2, 53.5], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.3, 40.4], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.1, 66.8], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.0, 31.0], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.0075571197,Normal,Open Play,,,,Palermo,2256,00:20:38.897,Shot,
