50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.776769,,,,,,,,,,,,,,6471f84b-12cb-4267-a7f1-988d9293912b,2305,,,"[114.0, 36.2]",3890329,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Götze,8227.0,Right Wing,112,Bayern Munich,169,"['18af1de3-34b9-4eda-bf07-8ed8dbf7241c', 'd2f37dc0-71b9-45d1-b47a-c54458f40aa2']",40,,Right Foot,"[120.0, 36.7, 4.6]",True,"[{'location': [110.2, 53.5], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.2, 46.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 48.5], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 45.6], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 38.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 58.2], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.1, 52.8], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 57.3], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.2, 50.4], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.7, 56.5], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.1, 43.0], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",2015ea87-5659-46ca-b5c3-6faafde62f1e,,,Off T,0.5644214,Normal,Open Play,,,,Bayern Munich,169,00:09:40.155,Shot,True
,,,,,,,,,,,,,,,,0.97437,,,,,,,,,,,,,,345dece7-a566-4116-b686-fdec0a04e953,2374,,,"[109.2, 32.9]",3890329,56,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Reus,5559.0,Left Wing,115,Borussia Dortmund,180,['60fb037a-3283-4330-b2c3-b12938f5837a'],21,,Right Foot,"[120.0, 49.2, 0.8]",True,"[{'location': [118.8, 40.7], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 54.6], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 48.0], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 53.2], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 47.8], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 38.0], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.8, 40.6], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 37.9], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 35.6], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 41.4], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.6, 46.9], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.2, 40.1], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.1, 23.1], 'player': {'id': 6330, 'name': 'Adnan Januzaj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",8f00d3be-67fa-46cc-a9d5-0ace7837b162,,,Off T,0.10431128,Volley,Open Play,,,,Borussia Dortmund,180,00:11:21.607,Shot,
,,,,,,,,,,,,,,,,0.564141,,,,,,,,,,,,,,a3d09770-84ae-4fb2-934c-f55674c89fd0,2404,,,"[108.4, 35.7]",3890329,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Robert Lewandowski,5668.0,Center Forward,116,Bayern Munich,169,['6d6f37c1-36bd-4534-9089-11d8552cbc66'],6,,Left Foot,"[120.0, 43.6, 0.2]",True,"[{'location': [116.5, 38.8], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 61.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 37.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.2, 59.1], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 28.8], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.2, 67.2], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d8f35e1d-3a0a-4576-8dbb-aa2843340d4e,,,Goal,0.16748144,Half Volley,Open Play,,,,Bayern Munich,169,00:12:06.373,Shot,
,,,,,,,,,,,,,,,,0.261087,,,,,,,,,,,,,,108c1709-e86f-48fe-b12b-08092a0f2a74,2442,,,"[108.5, 42.7]",3890329,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Javier Martínez Aginaga,9399.0,Right Center Back,119,Bayern Munich,169,"['257424f1-b1af-4a28-b638-bc0c4f06e938', 'e79bc04a-f24d-445b-9f27-3efba3ab29f4']",16,True,Head,"[110.1, 36.4]",,"[{'location': [114.4, 61.7], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [120.0, 41.3], 'player': {'id': 6330, 'name': 'Adnan Januzaj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.8, 55.2], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.6, 47.1], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 47.7], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 42.3], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 42.2], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 37.7], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 36.4], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 40.5], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 47.2], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.3, 38.9], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.9, 36.1], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.9, 66.5], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",88a2fa02-b42e-4eb7-bb06-00b6d51eed1b,,,Wayward,0.04517341,Normal,Open Play,,,,Bayern Munich,169,00:14:16.960,Shot,True
,,,,,,,,,,,,,,,,0.780688,,,,,,,,,,,,,,c5cec724-d61a-491a-a6e1-869751e4768a,2533,,,"[106.9, 61.9]",3890329,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Douglas Costa de Souza,5837.0,Left Wing,121,Bayern Munich,169,['0f3911cc-18f0-4b40-8d67-9a104ba33c93'],2,,Left Foot,"[117.4, 44.1, 0.5]",,"[{'location': [117.9, 43.5], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 60.7], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 56.2], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 45.4], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 39.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 55.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.2, 32.4], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 41.1], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 39.4], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.9, 34.6], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.8, 44.3], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.1, 57.4], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f9f15260-71f9-4183-baf0-e23cc3b10c5d,,,Saved,0.01026978,Normal,Open Play,,,,Bayern Munich,169,00:16:02.122,Shot,
,,,,,,,,,,,,,,,,1.037669,,,,,,,,,,,,,,4bf1fe7a-aa1c-49b7-bb1e-19fad7efa7a1,2612,,,"[105.0, 65.5]",3890329,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Douglas Costa de Souza,5837.0,Left Wing,125,Bayern Munich,169,['bfd69deb-34f6-4cd6-b364-ff4f647757b7'],35,,Left Foot,"[117.6, 41.2, 0.5]",,"[{'location': [118.7, 42.7], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.0, 58.0], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.5, 31.1], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 30.5], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 36.4], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.1, 38.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 45.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 47.0], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.5, 49.3], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 36.6], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 49.5], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.3, 62.5], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.2, 63.7], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",1adca1a7-963a-444a-8075-606cb6b63b5e,,,Saved,0.0056549967,Normal,Open Play,,,,Bayern Munich,169,00:17:35.287,Shot,
,,,,,,,,,,,,,,,,1.503518,,,,,,,,,,,,,,1c87df05-d235-4a79-94f8-027870d6266f,2682,,,"[111.6, 32.1]",3890329,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Henrikh Mkhitaryan,3275.0,Center Attacking Midfield,129,Borussia Dortmund,180,"['9063c541-3df7-47dc-b8c5-58cda1fe8d3f', 'e2ba1ca7-69fc-4c20-a43a-c97c79de4aeb']",55,,Left Foot,"[120.0, 47.0, 0.4]",True,"[{'location': [93.1, 37.8], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.9, 46.2], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 43.1], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 35.6], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 33.5], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.1, 40.4], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 33.5], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 37.9], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.1, 27.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 41.5], 'player': {'id': 6330, 'name': 'Adnan Januzaj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 39.7], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.7, 23.5], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",84123910-6e4b-4e41-8d12-4b2b7b06aa8c,,,Off T,0.14864598,Volley,Open Play,,,,Borussia Dortmund,180,00:18:55.494,Shot,True
,,,,,,,,,,,,,,,,0.72837,,,,,,,,,,,,,,91c6b6bb-17f6-43de-9d9e-223b65160063,2773,,,"[105.7, 40.8]",3890329,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Götze,8227.0,Right Wing,132,Bayern Munich,169,"['1f40a713-d2f6-46a6-8ef8-ee12f6b31eda', '6c7b9b6e-e6e0-405d-8700-5ef043c4af21', '8598e9c5-830b-41f4-a95e-2c90e4629fe9']",24,,Right Foot,"[120.0, 36.5, 0.2]",,"[{'location': [107.5, 39.5], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 45.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 35.6], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 43.3], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.1, 30.1], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 36.6], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 40.8], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 42.5], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 43.6], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.3, 42.8], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 34.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.9, 48.8], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",9923a3f1-543c-4909-956e-0206d362dc53,,,Goal,0.15334563,Normal,Open Play,,,,Bayern Munich,169,00:20:24.500,Shot,True
,,,,,,,,,,,,,,,,0.441385,,,,,,,,,,,,,,eabd591e-8279-44c5-9b13-d7fbfd3cc7ad,2945,,,"[107.0, 28.6]",3890329,70,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Henrikh Mkhitaryan,3275.0,Center Attacking Midfield,137,Borussia Dortmund,180,['3a8ddd88-83ba-4e3b-a148-6380de54f299'],19,,Left Foot,"[116.7, 38.4, 0.5]",,"[{'location': [106.7, 41.5], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 31.5], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.7, 29.3], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 32.7], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 38.0], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.1, 37.4], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 49.4], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.5, 46.6], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1d2ff8a5-fac5-480d-a42a-ceff886c6d2a,True,,Saved,0.1374001,Normal,Open Play,,,,Borussia Dortmund,180,00:25:19.810,Shot,
,,,,,,,,,,,,,,,,0.985985,,,,,,,,,,,,,,df1ce7f2-c6bb-4203-b237-21dd3fcaa718,3134,,,"[95.6, 32.8]",3890329,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marco Reus,5559.0,Left Wing,146,Borussia Dortmund,180,['b9f51ae7-b9d2-4c19-8fd7-b135b5dd48c4'],7,,Right Foot,"[120.0, 38.0, 4.5]",,"[{'location': [118.9, 41.5], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 35.8], 'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 38.4], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.4, 36.7], 'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 37.5], 'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 45.0], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 49.4], 'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.6, 43.8], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 42.5], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.6, 32.1], 'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 39.4], 'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.7, 50.9], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.3, 37.5], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.4, 34.6], 'player': {'id': 6330, 'name': 'Adnan Januzaj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.5, 44.9], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.7, 41.4], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Off T,0.07933957,Normal,Free Kick,,,,Borussia Dortmund,180,00:30:07.471,Shot,
