50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.564,,,,,,,,,,8dba5e39-d25c-4502-8169-48223a35cff2,2085,,"[98.0, 41.0]",7493,55,,,,,,,,,,,,,,,,,,2,From Free Kick,Havana Solaun,4945.0,Secondary Striker,121,Washington Spirit,759,"['8be6a9dd-1a3e-404e-a14e-c5d89e928b8f', 'c5641c57-1e0d-4f47-a342-cc01894bf6b4']",1,,Right Foot,"[120.0, 45.8, 0.3]",,"[{'location': [103.0, 65.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.0, 40.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.0, 52.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.0, 50.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 41.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [108.0, 35.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 46.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.0, 42.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 53.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 54.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Off T,0.041429747,Half Volley,Open Play,,,,Washington Spirit,759,00:10:01.869,Shot,True
,,,,,,,,,,0.881,,,,,,,,,,a0537340-ffa8-4c17-9e82-abc8bbda5c94,2195,,"[100.0, 56.0]",7493,56,,,,,,,,,,,,,,,,,,2,Regular Play,Ashley Hatch,4964.0,Left Center Forward,125,Washington Spirit,759,"['589f8186-74c8-4222-ba60-0fc38381f442', '78cbe3fb-b62d-47a2-bf2a-5169fbbe93b2']",35,,Right Foot,"[120.0, 45.8, 3.8]",,"[{'location': [104.0, 21.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 36.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 75.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 44.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [105.0, 61.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 53.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 52.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",,Off T,0.030746384,Normal,Open Play,,,,Washington Spirit,759,00:11:35.335,Shot,True
,,,,,,,,,,1.73,,,,,,,,,,90f19c22-0a59-4ec7-92a9-4a0b3891c166,2258,,"[100.0, 22.0]",7493,59,,,,,,,,,,,,,,,,,,2,From Throw In,Megan Anna Rapinoe,8298.0,Left Attacking Midfield,129,OL Reign,760,['aaa82b89-b76f-43a3-87f4-c6a5453e3574'],9,,Right Foot,"[119.0, 46.3, 1.7]",,"[{'location': [119.0, 40.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 28.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 18.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 21.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.0, 24.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [103.0, 35.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 10.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}]",7dd6bb76-5b94-43e4-97b4-b47ba305d1f7,Off T,0.026339453,Normal,Open Play,,,,OL Reign,760,00:14:09.425,Shot,
,,,,,,,,,,0.133,,,,,,,,,,51cf523e-ba43-492c-8093-46c35fd2eb46,2319,,"[94.0, 47.0]",7493,61,,,,,,,,,,,,,,,,,,2,Regular Play,Whitney Church,4950.0,Left Defensive Midfield,131,Washington Spirit,759,"['0fdaa09f-1b68-4142-87ab-e86e987b1b17', '15d3cc21-3ed0-4e33-b6ac-480016ea3b92', 'ae82201a-7466-4b3e-80fd-35daf39458c3']",7,,Right Foot,"[97.0, 47.0]",,"[{'location': [108.0, 38.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 40.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 46.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [96.0, 46.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [105.0, 55.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [102.0, 33.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 21.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.0, 65.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.0, 33.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 35.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",0ec2d277-3c43-45e1-a752-68ee060e11a7,Blocked,0.028058425,Normal,Open Play,,,,Washington Spirit,759,00:16:07.112,Shot,True
,,,,,,,,,,1.401,,,,,,,,,,7431d6ba-cb96-4fcb-8e9f-9324d5bd7139,2332,,"[111.0, 32.0]",7493,61,,,,,,,,,,,,,,,,,,2,From Counter,Jodie Taylor,5002.0,Center Forward,132,OL Reign,760,['a41f801b-2e12-4320-b7c4-68e19049da7c'],20,,Right Foot,"[120.0, 45.8, 1.9]",True,"[{'location': [105.0, 47.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",70de8a21-e866-4233-ae26-a34b9b93b189,Off T,0.24418971,Normal,Open Play,,,,OL Reign,760,00:16:20.121,Shot,
,,,,,,,,,,0.794,,,,,,,,,,13d4f9c5-940e-4668-a9d7-2d3e64fab493,2347,,"[116.0, 42.0]",7493,62,,,,,,,,,,,,,,,,,,2,From Corner,Jasmyne Spencer,5077.0,Right Attacking Midfield,134,OL Reign,760,['6047917c-96e9-47f5-917f-093b584742d9'],22,,Head,"[120.0, 40.1, 3.3]",,"[{'location': [119.0, 39.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 48.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 36.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 45.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.0, 51.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",13c4ec6d-ac6d-4e83-93d0-b0cf2fa027b5,Off T,0.37017682,Normal,Open Play,,,,OL Reign,760,00:17:22.567,Shot,
,,,,,,,,,,1.403,,,,,,,,,,717e9e11-43bc-4646-9077-b1e81efe9184,2366,,"[105.0, 55.0]",7493,63,,,,,,,,,,,,,,,,,,2,Regular Play,Allie Long,5001.0,Right Center Midfield,136,OL Reign,760,['8197b2aa-bf33-4702-9dbb-c95000c3909a'],9,,Left Foot,"[118.0, 42.8, 0.5]",True,"[{'location': [102.0, 57.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [98.0, 59.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 59.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 25.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 64.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.0, 60.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",,Saved,0.05475028,Half Volley,Open Play,,,,OL Reign,760,00:18:09.931,Shot,
,,,,,,,,,,1.214,,,,,,,,,,75ed6c4c-a326-4d84-9362-2fbe94ee273c,2593,,"[116.0, 32.0]",7493,70,,,,,,,,,,,,,,,,,,2,From Throw In,Jodie Taylor,5002.0,Center Forward,152,OL Reign,760,['134692a6-02db-4c60-85a6-28d76c5bc680'],46,,Right Foot,"[119.0, 39.7, 2.0]",True,"[{'location': [114.0, 32.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}]",fd078613-cdb7-45ae-b773-2dfaa947dcf6,Goal,0.27496678,Lob,Open Play,,,,OL Reign,760,00:25:46.055,Shot,
,,,,,,,,,,1.004,,,,,,,,,,cdf4e7b5-ad3f-4e2c-ae2c-c2951c2f1003,2628,,"[113.0, 34.0]",7493,72,,,,,,,,,,,,,,,,,,2,From Kick Off,Caprice Dydasco,4962.0,Left Midfield,153,Washington Spirit,759,"['049c0048-ff91-486b-b7a6-db3b6a2c829c', '30661a1f-bc22-40b5-85c4-a3fdb47c3ea7']",26,,Left Foot,"[120.0, 36.8, 3.2]",,"[{'location': [99.0, 38.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 60.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 52.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 58.0], 'player': {'id': 4996, 'name': 'Morgan Andrews'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 5023, 'name': 'Mallory Pugh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.0, 48.0], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",9fd9e091-e5cd-4ecb-ad2a-d9d95325db06,Off T,0.14264214,Normal,Open Play,,,,Washington Spirit,759,00:27:26.177,Shot,True
,,,,,,,,,,1.202,,,,,,,,,,bd3092f7-3578-4701-bf80-f2c8f057ec14,2642,,"[100.0, 30.0]",7493,73,,,,,,,,,,,,,,,,,,2,From Goal Kick,Megan Anna Rapinoe,8298.0,Left Attacking Midfield,154,OL Reign,760,['08e4965e-0603-4231-9ebe-8d1ed28a0fb7'],3,,Right Foot,"[120.0, 42.6, 3.3]",,"[{'location': [103.0, 28.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 34.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 52.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [108.0, 33.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 32.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}]",7e4fdf73-38be-4aeb-8fb6-a23d52ccdec9,Off T,0.05907104,Normal,Open Play,,,,OL Reign,760,00:28:03.935,Shot,
,,,,,,,,,,0.537,,,,,,,,,,4fcfc5a5-49e8-4dda-86b4-2382542679d8,2675,,"[96.0, 36.0]",7493,73,,,,,,,,,,,,,,,,,,2,Regular Play,Allie Long,5001.0,Right Center Midfield,156,OL Reign,760,"['69754fe0-7ef0-4d76-a11f-c126b5f62e3f', 'e040f710-19ae-41fc-8f62-7641f92a955b']",54,,Left Foot,"[109.0, 37.0]",True,"[{'location': [105.0, 29.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 52.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [106.0, 48.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 27.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [90.0, 34.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",b5435d8b-472a-4824-b5a4-f0d94fe238ee,Blocked,0.043843005,Normal,Open Play,,,,OL Reign,760,00:28:54.828,Shot,
