50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.124522,,,,,,,,,,,,,e9fb0b37-88b0-4026-a897-9a08ed8d1e87,1587,,,"[101.0, 54.4]",3900510,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Wing Back,74,OGC Nice,136,['e3f2aa0a-c13b-463a-9654-18ec87ff6338'],2,Right Foot,"[116.2, 43.6, 0.6]",True,"[{'location': [116.4, 42.6], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 43.6], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 51.8], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.6, 41.4], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 28.0], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 39.2], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 20.0], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 42.2], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.8, 14.8], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.6, 44.4], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.2, 54.2], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",ae7ecd49-4298-48bc-87d8-b4dd9a9f6e8d,,,Saved,0.038540915,Half Volley,Open Play,,,,OGC Nice,136,00:35:02.209,Shot,
,,,,,,,,,,,,,,,,,0.077617,,,,,,,,,,,,,a99b4ac6-1395-4dcc-80ab-490cbf91ad33,1732,,,"[106.3, 45.3]",3900510,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Center Attacking Midfield,87,OGC Nice,136,"['125317f5-bcc0-49d4-9c2e-906f1c0690f0', '7bd8b2b4-e226-4758-9c3b-301e6fd616ee', 'adf7dd66-2a0c-48b7-8fce-5ebf39074efd']",27,Right Foot,"[107.5, 44.6]",True,"[{'location': [106.1, 47.2], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 54.7], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 44.1], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 56.5], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.4, 48.7], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 50.2], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 43.0], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.2, 50.1], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.1, 53.6], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",b2df47cb-e3a5-4178-91d7-0bd4c7909592,,,Blocked,0.19421183,Normal,Open Play,,,,OGC Nice,136,00:38:27.778,Shot,True
,,,,,,,,,,,,,,,,,0.372239,,,,,,,,,,,,,720f1818-9516-4c61-8e56-67b20bdd4e90,1865,,,"[113.9, 46.8]",3900510,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jean Michaël Seri,3359.0,Center Attacking Midfield,95,OGC Nice,136,['a2925ba7-1962-4263-b68f-746946f67524'],26,Right Foot,"[116.2, 43.7, 0.2]",True,"[{'location': [113.1, 52.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 54.1], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 42.9], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 51.2], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 36.5], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 46.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 43.9], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 42.7], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 36.1], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.8, 54.8], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",2266901c-ee38-4a54-ade6-57801d3b3507,,,Saved,0.34238026,Normal,Open Play,,,,OGC Nice,136,00:41:26.416,Shot,
,,,,,,,,,,,,,,,,,1.312914,,,,,,,,,,,,,8c7f02e0-1b50-418a-ba36-5ddf56f05ee7,1976,,,"[93.2, 50.0]",3900510,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hatem Ben Arfa,16462.0,Right Center Forward,99,OGC Nice,136,['2727c60b-7ce5-4f0c-9ee7-351adc8cd017'],16,Left Foot,"[120.0, 17.7, 5.7]",,"[{'location': [101.6, 50.7], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.5, 50.0], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.4, 38.9], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 46.2], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 25.9], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 43.7], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [85.9, 47.6], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.1, 41.3], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.5, 45.3], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.8, 31.0], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.2, 53.7], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.5, 22.7], 'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [86.9, 42.0], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",b9790d49-ec9b-4fa3-bd7d-fcddf6e24416,,,Off T,0.02478141,Normal,Open Play,,,,OGC Nice,136,00:43:16.203,Shot,
,,,,,,,,,,,,,,,,,0.180806,,,,,,,,,,,,,8c504097-c829-4950-aa3e-5b1fbc3ac3d1,2330,,,"[109.4, 34.7]",3900510,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,113,OGC Nice,136,"['73b05fa1-aabf-4b0b-9d93-fb171d056d36', '824ecc4c-c300-4389-a2d0-3300747542a5', 'c4f6f3db-00d6-473c-9964-b8ab2eb41647']",52,Left Foot,"[110.3, 35.2]",True,"[{'location': [117.4, 37.3], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 35.5], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 28.3], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.1, 33.5], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 21.8], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 43.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 34.4], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.6, 40.6], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",87dc6404-bc81-4ca6-88f7-3a184ebe7a4e,,,Blocked,0.05630437,Half Volley,Open Play,,,,OGC Nice,136,00:03:52.268,Shot,True
,,,,,,,,,,,,,,,,,1.168888,,,,,,,,,,,,,8ab9197b-1f81-4a20-a058-6aacb38673cd,2509,,,"[113.4, 28.9]",3900510,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Corentin Tolisso,5480.0,Center Defensive Midfield,119,Lyon,137,['d70117eb-8216-46b6-bb7e-dabcc2adedb0'],9,Left Foot,"[120.0, 32.7, 2.0]",True,"[{'location': [96.8, 41.1], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.1, 36.3], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 48.6], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.6, 44.9], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.1, 50.4], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.7, 42.4], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.0, 32.0], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.1, 33.4], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.5, 47.4], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.8, 38.6], 'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 42.4], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 47.2], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.0, 32.8], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.6, 41.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.6, 46.4], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.7, 34.5], 'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.4, 49.2], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,,Off T,0.10504178,Volley,Open Play,,,,Lyon,137,00:07:09.455,Shot,
,,,,,,,,,,,,,,,,,0.92578,,,,,,,,,,,,,ab1354a5-4ec1-4d3b-b320-8434cc9b0a48,2666,,,"[95.1, 33.4]",3900510,55,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathieu Valbuena,18868.0,Center Attacking Midfield,125,Lyon,137,"['20c3396e-476a-47c7-a3fd-7ef615de8891', 'e20dab23-792d-4a3f-bb7e-e72813ee8080']",9,Left Foot,"[116.4, 38.6, 0.3]",,"[{'location': [85.2, 53.5], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [86.8, 41.0], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.5, 23.5], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.4, 53.5], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 48.3], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.9, 49.7], 'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.7, 39.8], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.4, 34.7], 'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.2, 47.4], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.2, 29.5], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.7, 34.8], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.6, 39.7], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.8, 38.9], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 64.9], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.4, 50.9], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.9, 50.9], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.4, 40.3], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f8a03bd7-6fbd-4abe-b000-8782075ebc9a,,,Saved,0.032789204,Normal,Open Play,,,,Lyon,137,00:10:09.154,Shot,True
,,,,,,,,,,,,,,,,,1.086306,,,,,,,,,,,,,9e7b3c3b-b196-4aba-8f2d-63f39097ca52,2721,,,"[103.6, 54.2]",3900510,56,,True,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claudio Beauvue,6600.0,Right Center Forward,128,Lyon,137,['f82e74c3-3285-4191-bea6-4cd2809a255e'],8,Right Foot,"[120.0, 58.1]",True,"[{'location': [84.6, 43.1], 'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.2, 49.8], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 44.0], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.9, 30.6], 'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.9, 46.5], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.4, 55.9], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [95.6, 43.8], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.7, 9.1], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.3, 43.5], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 56.7], 'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",e0686ce3-affa-4dfe-8f25-d0190ff649b2,,,Wayward,0.04585611,Volley,Open Play,,,,Lyon,137,00:11:08.429,Shot,
,,,,,,,,,,,,,,,,,0.114323,,,,,,,,,,,,,3adf6744-4b82-490a-995c-ad69fab0ec43,2812,,,"[94.8, 44.8]",3900510,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Darder Moll,3236.0,Left Center Midfield,134,Lyon,137,"['9ffdd622-8b3f-4a72-b49b-c593ce855a46', 'daff15a1-6e2a-4ca8-89e7-d556027038b1', 'df75a669-c5d3-4b19-89ec-888ad09b072e']",35,Right Foot,"[95.3, 44.7]",,"[{'location': [98.3, 38.9], 'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.5, 19.2], 'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.8, 33.1], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [94.0, 27.2], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.1, 67.7], 'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.8, 51.0], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.9, 59.2], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.9, 40.8], 'player': {'id': 5653, 'name': 'Mouez Hassen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 54.4], 'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.2, 47.3], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 42.6], 'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.4, 35.9], 'player': {'id': 2971, 'name': 'Romain Genevois'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 44.8], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 23.9], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.1, 41.7], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.3, 35.8], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.2, 60.3], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",e4127852-b818-4b12-a4ac-e9d4561b74f7,,,Blocked,0.027253285,Normal,Open Play,,,,Lyon,137,00:13:35.861,Shot,True
,,,,,,,,,,,,,,,,,0.538609,,,,,,,,,,,,,3125a7c5-ee4e-49ec-acfc-591dcdd3ff04,3373,,,"[108.4, 47.0]",3900510,70,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vincent Koziello,4264.0,Right Defensive Midfield,162,OGC Nice,136,['0b652b3a-031c-4ce0-9cf1-30089917ad6c'],33,Right Foot,"[120.0, 43.2, 2.2]",,"[{'location': [117.7, 41.4], 'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 38.9], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 51.5], 'player': {'id': 7322, 'name': 'Romain Del Castillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.9, 40.7], 'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 46.0], 'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 49.7], 'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 38.4], 'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 26.8], 'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 55.3], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.6, 32.2], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.7, 43.8], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",bcf308ff-bd66-4d0d-90f5-e83e0dd2922c,,,Goal,0.10151011,Normal,Open Play,,,,OGC Nice,136,00:25:33.560,Shot,
