ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.933,,,,,,,,,,3b024ca6-0f06-4a3a-b422-34f1355d2fba,250,,"[97.0, 53.0]",7562,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Mile Jedinak,5489.0,Right Center Midfield,12,Australia,792,['21d40a7c-9f05-4de5-8189-ec8dc3b70a79'],17,,Right Foot,"[120.0, 39.3, 4.7]",True,"[{'location': [99.0, 41.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 59.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 54.0], 'player': {'id': 5738, 'name': 'Anderson Santamaría Bardales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 57.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 55.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 30.0], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.0, 52.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 63.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 64.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 51.0], 'player': {'id': 5491, 'name': 'Tom Rogić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,0.027759347,Normal,Open Play,,,,Australia,792,00:04:17.267,Shot,
,,,,,,,,,,,0.2,,,,,,,,,,f1de802d-b961-45d5-a36d-8b6d897088df,575,,"[95.0, 46.0]",7562,11,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Rogić,5491.0,Center Attacking Midfield,27,Australia,792,"['000851e2-e0e5-42f5-8d24-60a05d585bbd', '1daf99b2-086d-4904-9be5-747275c809f7', '4a127c7f-9f5d-44fc-9c76-308ee83fb47c']",27,,Left Foot,"[100.0, 44.0]",,"[{'location': [95.0, 28.0], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 48.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 49.0], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.0, 68.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 43.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 57.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 5738, 'name': 'Anderson Santamaría Bardales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 57.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 63.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 62.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 52.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",00959037-e3b5-4ed6-adc2-fd05dabb93a4,,Blocked,0.037056766,Normal,Open Play,,,,Australia,792,00:11:27.587,Shot,True
,,,,,,,,,,,0.893,,,,,,,,,,a83a9857-68a0-4c2c-b7b1-0ea70da109b0,831,,"[104.0, 53.0]",7562,17,,,,,,,,,,,,,,,,,,1,Regular Play,André Martín Carrillo Díaz,3632.0,Right Midfield,36,Peru,784,"['42740233-e851-4fa2-a532-33f231388cd4', '47f8d722-90a6-42a9-872b-23f966ec7ed5']",14,,Right Foot,"[120.0, 36.4, 0.5]",True,"[{'location': [108.0, 51.0], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 27.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 25.0], 'player': {'id': 5478, 'name': 'Trent Sainsbury'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 5488, 'name': 'Mark Milligan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 24.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 26.0], 'player': {'id': 5535, 'name': 'José Paolo Guerrero Gonzáles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 15.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 48.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",d4822e2c-f2c9-4a48-82e3-74c5f84b66a7,,Goal,0.03970575,Volley,Open Play,,,,Peru,784,00:17:14.547,Shot,True
,,,,,,,,,,,0.813,,,,,,,,,,dfd5c67f-79f6-4f1c-8729-835b2bda6b48,920,,"[112.0, 42.0]",7562,20,,,,,,,,,,,,,,,,,,1,From Throw In,Mathew Leckie,5481.0,Right Midfield,39,Australia,792,['8a3d30a8-7223-4906-a938-d8056f198556'],0,,Head,"[120.0, 43.0]",,"[{'location': [111.0, 45.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.0, 58.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.0, 42.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 5738, 'name': 'Anderson Santamaría Bardales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 30.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 24.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 35.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 25.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 41.0], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 11.0], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",21f96dba-ec67-419a-94d4-fe5ef106ecee,,Wayward,0.118186094,Normal,Open Play,,,,Australia,792,00:20:00.707,Shot,
,,,,,,,,,,,0.813,,,,,,,,,,06bbee1b-90c7-4f4f-bb16-21bed1cbe592,1049,,"[109.0, 37.0]",7562,24,,,,,,,,,,,,,,,,,,1,From Free Kick,José Paolo Guerrero Gonzáles,5535.0,Center Forward,47,Peru,784,['07dc48e3-3e29-4307-af7f-48d5a7d6af13'],7,,Head,"[119.0, 41.9, 1.3]",,"[{'location': [100.0, 42.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 5478, 'name': 'Trent Sainsbury'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5488, 'name': 'Mark Milligan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 9.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 43.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.0, 38.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 5738, 'name': 'Anderson Santamaría Bardales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.0, 48.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 41.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 31.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 5491, 'name': 'Tom Rogić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 31.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",7af52023-ffd9-4c3e-9c95-fa624a3714b5,,Saved,0.13641801,Normal,Open Play,,,,Peru,784,00:24:07.787,Shot,
,,,,,,,,,,,0.44,,,,,,,,,,3a774956-8c24-46e5-ac41-4abee7ca24a7,1209,,"[105.0, 40.0]",7562,26,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Rogić,5491.0,Center Attacking Midfield,54,Australia,792,['f79ebbf7-7622-4f90-9046-5081339ce935'],49,,Left Foot,"[113.0, 38.5, 0.5]",,"[{'location': [104.0, 36.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 50.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.0, 65.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 56.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 60.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 49.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 46.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 59.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 5738, 'name': 'Anderson Santamaría Bardales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 28.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",1e44ea3b-8b6d-43da-bf73-3cb8c54d1ea4,,Saved,0.24210833,Normal,Open Play,,,,Australia,792,00:26:49.067,Shot,
,,,,,,,,,,,1.853,,,,,,,,,,2dc7d70b-67bd-4be5-88d9-3d1d4731c1ec,1411,,"[83.0, 33.0]",7562,32,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,64,Peru,784,['08093438-6a4b-436d-b737-1b8e0dbee45b'],51,,Left Foot,"[120.0, 46.3, 0.6]",,"[{'location': [87.0, 33.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [82.0, 75.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [79.0, 56.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 60.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [89.0, 11.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 35.0], 'player': {'id': 5535, 'name': 'José Paolo Guerrero Gonzáles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.0, 40.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.0, 30.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.0, 60.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.0, 48.0], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [78.0, 49.0], 'player': {'id': 5491, 'name': 'Tom Rogić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 60.0], 'player': {'id': 5479, 'name': 'Aziz Eraltay Behich'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 34.0], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 36.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.0, 27.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5478, 'name': 'Trent Sainsbury'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 43.0], 'player': {'id': 5488, 'name': 'Mark Milligan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b009f7d2-d42f-4289-90cc-20c0a35622e1,,Off T,0.0056918976,Normal,Open Play,,,,Peru,784,00:32:51.307,Shot,
,,,,,,,,,,,0.653,,,,,,,,,,5bbd4634-a0e7-43a7-8397-4bebcdf38edc,1463,,"[116.0, 43.0]",7562,34,,,,,,,,,,,,,,,,,,1,From Corner,Trent Sainsbury,5478.0,Right Center Back,66,Australia,792,"['43ec12de-0445-4e7f-88b2-beaebd6b9150', 'e5e71fa5-bf86-4d98-a9e5-44d2f7c67e91']",44,True,Head,"[120.0, 46.0, 3.0]",,"[{'location': [114.0, 39.0], 'player': {'id': 5535, 'name': 'José Paolo Guerrero Gonzáles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 28.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 5738, 'name': 'Anderson Santamaría Bardales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 5525, 'name': 'Édison Michael Flores Peralta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 50.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.0, 27.0], 'player': {'id': 5494, 'name': 'Robbie Kruse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 37.0], 'player': {'id': 5493, 'name': 'Tomi Jurić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 2.0], 'player': {'id': 3281, 'name': 'Aaron Mooy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 49.0], 'player': {'id': 5482, 'name': 'Josh Risdon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.0, 41.0], 'player': {'id': 5488, 'name': 'Mark Milligan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 43.0], 'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.0, 45.0], 'player': {'id': 5489, 'name': 'Mile Jedinak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",476bd36b-2ae2-4e17-be51-e38f928463e2,,Off T,0.15594603,Normal,Open Play,,,,Australia,792,00:34:44.507,Shot,True
