ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.037777,,,,,,,,,,,,beb9ea46-4147-4dc6-ab69-5a7d4e176feb,1278,,"[113.9, 31.8]",3754276,38,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eric Dier,10956.0,Right Defensive Midfield,91,Tottenham Hotspur,38,['18d479fe-9adb-4e1f-8a23-ce110741a635'],28,,Head,,"[120.0, 43.3, 1.8]",,"[{'location': [112.8, 46.0], 'player': {'id': 8061, 'name': 'Siem Stefan de Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.8, 32.2], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.4, 33.9], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.8, 41.0], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.1, 36.6], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.8, 42.8], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.8, 36.1], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 33.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.5, 39.4], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 16.6], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.0, 32.9], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.9, 46.3], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.7, 42.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.6, 41.4], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.8, 11.1], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c1469075-d0ce-4d72-839f-2ae70a6bd5df,,,Goal,0.057387173,Normal,Open Play,,,,Tottenham Hotspur,38,00:38:28.308,Shot,
,,,,,,,,,,,,,,,,,0.386711,,,,,,,,,,,,9c1fc6ed-1a92-42bd-96bb-9e1f3865887a,1412,,"[93.3, 33.8]",3754276,43,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Wing,98,Tottenham Hotspur,38,"['8bb80ba4-e7be-4f7d-8a77-1490952e452d', 'd1b37eed-2aa7-4f42-b89d-44ed65a6bd72']",4,,Right Foot,,"[99.4, 36.7]",,"[{'location': [96.4, 33.4], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.4, 43.2], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.0, 29.7], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.0, 41.3], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 32.5], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 36.9], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.7, 20.0], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 27.4], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.1, 12.3], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.5, 39.7], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 22.1], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.5, 29.8], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.9, 24.3], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.3, 38.7], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",43349448-995f-4c41-acdc-9a5ddaee3c83,,,Blocked,0.036166962,Normal,Open Play,,,,Tottenham Hotspur,38,00:43:04.513,Shot,
,,,,,,,,,,,,,,,,,3.51134,,,,,,,,,,,,1a747d04-cd9c-4efe-8b6d-576068a9fbf1,1416,,"[111.6, 26.6]",3754276,43,,,True,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danny Rose,3594.0,Left Back,98,Tottenham Hotspur,38,['e3354b0d-82be-4285-bfe6-5f893003a15d'],7,,Left Foot,,"[117.4, 80.0]",True,"[{'location': [117.4, 37.4], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 23.4], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 37.8], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 41.8], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 33.8], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 14.9], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.1, 31.5], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.5, 42.5], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.7, 36.4], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 28.6], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,,Wayward,0.10044001,Normal,Open Play,,,,Tottenham Hotspur,38,00:43:07.230,Shot,
,,,,,,,,,,,,,,,,,0.36198,,,,,,,,,,,,06d22288-b0f2-40d6-b3b6-a20337e9c413,1661,,"[98.0, 39.8]",3754276,49,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Wing,120,Tottenham Hotspur,38,"['1e0e1ced-6d31-411b-8322-c1a4cc163946', '73ef31be-4979-447a-af35-12fa5256bb7f']",1,,Right Foot,,"[107.0, 43.5]",,"[{'location': [107.2, 43.2], 'player': {'id': 8061, 'name': 'Siem Stefan de Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.2, 42.9], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.2, 42.4], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.4, 39.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 45.6], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 44.3], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 41.9], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.7, 39.4], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 37.9], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 35.3], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 34.0], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 41.1], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.1, 35.6], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.8, 35.2], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 48.7], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.7, 47.8], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [96.5, 45.3], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Blocked,0.09716547,Normal,Free Kick,,,,Tottenham Hotspur,38,00:04:01.276,Shot,
,,,,,,,,,,,,,,,,,0.190619,,,,,,,,,,,,5f627e3b-a063-4300-b3e1-3604b5a713c1,1751,,"[112.4, 32.5]",3754276,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,123,Newcastle United,37,"['3bafaa86-586c-4fa1-9c42-beb0bb57bbc6', '84f98928-a770-43fc-921d-e898599de0a1', 'bce72194-feec-43b0-b8ab-6b1f3f3b758e']",36,,Right Foot,,"[112.7, 33.1]",True,"[{'location': [110.0, 48.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.8, 40.9], 'player': {'id': 8061, 'name': 'Siem Stefan de Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.6, 23.1], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.6, 27.4], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.9, 37.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 27.1], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.8, 37.5], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 49.6], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 39.9], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 33.2], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a9f141c3-ea34-4b7c-aeb4-40e46e591f88,,,Blocked,0.05283276,Overhead Kick,Open Play,,,,Newcastle United,37,00:05:36.189,Shot,True
,,,,,,,,,,,,,,,,,0.957309,,,,,,,,,,,,04e98fd5-5c40-4b28-a7ae-db17c3fd0f03,1775,,"[111.1, 28.3]",3754276,51,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Papiss Demba Cissé,30289.0,Center Forward,127,Newcastle United,37,['bf96bccc-0c43-49b4-9cb1-79b900f507fe'],25,,Left Foot,,"[120.0, 46.3, 0.0]",True,"[{'location': [118.9, 37.5], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 51.9], 'player': {'id': 8061, 'name': 'Siem Stefan de Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.5, 23.8], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.6, 35.9], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 31.6], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 44.6], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 32.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",9b38ab7e-c4ad-46d5-8675-80b985a97217,,,Off T,0.12442368,Normal,Open Play,,,,Newcastle United,37,00:06:25.521,Shot,
,,,,,,,,,,,,,,,,,0.861299,,,,,,,,,,,,1d827a7d-86bb-4e52-b8e7-546f08007351,1816,,"[92.3, 54.4]",3754276,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,132,Tottenham Hotspur,38,['20f14946-346d-4985-8b83-31dfe1a8f8c9'],40,,Right Foot,,"[115.0, 39.3, 1.5]",,"[{'location': [100.7, 59.2], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 51.3], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.8, 55.0], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 42.5], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 33.8], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.4, 46.5], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 41.9], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 28.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.6, 40.5], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.4, 72.6], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.9, 57.6], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",8e7935a6-5a99-42e4-bac8-6f694bf323c1,,,Saved,0.018786231,Normal,Open Play,,,,Tottenham Hotspur,38,00:07:40.207,Shot,
,,,,,,,,,,,,,,,,,1.437659,,,,,,,,,,,,e3d19c27-ad60-4b1b-85f9-ee2cf5f20f5b,1826,,"[110.9, 41.7]",3754276,52,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Toby Alderweireld,20005.0,Right Center Back,133,Tottenham Hotspur,38,"['b31395fc-26d6-4a8e-8347-a4606b420e9b', 'ee15892d-ae38-4101-8ad8-abe67e90c7b2']",53,True,Head,,"[120.0, 50.1, 0.5]",,"[{'location': [117.9, 41.1], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 45.1], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 42.5], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 37.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.2, 28.5], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 39.3], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.5, 49.1], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.5, 39.4], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 28.3], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.1, 51.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 46.5], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a1e85c0b-0963-449d-81fd-88c17385e86e,,,Off T,0.10887253,Normal,Open Play,,,,Tottenham Hotspur,38,00:07:53.987,Shot,True
,,,,,,,,,,,,,,,,,0.984534,,,,,,,,,,,,bb9f580a-9a2e-4515-bafd-10904954bf71,2113,,"[106.3, 46.1]",3754276,61,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Papiss Demba Cissé,30289.0,Center Forward,155,Newcastle United,37,['3eb85987-3251-48bf-8c4f-ee9b093f6acf'],31,,Head,,"[118.3, 41.4, 1.2]",,"[{'location': [118.7, 40.9], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 58.0], 'player': {'id': 8061, 'name': 'Siem Stefan de Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.9, 49.2], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.1, 66.9], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.6, 65.4], 'player': {'id': 3310, 'name': 'Tom Carroll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 58.8], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 66.8], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 62.3], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 45.9], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 40.1], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Saved,0.042492054,Normal,Open Play,,,,Newcastle United,37,00:16:31.668,Shot,
,,,,,,,,,,,,,,,,,1.003697,,,,,,,,,,,,e0169eb7-ae0c-48be-be86-f83a71e234e0,2349,,"[94.3, 20.6]",3754276,69,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Dannemann Eriksen,3043.0,Left Wing,177,Tottenham Hotspur,38,['b3817f0b-cc7b-4880-b396-12e1d1d15ada'],25,,Right Foot,,"[119.1, 38.1, 0.4]",,"[{'location': [104.5, 27.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.2, 27.7], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 28.3], 'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.1, 22.8], 'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 40.0], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 27.5], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 37.4], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 34.8], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.9, 38.9], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 42.2], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 44.9], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 41.8], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.1, 39.6], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 37.6], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.7, 40.6], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 18.7], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.9, 40.1], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [91.3, 21.1], 'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,,Saved,0.009361992,Normal,Free Kick,,,,Tottenham Hotspur,38,00:24:25.644,Shot,
