50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.121026,,,,,,,,,,,,bcb9c633-0b98-4d4a-961c-d37cf3523915,217,,"[102.3, 48.7]",3825749,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Right Wing,12,Las Palmas,208,"['2ec0f993-5957-434c-9221-bfed9273ce9e', 'ca2e0bc7-226f-4497-9951-0b062d186d57']",31,,Left Foot,"[104.6, 47.8]",,"[{'location': [84.8, 27.1], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.5, 34.6], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.5, 43.2], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.9, 62.7], 'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.3, 41.9], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 39.5], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 32.4], 'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 45.0], 'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 47.6], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 50.1], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 48.5], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",e058eb7f-9ae8-4e47-8e7c-35fcb87a362b,Blocked,,0.052171133,Normal,Open Play,,,,Las Palmas,208,00:04:31.558,Shot,
,,,,,,,,,,,,,,,,,2.147192,,,,,,,,,,,,4f72e2a9-8fad-42f9-9f55-386d2c4f417b,578,,"[107.5, 39.6]",3825749,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Camarasa Ferrando,6659.0,Right Center Midfield,27,Levante UD,221,['f1985965-2574-40b7-ab8c-9565d32607a3'],44,,Right Foot,"[119.9, 54.7, 0.2]",True,"[{'location': [107.4, 9.3], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.7, 33.6], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.4, 13.5], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 15.0], 'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.1, 35.3], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.7, 34.4], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 45.6], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.7, 32.8], 'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 34.0], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 40.2], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 39.5], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 34.0], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.9, 56.0], 'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.5, 49.1], 'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",986e56ef-7895-4617-a3d7-31f9c13b7dfa,Off T,,0.0744564,Volley,Open Play,,,,Levante UD,221,00:11:44.247,Shot,
,,,,,,,,,,,,,,,,,0.042006,,,,,,,,,,,,b65be7be-1e03-4c53-a7dc-a32379166102,708,,"[111.1, 34.7]",3825749,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Willian José da Silva,6721.0,Center Forward,32,Las Palmas,208,"['1ca41c2e-fa54-4074-a15f-5910ce20632d', 'd811d974-e089-4c73-837f-818af395c14b']",28,,Left Foot,"[112.0, 35.1]",True,"[{'location': [118.3, 23.3], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.1, 32.6], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.3, 51.1], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 25.2], 'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 28.4], 'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 47.2], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 38.9], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.8, 29.0], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 37.3], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",1fb6fcb1-8999-4e2d-b5dd-60d1315d4c9f,Blocked,,0.10251676,Normal,Open Play,,,,Las Palmas,208,00:14:28.279,Shot,
,,,,,,,,,,,,,,,,,0.149255,,,,,,,,,,,,9049829a-d120-40f2-bfb7-9666e650567e,758,,"[102.6, 28.8]",3825749,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mubarak Wakaso,6626.0,Left Wing,35,Las Palmas,208,"['079906f8-532a-4872-864a-d1cbdb1caaa1', '7bf96a10-aec5-4ed9-b186-7247adc5d8df']",58,,Left Foot,"[103.9, 29.5]",,"[{'location': [117.2, 37.9], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 48.1], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 45.3], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 33.9], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.8, 28.2], 'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 33.1], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 39.9], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 35.9], 'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 29.6], 'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 53.8], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [86.6, 17.0], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 38.1], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 25.0], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",665c8184-a189-4093-b0c6-42c3c441f09f,Blocked,,0.032744795,Normal,Open Play,,,,Las Palmas,208,00:15:58.241,Shot,
,,,,,,,,,,,,,,,,,0.834709,,,,,,,,,,,,9ed28be2-9184-4063-bf33-1a35fdc03afc,1099,,"[94.6, 50.7]",3825749,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Antonio García Rabasco,24149.0,Center Defensive Midfield,52,Levante UD,221,['36594921-e01f-4909-bf43-dff670f6b3fd'],40,,Right Foot,"[118.9, 43.7, 1.9]",,"[{'location': [101.7, 28.8], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.6, 27.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.7, 26.5], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 27.2], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 28.5], 'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 31.0], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 36.7], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.1, 39.3], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 46.5], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.1, 47.4], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 48.0], 'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.3, 48.5], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.7, 55.2], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.3, 58.2], 'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 44.3], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.1, 48.2], 'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.7, 35.4], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.4, 50.4], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.6, 48.9], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Saved to Post,True,0.049774915,Normal,Free Kick,,,,Levante UD,221,00:24:40.398,Shot,
,,,,,,,,,,,,,,,,,0.948673,,,,,,,,,,,,f7ee70ab-406f-4800-81ef-afcb865e52cc,1102,,"[113.0, 41.2]",3825749,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Luis Morales Nogales,6668.0,Left Wing,52,Levante UD,221,['4c94189a-4cbc-4b19-abb2-118ec511736b'],42,,Right Foot,"[120.0, 39.5, 0.5]",True,"[{'location': [113.0, 38.4], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.1, 46.8], 'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.7, 58.6], 'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.0, 53.4], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.7, 50.6], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 26.4], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.1, 33.8], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.3, 35.8], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.8, 46.2], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 26.3], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 30.0], 'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 37.5], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.2, 32.8], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 46.6], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.1, 46.2], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 50.5], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.8, 47.6], 'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.5, 49.4], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 51.0], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,Goal,,0.7080862,Half Volley,Open Play,,,,Levante UD,221,00:24:42.722,Shot,
,,,,,,,,,,,,,,,,,0.202495,,,,,,,,,,,,9ebb74d2-d903-4145-8233-2be9b55dc0cc,1508,,"[104.5, 26.2]",3825749,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,José Luis Morales Nogales,6668.0,Left Wing,70,Levante UD,221,"['10f1e37e-1614-46a6-9105-2947aff69234', '86b8971d-6575-4a24-98db-ad753d6675ac']",27,,Right Foot,"[105.8, 27.6]",,"[{'location': [99.4, 46.6], 'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.8, 39.8], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 36.9], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 24.3], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 35.4], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.1, 27.5], 'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 33.5], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 42.4], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 18.3], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.6, 45.3], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",7634e556-a53a-4986-8119-a9b913f51688,Blocked,,0.028730946,Normal,Open Play,,,,Levante UD,221,00:35:27.817,Shot,
,,,,,,,,,,,,,,,,,1.341899,,,,,,,,,,,,124c88d5-de61-4de1-bab4-f467ae84e6bf,1522,,"[112.4, 32.4]",3825749,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Deyverson Brum Silva Acosta,25134.0,Center Forward,70,Levante UD,221,['0194c998-1382-425c-ba01-969bee3d1364'],35,,Head,"[118.2, 37.6, 1.2]",,"[{'location': [119.0, 38.1], 'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 31.3], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 60.1], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.5, 38.8], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 53.0], 'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.5, 36.5], 'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 38.2], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 44.3], 'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.9, 39.4], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.1, 32.9], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.9, 52.0], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.2, 59.4], 'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 64.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",146c4966-cd45-4e76-8541-ac81cc48bc2b,Saved,,0.09730496,Normal,Open Play,,,,Levante UD,221,00:35:35.152,Shot,
,,,,,,,,,,,,,,,,,0.479106,,,,,,,,,,,,797b7574-37ed-439d-957d-3d7cc2962fa5,1552,,"[101.7, 35.8]",3825749,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,David García Santana,6927.0,Right Center Back,79,Las Palmas,208,['d81afdcd-5ef3-45c9-ae47-8005d9221996'],6,,Right Foot,"[102.7, 37.2]",True,"[{'location': [99.6, 33.6], 'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.1, 26.6], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.3, 42.0], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 45.6], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.5, 42.6], 'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.5, 31.4], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.4, 35.3], 'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 35.4], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 36.2], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.2, 37.8], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 41.9], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.7, 36.8], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.9, 39.8], 'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 49.2], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 40.6], 'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Wayward,,0.03802427,Volley,Open Play,,,,Las Palmas,208,00:37:06.444,Shot,
