50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.129684,,,,,,,,,,,,,,9dd4034a-ffdb-4e3d-b69d-399b4b5560bc,50,,"[91.7, 31.8]",3857268,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Canada,1833,"['6e3fe103-5d47-45b1-afc5-c0858429ec34', 'dcc298c3-29a9-4110-8a02-8203917a53f8']",51,,Right Foot,True,"[116.1, 39.5, 0.8]",,"[{'location': [88.2, 42.1], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [91.5, 17.8], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [96.7, 35.2], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 42.9], 'player': {'id': 23828, 'name': 'Kamal Miller'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.9, 32.1], 'player': {'id': 11846, 'name': 'Steven de Sousa Vitoria'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.7, 25.8], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.8, 30.8], 'player': {'id': 31684, 'name': 'Atiba Hutchinson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [76.4, 55.6], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.5, 38.1], 'player': {'id': 15958, 'name': 'Milan Borjan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.017552001,Normal,Open Play,,,,Belgium,782,00:00:51.231,Shot,
,,,,,,,,,,,,,,,,,,0.216368,,,,,,,,,,,,,,354f4383-0264-4670-8cdd-e3151330a7ea,86,,"[109.8, 50.0]",3857268,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,3,Canada,1833,"['1dd6b434-7711-41f5-9fb8-29590664c164', '1e79ac54-df97-48f5-8c06-6becbc36b75a']",41,,Right Foot,,"[112.4, 47.9]",,"[{'location': [118.8, 43.5], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 61.1], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [107.4, 56.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.8, 45.8], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 53.9], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 47.7], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 42.7], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.8, 40.6], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 34.9], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.6, 53.6], 'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [108.1, 58.7], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.0, 41.8], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [106.4, 32.1], 'player': {'id': 9922, 'name': 'David Junior Hoilett'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [113.9, 41.7], 'player': {'id': 24024, 'name': 'Tajon Buchanan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [109.4, 40.4], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",604298e9-3acd-4260-813e-138f4f4b7654,Blocked,0.0798905,Normal,Open Play,,,,Canada,1833,00:01:41.592,Shot,
,,,,,,,,,,,,,,,,,,0.162335,,,,,,,,,,,,,,5c26c60c-1440-44b6-84da-f14a4dfeb9d3,261,,"[111.4, 42.8]",3857268,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan David,23640.0,Center Forward,16,Canada,1833,"['7bc35133-b02f-4d53-a303-4b2b67b1ef1d', '88c0adb3-ac82-45a2-bbdc-9573c015cd4d']",18,,Right Foot,,"[112.4, 42.9]",True,"[{'location': [119.1, 42.6], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 46.1], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 62.6], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 54.4], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 51.7], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.5, 42.7], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 38.8], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [91.2, 42.3], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.8, 57.8], 'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [114.3, 69.7], 'player': {'id': 24024, 'name': 'Tajon Buchanan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [113.2, 56.6], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.4, 39.8], 'player': {'id': 9922, 'name': 'David Junior Hoilett'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",183c2d52-7d2a-4d72-aa8a-bfb5194e6815,Blocked,0.12589528,Half Volley,Open Play,,,,Canada,1833,00:06:18.420,Shot,
,,,,,,,,,,,,,,,,,,0.256589,,,,,,,,,,,,,,834fcf3c-339f-43ba-be55-21bacf55ad35,267,,"[106.2, 35.6]",3857268,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tajon Buchanan,24024.0,Right Attacking Midfield,17,Canada,1833,"['13f72b3c-686c-4427-8320-d20f8938b2c8', 'ac361965-7b40-45f1-b683-5d610d33261f']",9,,Right Foot,,"[109.7, 36.3]",,"[{'location': [119.2, 39.7], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 52.3], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [107.8, 46.9], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [110.5, 44.8], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.1, 31.7], 'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.3, 38.4], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 37.4], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 40.5], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 38.1], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 36.3], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.1, 42.4], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.9, 57.5], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.9, 69.3], 'player': {'id': 9922, 'name': 'David Junior Hoilett'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [96.1, 38.5], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.6, 46.6], 'player': {'id': 23828, 'name': 'Kamal Miller'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.9, 38.6], 'player': {'id': 11846, 'name': 'Steven de Sousa Vitoria'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [116.0, 37.9], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.8, 39.3], 'player': {'id': 31684, 'name': 'Atiba Hutchinson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.6, 26.2], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",31008e9d-f12b-4e2b-847c-cb0c741d5959,Blocked,0.05664073,Half Volley,Open Play,,,,Canada,1833,00:07:09.954,Shot,
,,,,,,,,,,,,,,,,,,0.376099,,,,,,,,,,,,,,2bdeba75-272a-4b95-866a-364c97a3f3e8,271,,"[108.1, 40.1]",3857268,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Alphonso Davies,12365.0,Left Wing Back,18,Canada,1833,['658a4ee1-ddfc-41e2-9e10-4d9fc2040478'],0,,Left Foot,,"[119.5, 38.0, 0.2]",,,,Saved,0.7835,Normal,Penalty,,,,Canada,1833,00:10:00.283,Shot,
,,,,,,,,,,,,,,,,,,0.77617,,,,,,,,,,,,,,d85fd345-59d3-418d-9de1-6fb22084a74c,276,,"[110.4, 34.6]",3857268,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Jonathan David,23640.0,Center Forward,18,Canada,1833,['77b9717b-e5d4-4c37-bd98-fbee34a04b34'],2,,Right Foot,,"[120.0, 45.6, 6.5]",True,"[{'location': [100.9, 40.3], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.1, 45.5], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 44.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 38.6], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 35.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 34.4], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 31.9], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.9, 38.7], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 50.9], 'player': {'id': 24024, 'name': 'Tajon Buchanan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [102.8, 36.6], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.4, 36.0], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [106.6, 27.7], 'player': {'id': 9922, 'name': 'David Junior Hoilett'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",,Off T,0.20472932,Volley,Open Play,,,,Canada,1833,00:10:02.257,Shot,
,,,,,,,,,,,,,,,,,,0.937108,,,,,,,,,,,,,,1c3d07c6-00b2-4bb8-89c2-a5554c974057,364,,"[105.0, 56.4]",3857268,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Richie Laryea,16120.0,Right Wing Back,25,Canada,1833,"['434aba39-4377-47e3-87f7-feb7b6193dcd', '8ff50d56-04c8-4cc9-86dc-3ddc04419d53']",14,,Left Foot,,"[120.0, 46.5, 0.2]",,"[{'location': [97.7, 46.8], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 60.5], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [103.8, 56.7], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 59.8], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.2, 52.6], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 45.8], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 39.3], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 37.8], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.7, 42.8], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 77.4], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [93.6, 46.3], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [101.5, 53.4], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.8, 38.9], 'player': {'id': 9922, 'name': 'David Junior Hoilett'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [111.9, 61.1], 'player': {'id': 24024, 'name': 'Tajon Buchanan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 37.3], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",2c7727e5-aa13-4ba4-b72a-5732a770d8ca,Off T,0.033730526,Normal,Open Play,,,,Canada,1833,00:12:14.945,Shot,True
,,,,,,,,,,,,,,,,,,0.13251,,,,,,,,,,,,,,2b41857c-6925-4104-a119-20339e1486b9,392,,"[107.7, 45.9]",3857268,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan David,23640.0,Center Forward,27,Canada,1833,"['167b6aa8-5436-443d-bfaa-331226a4a6c0', '1e811db8-64a3-459c-8c62-79df8133e12f']",51,,Left Foot,,"[108.6, 45.4]",,"[{'location': [118.9, 42.4], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 38.9], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.1, 31.6], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [98.3, 45.6], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [108.8, 45.9], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 47.6], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.1, 24.3], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 43.1], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 40.3], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 31.3], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.1, 39.3], 'player': {'id': 31684, 'name': 'Atiba Hutchinson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.3, 58.3], 'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [112.9, 43.6], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 54.0], 'player': {'id': 24024, 'name': 'Tajon Buchanan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 18.1], 'player': {'id': 9922, 'name': 'David Junior Hoilett'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [98.5, 25.7], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,Blocked,0.08619453,Normal,Open Play,,,,Canada,1833,00:12:51.991,Shot,
,,,,,,,,,,,,,,,,,,1.114301,,,,,,,,,,,,,,9ff04ee1-4607-4e63-a35f-3c49686812e2,484,,"[104.9, 53.9]",3857268,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,David Junior Hoilett,9922.0,Left Attacking Midfield,33,Canada,1833,['9a072041-a5f7-438f-bc1b-1437a8170d9d'],30,,Left Foot,,"[120.0, 33.6, 0.2]",,"[{'location': [118.6, 42.5], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.1, 44.2], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 59.5], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.2, 47.2], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 54.0], 'player': {'id': 6331, 'name': 'Leander Dendoncker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 50.3], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 39.2], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.2, 42.6], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [90.3, 54.7], 'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [94.7, 44.2], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.5, 61.6], 'player': {'id': 24024, 'name': 'Tajon Buchanan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [111.1, 37.6], 'player': {'id': 23640, 'name': 'Jonathan David'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 38.4], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",0f7706df-7957-44b4-bc37-71cc66d82a28,Off T,0.04071268,Normal,Open Play,,,,Canada,1833,00:15:30.263,Shot,
,,,,,,,,,,,,,,,,,,0.131,,,,,,,,,,,,,,8467c3af-b507-46e8-82cf-4376f02126da,767,,"[112.3, 50.2]",3857268,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Michy Batshuayi Tunga,3457.0,Center Forward,46,Belgium,782,"['3019b717-429e-4835-82f5-a969fd0ad94a', 'a101cdba-0283-4454-9753-1f423bf057a5']",33,,Right Foot,,"[112.9, 49.5]",,"[{'location': [112.9, 49.1], 'player': {'id': 23828, 'name': 'Kamal Miller'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 43.7], 'player': {'id': 6989, 'name': 'Timothy Castagne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [112.9, 39.8], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [116.1, 18.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 31.4], 'player': {'id': 2954, 'name': 'Youri Tielemans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.2, 42.2], 'player': {'id': 31684, 'name': 'Atiba Hutchinson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 49.2], 'player': {'id': 12365, 'name': 'Alphonso Davies'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.0, 38.5], 'player': {'id': 11187, 'name': 'Stephen Antunes Eustáquio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 33.6], 'player': {'id': 11846, 'name': 'Steven de Sousa Vitoria'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.7, 34.9], 'player': {'id': 44703, 'name': 'Alistair Johnston'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 26.1], 'player': {'id': 16120, 'name': 'Richie Laryea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.2, 43.4], 'player': {'id': 15958, 'name': 'Milan Borjan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f7b09a74-5e47-4571-a0e5-8672d9e1f0ff,Blocked,0.04664896,Normal,Open Play,,,,Belgium,782,00:22:33.920,Shot,
