ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.822193,,,,,,,,,,,,0e654ece-6a0b-4100-8fa0-d2d00c93563c,295,,"[98.1, 54.3]",3754117,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Scott Sinclair,11117.0,Right Wing,8,Aston Villa,59,['d4221fad-52aa-4339-9dfa-be0a609beddb'],55,,Left Foot,"[116.2, 42.6, 0.7]",,"[{'location': [96.8, 68.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.8, 60.3], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.3, 42.5], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.2, 32.6], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.4, 37.9], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.9, 35.7], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.9, 30.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 51.6], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.1, 38.1], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 44.8], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 55.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",4104918a-1471-4e81-a0b9-01cf3f304bea,,Saved,0.04153543,Normal,Open Play,,,,Aston Villa,59,00:05:55.277,Shot,
,,,,,,,,,,,,,,,0.450708,,,,,,,,,,,,453019a1-d041-4dff-bc62-31b3abd22576,308,,"[108.3, 40.2]",3754117,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Olivier Giroud,3604.0,Center Forward,13,Arsenal,1,['2a89d7a8-2c20-40a7-99de-bc93bfdb0dd6'],30,,Left Foot,"[120.0, 42.9, 0.0]",,,,,Goal,0.7835,Normal,Penalty,,,,Arsenal,1,00:07:30.897,Shot,
,,,,,,,,,,,,,,,1.835292,,,,,,,,,,,,a0341b83-1a2c-4572-b24f-ef6246cf41bc,638,,"[108.6, 43.4]",3754117,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Olivier Giroud,3604.0,Center Forward,31,Arsenal,1,"['aec83e3d-6f5d-4a4c-9563-238dd0d2a22b', 'bdc6e1dc-30e6-4b11-b888-072efc0b6f21']",23,,Head,"[117.9, 42.9]",,"[{'location': [89.3, 25.6], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.9, 47.6], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 43.0], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.1, 42.4], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 33.1], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 41.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.1, 41.9], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.5, 36.6], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 25.9], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 33.6], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.5, 38.3], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.7, 30.1], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.9, 25.8], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",37d3eabb-cd86-4ef4-9e3f-5cc9c8f3c5f7,,Blocked,0.083645426,Normal,Open Play,,,,Arsenal,1,00:19:23.029,Shot,
,,,,,,,,,,,,,,,1.252357,,,,,,,,,,,,5abddfce-bdd1-4daa-b85e-77a38b2f580e,644,,"[111.6, 33.8]",3754117,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Laurent Koscielny,3394.0,Left Center Back,32,Arsenal,1,['79bca740-dd01-4710-b2aa-bf6de303f675'],49,,Right Foot,"[120.0, 39.7, 6.5]",True,"[{'location': [113.1, 38.9], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.1, 37.9], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.5, 46.4], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 35.7], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.8, 76.4], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.5, 40.0], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.7, 39.3], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 34.5], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 43.0], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.5, 37.4], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 39.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.9, 46.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 40.4], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.3, 54.4], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.2, 35.7], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",5601952e-686b-4d5d-8a24-e1ccb02041c4,,Off T,0.057764526,Volley,Open Play,,,,Arsenal,1,00:19:49.446,Shot,
,,,,,,,,,,,,,,,1.716218,,,,,,,,,,,,5dde4783-7db2-40cf-96d2-a7dd618ea391,680,,"[108.0, 26.3]",3754117,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leandro Bacuna,9533.0,Left Back,33,Aston Villa,59,['078a9c90-ab09-441f-a1df-52cf52db0a80'],45,,Left Foot,"[120.0, 41.6, 7.1]",True,"[{'location': [107.5, 46.6], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.6, 31.8], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 30.6], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 31.0], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.2, 31.8], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 37.9], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 28.2], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 35.7], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.5, 43.4], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.9, 70.0], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.6, 47.4], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 60.1], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.068181805,Lob,Open Play,,,,Aston Villa,59,00:20:45.893,Shot,
,,,,,,,,,,,,,,,0.151329,,,,,,,,,,,,e268cff8-a72a-427d-aab7-b969a25533a1,806,,"[105.6, 22.7]",3754117,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jordan Ayew,3450.0,Left Wing,39,Aston Villa,59,"['3a25a636-c0f1-4da7-a914-c6450fdf515d', '7ccd9985-85ce-4b2b-b096-212fc457dcaa']",46,,Right Foot,"[107.3, 25.0]",,"[{'location': [105.6, 42.3], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 47.1], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 26.5], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 25.0], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.9, 27.3], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 22.5], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 36.7], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 43.3], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.1, 54.6], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0a2ebb8b-f957-439b-bdd3-20d756bb1072,,Blocked,0.024126757,Normal,Open Play,,,,Aston Villa,59,00:24:46.178,Shot,
,,,,,,,,,,,,,,,1.289474,,,,,,,,,,,,3e832ff4-a0ed-481f-a4ba-620663a2bd88,1016,,"[92.0, 35.3]",3754117,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Idrissa Gana Gueye,3436.0,Left Center Midfield,45,Aston Villa,59,['682ec7bc-15b4-4cf3-939d-eee80042091e'],14,,Right Foot,"[120.0, 46.2, 2.2]",,"[{'location': [93.6, 59.1], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 52.3], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 44.7], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.2, 26.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 40.4], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.7, 35.2], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 39.3], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.1, 18.9], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.7, 38.3], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.6, 39.3], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [81.5, 37.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [84.3, 29.1], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.7, 31.1], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.7, 40.1], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.031866387,Normal,Open Play,,,,Aston Villa,59,00:30:14.545,Shot,
,,,,,,,,,,,,,,,0.559684,,,,,,,,,,,,df3391e2-dc8c-4001-89ce-f2635f7cfd83,1282,,"[105.7, 36.9]",3754117,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Center Midfield,59,Arsenal,1,['e0f6b8b4-90c4-4b03-a380-8322ff937ff6'],4,,Right Foot,"[120.0, 37.1, 1.2]",True,"[{'location': [111.7, 41.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.2, 33.7], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 45.6], 'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.2, 46.1], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 30.3], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 48.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",b35b6aac-ea90-4ae5-aa49-ca4a30d46305,,Goal,0.7673985,Normal,Open Play,,,,Arsenal,1,00:37:04.133,Shot,
,,,,,,,,,,,,,,,0.338496,,,,,,,,,,,,a010e9d6-c7b1-49f3-b680-95955af60db0,1419,,"[96.9, 40.2]",3754117,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Center Midfield,65,Arsenal,1,"['d2a65880-39ef-4d7e-a356-615884be05b1', 'eb481532-b44b-441a-b2c5-7fb817da2059']",54,,Right Foot,"[106.9, 41.0]",True,"[{'location': [98.9, 46.5], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.4, 63.5], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 49.7], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 38.9], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.8, 32.5], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.2, 25.0], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.4, 35.8], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 41.0], 'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 43.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 54.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.1, 41.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 47.6], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 50.4], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.2, 27.4], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.4, 40.0], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",ba3846ef-de13-430b-8e85-19695550a624,,Blocked,0.037833,Normal,Open Play,,,,Arsenal,1,00:40:54.399,Shot,
,,,,,,,,,,,,,,,0.513648,,,,,,,,,,,,369596a5-8d02-4e7a-bd3a-313dee68fb7f,1482,,"[115.6, 46.6]",3754117,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alan Hutton,9642.0,Right Back,67,Aston Villa,59,['bcb10056-6e0c-433c-bc8c-0ecdeabc1e35'],21,,Head,"[120.0, 47.7, 1.2]",,"[{'location': [108.2, 45.3], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.4, 29.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.6, 44.2], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.8, 33.4], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.3, 35.9], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 43.9], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 39.7], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.2, 41.6], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.1, 40.3], 'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.2, 43.4], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 43.0], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 46.8], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.2, 48.4], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.8, 52.6], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.2, 42.3], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",579d5bd3-19c6-4fb2-9918-9f5dcb2be152,,Off T,0.10365055,Normal,Open Play,,,,Aston Villa,59,00:42:21.572,Shot,
