ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.979564,,,,,,,,,,,,47a080f1-76bb-4f7a-a65b-b5b14da8a43b,29,,,"[113.0, 33.0]",19777,0,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,3,West Ham United LFC,972,"['af885038-c4f7-41ff-af6f-5403b950f1d9', 'daf635b7-604b-4e65-8db4-8a3af8ffce73']",45,,Right Foot,"[118.0, 28.0]",,"[{'location': [112.0, 37.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 35.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 35.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.0, 59.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 53.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 43.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Wayward,0.11883861,Normal,Open Play,,,,West Ham United LFC,972,00:00:45.729,Shot,True
,,,,,,,,,,0.171,,,,,,,,,,,,3f0ea3a2-9bdd-4d3f-bfa3-9b8d8736c33e,312,,,"[103.0, 43.0]",19777,10,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rosie Kmita,19896.0,Left Wing,26,West Ham United LFC,972,"['08559293-aa03-4fdf-9098-799c71007c92', '32044ef5-52ef-4286-ba39-c866d3d803c1']",5,,Right Foot,"[110.0, 42.0]",True,"[{'location': [108.0, 36.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.0, 46.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [112.0, 53.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 43.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",df0365c5-2ab4-4042-a749-f6693c10366d,,Blocked,0.088069566,Normal,Open Play,,,,West Ham United LFC,972,00:10:05.255,Shot,
,,,,,,,,,,0.073,,,,,,,,,,,,cba0da39-8c57-4fc1-a99d-fa77e869385d,317,,,"[104.0, 36.0]",19777,10,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rosie Kmita,19896.0,Left Wing,26,West Ham United LFC,972,"['7189c69d-e70d-4035-ba24-3d89ad26f14f', 'b40ab86a-d3f6-4efe-81ce-d067d620265d']",7,,Left Foot,"[106.0, 36.0]",,"[{'location': [109.0, 35.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 49.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.0, 31.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 48.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.0, 52.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,Blocked,0.09843381,Normal,Open Play,,,,West Ham United LFC,972,00:10:07.338,Shot,
,,,,,,,,,,1.190336,,,,,,,,,,,,2902a079-4b37-4592-92bc-6565fc22057e,328,,,"[102.0, 26.0]",19777,10,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alisha Lehmann,18153.0,Right Wing,27,West Ham United LFC,972,['d2bb2e43-c7f4-4869-b384-3199a34ba56e'],45,,Right Foot,"[120.0, 45.8, 2.6]",,"[{'location': [105.0, 10.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.0, 18.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [117.0, 36.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 37.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 45.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.0, 32.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 19.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 37.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 35.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",66ea52e7-2042-44a1-85e1-a30cb4c9346b,,Off T,0.028327314,Normal,Open Play,,,,West Ham United LFC,972,00:10:45.073,Shot,
,,,,,,,,,,2.331177,,,,,,,,,,,,b861b82e-9c4c-40d1-b827-0ad155fdbe9c,345,,,"[84.0, 53.0]",19777,12,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ellie Mason,15715.0,Left Center Back,29,Yeovil Town LFC,970,['ff9f7617-3908-4dde-aaf6-4e9358924e79'],15,,Left Foot,"[120.0, 40.1, 0.8]",,"[{'location': [102.0, 57.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [89.0, 53.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 35.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 39.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 48.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 54.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 32.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 58.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 31.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 29.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 36.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 48.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [99.0, 33.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 48.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 51.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",12ea0abc-45e0-4421-8bdc-983fe459d514,,Saved,0.0066068433,Normal,Open Play,,,,Yeovil Town LFC,970,00:12:15.480,Shot,
,,,,,,,,,,0.252979,,,,,,,,,,,,238a1433-d441-4b46-b852-e2da083cd1d8,382,,,"[109.0, 49.0]",19777,12,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Alisha Lehmann,18153.0,Right Wing,31,West Ham United LFC,972,"['6a648b3d-583f-46fe-88bc-d088d37bd94b', 'ae77cd85-97b0-4230-8e7a-06cff7c9c7bc']",58,,Right Foot,"[110.0, 43.8, 0.4]",,"[{'location': [89.0, 25.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 34.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [98.0, 20.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 55.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.0, 29.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 48.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 52.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 22.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 57.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",80eb7ce9-1444-4667-8a3a-7833fa7d6290,,Saved,0.3375385,Normal,Open Play,,,,West Ham United LFC,972,00:12:58.561,Shot,True
,,,,,,,,,,1.772656,,,,,,,,,,,,f111baf3-086e-4d67-87c3-fff796a1d4c3,584,,,"[94.0, 54.0]",19777,16,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ria Percival,18145.0,Right Back,39,West Ham United LFC,972,"['01e83a59-85b6-48dc-9195-8af6fe6fb7fe', 'e0f63424-5da8-4958-bcc0-711f4f2cf356']",48,,Right Foot,"[120.0, 45.4, 0.5]",,"[{'location': [105.0, 45.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 27.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 41.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.0, 35.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 38.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 29.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 46.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 37.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 44.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 48.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 53.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",6ab8457a-673c-4ab7-b15d-bb02b3a170b2,,Off T,0.021712238,Normal,Open Play,,,,West Ham United LFC,972,00:16:48.074,Shot,True
,,,,,,,,,,2.394525,,,,,,,,,,,,cd5e9f48-fd2e-4b80-a8b0-28407aac4625,654,,,"[111.0, 34.0]",19777,18,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,Right Wing,43,West Ham United LFC,972,"['7467917c-7193-4050-8aa9-381693fe7d78', '8d242a62-a96f-4eb9-b14d-9ef39117d621']",32,,Right Foot,"[120.0, 36.4, 0.3]",True,"[{'location': [91.0, 22.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 28.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.0, 47.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 28.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.0, 31.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 28.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 23.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c060c614-be67-4daa-97e9-d378d7f772d1,,Goal,0.36162117,Normal,Open Play,,,,West Ham United LFC,972,00:18:32.328,Shot,True
,,,,,,,,,,1.671781,,,,,,,,,,,,4b7d6b8b-fa50-4b1f-b3f4-43b47b98ea5d,800,,,"[106.0, 61.0]",19777,22,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anne-Marie Heatherson,15714.0,Center Forward,55,West Ham United LFC,972,"['dd6787d1-9f9c-419e-8c10-a62d17116969', 'fbd654e5-8cf2-4b03-b16e-5ba781b3c473']",50,,Left Foot,"[107.0, 60.0]",,"[{'location': [100.0, 55.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 44.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 59.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 63.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 61.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 54.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,0.008164859,Normal,Open Play,,,,Yeovil Town LFC,970,00:22:50.942,Shot,True
,,,,,,,,,,0.234936,,,,,,,,,,,,57b9fa92-47cd-406d-afa1-3bd5a5a19a00,903,,,"[104.0, 51.0]",19777,25,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brianna Visalli,18157.0,Left Center Midfield,61,West Ham United LFC,972,"['4df5d9d3-2af4-4fad-8123-93681ca93515', '7c68e648-7aa8-485b-8ab8-7800e86c023f', 'bd6d73b7-02d2-4f59-9d0b-a056e1c1a075']",44,,Right Foot,"[106.0, 47.0]",,"[{'location': [84.0, 54.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.0, 20.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [106.0, 37.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 32.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 43.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 36.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 31.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 35.0], 'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 46.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 50.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Blocked,0.07610359,Normal,Open Play,,,,West Ham United LFC,972,00:25:44.357,Shot,True
